SprungID,Sprungtyp,0_mean_Acc_N_Fil,0_std_Acc_N_Fil,0_mean_Gyro_x_R,0_std_Gyro_x_R,0_mean_Gyro_y_R,0_std_Gyro_y_R,0_mean_Gyro_z_R,0_std_Gyro_z_R,0_mean_Gyro_x_Fil,0_std_Gyro_x_Fil,0_mean_Gyro_y_Fil,0_std_Gyro_y_Fil,0_mean_Gyro_z_Fil,0_std_Gyro_z_Fil,10_mean_Acc_N_Fil,10_std_Acc_N_Fil,10_mean_Gyro_x_R,10_std_Gyro_x_R,10_mean_Gyro_y_R,10_std_Gyro_y_R,10_mean_Gyro_z_R,10_std_Gyro_z_R,10_mean_Gyro_x_Fil,10_std_Gyro_x_Fil,10_mean_Gyro_y_Fil,10_std_Gyro_y_Fil,10_mean_Gyro_z_Fil,10_std_Gyro_z_Fil,20_mean_Acc_N_Fil,20_std_Acc_N_Fil,20_mean_Gyro_x_R,20_std_Gyro_x_R,20_mean_Gyro_y_R,20_std_Gyro_y_R,20_mean_Gyro_z_R,20_std_Gyro_z_R,20_mean_Gyro_x_Fil,20_std_Gyro_x_Fil,20_mean_Gyro_y_Fil,20_std_Gyro_y_Fil,20_mean_Gyro_z_Fil,20_std_Gyro_z_Fil,30_mean_Acc_N_Fil,30_std_Acc_N_Fil,30_mean_Gyro_x_R,30_std_Gyro_x_R,30_mean_Gyro_y_R,30_std_Gyro_y_R,30_mean_Gyro_z_R,30_std_Gyro_z_R,30_mean_Gyro_x_Fil,30_std_Gyro_x_Fil,30_mean_Gyro_y_Fil,30_std_Gyro_y_Fil,30_mean_Gyro_z_Fil,30_std_Gyro_z_Fil,40_mean_Acc_N_Fil,40_std_Acc_N_Fil,40_mean_Gyro_x_R,40_std_Gyro_x_R,40_mean_Gyro_y_R,40_std_Gyro_y_R,40_mean_Gyro_z_R,40_std_Gyro_z_R,40_mean_Gyro_x_Fil,40_std_Gyro_x_Fil,40_mean_Gyro_y_Fil,40_std_Gyro_y_Fil,40_mean_Gyro_z_Fil,40_std_Gyro_z_Fil,50_mean_Acc_N_Fil,50_std_Acc_N_Fil,50_mean_Gyro_x_R,50_std_Gyro_x_R,50_mean_Gyro_y_R,50_std_Gyro_y_R,50_mean_Gyro_z_R,50_std_Gyro_z_R,50_mean_Gyro_x_Fil,50_std_Gyro_x_Fil,50_mean_Gyro_y_Fil,50_std_Gyro_y_Fil,50_mean_Gyro_z_Fil,50_std_Gyro_z_Fil,60_mean_Acc_N_Fil,60_std_Acc_N_Fil,60_mean_Gyro_x_R,60_std_Gyro_x_R,60_mean_Gyro_y_R,60_std_Gyro_y_R,60_mean_Gyro_z_R,60_std_Gyro_z_R,60_mean_Gyro_x_Fil,60_std_Gyro_x_Fil,60_mean_Gyro_y_Fil,60_std_Gyro_y_Fil,60_mean_Gyro_z_Fil,60_std_Gyro_z_Fil,70_mean_Acc_N_Fil,70_std_Acc_N_Fil,70_mean_Gyro_x_R,70_std_Gyro_x_R,70_mean_Gyro_y_R,70_std_Gyro_y_R,70_mean_Gyro_z_R,70_std_Gyro_z_R,70_mean_Gyro_x_Fil,70_std_Gyro_x_Fil,70_mean_Gyro_y_Fil,70_std_Gyro_y_Fil,70_mean_Gyro_z_Fil,70_std_Gyro_z_Fil,80_mean_Acc_N_Fil,80_std_Acc_N_Fil,80_mean_Gyro_x_R,80_std_Gyro_x_R,80_mean_Gyro_y_R,80_std_Gyro_y_R,80_mean_Gyro_z_R,80_std_Gyro_z_R,80_mean_Gyro_x_Fil,80_std_Gyro_x_Fil,80_mean_Gyro_y_Fil,80_std_Gyro_y_Fil,80_mean_Gyro_z_Fil,80_std_Gyro_z_Fil,90_mean_Acc_N_Fil,90_std_Acc_N_Fil,90_mean_Gyro_x_R,90_std_Gyro_x_R,90_mean_Gyro_y_R,90_std_Gyro_y_R,90_mean_Gyro_z_R,90_std_Gyro_z_R,90_mean_Gyro_x_Fil,90_std_Gyro_x_Fil,90_mean_Gyro_y_Fil,90_std_Gyro_y_Fil,90_mean_Gyro_z_Fil,90_std_Gyro_z_Fil
0609-1-01-888,Doppelsalto C,52.026,23.712,38.504,16.972,260.127,48.823,-1.969,47.762,38.828,11.883,255.143,34.238,-1.724,36.83,10.709,4.4,5.331,16.342,41.104,52.713,-22.881,13.653,6.047,11.949,49.865,45.84,-25.968,4.107,26.318,6.57,-10.034,20.188,318.069,217.179,-25.093,36.219,-11.303,15.229,322.98,202.252,-22.921,8.407,46.607,2.037,-13.153,21.707,747.202,21.876,-0.371,25.226,-12.562,14.53,740.385,10.517,-0.845,14.681,50.744,1.145,-2.853,7.587,795.09,23.265,-2.705,15.556,-0.609,8.295,793.633,21.372,-3.252,9.284,48.09,4.799,66.257,25.34,780.888,61.904,-18.713,42.211,61.393,13.879,774.504,56.703,-19.787,28.563,24.108,7.121,30.564,18.487,479.57,85.634,-21.177,34.976,32.83,10.668,481.863,86.926,-21.405,21.278,9.984,1.824,29.518,10.959,246.131,32.529,-31.216,4.808,29.281,9.96,250.006,33.381,-29.614,4.374,8.321,0.372,13.891,15.746,217.142,21.271,-27.279,12.587,13.818,10.646,217.294,11.812,-27.419,3.055,35.615,30.525,-10.257,26.815,218.442,79.063,-27.157,16.945,-8.219,20.874,212.594,64.339,-26.301,4.308
0609-4-01-418,Fliffis B,81.723,34.408,1.113,25.187,-96.33,195.134,8.427,29.416,-0.14,18.609,-89.16,191.329,13.864,19.563,25.863,10.347,-41.129,17.973,-598.679,247.102,44.513,69.28,-40.133,5.394,-596.486,83.468,38.414,25.33,39.667,0.85,11.002,19.752,-614.83,59.384,29.616,42.053,10.209,16.704,-616.232,47.108,30.967,31.237,25.953,10.022,18.068,8.046,-417.135,225.419,77.742,17.097,17.797,3.372,-409.471,204.96,79.359,10.953,16.78,2.672,-26.912,45.46,-31.523,95.206,221.901,78.7,-29.437,44.898,-37.873,78.636,220.662,70.094,20.735,1.752,-213.999,32.177,-76.928,91.149,345.326,23.926,-210.49,27.35,-73.222,85.504,343.982,19.339,17.563,1.368,-167.938,32.772,196.581,54.484,277.835,45.179,-167.555,31.938,194.409,54.188,277.631,44.515,13.361,0.482,-59.496,26.799,243.712,34.39,130.937,36.117,-60.553,25.786,242.521,31.091,131.645,35.745,15.652,1.208,-12.209,15.504,216.238,42.176,63.637,9.182,-11.824,13.957,217.377,37.371,63.972,7.24,41.704,38.807,18.926,21.327,336.085,115.853,-2.015,40.504,18.769,14.584,332.859,87.879,-0.641,32.034
0115-JANEIKE-01-75,Strecksprung,55.805,29.599,-0.129,9.694,125.434,33.267,-0.479,14.625,-0.418,4.8,125.292,28.03,-1.634,6.66,2.249,1.565,-10.402,18.096,61.764,40.591,-17.929,15.879,-9.885,14.155,62.059,25.487,-14.611,12.78,1.661,0.507,-10.222,12.719,8.422,54.761,18.814,29.927,-10.715,9.143,7.488,49.409,16.095,23.025,2.803,1.042,-0.4,13.983,-120.82,61.619,-18.923,37.231,0.841,11.453,-118.016,40.814,-16.214,33.569,1.466,0.268,13.847,20.005,-17.049,17.563,42.564,27.309,13.105,15.361,-18.287,16.563,39.473,22.088,0.774,0.263,-1.729,7.72,-6.777,4.756,-7.189,14.205,-2.207,5.436,-7.493,3.611,-6.291,10.415,0.643,0.171,1.162,7.885,-40.528,9.067,-9.189,9.477,1.298,6.528,-39.708,8.033,-9.176,8.746,0.571,0.099,5.122,1.289,-49.663,8.214,-34.631,6.981,5.152,1.25,-49.221,6.109,-33.647,5.549,1.28,1.255,4.874,3.978,-36.151,12.025,5.72,20.41,5.263,2.142,-36.516,8.182,2.891,16.767,47.31,31.232,7.652,25.496,85.922,96.033,3.222,40.032,6.168,13.313,83.893,79.422,5.969,18.826
0609-4-01-485,Strecksprung,54.939,33.073,4.807,9.382,70.355,8.316,10.347,5.821,4.343,6.609,69.676,7.363,9.094,4.847,1.152,0.893,-2.659,1.876,15.573,29.217,1.852,4.601,-2.638,1.31,16.818,24.79,2.602,2.149,0.979,0.209,-6.8,1.148,3.614,7.796,3.78,2.984,-6.702,0.77,2.586,6.244,3.621,2.053,0.922,0.101,-0.936,5.412,-15.457,1.54,1.414,1.989,-0.758,5.055,-14.912,1.119,1.489,1.095,0.822,0.029,8.851,3.392,-7.969,4.43,1.72,2.167,8.672,2.695,-8.238,3.507,1.674,1.301,0.802,0.032,5.249,1.201,-10.708,2.025,7.339,3.473,5.078,1.101,-10.234,1.823,7.143,2.998,0.742,0.054,-1.002,1.246,3.899,5.254,6.591,1.502,-0.863,1.26,3.437,4.623,6.816,1.136,0.84,0.056,-0.951,0.762,-1.272,3.638,11.283,1.639,-0.868,0.774,-1.082,3.299,11.02,0.985,1.101,0.177,5.337,2.772,11.747,14.194,5.806,4.419,5.094,2.283,11.028,11.599,6.111,3.109,38.978,30.139,-0.031,5.413,12.224,18.558,3.469,12.429,-0.07,4.414,15.538,12.205,3.445,8.073
0110-MORITZ-01-60,Salto C,47.976,37.257,6.129,10.669,93.432,90.094,4.935,27.677,5.837,7.366,91.991,74.671,6.014,17.727,10.629,1.371,3.976,17.485,-24.923,116.408,25.908,31.824,1.322,16.129,-12.621,114.612,23.935,22.495,14.746,1.676,-45.603,24.456,536.272,84.472,18.091,27.254,-43.176,16.304,521.533,80.57,18.5,17.717,17.114,8.803,2.754,15.418,333.822,80.507,5.717,18.287,0.785,11.95,335.876,79.203,5.558,13.087,3.398,0.214,-17.983,14.03,160.791,11.212,4.152,5.091,-16.478,10.21,163.15,13.255,4.176,3.488,3.505,0.152,-3.344,2.283,156.397,2.568,5.421,1.824,-3.677,1.523,156.246,1.537,5.647,0.873,3.156,0.11,-8.211,2.116,144.922,6.758,4.668,3.096,-8.087,1.115,144.783,6.197,4.453,2.559,2.688,0.272,-8.411,2.899,105.935,27.887,1.303,3.211,-8.575,1.843,105.075,26.645,1.536,1.27,4.49,0.703,-4.637,3.671,2.299,30.285,11.649,7.109,-4.971,2.116,6.3,25.476,11.721,6.626,36.85,35.047,-9.184,14.491,150.28,99.754,-13.209,38.208,-8.667,8.69,140.965,78.704,-11.679,23.382
0609-4-01-308,Salto C,56.558,35.927,-3.943,13.186,257.09,46.74,10.331,14.705,-4.244,9.741,242.094,45.074,10.937,6.706,10.134,2.486,-7.72,13.983,-59.537,55.2,13.266,24.736,-6.634,7.511,-37.604,47.829,11.641,13.297,14.103,4.089,20.574,12.12,419.67,135.11,-2.645,17.107,18.572,8.736,412.14,117.789,-1.37,8.722,15.005,3.821,18.368,6.581,415.079,64.425,2.347,10.189,18.466,2.901,406.162,66.202,3.579,5.043,3.839,1.481,-0.204,5.968,156.4,18.266,12.1,7.387,0.391,4.787,164.806,17.626,10.822,3.624,3.645,0.14,1.361,4.926,146.623,5.059,6.535,5.871,0.989,2.987,146.686,4.011,6.755,4.544,3.527,0.116,4.91,8.399,131.628,5.952,7.329,1.541,5.045,6.93,131.456,5.486,6.871,1.62,2.887,0.28,11.103,3.026,101.283,17.273,-5.112,2.568,11.523,2.414,100.848,16.499,-4.916,1.988,5.412,1.646,7.03,6.326,55.474,7.172,5.483,12.655,7.803,4.436,58.113,7.209,5.391,10.636,18.48,18.543,15.074,24.556,206.508,99.876,-17.524,32.927,13.043,16.687,194.613,79.771,-17.9,21.885
0609-4-01-592,Barani C,53.167,31.728,10.707,25.386,-122.441,108.688,3.024,15.176,10.412,21.108,-121.408,99.191,4.471,13.568,12.271,3.851,29.622,9.885,-366.714,90.305,66.371,30.71,29.637,5.429,-366.119,56.828,64.158,12.371,15.613,2.145,6.048,14.284,-420.09,38.178,97.95,13.778,6.144,12.76,-414.065,38.155,98.327,12.485,11.24,0.503,13.232,25.309,-124.697,87.245,157.208,30.942,13.25,21.874,-128.818,85.283,156.451,27.172,8.302,3.211,8.993,25.096,-41.899,38.417,262.961,51.487,9.233,22.171,-40.232,27.37,262.656,43.033,7.958,0.808,-33.17,13.127,44.075,43.726,278.763,21.219,-33.471,11.369,41.652,42.745,278.375,20.241,6.06,0.891,-42.012,9.111,116.937,12.347,194.527,27.076,-41.059,8.733,116.161,11.1,194.772,25.861,5.423,0.254,-4.143,7.452,127.303,7.995,126.628,17.196,-4.709,7.21,127.701,4.782,125.944,17.283,7.765,0.657,7.652,7.14,162.293,28.783,62.739,15.001,8.509,7.046,162.185,26.019,63.032,16.285,40.953,30.89,13.412,20.31,185.054,83.572,4.287,33.83,12.665,14.716,182.524,64.136,3.791,17.188
20191001-1148-FRANKFURT_1-01-35,Strecksprung,52.154,31.627,-13.333,7.374,78.385,24.225,-6.653,20.716,-11.415,4.393,71.657,25.102,-4.743,13.129,2.401,0.391,5.488,6.654,-59.12,19.54,31.789,16.766,4.53,4.139,-54.796,13.383,28.39,13.954,1.206,0.393,-8.515,3.444,-72.34,13.564,2.304,6.811,-7.989,2.33,-70.512,10.084,3.616,6.094,0.876,0.285,-2.866,3.125,-35.118,4.132,9.765,2.453,-2.82,2.511,-36.087,2.966,9.315,1.962,0.922,0.202,4.677,2.674,-22.543,8.704,2.053,4.025,4.264,2.017,-22.424,7.633,2.205,3.393,1.249,0.335,-0.246,4.348,-1.098,4.625,-2.779,2.364,-0.002,3.026,-0.879,4.288,-3.124,1.07,0.794,0.191,7.307,7.606,27.739,17.282,-2.811,11.283,6.912,5.147,25.995,13.015,-3.022,6.378,1.143,0.114,-0.087,5.556,24.554,5.575,-0.493,5.467,0.503,4.697,26.237,4.58,0.447,4.042,1.486,0.449,2.076,6.357,55.671,28.485,-3.383,12.96,1.894,3.762,52.799,19.244,-4.251,10.497,42.195,30.724,2.08,11.062,-17.446,45.847,7.125,34.538,1.051,5.338,-11.964,18.488,8.629,22.732
20190930-1616-FRANKFURT_1-01-240,Fliffis C,81.503,26.653,0.367,51.344,-66.39,188.676,26.882,33.535,-1.348,46.167,-66.191,184.03,28.729,15.65,25.897,4.736,-45.019,32.4,-536.595,102.932,-6.434,57.674,-41.954,25.001,-530.882,65.286,-8.119,40.041,44.939,8.419,11.352,6.962,-629.904,27.673,-40.882,27.538,11.298,4.882,-629.307,13.54,-42.358,9.965,56.54,2.608,16.542,22.109,-696.968,17.52,-15.522,28.123,14.3,19.062,-696.089,20.102,-14.616,23.182,46.395,13.363,-89.11,37.65,-597.293,170.58,78.108,46.704,-87.305,33.79,-588.34,158.217,80.199,41.85,20.05,1.254,-37.422,51.505,-139.782,74.009,246.335,85.507,-43.098,38.549,-134.772,54.496,237.081,62.703,12.459,1.607,-176.529,60.384,19.667,166.851,239.551,93.715,-170.216,43.962,11.711,61.191,245.602,44.023,11.729,0.576,-120.142,40.962,141.557,29.245,230.569,35.158,-120.587,39.451,136.904,26.099,230.7,28.66,10.974,1.12,-41.529,11.07,185.392,22.986,109.16,45.614,-40.334,7.966,188.163,19.646,109.213,41.263,37.463,33.942,14.606,29.67,270.699,84.944,-8.098,87.508,8.424,9.233,271.281,45.535,-4.493,41.339
0609-1-01-789,Von Bauch in Stand,60.507,27.117,3.44,20.505,-18.203,56.532,16.694,25.847,2.586,12.78,-18.921,45.72,10.656,14.937,4.162,2.729,10.376,16.021,-42.073,84.965,5.549,47.861,9.181,12.375,-37.724,55.068,7.097,21.766,1.533,0.577,-0.66,19.288,45.341,17.204,45.64,37.591,-1.042,16.572,42.896,13.298,46.226,16.443,0.958,0.461,-23.944,13.496,-5.468,10.609,31.9,14.339,-23.355,10.088,-4.077,9.403,32.832,10.797,1.585,0.331,10.241,17.584,2.327,5.399,30.203,18.681,10.314,13.904,2.736,5.793,29.345,16.549,1.072,0.272,19.974,1.767,34.931,9.298,-23.16,16.634,19.899,1.422,34.023,8.232,-22.772,14.787,1.049,0.311,15.183,4.535,37.14,2.11,-59.049,6.172,14.53,4.264,37.207,1.385,-58.255,4.278,1.437,0.137,-8.12,3.719,37.936,3.203,-38.961,13.646,-6.878,3.183,37.753,1.972,-38.107,13.332,1.502,0.635,9.254,8.611,45.534,35.812,45.774,34.506,9.629,8.696,45.915,24.922,42.148,27.473,30.433,20.103,25.144,14.354,110.884,52.485,-0.159,33.342,23.101,10.825,114.496,31.018,3.389,26.76
0609-1-01-73,Strecksprung,56.849,32.671,-2.708,16.178,85.324,24.706,4.031,17.089,-3.832,11.575,85.155,23.924,3.784,8.482,1.107,1.036,-11.013,12.802,32.449,7.013,-21.516,31.035,-10.737,8.87,33.967,2.32,-20.229,21.841,1.275,0.354,-8.06,6.78,46.691,20.743,28.607,13.764,-7.406,5.106,44.638,9.736,25.466,5.608,1.223,0.362,5.905,6.308,-30.051,32.647,-6.006,12.187,5.492,4.707,-29.012,30.46,-3.863,5.256,0.395,0.144,-6.736,2.693,-57.29,12.474,-5.131,3.939,-6.468,1.652,-55.7,11.033,-4.286,2.593,0.57,0.241,-1.543,4.086,-27.651,8.598,14.924,7.152,-1.902,2.76,-28.287,4.034,13.905,6.288,0.667,0.187,3.247,8.943,-12.789,9.611,-10.745,17.869,3.5,7.491,-13.048,8.576,-10.539,16.303,0.974,0.422,9.667,5.783,-16.294,13.285,-22.068,10.983,9.88,4.382,-17.186,11.118,-21.416,10.1,2.58,1.58,5.936,17.126,-49.967,18.49,11.206,12.342,5.811,12.874,-46.331,16.142,11.772,5.662,46.341,35.164,14.32,25.336,126.855,67.227,24.506,25.709,13.564,21.382,123.925,56.383,23.379,12.482
20191007-1159-FRANKFURT_1-01-116,Barani B,56.586,30.269,27.25,33.898,-226.303,105.724,-34.683,35.078,27.492,29.001,-226.665,99.095,-30.308,31.563,17.532,1.734,42.334,28.943,-458.415,36.838,71.872,12.873,40.949,25.688,-451.85,26.775,67.548,5.307,7.652,3.048,-40.122,20.208,-292.801,95.926,2.164,46.322,-37.548,16.813,-291.062,89.322,5.091,37.129,8.973,3.257,29.988,53.872,-78.843,23.591,136.313,128.266,30.467,49.497,-82.466,15.711,141.991,122.341,12.19,1.57,66.845,46.917,-57.548,21.722,476.65,27.675,64.994,36.684,-57.588,19.884,466.343,28.669,9.662,0.542,28.796,7.899,26.266,39.139,360.718,69.823,28.503,4.633,28.514,36.383,358.332,67.567,6.827,0.48,16.076,9.357,153.221,32.724,122.207,52.661,17.136,7.243,152.82,33.657,124.529,53.319,7.35,0.555,14.46,6.09,267.922,30.674,23.026,16.385,13.17,4.334,265.371,21.062,23.66,9.456,7.809,0.964,-6.912,10.762,268.804,16.319,23.933,24.169,-5.862,7.161,268.781,10.766,23.141,12.544,20.972,17.864,-3.475,18.952,286.484,81.082,-40.1,51.373,-4.64,14.864,281.08,50.993,-35.724,26.856
0115-JANEIKE-01-18,Salto B,64.125,34.498,13.038,17.871,175.492,50.229,-23.084,24.519,17.734,16.582,163.572,33.652,-21.722,10.295,6.362,1.701,-3.315,12.49,-69.532,62.591,-2.372,27.352,-1.739,9.413,-60.572,60.517,-2.356,15.001,4.734,2.49,-1.321,16.224,36.106,138.304,-35.137,30.38,-2.628,9.341,41.938,133.126,-37.228,21.442,18.33,2.741,-18.074,31.259,518.373,76.598,-28.7,42.305,-16.414,21.578,509.555,68.947,-25.795,28.026,18.459,2.704,63.677,21.511,479.627,51.328,25.179,26.986,62.583,18.118,478.034,48.963,21.963,20.273,5.989,1.927,55.977,12.934,290.866,51.023,-20.007,5.925,56.192,11.688,291.165,50.771,-18.932,3.635,2.333,0.417,39.149,4.603,116.422,28.417,-3.257,9.993,38.851,2.14,119.422,28.144,-3.823,6.387,4.036,0.644,33.213,10.797,97.961,5.182,-23.768,16.984,33.226,6.533,97.516,2.6,-22.178,12.956,5.157,1.275,10.921,17.629,68.807,15.336,-6.331,22.667,11.461,15.577,70.063,9.702,-8.055,18.442,47.503,35.598,27.222,24.185,142.698,85.898,-8.878,30.285,23.752,17.187,135.768,54.957,-8.299,10.395
20191008-1207-FRANKFURT_2-01-230,Schraubensalto A,50.005,33.425,25.38,32.602,259.871,27.856,37.757,68.516,26.829,26.376,257.346,15.818,42.428,52.939,3.272,1.389,96.927,31.118,110.56,73.729,241.815,75.198,96.327,23.624,112.279,62.522,239.979,58.087,5.68,1.208,156.605,20.73,8.192,38.321,251.17,25.305,156.245,13.81,6.654,33.572,253.848,11.375,7.113,0.383,163.519,13.396,-68.871,7.838,296.962,28.814,159.622,14.905,-69.216,5.721,296.311,26.605,9.337,1.176,-33.246,74.336,-142.866,26.654,333.724,23.719,-31.291,73.23,-140.518,20.27,331.574,17.683,10.854,0.292,-185.469,16.111,-105.616,28.974,314.227,18.632,-182.634,15.801,-102.628,29.128,316.524,15.468,11.638,0.648,-132.434,44.79,62.022,58.482,361.906,35.626,-130.949,41.742,60.032,54.741,357.26,29.013,8.375,0.538,-12.457,19.554,168.469,10.209,163.948,72.572,-14.333,18.861,169.108,6.511,166.231,68.691,9.488,1.228,24.599,18.482,266.35,50.329,56.684,11.155,25.973,15.791,267.47,47.561,53.795,9.9,49.906,37.917,54.936,31.273,322.805,124.545,-17.876,55.081,50.193,14.102,316.286,94.051,-19.277,26.32
0609-4-01-566,Barani C,53.616,33.176,30.142,15.739,-89.181,91.722,72.725,31.898,26.822,14.194,-91.808,87.286,72.826,25.553,13.88,2.828,-27.303,15.56,-396.189,82.801,50.243,46.289,-24.886,10.4,-391.756,56.558,50.614,21.793,13.438,2.354,-10.622,6.91,-352.217,74.249,108.004,19.522,-10.564,4.972,-347.966,72.589,109.394,20.789,10.356,0.782,2.739,21.329,-70.982,49.191,180.32,15.751,1.334,15.564,-75.89,47.588,180.731,12.002,8.334,2.338,-57.538,27.594,-41.744,5.409,265.353,16.636,-56.677,24.324,-40.166,4.024,261.666,15.234,7.256,0.594,-93.966,5.151,41.371,37.009,241.342,5.606,-93.462,3.61,40.751,35.972,241.536,6.311,5.437,0.429,-60.383,17.685,116.516,7.734,192.337,19.828,-60.385,16.523,115.189,7.762,192.456,19.333,5.104,0.32,-13.421,12.825,110.163,7.171,126.684,23.569,-13.495,12.134,110.253,6.836,126.264,23.045,6.364,1.318,16.827,8.583,118.154,23.326,56.582,15.563,17.097,8.593,119.867,22.186,57.481,13.44,42.176,34.098,13.733,22.093,191.956,63.853,3.804,32.748,13.605,17.373,188.211,47.531,3.142,19.371
0827-BK2-02-35,Salto C,50.983,32.74,23.464,15.933,127.691,51.762,-32.333,17.666,23.149,10.687,125.354,45.74,-31.961,10.334,7.369,2.2,11.134,7.469,-42.78,43.703,-16.563,29.563,11.338,3.934,-36.867,23.923,-18.827,23.739,14.874,5.012,-12.384,12.8,322.544,250.46,-105.325,15.42,-11.488,10.541,320.841,228.977,-102.237,11.391,25.983,3.533,4.198,19.332,566.137,65.831,-45.38,25.292,2.716,15.212,559.772,61.809,-45.117,18.767,5.507,4.18,24.107,10.211,250.879,93.153,-22.609,5.325,24.39,5.771,254.571,88.753,-23.372,4.011,2.511,0.628,6.817,6.57,130.515,13.653,-13.405,3.626,7.35,4.576,130.567,12.635,-13.652,2.211,2.816,0.29,11.706,2.853,93.679,6.269,-11.849,1.354,11.892,1.401,94.821,5.799,-12.375,1.62,3.128,0.265,22.116,7.837,92.522,2.422,-31.907,6.804,21.569,6.251,91.828,1.707,-31.508,4.894,4.888,0.855,9.406,11.47,94.0,22.539,-22.822,11.633,9.692,6.688,96.13,19.762,-22.516,6.826,49.122,35.924,22.866,13.195,154.381,63.693,-11.098,13.214,22.366,8.535,151.342,48.947,-10.711,6.667
20191007-1534-FRANKFURT_2-01-141,Baby- Fliffis C,69.634,32.577,2.55,51.427,-211.731,357.769,1.33,78.269,2.408,20.867,-212.965,152.961,3.552,19.895,19.544,1.797,-5.088,23.953,-310.079,50.432,37.191,13.553,-6.604,20.286,-314.526,47.825,34.9,8.558,31.12,3.759,-53.731,5.694,-530.179,51.422,52.804,30.926,-53.607,4.974,-524.484,48.369,52.79,26.034,28.167,4.62,-72.003,4.097,-476.254,89.895,135.33,42.005,-70.062,3.778,-468.973,86.055,140.388,42.139,16.353,1.081,-24.912,25.162,-98.344,96.596,319.446,27.464,-24.098,24.446,-101.405,96.55,315.274,27.755,11.847,3.324,-27.397,61.832,80.867,15.153,302.593,41.724,-29.824,49.337,77.411,7.437,300.046,34.06,8.526,0.502,-87.754,14.655,89.845,9.444,221.765,13.657,-85.402,13.777,89.146,5.068,222.499,13.042,8.842,0.735,-25.668,9.238,133.395,23.649,168.285,25.56,-27.844,9.457,134.774,22.959,165.764,25.191,8.352,0.31,-20.848,8.636,251.388,57.01,53.798,23.878,-17.796,9.591,252.489,53.597,55.545,25.506,46.687,25.142,37.729,20.226,267.113,94.461,-9.822,32.725,34.346,9.294,261.456,76.678,-9.399,17.057
0609-1-01-798,Bauchsprung,53.309,24.845,0.842,22.745,48.715,47.416,-0.133,18.488,1.539,18.975,45.565,45.022,-0.543,12.261,2.589,2.092,-17.728,11.432,-49.31,32.653,0.761,16.436,-18.242,6.206,-46.77,16.798,0.953,7.115,1.108,0.195,-3.823,6.222,-61.5,28.286,-11.166,22.983,-4.15,4.585,-61.15,22.96,-10.96,14.835,0.852,0.142,-5.457,2.661,-82.073,5.027,-10.386,13.253,-5.285,2.378,-81.359,3.081,-10.277,11.592,0.954,0.39,-8.045,5.161,-63.733,11.343,-18.856,11.519,-7.386,4.502,-64.43,7.671,-18.475,7.046,0.88,0.134,11.849,3.795,-77.95,5.142,-6.698,13.798,11.311,2.264,-76.933,2.744,-6.097,13.642,1.141,0.376,14.297,4.6,-51.222,8.459,37.552,8.418,14.738,2.582,-51.4,6.827,35.613,6.679,1.77,0.678,9.36,14.227,-26.389,13.768,-9.039,14.874,8.628,11.977,-26.333,11.184,-8.505,10.943,2.466,0.477,-21.728,10.736,66.196,44.257,-16.527,10.449,-21.08,8.49,71.01,47.414,-15.009,5.941,54.055,33.048,-16.78,19.198,101.279,103.383,-44.581,58.349,-14.223,7.864,93.882,64.725,-44.888,29.395
20191008-1157-FRANKFURT_1-01-221,Barani C,56.851,28.424,45.329,21.526,-191.964,126.12,14.522,55.834,45.903,12.95,-202.192,113.651,14.118,45.361,19.339,4.001,79.587,17.422,-474.749,31.303,41.2,34.599,77.255,11.346,-464.808,8.292,45.688,24.16,12.081,2.452,12.13,42.634,-358.648,75.773,154.309,28.763,11.369,40.455,-353.625,75.082,157.822,27.849,15.357,2.622,-69.605,30.781,-34.567,65.422,366.679,55.552,-70.658,16.645,-42.328,63.574,352.685,42.356,6.623,1.881,-95.432,40.488,14.634,16.825,258.04,39.407,-90.506,28.639,16.732,8.026,267.407,30.375,8.366,0.407,-31.117,7.436,70.49,26.982,313.099,39.04,-31.699,3.589,69.258,25.05,305.822,37.33,5.869,1.16,-19.766,5.849,100.222,7.188,81.161,68.973,-19.899,5.719,101.304,5.04,84.463,66.641,5.881,0.3,-9.907,5.915,167.744,29.962,-24.459,5.647,-10.356,4.133,167.581,28.848,-22.34,5.858,6.376,0.541,-19.622,8.138,243.361,16.437,-1.613,12.099,-18.615,4.321,244.447,17.111,-4.733,9.062,40.35,29.318,-11.897,41.663,270.058,74.447,-34.79,63.998,-13.668,13.91,268.472,50.874,-34.38,25.74
