SprungID,Sprungtyp,Acc_x_Fil_avg_1,Acc_y_Fil_avg_1,Acc_z_Fil_avg_1,Gyro_x_Fil_avg_1,Gyro_y_Fil_avg_1,Gyro_z_Fil_avg_1,Acc_x_Fil_avg_2,Acc_y_Fil_avg_2,Acc_z_Fil_avg_2,Gyro_x_Fil_avg_2,Gyro_y_Fil_avg_2,Gyro_z_Fil_avg_2
20190930-1247-FRANKFURT_2-01-77,Barani C,-3.882,2.268,4.641,-69.769,-193.174,96.959,-0.001,-1.127,4.839,-39.696,121.833,109.91
0609-4-01-104,Schraubensalto C,-4.15,-0.101,7.196,102.669,19.556,294.861,-0.854,-1.48,4.195,-19.347,153.665,126.815
0609-4-01-47,Fliffis B,-25.248,0.78,4.493,-20.87,-508.555,76.035,-4.54,0.911,-0.697,15.139,124.187,202.324
20191008-1157-FRANKFURT_1-01-297,Barani C,-4.115,-0.066,4.559,-11.747,-186.621,143.47,-2.025,-1.545,5.282,-36.99,184.462,63.485
20191008-1207-FRANKFURT_2-01-214,Salto C,-8.17,0.265,0.775,1.613,219.665,-16.877,-1.055,-0.046,8.141,7.275,189.528,-11.344
20191007-1159-FRANKFURT_1-01-448,Fliffis C,-32.623,0.416,-3.15,-0.723,-613.4,61.126,-7.047,-0.497,0.229,-16.205,168.675,175.786
20190930-1153-FRANKFURT_1-01-202,Rudi,-8.376,1.982,6.714,32.451,-135.532,427.657,-2.563,-2.117,2.32,-55.728,86.033,221.448
0609-1-01-669,Von Bauch in Stand,9.409,0.52,5.782,9.173,-8.253,5.911,3.814,-0.241,6.72,-7.276,58.307,0.271
0827-BK1-01-26,Salto C,-3.207,-0.448,3.642,1.015,234.448,6.68,2.342,-0.135,6.377,12.565,124.674,6.612
0609-4-01-305,Fliffis C,-23.731,1.661,-3.417,-36.094,-453.179,95.92,-3.511,-0.898,0.33,-54.486,147.499,168.902
0609-1-01-768,Bauchsprung,1.289,-0.336,9.581,-4.679,-44.803,-6.226,8.038,0.134,5.531,-3.279,4.465,-4.754
0110-MORITZ-01-46,Salto C,-3.257,-0.983,4.216,-5.024,216.995,14.222,3.692,-0.822,5.564,3.211,108.224,2.277
0827-BK2-01-110,Salto A,1.249,0.027,5.408,9.844,175.298,-16.165,-0.247,0.522,5.249,3.126,165.552,-7.868
0609-1-01-625,Von Bauch in Stand,8.901,-0.299,5.644,3.019,-7.529,7.498,4.414,-0.294,6.824,3.993,58.398,0.092
20191008-1207-FRANKFURT_2-01-313,1 3/4 Salto vw B,-12.971,4.114,2.244,-72.136,-354.617,118.707,-20.042,-0.263,-4.238,-82.27,-312.728,90.181
20190930-1616-FRANKFURT_1-01-57,Barani C,-5.108,1.788,4.953,-50.494,-239.958,111.086,1.403,-0.639,5.121,-25.8,107.563,114.969
20190930-1247-FRANKFURT_2-01-89,Salto A,0.141,-0.311,4.401,8.664,206.071,-7.693,1.001,-0.504,2.695,5.54,183.53,-4.191
20191008-1207-FRANKFURT_2-01-217,Schraubensalto A,-4.25,0.032,5.884,112.132,28.475,235.356,-3.402,-2.741,3.017,-61.643,151.397,174.894
20191007-1150-FRANKFURT_2-01-131,Salto A,0.378,0.022,2.812,13.299,231.681,-12.978,-0.35,-0.85,3.71,1.338,183.086,-0.595
0609-4-01-263,Fliffis C,-18.708,0.694,-2.697,-39.089,-384.296,100.959,-3.53,-1.799,-1.765,-84.142,197.537,141.727
0115-CHARI-05-10,Doppelsalto B,-14.267,0.893,4.708,-6.86,331.526,-6.983,-9.69,1.538,-5.342,9.366,373.426,-6.477
0609-1-01-591,Salto C,-3.467,0.356,3.961,12.128,247.779,-9.818,1.143,0.115,6.371,10.75,132.596,-9.969
0115-MORITZ-03-115,Doppelsalto B,-19.574,-2.537,7.089,-28.425,372.758,-0.788,-11.181,-1.629,0.452,-6.009,335.873,9.308
20190930-1153-FRANKFURT_1-01-163,Salto B,-7.346,0.674,1.054,34.326,235.577,4.643,1.299,-0.798,6.118,17.942,133.492,-12.912
0827-BK2-02-133,Salto A,0.427,0.565,5.896,9.315,192.894,-31.699,0.791,0.394,4.83,5.64,168.776,-21.887
0609-1-01-105,Bauchsprung,1.031,-0.186,9.263,-2.629,-30.647,1.868,8.253,-0.881,4.475,-5.889,-18.548,-5.664
0115-MORITZ-03-146,Fliffis- Rudi B,-26.348,-5.249,3.873,-170.156,-340.343,-242.295,-13.352,3.683,-3.688,-34.09,91.6,-282.828
20191007-1159-FRANKFURT_1-01-387,3/4 Salto vw A,2.786,-0.403,7.877,-1.433,-53.295,4.965,-13.463,-0.138,0.604,-0.741,-254.766,4.695
0609-1-01-168,Doppelsalto C,-23.089,1.443,-3.08,22.178,451.22,3.68,-6.122,1.052,-1.774,33.331,327.22,-2.847
0609-1-01-813,Von Bauch in Stand,9.417,-0.115,5.782,8.464,-16.292,-1.309,3.646,-0.265,6.987,-4.273,64.109,3.831
20191008-1207-FRANKFURT_2-01-290,Doppelsalto C,-20.34,3.462,-5.788,56.99,415.891,-72.481,-13.879,1.695,-5.603,76.233,418.605,-109.582
20191001-1148-FRANKFURT_1-01-139,40/,-0.209,-0.715,3.998,-4.155,216.873,4.097,0.864,-0.454,5.249,-0.875,170.334,-6.135
0110-MORITZ-01-32,Doppelsalto B,-15.685,-2.385,7.618,-30.936,352.947,13.017,-11.741,-1.857,1.046,-17.565,360.575,16.817
20190930-1153-FRANKFURT_1-01-182,Salto A,0.578,-0.627,5.96,17.121,185.233,0.658,-0.207,-0.495,4.289,22.883,174.357,8.299
0609-1-01-490,Doppelsalto B,-16.187,-0.701,1.611,-5.861,397.049,-17.375,-4.841,-0.488,-3.303,1.21,326.744,-4.654
20190930-1616-FRANKFURT_1-01-41,Salto C,-6.074,-0.851,2.695,-7.319,262.707,1.075,2.046,-0.008,6.823,4.939,115.917,11.379
0110-MORITZ-01-33,Fliffis B,-21.942,-3.4,3.145,12.135,-456.682,-49.952,-3.281,0.739,-2.099,68.113,195.063,-126.39
0115-JANEIKE-01-115,Salto B,-3.806,0.334,4.999,14.067,209.036,-5.073,1.539,-0.193,6.516,22.643,157.343,-10.019
20191007-1150-FRANKFURT_2-01-196,Fliffis B,-30.037,2.603,2.84,-62.862,-600.695,22.609,-8.851,1.707,-0.829,69.338,127.617,223.716
20191008-1207-FRANKFURT_2-01-114,3/4 Salto rw A,0.02,0.609,6.011,-2.158,132.398,-19.528,6.801,1.279,2.455,-4.877,187.748,-43.49
0609-1-01-200,Bauchsprung,0.747,-0.276,8.978,-4.684,-46.549,-6.016,8.758,0.039,4.612,-0.162,-2.489,-5.65
0609-4-01-138,Schraubensalto C,-4.83,0.258,6.703,94.982,33.461,302.933,-2.049,-1.399,4.536,-18.878,153.507,126.588
0609-1-01-422,Salto C,-4.415,-0.277,2.339,27.131,265.33,-22.706,2.21,-0.295,5.83,6.859,120.798,-15.685
0609-4-01-458,Salto C,-2.243,-0.338,3.913,5.327,249.393,-1.194,3.538,-0.539,5.805,3.608,119.796,0.609
0609-1-01-668,Bauchsprung,1.428,-0.436,9.646,-3.522,-48.453,2.95,8.763,0.313,3.83,-8.715,0.228,-10.927
20191007-1524-FRANKFURT_1-01-147,Salto A,0.859,0.489,3.477,10.276,210.814,-40.211,0.146,0.227,5.313,22.186,199.876,-14.856
0827-BK2-01-13,Salto C,-3.438,0.661,5.219,4.899,220.959,-7.451,1.413,0.579,6.594,-8.217,108.382,-1.621
20190930-1616-FRANKFURT_1-01-361,Barani C,-3.86,2.369,4.748,-70.261,-185.497,114.4,1.07,-0.602,4.424,-60.107,94.412,105.648
20191007-1534-FRANKFURT_2-01-38,Barani A,-2.422,2.061,3.774,-93.061,-114.943,166.007,0.614,-1.375,1.682,-44.343,182.465,84.762
0827-BK1-01-38,Salto C,-3.75,-0.406,4.373,7.304,227.027,6.694,2.325,-0.366,6.1,3.49,125.9,0.737
20191008-1207-FRANKFURT_2-01-312,Salto C,-7.049,3.097,2.561,32.311,258.914,-49.985,1.719,2.031,6.698,32.547,138.468,-36.692
20191003-1152-FRANKFURT_1-01-129,Fliffis C,-33.439,-4.942,-2.23,65.375,-588.237,-40.552,-4.06,-1.485,-4.496,87.465,133.061,-171.506
0115-MORITZ-03-37,Salto C,-2.866,-1.162,4.438,-2.85,210.509,9.48,2.954,-0.909,5.976,14.097,114.247,3.434
0609-4-01-540,Barani C,-2.88,0.274,4.907,-12.129,-186.916,135.156,1.397,-1.296,4.158,-37.153,126.345,109.045
20191007-1150-FRANKFURT_2-01-95,Salto B,-4.224,-0.142,1.43,32.784,216.076,-19.684,-1.265,-0.654,5.242,14.565,182.101,-14.297
0115-JANEIKE-01-136,Doppelsalto B,-16.767,0.257,2.773,1.051,379.523,-9.396,-8.037,-0.114,-3.451,28.745,378.146,3.368
20191001-1148-FRANKFURT_1-01-92,Fliffis aus C,-30.206,-4.24,-3.715,83.805,-591.729,14.079,-5.442,-1.385,0.314,-24.872,184.312,188.089
20191007-1159-FRANKFURT_1-01-33,Salto C,-4.649,0.167,1.88,23.011,267.293,3.944,-0.911,-0.294,7.184,-3.422,134.3,-7.093
0827-BK1-01-129,Salto A,-0.132,-0.874,5.622,-2.08,182.829,-2.599,0.827,-0.628,5.182,-7.365,175.228,0.492
20191008-1157-FRANKFURT_1-01-242,Barani C,-4.108,0.552,4.463,-27.559,-202.407,129.757,-1.56,-1.404,5.515,-30.923,170.902,96.978
0827-BK2-02-75,Salto B,-5.404,1.327,3.044,18.598,223.723,-21.962,0.833,0.551,6.112,12.565,143.361,-36.992
0609-1-01-859,Doppelsalto C,-24.111,-0.272,-5.373,7.245,460.577,-19.963,-9.375,0.548,-2.625,26.995,354.402,-13.952
0609-4-01-393,Fliffis B,-18.161,0.608,4.167,-4.919,-388.235,80.896,-5.601,-1.441,-3.14,-91.435,176.677,168.834
20191001-1148-FRANKFURT_1-01-94,41/,-1.02,0.024,2.872,-86.53,-118.087,151.463,-3.559,-2.03,5.243,-42.438,209.681,65.422
0609-4-01-351,Fliffis B,-18.744,0.388,3.786,6.161,-395.712,73.441,-5.551,-2.028,-4.256,-103.819,176.591,169.338
0115-CHARI-05-141,Voll- ein 1 3/4 Salto vw C,-7.542,2.9,3.12,29.569,-116.126,268.713,-22.247,-6.461,-2.852,184.781,-348.076,2.858
20190930-1247-FRANKFURT_2-01-313,3/4 Salto rw A,1.591,-1.092,7.062,12.863,132.382,-2.232,7.149,-0.807,2.919,16.524,180.95,-5.75
0609-1-01-237,Von Bauch in Stand,8.898,0.242,5.619,3.808,-11.328,-1.419,3.799,-0.207,6.845,0.38,59.87,7.195
0609-1-01-712,Bauchsprung,0.926,-0.464,9.465,-4.511,-44.203,-10.842,7.884,0.1,5.903,3.951,3.952,-3.274
0827-BK2-02-125,Salto A,0.053,0.74,5.959,4.497,191.84,-33.373,0.519,0.239,5.182,-3.796,166.364,-22.217
0609-4-01-241,Schraubensalto C,-5.142,-0.423,7.204,110.368,39.435,312.103,-1.404,-1.076,4.052,-19.118,165.496,126.864
20191003-1152-FRANKFURT_1-01-66,Salto A,-0.613,-0.123,4.812,-1.379,212.595,11.235,-0.389,0.573,3.316,-6.938,213.24,-10.356
20191007-1534-FRANKFURT_2-01-139,Salto C,-7.867,0.887,1.608,31.507,275.877,-1.913,0.413,0.64,7.273,9.005,153.322,-11.887
20190930-1153-FRANKFURT_1-01-237,Cody C,-1.419,1.22,-7.222,33.842,252.395,27.74,0.452,-0.914,4.121,18.21,173.211,-6.512
20191008-1157-FRANKFURT_1-01-111,Barani A,-1.086,0.431,3.699,-65.729,-136.837,151.958,-2.653,-1.097,5.168,-30.506,207.726,77.555
20191001-1148-FRANKFURT_1-01-142,41°,-6.008,-0.539,2.466,-5.673,-206.31,165.018,-2.478,-2.106,6.769,-3.496,198.508,47.2
0609-1-01-363,Salto C,-5.101,-0.581,2.62,6.208,279.267,-8.332,2.082,-0.034,5.644,16.193,104.441,-9.439
0609-4-01-84,Schraubensalto C,-4.466,-0.201,7.096,109.252,27.788,309.477,-0.611,-1.19,3.265,6.303,168.817,118.685
0827-BK1-01-87,Salto B,-3.887,-0.346,3.378,-8.936,218.933,11.96,2.512,-0.522,5.561,4.603,134.054,7.527
20191008-1207-FRANKFURT_2-01-160,Barani A,-2.256,1.21,3.202,-87.819,-161.392,127.953,-3.818,-1.557,3.546,-29.013,204.904,123.755
20191007-1159-FRANKFURT_1-01-9,Salto C,-3.698,-0.667,2.467,8.025,274.66,-4.501,-1.333,-0.991,6.756,-19.767,144.276,-3.977
0609-1-01-826,Bauchsprung,1.232,-0.08,9.463,-0.243,-63.907,-4.654,8.897,0.016,5.009,0.302,20.562,-5.02
20190930-1153-FRANKFURT_1-01-201,Schraubensalto,-2.718,-0.352,7.241,93.283,33.524,238.29,-1.038,-2.048,3.188,-70.996,90.085,182.986
0609-1-01-645,Von Bauch in Stand,8.087,1.122,6.537,-2.001,-34.712,8.278,3.749,-0.521,7.054,-4.866,76.303,3.209
0827-BK1-01-56,Salto B,-2.663,-0.212,3.157,-2.176,209.414,15.432,1.834,-0.328,6.083,20.633,142.326,8.21
20191007-1524-FRANKFURT_1-01-180,Salto B,-4.521,0.253,2.525,9.332,194.402,-3.766,-2.914,0.835,6.775,29.426,226.354,-1.831
20191008-1207-FRANKFURT_2-01-9,Salto B,-8.33,0.926,1.938,2.538,211.8,-11.369,-2.546,0.574,8.391,11.037,199.009,-15.787
0115-MORITZ-03-166,Doppelsalto B,-22.59,-1.867,4.311,-12.701,379.614,-0.709,-13.411,-1.03,-1.159,12.471,370.942,10.053
20190930-1153-FRANKFURT_1-01-245,Doppelsalto C,-20.634,2.723,-4.424,57.379,414.036,-14.418,-9.255,-0.041,-4.769,33.115,350.716,-8.683
0609-1-01-780,Doppelsalto C,-23.907,-1.655,-4.959,-26.252,464.364,0.159,-7.471,-0.017,-4.944,14.522,355.854,-13.1
20191007-1524-FRANKFURT_1-01-278,Fliffis- Rudi C,-30.221,8.684,-8.033,-84.905,-541.318,188.395,-25.05,-3.148,3.267,224.125,181.263,559.137
0827-BK1-01-83,Salto B,-3.242,-1.151,3.452,-10.608,223.139,10.484,2.295,-0.617,5.792,-4.038,133.163,1.953
20191007-1524-FRANKFURT_1-01-142,Fliffis- Rudi C,-29.115,1.496,-9.114,-37.536,-547.792,152.203,-23.355,-3.447,5.333,238.725,143.121,568.608
20191001-1148-FRANKFURT_1-01-182,40<,-2.603,-0.822,2.002,1.774,214.123,-8.402,-1.339,-0.757,6.921,-13.412,187.155,-2.031
20191007-1159-FRANKFURT_1-01-164,Barani B,-6.859,-0.3,5.293,34.681,-217.518,139.751,0.493,-2.565,5.112,-20.845,141.412,102.345
20190930-1247-FRANKFURT_2-01-131,Barani C,-5.663,1.879,4.851,-45.001,-209.826,75.93,0.859,-1.335,4.104,-75.834,79.64,125.15
0609-4-01-152,Schraubensalto C,-3.711,-0.613,7.21,107.467,20.605,292.007,-0.631,-1.317,4.231,-34.753,153.222,131.714
0609-1-01-854,Doppelsalto C,-22.799,-0.378,-4.788,-1.9,456.912,-7.839,-7.633,0.212,-4.104,19.66,359.228,-14.534
0609-1-01-42,Fliffis C,-24.571,1.943,-6.545,-55.047,-444.343,-48.802,1.643,0.379,-3.953,147.179,105.673,-141.724
20191007-1159-FRANKFURT_1-01-401,Baby- Fliffis C,-19.482,0.949,-4.95,-28.233,-261.232,86.787,-5.527,-1.706,3.453,16.301,236.803,114.58
0609-1-01-432,Salto C,-5.129,-0.41,3.713,4.769,259.565,-19.063,1.747,-0.307,6.156,3.986,125.037,-3.642
0115-MORITZ-03-41,Doppelsalto B,-17.575,-2.382,6.321,-38.637,361.364,-2.26,-9.196,-2.289,-2.233,-22.554,349.513,11.573
0609-4-01-542,Barani C,-3.369,0.769,5.461,-3.559,-184.819,132.628,0.589,-1.279,3.918,-22.094,135.687,111.659
20191007-1159-FRANKFURT_1-01-367,Salto A,0.311,-0.688,4.098,-8.174,227.977,-0.721,-0.023,-0.195,6.082,8.553,172.151,-10.76
20191007-1524-FRANKFURT_1-01-109,Fliffis- Rudi B,-27.362,6.097,-0.07,-0.62,-523.613,223.772,-18.862,-3.622,1.418,202.249,106.266,452.185
0609-4-01-536,Barani C,-3.322,0.547,5.009,-9.392,-192.397,128.496,-0.262,-1.031,5.184,-5.96,123.345,118.115
0609-1-01-417,Doppelsalto B,-17.728,-0.705,3.891,-13.87,386.464,-15.463,-11.574,-0.006,-4.113,43.185,387.735,-9.631
0609-4-01-588,Barani C,-4.967,0.322,6.036,24.228,-222.853,140.179,0.216,-1.064,5.313,5.129,139.027,114.536
20191001-1202-FRANKFURT_2-01-142,Salto A,-0.109,-0.751,3.949,-8.644,-202.204,-8.19,2.317,-1.009,2.201,-18.361,-232.002,-26.882
0609-1-01-379,Salto C,-5.289,-0.052,2.495,22.894,265.34,-14.42,1.625,-0.028,6.161,11.849,124.12,-11.489
0115-JANEIKE-01-34,Triffis B,-39.332,13.519,-3.441,-229.365,-683.578,29.103,-14.399,0.905,-2.566,40.641,-51.89,-214.777
20190930-1153-FRANKFURT_1-01-222,Salto C,-4.747,-0.046,2.898,20.296,232.721,1.703,2.045,-0.916,6.557,4.404,121.418,-7.693
20191001-1202-FRANKFURT_2-01-198,Salto A,-1.628,-0.594,3.914,-3.615,-208.55,-1.507,2.367,-1.335,2.423,-23.621,-241.531,-15.435
20190930-1247-FRANKFURT_2-01-130,Salto B,-5.498,-0.674,2.452,13.258,244.599,-6.695,1.063,-0.183,5.883,5.516,141.045,6.143
0609-4-01-49,Salto C,1.815,-0.477,1.706,-8.147,235.411,-5.18,-2.195,-0.499,5.109,-6.434,210.438,8.095
20191001-1148-FRANKFURT_1-01-51,Fliffis aus C,-32.179,-2.329,-1.484,40.004,-591.608,32.89,-8.143,-1.576,0.031,-17.624,205.462,182.482
0115-MORITZ-03-85,Fliffis- Rudi B,-27.768,-5.473,2.801,-180.73,-341.665,-241.215,-12.324,3.152,-3.48,-45.792,77.24,-283.744
20191008-1157-FRANKFURT_1-01-34,Salto B,-3.81,-1.14,1.277,13.888,202.946,-4.518,-2.872,-0.86,6.422,-17.777,201.801,-5.777
20190930-1247-FRANKFURT_2-01-109,Salto B,-7.132,-0.628,1.451,11.351,243.556,-3.972,0.773,-0.159,6.036,2.982,148.771,0.447
0609-4-01-520,Barani C,-3.128,0.464,5.816,-18.668,-197.534,107.491,1.388,-1.08,4.516,-25.845,98.495,129.73
0115-CHARI-05-109,Voll- ein 1 3/4 Salto vw C,-9.627,1.951,1.716,54.599,-130.691,290.763,-22.311,-4.03,-6.378,142.1,-319.361,18.078
20191007-1159-FRANKFURT_1-01-227,Barani B,-5.114,1.283,5.165,21.361,-237.041,143.279,-1.213,-1.829,6.471,-3.478,191.269,83.328
20191007-1534-FRANKFURT_2-01-52,Barani A,-2.875,1.625,5.095,-91.045,-103.956,173.306,-2.65,0.097,2.331,-12.399,211.318,67.141
0827-BK1-01-44,Salto C,-4.113,-0.452,3.749,-2.036,236.131,4.668,1.667,-0.698,6.519,-2.037,128.959,2.027
20191003-1152-FRANKFURT_1-01-77,Salto A,0.473,-0.082,5.522,-17.106,204.903,-5.996,-1.3,-0.807,1.837,-28.834,207.444,-8.919
0609-4-01-473,Salto C,-0.734,-0.344,3.516,4.957,232.314,7.242,3.128,-0.618,6.048,-1.253,127.284,-4.7
20190930-1153-FRANKFURT_1-01-243,Salto C,-4.855,0.141,2.399,30.885,251.211,-8.184,2.698,-1.007,6.167,9.296,115.638,-12.405
0827-BK1-01-107,Salto A,0.313,-0.982,5.563,-1.432,178.987,-8.199,0.592,-0.613,5.196,-2.408,176.898,-0.938
20191008-1207-FRANKFURT_2-01-205,Schraubensalto A,-5.181,-0.086,6.31,92.871,19.91,237.903,-3.748,-2.038,3.507,-29.716,151.555,193.495
0115-JANEIKE-01-116,Voll- ein- halb- aus B,-22.307,3.862,0.514,-270.489,-330.702,-315.687,-15.141,-0.589,-6.453,26.075,-34.807,-236.136
0609-4-01-10,Salto C,-0.445,0.393,3.615,-0.683,230.876,17.115,3.401,-0.352,6.198,5.128,125.222,-0.522
0609-4-01-470,Salto C,-1.328,-0.59,3.701,-0.805,238.705,10.786,3.041,-0.527,6.169,7.421,124.344,5.339
20190930-1247-FRANKFURT_2-01-243,Schraubensalto,-1.899,0.784,7.698,119.182,70.564,184.817,-2.712,-2.357,2.319,-35.916,131.088,196.759
0609-4-01-445,Salto C,-1.155,-0.285,3.847,-3.939,232.104,13.976,3.378,-0.588,6.223,-3.307,124.794,-0.151
20191001-1148-FRANKFURT_1-01-199,40/,0.11,-1.12,3.33,-10.503,208.341,17.251,-1.935,-0.728,5.378,-17.538,221.13,-4.342
0609-1-01-782,Bauchsprung,2.045,-0.281,9.92,-5.414,-39.4,-6.294,8.137,0.182,4.665,0.013,-0.959,-8.221
20190930-1616-FRANKFURT_1-01-115,Fliffis C,-30.199,2.028,-5.817,-28.061,-542.051,17.779,-2.303,-0.005,-0.639,-83.004,108.373,165.578
20191001-1148-FRANKFURT_1-01-145,Baby- Fliffis C,-20.849,0.983,-5.873,-29.359,-276.622,102.41,-4.375,-1.783,3.69,-20.123,223.118,108.984
20191001-1202-FRANKFURT_2-01-42,3/4 Salto rw A,-1.839,-1.243,5.44,-5.004,-170.895,-9.064,-7.311,-1.509,-1.07,3.022,-180.861,-16.808
20191007-1159-FRANKFURT_1-01-10,Salto C,-5.048,-1.393,0.382,-6.857,239.401,-4.033,-2.36,-0.944,7.758,-13.162,172.653,2.049
0827-BK2-01-114,Salto A,0.397,0.302,5.872,12.496,177.363,-14.15,-0.485,0.726,5.281,10.289,161.567,-10.944
0609-1-01-364,Doppelsalto B,-17.011,-0.618,3.849,-10.383,390.928,-12.673,-9.905,0.042,-4.474,32.248,372.912,-14.646
0609-4-01-432,Salto C,-0.466,-0.223,3.866,-7.733,231.551,5.555,3.993,-0.495,5.263,0.297,121.065,0.573
20191007-1159-FRANKFURT_1-01-368,Schraubensalto A,-12.863,1.532,10.435,197.286,-182.672,477.017,-5.361,-1.765,5.686,103.368,205.332,166.773
0115-CHARI-05-51,Fliffis- Rudi B,-23.362,3.314,5.852,101.031,-446.127,182.545,-13.719,-2.038,-0.531,142.954,122.705,346.841
20191007-1150-FRANKFURT_2-01-96,Barani A,-0.536,1.655,3.396,-97.553,-114.741,142.774,-2.725,-1.812,2.281,-24.813,200.9,90.929
20191007-1534-FRANKFURT_2-01-34,Barani A,-2.188,2.18,3.319,-98.996,-124.001,170.247,-2.253,-0.005,3.145,-29.586,202.293,66.98
0110-MORITZ-01-142,Voll- ein- halb- aus B,-18.705,3.641,0.693,-301.951,-309.329,-281.341,-12.464,-0.149,-1.916,-39.827,89.564,-225.032
20191008-1207-FRANKFURT_2-01-215,Barani A,-1.717,1.069,3.311,-90.318,-154.945,102.104,-3.268,-2.471,4.352,-69.864,187.845,113.614
0609-1-01-727,Bauchsprung,1.165,0.008,9.551,-6.317,-50.723,-0.978,7.728,0.034,5.657,-4.151,7.809,-5.063
20191008-1207-FRANKFURT_2-01-118,Barani A,-3.351,1.294,2.222,-75.301,-161.495,144.074,-4.073,-1.156,2.557,-29.143,201.843,118.298
20190930-1616-FRANKFURT_1-01-181,Fliffis C,-29.239,2.902,-4.586,-34.375,-519.467,45.524,-3.228,-0.926,-0.858,-65.619,152.113,153.006
0115-CHARI-05-77,Doppelsalto B,-16.431,0.74,3.234,-9.732,372.897,6.685,-10.486,1.768,-4.487,18.276,362.626,-5.808
0609-1-01-484,Salto C,-4.542,-0.162,2.623,18.156,274.832,-9.354,1.989,0.069,6.484,11.163,109.711,-12.153
20191007-1150-FRANKFURT_2-01-83,Salto B,-4.873,0.011,3.083,13.239,208.647,-12.401,-2.276,-0.53,4.213,16.335,205.129,6.865
20191008-1207-FRANKFURT_2-01-289,Fliffis B,-28.448,7.504,-1.791,-123.882,-585.697,168.61,-10.023,0.511,-2.857,1.421,235.112,181.786
20190930-1153-FRANKFURT_1-01-142,Barani A,-0.576,0.505,4.792,-73.439,-135.972,92.047,-0.252,-1.578,3.105,-59.052,140.717,111.905
0609-4-01-213,Schraubensalto C,-5.065,-0.565,7.247,104.438,40.977,314.707,-1.423,-1.142,3.952,-23.138,162.43,125.781
0609-1-01-868,Von Bauch in Stand,8.275,0.527,6.298,4.007,-29.752,3.481,3.503,-0.548,6.508,-1.365,68.769,9.784
0110-MORITZ-01-112,Voll- ein- voll- aus B,-18.854,3.943,4.575,-390.485,-40.203,-428.944,-12.851,-0.532,0.642,-135.58,-32.049,-224.808
20191007-1150-FRANKFURT_2-01-172,Salto C,-6.338,0.095,1.344,19.091,255.749,-26.834,0.948,-0.761,6.065,-17.417,159.1,-7.622
20191007-1534-FRANKFURT_2-01-79,Barani A,-1.739,0.887,2.558,-91.748,-118.728,161.634,-2.506,-0.638,3.677,-38.191,202.177,73.155
