SprungID,Sprungtyp,Acc_x_Fil_avg_1,Acc_y_Fil_avg_1,Acc_z_Fil_avg_1,Gyro_x_Fil_avg_1,Gyro_y_Fil_avg_1,Gyro_z_Fil_avg_1,Acc_x_Fil_avg_2,Acc_y_Fil_avg_2,Acc_z_Fil_avg_2,Gyro_x_Fil_avg_2,Gyro_y_Fil_avg_2,Gyro_z_Fil_avg_2
20191007-1534-FRANKFURT_2-01-65,Fliffis B,-27.748,2.341,2.015,-44.375,-634.518,126.815,-5.547,1.521,-1.811,2.726,139.754,202.087
20191008-1157-FRANKFURT_1-01-333,Barani A,-0.478,1.191,3.502,-88.835,-92.127,162.535,-3.266,-1.479,4.848,-13.717,222.41,48.77
20191007-1159-FRANKFURT_1-01-151,Barani B,-5.314,-0.068,4.89,45.575,-204.636,163.376,-1.967,-1.679,6.835,11.004,206.578,50.206
0609-1-01-746,Doppelsalto C,-23.501,0.377,-5.496,18.574,470.636,-9.654,-8.325,0.703,-2.462,25.497,346.951,-16.546
20191007-1159-FRANKFURT_1-01-431,Fliffis C,-33.673,-3.249,-3.871,62.665,-633.8,9.13,-8.342,-1.579,1.418,9.414,157.861,206.6
20190930-1153-FRANKFURT_1-01-141,Salto B,-7.636,-0.037,0.753,25.731,240.833,16.366,1.153,-0.774,6.141,9.43,135.129,2.055
20191007-1534-FRANKFURT_2-01-54,Barani A,-2.772,1.506,3.333,-84.762,-142.303,163.835,-2.149,-0.749,1.896,-39.917,195.358,96.015
20190930-1247-FRANKFURT_2-01-172,Schraubensalto,-2.302,0.579,7.44,124.592,99.534,172.072,-3.365,-2.725,1.499,-54.501,103.561,222.143
0609-1-01-831,Bauchsprung,1.337,-0.221,9.154,-2.515,-44.648,-4.243,8.93,0.322,3.902,-6.046,-7.268,-4.243
0609-4-01-229,Schraubensalto C,-3.933,-0.074,7.164,115.457,36.876,289.99,-0.279,-1.573,3.801,-27.872,157.325,126.789
20191001-1148-FRANKFURT_1-01-144,3/4 Salto vw A,1.447,-0.951,7.752,9.566,-73.114,3.794,-12.372,-0.921,1.884,12.304,-243.3,15.243
0827-BK2-01-118,Salto A,0.072,0.348,6.136,14.034,168.044,-16.231,-0.396,0.27,5.261,-2.291,168.774,-8.482
0609-1-01-714,Doppelsalto C,-25.214,-1.088,-6.878,7.675,483.992,-18.58,-5.939,0.279,-2.488,27.905,322.023,-24.887
0609-1-01-857,Bauchsprung,1.09,-0.359,9.272,-3.129,-46.005,-11.801,8.655,-0.161,5.114,3.318,2.65,3.598
0609-1-01-225,Bauchsprung,0.918,-0.143,9.25,-3.535,-25.848,-3.419,8.418,-0.381,4.742,-1.182,-18.923,-2.423
20190930-1247-FRANKFURT_2-01-269,Salto A,0.798,0.207,5.414,21.892,201.321,-17.815,0.213,-0.282,4.459,-5.378,178.057,-5.916
20191007-1159-FRANKFURT_1-01-263,Barani A,-1.467,0.683,3.986,-69.314,-143.896,143.779,-3.942,-1.902,4.734,-33.073,221.199,68.12
20190930-1616-FRANKFURT_1-01-43,Barani C,-3.829,1.734,5.643,-39.617,-196.069,72.362,1.328,-1.134,4.162,-68.101,88.101,115.808
0827-BK2-01-59,Salto B,-4.511,0.181,3.73,10.709,222.473,-18.515,1.838,0.297,6.601,-9.957,112.827,-21.314
20191008-1207-FRANKFURT_2-01-88,Barani A,0.033,1.362,3.569,-129.513,-108.509,109.045,-1.612,-0.886,2.928,-56.549,178.936,82.679
20191007-1524-FRANKFURT_1-01-111,Fliffis- Rudi C,-29.427,2.852,-11.654,-66.508,-549.274,166.892,-22.405,-4.267,5.706,251.392,157.519,560.198
20191003-1152-FRANKFURT_1-01-14,3/4 Salto rw A,0.147,-0.276,6.723,-7.586,146.175,2.54,5.898,-0.298,2.513,-1.74,198.206,-0.469
20190930-1616-FRANKFURT_1-01-149,1/2 ein 1/2 aus C,-15.631,-3.878,-1.309,262.4,-160.155,47.309,-9.456,2.769,-5.721,-26.744,-9.996,185.752
20191007-1534-FRANKFURT_2-01-107,1 3/4 Salto vw B,-19.029,2.659,3.21,-71.831,-492.447,84.675,-17.178,-0.482,-2.788,-11.171,-278.855,0.727
0609-1-01-209,Doppelsalto B,-13.282,-0.848,4.978,-15.894,338.187,0.403,-13.475,0.001,-3.858,17.689,451.52,-3.923
0115-CHARI-05-52,Doppelsalto B,-18.884,0.411,0.127,-13.563,417.364,2.879,-8.391,1.454,-2.571,19.069,339.164,-15.09
20191007-1534-FRANKFURT_2-01-90,Fliffis B,-27.659,1.289,2.018,-18.743,-627.23,123.698,-7.289,1.979,-0.948,-4.208,167.225,183.968
20190930-1616-FRANKFURT_1-01-223,Salto C,-4.65,-0.211,3.102,-8.631,243.649,-7.112,2.618,-0.204,6.161,5.07,113.944,6.111
0609-1-01-783,Von Bauch in Stand,9.323,1.131,5.775,1.486,-14.257,8.258,3.969,-0.724,6.978,2.686,57.328,3.81
20190930-1153-FRANKFURT_1-01-126,Salto B,-7.191,0.542,1.309,33.971,235.807,14.046,0.244,-0.345,6.014,24.352,140.843,4.904
20191001-1202-FRANKFURT_2-01-184,Salto A,-0.697,-0.979,3.544,-0.499,-221.949,-2.095,3.037,-1.086,1.95,-16.806,-220.855,-12.758
0609-4-01-459,Fliffis B,-18.078,1.535,4.723,-7.554,-384.766,82.173,-5.293,-2.194,-3.41,-94.53,203.78,161.632
0609-1-01-50,Salto C,-4.521,0.157,3.086,21.949,262.513,-13.717,2.591,-0.165,6.34,16.265,99.174,-0.291
0609-4-01-446,Fliffis B,-16.875,0.756,3.231,-18.729,-363.771,93.73,-4.692,-1.957,-3.577,-95.82,220.135,139.01
20190930-1247-FRANKFURT_2-01-85,Salto C,-6.787,0.051,2.518,-1.536,257.372,-1.499,0.908,-0.098,6.254,0.79,131.601,13.321
0609-1-01-177,Von Bauch in Stand,9.381,0.389,5.945,-2.078,-1.75,9.728,3.749,-0.348,7.161,10.05,44.348,2.843
20191007-1150-FRANKFURT_2-01-168,Barani A,-0.097,2.005,3.648,-109.453,-122.761,137.733,-1.929,-1.968,2.991,-26.151,203.931,88.825
20191007-1150-FRANKFURT_2-01-56,3/4 Salto rw A,0.697,-0.317,7.002,12.057,162.985,-9.888,7.961,0.657,1.715,2.23,182.53,-17.638
0115-CHARI-05-174,Voll- ein 1 3/4 Salto vw C,-9.825,1.373,1.614,77.957,-141.166,263.275,-18.874,-3.028,-6.506,103.746,-297.84,31.368
20190930-1153-FRANKFURT_1-01-183,Schraubensalto,-1.816,-0.821,7.748,79.87,5.659,218.752,-1.548,-1.589,3.171,-26.144,87.839,193.45
0609-4-01-402,Salto C,0.215,-0.156,3.899,2.402,221.349,12.903,3.139,0.037,5.887,7.236,137.888,-0.302
0609-1-01-769,Von Bauch in Stand,9.053,0.418,6.232,11.684,0.786,2.515,3.751,-0.181,7.551,-6.054,45.875,5.983
0609-4-01-580,Barani C,-4.533,0.494,5.314,5.018,-205.648,128.894,0.648,-1.15,4.985,-3.931,134.348,107.15
0609-1-01-468,Salto C,-4.394,-0.806,3.085,4.312,269.417,-16.019,2.473,-0.187,6.24,8.408,113.749,-12.425
0609-1-01-394,Salto C,-5.914,0.055,3.617,16.438,271.438,-7.553,2.626,-0.377,6.189,7.369,112.978,-15.309
0609-1-01-739,Bauchsprung,1.021,-0.568,9.427,-5.663,-54.479,-6.896,7.934,0.245,5.055,4.214,10.761,-4.701
0609-1-01-89,Fliffis C,-27.545,3.028,-5.881,-76.864,-485.946,-41.715,0.092,0.301,-2.548,144.201,81.257,-168.8
20191008-1207-FRANKFURT_2-01-264,Fliffis B,-28.775,6.196,-0.179,-120.492,-620.694,87.324,-9.278,1.481,-2.769,-15.556,177.864,219.843
20191007-1534-FRANKFURT_2-01-118,Schraubensalto A,-3.066,0.766,7.619,117.448,47.241,248.25,-1.989,-1.091,3.955,-36.441,164.119,137.58
0609-4-01-4,Salto C,-0.257,-0.167,3.397,3.247,226.257,-0.365,3.238,-0.325,5.567,2.378,133.369,-5.767
0609-4-01-243,Schraubensalto C,-5.498,-0.083,6.473,111.761,34.051,309.45,-2.972,-0.999,4.484,-11.672,159.161,137.876
0609-4-01-252,Fliffis C,-21.93,1.159,-2.819,-28.185,-410.984,111.316,-1.684,-1.462,-2.376,-81.44,197.497,122.198
20191007-1534-FRANKFURT_2-01-76,Salto B,-7.881,1.393,2.474,10.982,244.026,-2.004,-0.132,0.356,7.31,6.006,168.625,-6.3
0609-4-01-361,Salto C,-0.185,0.016,3.791,-3.739,219.284,14.559,2.826,-0.333,5.941,8.188,137.164,2.894
20191007-1524-FRANKFURT_1-01-264,Fliffis- Rudi B,-27.357,7.036,-0.811,-20.279,-538.129,208.237,-18.325,-4.748,0.665,152.8,136.851,457.391
20191007-1159-FRANKFURT_1-01-344,Schraubensalto A,-9.029,2.775,10.178,226.685,-162.236,434.136,-5.555,-1.848,5.431,58.122,225.437,183.637
20190930-1247-FRANKFURT_2-01-344,Fliffis C,-33.762,1.785,-4.841,-33.822,-577.328,19.333,-2.16,-0.55,-3.14,-70.226,90.79,166.9
20190930-1616-FRANKFURT_1-01-31,Salto A,-0.913,0.099,5.025,7.904,183.129,5.535,0.009,-0.417,2.571,10.092,187.109,-0.335
0115-JANEIKE-01-137,Voll- ein- halb- aus B,-25.685,4.202,1.6,-278.286,-342.479,-337.264,-17.076,0.306,-6.212,14.567,-31.867,-244.938
0609-4-01-158,Schraubensalto C,-4.058,0.21,7.66,106.49,33.176,289.768,-0.897,-1.206,3.379,-21.105,149.743,143.086
20191007-1150-FRANKFURT_2-01-197,Salto B,-3.758,-0.482,1.088,24.327,231.324,-25.588,-2.941,-0.223,5.021,8.167,195.359,0.767
0827-BK1-01-127,Salto A,1.986,-0.821,5.197,4.813,187.741,-2.491,0.67,-0.411,4.868,5.97,178.965,-1.065
0609-4-01-618,Barani C,-1.881,-0.029,4.972,-26.237,-168.446,103.743,3.581,-1.766,3.225,-73.287,95.576,107.63
20191008-1207-FRANKFURT_2-01-308,Doppelsalto C,-19.599,3.865,-4.02,54.637,400.516,-46.86,-13.929,3.968,-4.439,100.769,414.825,-92.45
20190930-1247-FRANKFURT_2-01-132,Schraubensalto,-0.573,0.243,7.554,117.863,89.504,179.959,-3.962,-2.391,1.098,-49.238,67.782,232.487
20191007-1159-FRANKFURT_1-01-19,Salto C,-5.56,-0.599,2.283,23.526,280.363,5.086,-1.404,-1.063,7.653,-23.643,135.989,-14.979
0609-4-01-251,Salto C,-0.314,-0.129,3.526,-2.491,235.862,13.369,2.882,-0.41,6.178,-2.618,134.432,-0.112
0609-1-01-837,Von Bauch in Stand,9.992,-0.065,5.592,5.205,2.799,-0.429,3.136,-0.522,6.826,-5.035,47.153,5.09
20190930-1616-FRANKFURT_1-01-240,Fliffis C,-29.31,2.186,-3.701,-29.033,-532.454,12.304,-3.134,-0.123,-1.117,-71.815,105.596,163.915
20191008-1207-FRANKFURT_2-01-186,Barani A,-1.744,0.753,4.162,-87.028,-137.046,99.409,-2.638,-1.273,3.833,-54.315,175.631,100.794
0609-1-01-705,Bauchsprung,1.308,-0.068,9.327,-2.733,-48.362,-3.914,8.014,0.1,5.823,-3.14,5.369,-6.457
0609-1-01-686,Von Bauch in Stand,8.334,0.491,5.793,-2.134,-16.544,1.553,3.765,-0.395,6.612,6.098,61.069,6.851
0609-1-01-395,Doppelsalto B,-15.035,-0.969,4.673,-23.229,371.728,-9.693,-9.534,-0.296,-2.423,17.114,375.111,-10.419
0609-4-01-174,Schraubensalto C,-4.604,-0.165,6.68,113.046,39.128,308.998,-1.011,-1.244,4.812,-11.101,161.871,115.075
0609-4-01-46,Salto C,-0.088,0.744,3.485,4.373,220.962,11.015,3.457,-0.319,5.222,8.371,132.652,1.98
20191008-1207-FRANKFURT_2-01-49,Salto A,-1.956,0.288,3.63,8.884,190.478,-35.019,-2.695,-0.028,5.77,8.897,229.052,-30.641
0827-BK1-01-22,Salto C,-2.478,-0.5,3.907,-0.873,230.78,9.046,2.437,-0.509,6.268,5.607,117.256,7.366
20191008-1157-FRANKFURT_1-01-239,Salto A,-1.14,-0.069,3.903,-12.274,216.985,-8.482,-0.167,-0.38,4.653,-8.876,184.259,-16.18
0609-4-01-11,Fliffis B,-19.108,1.391,4.288,-3.472,-415.313,67.285,-4.32,-1.586,-2.295,-92.882,157.087,167.717
20191007-1150-FRANKFURT_2-01-234,Salto B,-5.516,-0.117,2.798,13.822,195.031,-12.114,-2.031,-0.216,4.949,27.153,221.178,1.369
0609-4-01-209,Schraubensalto C,-3.281,0.145,6.561,90.668,19.751,282.829,-0.589,-1.715,3.783,-43.15,139.916,133.839
20191008-1207-FRANKFURT_2-01-35,Salto A,-1.462,0.341,3.88,11.831,194.959,-26.877,-1.216,-0.315,4.154,13.607,205.691,-18.621
20190930-1616-FRANKFURT_1-01-258,Barani A,1.111,2.128,3.736,-102.859,-117.992,118.368,1.513,-0.807,2.65,-82.756,121.542,93.248
0609-4-01-21,Salto C,0.007,0.018,3.899,0.024,226.924,12.343,3.598,-0.046,5.694,6.378,124.44,-6.805
0609-1-01-788,Doppelsalto C,-22.238,-1.517,-4.042,-16.517,446.762,-15.358,-10.071,0.036,-4.513,28.629,380.21,-5.909
20191008-1207-FRANKFURT_2-01-76,Salto A,-3.369,1.361,5.03,19.978,185.281,-44.222,-1.806,0.35,3.765,25.406,224.412,-23.509
20191008-1157-FRANKFURT_1-01-128,Barani A,-0.943,0.525,5.182,-76.866,-119.72,150.959,-1.725,-1.544,4.911,-16.18,207.552,57.343
0609-1-01-441,Doppelsalto B,-16.508,-0.723,3.46,-6.564,388.732,-10.464,-8.863,-0.2,-3.176,27.42,356.716,-25.999
0827-BK2-02-35,Salto C,-5.284,0.478,3.611,10.034,244.664,-44.355,1.937,0.643,7.039,14.556,113.191,-18.198
0609-4-01-560,Barani C,-4.388,0.786,5.658,2.891,-213.188,126.562,1.266,-1.399,4.927,-15.269,123.897,120.253
20191003-1152-FRANKFURT_1-01-61,3/4 Salto rw A,-0.522,-0.577,6.801,-8.289,143.919,14.434,6.293,-0.25,2.39,-5.304,194.606,-3.754
0609-4-01-530,Barani C,-3.804,0.786,5.405,-4.521,-196.8,132.303,0.736,-1.342,4.658,-30.923,103.257,127.651
20191003-1152-FRANKFURT_1-01-118,Fliffis C,-34.627,-4.644,-1.979,60.987,-609.786,-40.049,-3.738,-2.208,-5.037,74.674,111.021,-191.398
0609-4-01-538,Barani C,-4.107,0.256,6.111,1.161,-196.201,109.343,2.18,-1.189,3.828,-30.942,107.939,117.774
20190930-1616-FRANKFURT_1-01-78,Fliffis C,-24.933,0.854,3.395,-1.733,-515.123,36.647,-5.812,-0.969,-3.213,-81.356,169.513,165.083
0609-1-01-166,Bauchsprung,1.12,-0.29,9.595,-3.384,-38.412,-7.503,7.749,-0.72,5.362,4.646,-3.933,0.659
0609-1-01-638,Bauchsprung,1.773,-0.332,9.515,-0.814,-38.495,-3.689,8.122,-0.01,4.624,0.978,-1.621,-2.276
20191001-1202-FRANKFURT_2-01-113,3/4 Salto vw A,-4.162,-1.07,7.214,20.179,66.089,14.593,11.687,-1.045,5.138,24.63,264.199,-10.194
0115-CHARI-05-158,Voll- ein 1 3/4 Salto vw C,-5.781,3.003,2.673,13.696,-106.362,254.785,-25.851,-6.301,-4.099,163.075,-339.296,-4.438
20190930-1616-FRANKFURT_1-01-182,Doppelsalto B,-15.204,1.011,4.85,5.036,342.1,-5.374,-13.824,0.912,-3.56,31.191,419.106,-17.505
20191001-1202-FRANKFURT_2-01-95,Salto C,4.056,-1.605,1.791,-32.002,-285.458,-3.791,-2.41,-1.125,6.03,-24.585,-125.764,-15.487
0115-CHARI-05-100,Salto B,-5.199,0.579,3.56,-7.229,218.414,-3.377,0.558,0.898,7.096,-3.892,126.973,-18.018
20191008-1157-FRANKFURT_1-01-36,Salto A,-0.641,-0.818,4.356,-4.587,215.599,7.511,-0.834,-0.292,5.574,-4.144,190.163,3.281
20191001-1148-FRANKFURT_1-01-246,Fliffis aus C,-31.781,-0.865,-2.629,40.622,-607.914,0.592,-8.52,-0.67,2.022,49.261,187.109,211.207
20191001-1202-FRANKFURT_2-01-82,3/4 Salto vw A,-3.351,-1.115,6.841,24.526,77.383,14.158,11.488,-1.507,5.127,25.093,250.707,-4.584
20191007-1524-FRANKFURT_1-01-211,Fliffis- Rudi B,-28.239,7.231,-1.236,8.913,-501.358,263.638,-17.617,-3.614,-0.437,98.078,147.639,439.511
0609-1-01-665,Doppelsalto C,-22.864,-0.279,-6.85,-0.356,477.755,-8.082,-6.181,-0.333,-3.877,10.934,332.73,-18.615
0115-JANEIKE-01-142,Voll- ein- voll- aus C,-25.136,5.115,6.69,-371.647,58.274,-535.795,-22.256,0.635,-13.754,-115.796,-118.608,-249.584
0609-1-01-565,Doppelsalto B,-16.962,-0.937,1.998,-17.1,397.736,-15.721,-7.471,-0.179,-2.268,27.222,345.163,-5.675
20191008-1157-FRANKFURT_1-01-262,3/4 Salto vw A,1.208,-0.418,6.878,1.094,-72.251,2.886,-13.206,-1.376,0.559,5.235,-248.401,17.048
0609-4-01-57,Salto C,-0.997,-0.214,3.699,-2.303,226.814,10.247,2.992,-0.424,6.506,5.681,128.083,0.227
0609-1-01-797,Von Bauch in Stand,9.81,0.134,6.244,2.402,-10.856,-3.617,4.071,-0.578,7.015,-2.741,57.546,11.624
0115-MORITZ-03-114,Fliffis- Rudi B,-25.136,-4.351,3.576,-169.801,-335.538,-225.66,-10.811,3.884,-1.773,-35.366,80.26,-268.958
0609-1-01-290,Bauchsprung,1.469,-0.258,9.389,-2.154,-29.458,-2.423,8.054,-0.367,5.17,-2.928,-9.502,-4.699
0110-MORITZ-01-78,Fliffis- Rudi B,-24.615,-5.439,5.302,-166.504,-328.122,-230.255,-9.772,3.423,-2.492,-22.855,73.969,-259.348
0609-4-01-70,Fliffis B,-15.872,0.647,0.887,-21.36,-343.357,120.829,-5.418,-2.195,-3.396,-79.481,256.61,125.503
20191001-1202-FRANKFURT_2-01-46,Barani A,-2.117,-3.02,3.896,94.943,128.487,102.69,1.431,0.754,3.434,16.028,-177.037,103.823
0115-CHARI-05-63,Doppelsalto B,-16.982,0.599,3.472,-15.527,372.722,15.874,-12.354,1.033,-3.946,-8.933,383.575,-13.755
0609-1-01-238,Doppelsalto B,-15.122,0.667,4.159,10.391,352.854,4.6,-13.112,1.526,-5.877,55.546,445.661,-0.872
20191007-1150-FRANKFURT_2-01-180,Fliffis B,-31.111,2.947,2.533,-60.494,-609.432,27.053,-11.175,2.962,-2.839,39.151,75.65,236.702
20190930-1153-FRANKFURT_1-01-203,Salto C,-4.444,0.724,3.097,34.696,232.356,-3.748,3.044,-0.892,5.851,13.65,121.779,-8.742
20191007-1524-FRANKFURT_1-01-97,Fliffis C,-31.246,2.567,-8.036,-47.418,-592.132,120.63,-7.183,0.135,-4.688,-56.652,76.91,220.738
20191007-1159-FRANKFURT_1-01-59,Salto C,-6.215,-0.331,3.329,13.789,272.267,6.436,-0.689,-0.767,8.07,-15.791,134.733,-8.23
0827-BK2-02-69,Salto B,-5.092,0.826,4.428,-1.342,211.433,-24.129,0.385,0.83,5.947,20.376,156.842,-31.003
20191008-1207-FRANKFURT_2-01-117,Salto B,-7.865,0.454,1.368,16.973,230.769,-32.61,-0.312,0.467,8.185,14.848,171.054,-19.397
20191007-1150-FRANKFURT_2-01-133,Salto C,-6.173,0.453,2.762,28.831,258.436,-33.374,1.151,0.045,5.916,28.893,151.441,9.063
20191001-1202-FRANKFURT_2-01-45,Salto B,3.086,-0.921,3.561,-9.533,-221.657,-4.204,0.577,-0.993,3.495,-27.551,-196.537,-5.906
20190930-1153-FRANKFURT_1-01-236,3/4 Salto rw A,1.055,-0.82,7.25,16.085,130.31,3.223,7.447,-1.081,2.017,8.524,160.166,-13.153
0609-4-01-207,Schraubensalto C,-3.44,-0.455,6.552,105.506,28.175,286.396,-0.307,-1.623,3.44,-37.287,151.367,134.112
0609-4-01-62,Salto C,0.183,-0.31,3.731,0.226,225.111,11.765,3.791,-0.663,5.962,-2.919,129.985,-3.098
0827-BK2-01-96,Salto A,1.078,0.074,6.161,5.798,184.283,-15.414,-0.141,0.386,5.422,-6.889,156.519,-11.974
20190930-1247-FRANKFURT_2-01-174,Rudi,-6.812,2.593,7.522,76.136,-108.396,322.202,-5.082,-3.4,4.048,46.56,122.616,288.289
20191008-1157-FRANKFURT_1-01-198,Fliffis C,-31.519,-4.184,-4.173,74.196,-585.571,22.873,-7.199,-0.788,0.229,-16.151,211.686,184.627
0609-4-01-371,Salto C,-0.819,-0.249,3.714,0.672,230.942,4.435,3.43,-0.186,5.977,4.03,122.446,-1.034
0609-4-01-36,Salto C,-1.328,-0.094,3.831,-3.294,241.027,12.239,3.815,-0.48,5.365,3.015,114.879,-4.281
0609-4-01-606,Barani C,-4.69,0.504,5.555,12.311,-219.283,113.802,-0.044,-1.198,4.683,-17.72,120.54,138.69
20191008-1157-FRANKFURT_1-01-68,Salto A,-0.235,-0.825,4.024,1.524,219.449,-4.916,-0.842,-1.022,5.875,-10.865,187.957,-10.628
0609-1-01-605,Salto C,-4.997,-0.159,3.488,14.95,264.596,-10.828,2.544,-0.003,6.375,10.843,115.003,-8.71
20191008-1207-FRANKFURT_2-01-227,Salto C,-7.608,0.536,0.086,7.805,236.488,-1.617,-1.209,0.238,7.86,12.907,175.815,-8.911
20191001-1202-FRANKFURT_2-01-114,Baby- Fliffis C,23.131,-3.955,-2.097,33.219,285.571,80.258,0.723,1.286,0.09,-49.219,-166.018,167.42
20191008-1157-FRANKFURT_1-01-179,Barani A,-0.911,0.493,4.396,-51.924,-119.946,157.861,-3.766,-1.782,5.196,-28.779,238.364,44.992
20191007-1159-FRANKFURT_1-01-152,Barani B,-4.784,-0.172,6.078,62.626,-234.034,120.26,-2.091,-1.177,4.337,52.115,210.86,96.456
20190930-1247-FRANKFURT_2-01-45,Salto A,0.127,-0.702,4.571,12.092,193.034,-16.058,-1.181,-0.725,3.804,-12.484,214.028,-18.582
0609-4-01-76,Fliffis B,-15.164,1.044,0.037,-45.481,-318.594,129.696,-5.424,-1.747,-3.098,-61.038,268.395,109.277
20190930-1153-FRANKFURT_1-01-91,Salto A,-0.335,-0.392,5.156,25.487,199.297,-2.073,1.638,-0.698,4.071,11.971,167.371,-16.982
0609-1-01-294,Salto C,-1.561,0.06,1.286,16.689,279.137,-10.86,0.142,0.385,3.882,15.558,182.556,-4.618
20190930-1247-FRANKFURT_2-01-200,Fliffis C,-32.645,3.265,-5.569,-50.799,-550.031,18.59,-1.574,-0.968,-2.909,-98.8,97.485,143.741
20191007-1159-FRANKFURT_1-01-417,Salto C,-5.665,-0.217,2.984,-6.141,286.942,11.201,0.661,-0.087,6.968,5.562,126.723,3.078
20191007-1159-FRANKFURT_1-01-399,Salto C,-2.901,-0.655,1.654,20.328,272.066,-2.796,0.357,-0.274,7.697,-3.887,138.567,-14.914
0609-4-01-16,Fliffis B,-18.909,0.507,3.49,-5.113,-388.842,91.469,-6.305,-1.429,-2.853,-79.138,197.463,156.662
0609-1-01-833,Doppelsalto C,-22.874,-1.383,-4.72,-4.842,458.8,-22.463,-10.066,-0.219,-4.689,5.665,375.87,-28.624
20190930-1616-FRANKFURT_1-01-96,Fliffis C,-25.06,3.399,2.964,-59.563,-517.05,49.898,-4.765,-0.521,-3.272,-77.36,153.676,170.333
20191008-1207-FRANKFURT_2-01-174,Schraubensalto A,-3.197,0.531,6.668,114.581,34.327,217.554,-3.254,-1.999,2.72,-31.263,148.469,201.47
0115-CHARI-05-117,Voll- ein 1 3/4 Salto vw C,-8.313,2.233,2.557,55.838,-109.701,278.274,-23.039,-5.776,-5.365,139.847,-326.053,-1.131
0609-1-01-542,Doppelsalto B,-16.671,-1.551,2.87,-25.133,383.665,-28.122,-9.442,-0.382,-2.481,31.629,363.976,-13.785
20191007-1150-FRANKFURT_2-01-213,Salto B,-5.938,0.122,3.102,17.187,212.154,-25.653,-2.243,-0.055,5.905,24.261,210.573,10.913
20190930-1153-FRANKFURT_1-01-89,Salto B,-6.53,0.535,1.457,23.242,233.107,3.276,1.085,-0.756,6.967,13.721,128.758,-1.518
0115-MORITZ-03-165,Fliffis- Rudi B,-23.557,-1.388,3.538,-207.845,-367.24,-168.795,-12.394,1.727,-1.08,-216.797,131.616,-236.876
20191008-1157-FRANKFURT_1-01-298,Salto C,-3.08,-0.575,2.229,-2.117,283.094,-11.981,0.483,-0.049,6.914,-3.587,120.347,-9.712
20191007-1524-FRANKFURT_1-01-253,Fliffis- Rudi C,-28.45,4.128,-8.776,-57.603,-556.633,161.324,-21.163,-4.407,4.821,201.915,148.231,564.351
0609-4-01-570,Barani C,-4.249,0.39,6.32,12.586,-201.491,128.944,1.125,-1.387,5.407,-16.944,112.819,125.835
20191007-1524-FRANKFURT_1-01-197,Salto B,-4.67,1.287,1.142,5.723,208.601,-18.318,-1.308,0.098,6.146,10.693,208.715,-20.377
20190930-1247-FRANKFURT_2-01-221,Schraubensalto,-1.748,0.65,7.502,121.372,74.781,184.115,-2.32,-2.48,2.8,-32.562,129.693,195.521
0609-4-01-493,Salto C,0.024,-0.242,3.303,7.258,230.903,14.366,3.653,-0.455,5.763,7.685,126.621,0.386
0609-1-01-862,Bauchsprung,1.458,-0.146,9.684,-4.616,-56.027,-4.873,8.191,-0.357,5.603,5.517,18.324,-0.568
20190930-1153-FRANKFURT_1-01-107,Salto C,-0.111,-0.684,5.384,17.406,199.079,-1.769,-0.079,-1.058,4.015,17.983,178.196,-7.073
20191008-1207-FRANKFURT_2-01-159,Salto C,-7.183,0.879,-0.177,27.376,226.953,-15.482,-0.19,0.02,6.924,16.11,177.405,-30.882
0609-4-01-455,Salto C,-0.032,-0.407,3.697,4.447,233.962,6.676,3.113,-0.678,6.044,-7.189,122.956,-7.995
20191007-1159-FRANKFURT_1-01-11,Salto C,-4.74,-1.601,1.218,-5.312,216.529,6.971,-3.483,-0.735,6.874,-10.449,205.999,18.735
20191007-1150-FRANKFURT_2-01-118,Schraubensalto A,-5.617,0.708,6.382,136.991,33.562,248.726,-3.348,-2.835,1.669,-9.619,193.383,177.926
20191007-1524-FRANKFURT_1-01-116,Salto A,1.43,1.085,4.222,8.267,200.598,-25.169,-0.799,0.542,5.319,28.435,221.622,-28.087
20191008-1207-FRANKFURT_2-01-26,Salto B,-6.888,1.092,1.54,19.231,237.639,-18.582,-0.464,0.04,6.311,11.242,162.623,-8.268
0827-BK2-01-28,Salto C,-3.458,0.369,5.406,-0.638,231.59,-4.282,2.203,0.676,7.014,1.684,98.824,-9.279
20191007-1159-FRANKFURT_1-01-449,Salto B,-3.859,-0.714,3.79,-0.467,188.267,5.859,-2.265,-0.099,6.265,6.121,217.112,-39.806
0609-1-01-741,Doppelsalto C,-23.83,-1.903,-6.708,-19.646,480.906,2.41,-7.969,0.058,-2.951,28.04,336.587,-17.012
20191008-1207-FRANKFURT_2-01-145,Salto C,-4.919,1.324,3.134,14.766,256.895,-25.18,-0.292,0.237,5.557,10.578,156.907,-17.765
20191007-1524-FRANKFURT_1-01-144,Fliffis B,-29.433,1.675,-0.04,-23.122,-634.04,65.324,-10.732,2.308,-1.363,59.399,147.695,230.102
0827-BK2-02-137,Salto A,0.191,0.432,5.922,10.806,194.516,-31.004,0.532,0.279,4.807,7.554,174.141,-23.689
0110-MORITZ-01-157,Fliffis B,-18.377,-2.256,2.586,-8.273,-399.5,-50.652,-3.528,1.276,-2.839,103.476,178.759,-123.498
20191007-1159-FRANKFURT_1-01-213,Barani B,-6.06,0.807,3.537,2.98,-201.27,156.057,-2.752,-1.297,4.266,-9.64,164.74,67.44
