SprungID,Sprungtyp,Acc_x_Fil_1,Acc_y_Fil_1,Acc_z_Fil_1,Gyro_x_Fil_1,Gyro_y_Fil_1,Gyro_z_Fil_1,Acc_x_Fil_2,Acc_y_Fil_2,Acc_z_Fil_2,Gyro_x_Fil_2,Gyro_y_Fil_2,Gyro_z_Fil_2,Acc_x_Fil_3,Acc_y_Fil_3,Acc_z_Fil_3,Gyro_x_Fil_3,Gyro_y_Fil_3,Gyro_z_Fil_3,Acc_x_Fil_4,Acc_y_Fil_4,Acc_z_Fil_4,Gyro_x_Fil_4,Gyro_y_Fil_4,Gyro_z_Fil_4,Acc_x_Fil_5,Acc_y_Fil_5,Acc_z_Fil_5,Gyro_x_Fil_5,Gyro_y_Fil_5,Gyro_z_Fil_5,Acc_x_Fil_6,Acc_y_Fil_6,Acc_z_Fil_6,Gyro_x_Fil_6,Gyro_y_Fil_6,Gyro_z_Fil_6,Acc_x_Fil_7,Acc_y_Fil_7,Acc_z_Fil_7,Gyro_x_Fil_7,Gyro_y_Fil_7,Gyro_z_Fil_7,Acc_x_Fil_8,Acc_y_Fil_8,Acc_z_Fil_8,Gyro_x_Fil_8,Gyro_y_Fil_8,Gyro_z_Fil_8,Acc_x_Fil_9,Acc_y_Fil_9,Acc_z_Fil_9,Gyro_x_Fil_9,Gyro_y_Fil_9,Gyro_z_Fil_9,Acc_x_Fil_10,Acc_y_Fil_10,Acc_z_Fil_10,Gyro_x_Fil_10,Gyro_y_Fil_10,Gyro_z_Fil_10,Acc_x_Fil_11,Acc_y_Fil_11,Acc_z_Fil_11,Gyro_x_Fil_11,Gyro_y_Fil_11,Gyro_z_Fil_11,Acc_x_Fil_12,Acc_y_Fil_12,Acc_z_Fil_12,Gyro_x_Fil_12,Gyro_y_Fil_12,Gyro_z_Fil_12,Acc_x_Fil_13,Acc_y_Fil_13,Acc_z_Fil_13,Gyro_x_Fil_13,Gyro_y_Fil_13,Gyro_z_Fil_13,Acc_x_Fil_14,Acc_y_Fil_14,Acc_z_Fil_14,Gyro_x_Fil_14,Gyro_y_Fil_14,Gyro_z_Fil_14,Acc_x_Fil_15,Acc_y_Fil_15,Acc_z_Fil_15,Gyro_x_Fil_15,Gyro_y_Fil_15,Gyro_z_Fil_15,Acc_x_Fil_16,Acc_y_Fil_16,Acc_z_Fil_16,Gyro_x_Fil_16,Gyro_y_Fil_16,Gyro_z_Fil_16,Acc_x_Fil_17,Acc_y_Fil_17,Acc_z_Fil_17,Gyro_x_Fil_17,Gyro_y_Fil_17,Gyro_z_Fil_17,Acc_x_Fil_18,Acc_y_Fil_18,Acc_z_Fil_18,Gyro_x_Fil_18,Gyro_y_Fil_18,Gyro_z_Fil_18,Acc_x_Fil_19,Acc_y_Fil_19,Acc_z_Fil_19,Gyro_x_Fil_19,Gyro_y_Fil_19,Gyro_z_Fil_19,Acc_x_Fil_20,Acc_y_Fil_20,Acc_z_Fil_20,Gyro_x_Fil_20,Gyro_y_Fil_20,Gyro_z_Fil_20,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd
0115-MORITZ-03-11,Salto C,11.105,-3.384,47.365,1.95,145.6,-31.1,-2.356,0.989,-4.463,13.16,-56.03,47.03,-7.938,-0.662,-5.985,-0.07,-96.96,16.37,-2.754,-1.25,-8.508,-22.93,108.02,1.55,-6.134,0.511,-14.292,-47.7,570.6,15.61,-13.525,-0.564,-5.658,-20.21,545.67,31.38,-19.287,0.448,-25.539,9.74,411.9,28.36,-8.779,-1.527,0.087,-9.32,269.76,33.07,-2.235,-0.575,-0.932,9.63,167.62,21.6,-0.868,-0.861,-3.29,1.69,150.4,8.08,-0.867,-0.27,-3.134,1.95,150.72,6.93,-1.437,-0.413,-3.019,13.39,148.55,6.5,-1.268,-0.432,-2.637,12.46,135.27,3.65,-1.338,-0.599,-2.422,14.98,126.12,3.84,-1.077,-0.618,-2.471,10.94,123.99,0.44,-0.999,-0.362,-1.55,-0.15,104.12,-5.21,-1.315,-0.035,-2.327,-3.33,44.48,-4.49,-3.728,-0.307,-2.708,-13.34,-21.73,19.32,-3.56,-1.931,1.024,-1.76,41.94,45.18,24.435,-4.116,27.858,32.14,273.13,-20.77,0.88,343.881,21.355,27.72,383.741,43.025
20191007-1524-FRANKFURT_1-01-59,Barani A,3.387,9.15,52.837,-83.98,-183.01,121.98,-5.066,-3.223,-8.736,-145.32,-325.94,134.3,-4.284,5.529,0.222,-103.82,-140.0,65.43,-6.31,0.554,-5.31,-67.86,-124.07,58.89,-4.869,-0.635,-5.98,-45.43,-113.95,50.02,-2.635,0.233,-6.356,-64.67,-143.92,75.72,-2.688,-0.161,-7.167,-109.55,-192.87,99.88,-2.488,0.876,-8.757,-137.0,-189.76,126.83,-3.132,1.211,-9.374,-140.76,-149.02,213.19,-4.098,-1.405,-9.539,-131.42,-69.81,250.8,-3.394,-2.377,-8.63,-136.76,5.23,279.77,-3.776,-3.513,-7.621,-117.19,63.93,283.47,-3.812,-3.926,-6.878,-85.74,123.49,249.91,-4.18,-3.299,-6.193,-55.15,153.64,193.37,-4.425,-2.739,-6.105,-41.55,171.77,144.33,-4.629,-2.203,-5.842,-13.98,184.24,123.92,-5.968,-2.786,-6.367,-10.97,183.7,79.88,-8.978,-2.292,-4.583,12.93,246.61,60.36,-4.148,-1.658,3.244,52.15,286.82,6.48,4.539,1.596,31.184,35.87,393.62,-102.42,-115.17,15.056,194.448,133.235,290.477,232.906
20190930-1153-FRANKFURT_1-01-239,Barani A,4.647,2.018,58.903,40.49,-103.26,18.94,3.407,-0.023,-3.036,18.31,-206.81,72.71,-3.812,0.491,-5.361,-13.07,-89.01,107.64,-3.738,0.419,-1.652,-47.39,-88.73,93.25,-3.208,0.937,-4.535,-66.41,-191.65,80.44,-3.684,0.503,-5.648,-94.53,-174.72,88.26,-2.258,1.264,-7.154,-128.6,-144.68,116.59,-2.135,2.007,-8.857,-162.62,-131.28,150.0,-1.843,0.825,-9.98,-202.6,-92.59,183.45,-2.137,-0.86,-9.698,-217.79,-26.88,208.73,-1.467,-2.467,-8.66,-204.71,35.42,215.23,-1.932,-2.621,-7.799,-174.29,74.61,198.01,-2.095,-2.814,-6.615,-127.98,115.92,181.06,-2.115,-1.833,-6.396,-87.41,120.87,160.87,-2.437,-1.221,-5.023,-49.73,104.24,130.36,-2.955,-0.161,-6.191,-14.38,103.3,112.5,-3.272,-0.916,-5.65,6.39,114.22,88.2,-4.367,-2.063,-5.716,34.18,157.8,50.21,-3.116,-1.756,0.465,39.7,237.95,14.66,9.539,-1.532,38.447,56.95,310.93,-33.75,-125.107,19.637,193.503,161.422,244.36,207.86
0609-4-01-494,Fliffis B,16.417,0.744,41.24,-38.9,-290.57,53.22,-22.035,3.683,-24.088,-76.35,-568.34,61.02,-33.744,-0.592,4.134,-77.26,-651.09,7.74,-40.11,0.547,-4.911,-14.41,-680.69,-24.3,-40.999,-1.682,-2.407,24.19,-594.65,35.01,-41.213,-0.888,-4.898,29.92,-599.75,53.68,-23.448,-1.574,-10.367,3.22,-509.17,56.51,-12.47,2.069,-8.871,21.04,-124.61,103.93,-13.793,9.262,-12.047,21.8,-5.74,221.84,-12.984,4.242,-9.075,-58.83,-107.53,360.36,-10.825,-1.168,-18.064,-216.67,-49.55,362.61,-8.717,-2.326,-21.003,-265.48,79.38,345.68,-8.112,-4.718,-18.269,-213.9,223.57,297.27,-7.035,-5.041,-12.687,-148.58,266.67,227.21,-5.508,-3.161,-11.327,-85.34,213.76,147.61,-6.156,-1.899,-12.295,-34.67,170.77,77.7,-9.601,-0.461,-12.963,-24.99,189.79,52.5,-13.545,-1.116,-11.871,-0.03,274.75,60.82,-16.693,-1.411,-4.799,15.33,384.53,34.12,4.665,-2.145,34.246,7.44,422.07,-20.67,-102.122,-180.793,228.47,132.415,604.997,245.54
20191007-1150-FRANKFURT_2-01-152,Rudi,11.609,1.207,52.067,-19.71,-130.69,20.88,-1.499,3.231,0.166,-27.6,-311.27,112.56,-3.074,0.527,-1.655,-80.5,-255.57,168.98,-7.41,5.32,-6.638,-106.59,-239.19,252.96,-5.954,6.938,-8.917,-137.06,-166.38,419.52,-14.898,13.638,-8.177,-93.86,-122.48,544.52,-19.975,8.231,-7.483,7.77,-27.5,702.36,-26.936,4.591,-2.548,168.45,16.25,666.39,-21.182,-0.844,2.684,283.01,54.89,673.63,-22.621,1.321,6.32,342.3,-34.36,800.45,-25.736,0.978,1.524,196.85,-134.01,839.42,-20.106,-4.481,-8.92,17.52,-37.28,783.76,-13.116,-2.888,-12.391,-54.28,124.92,583.31,-9.92,-1.709,-9.384,-17.3,166.53,398.24,-12.991,1.016,-8.687,39.84,145.58,276.28,-9.31,-3.493,-4.234,10.01,173.58,89.78,-8.544,-1.826,-4.033,44.58,265.78,121.88,-8.519,-1.963,-0.172,80.53,305.4,112.21,1.155,-2.051,0.878,105.03,342.05,94.56,17.953,-3.824,35.316,152.92,295.59,-56.67,73.812,39.244,580.56,160.529,272.941,599.751
0609-1-01-41,Salto C,10.379,1.756,50.829,25.69,170.38,-40.88,-1.266,0.133,-1.459,-4.73,67.65,-19.65,-5.638,0.171,-4.06,-1.01,-47.83,10.03,-4.587,-0.824,-10.397,-8.61,8.26,-7.82,-2.223,0.646,-15.674,-38.48,457.5,-11.24,-15.962,1.255,-16.504,-15.44,655.94,35.08,-26.899,1.609,-16.667,23.19,604.54,41.22,-13.524,0.472,-4.905,55.63,454.32,26.27,-3.555,-0.513,-0.491,51.75,281.09,-12.95,-1.232,0.212,-1.533,15.54,170.83,-23.05,0.569,-0.846,-1.672,20.14,136.09,-6.8,-0.483,-0.237,-2.641,24.98,140.85,-14.18,-0.449,-0.191,-3.051,28.06,136.41,-9.23,0.029,-0.38,-2.219,21.38,132.23,-10.24,0.465,-1.148,-2.428,11.95,122.31,-9.48,0.053,-0.198,-2.298,0.66,88.3,-9.33,-2.327,-0.317,-3.15,-10.72,57.87,-4.33,-5.367,0.094,-0.91,-19.15,23.61,-7.6,-2.923,-0.787,4.623,-17.99,26.3,6.16,18.809,1.31,41.304,45.71,137.92,28.57,21.299,357.008,-4.634,45.485,377.077,39.362
0609-1-01-773,Bauchsprung,0.018,-0.961,53.908,1.69,32.16,-11.06,-0.016,2.26,9.262,-17.52,-30.06,7.82,3.436,-1.247,0.053,-18.89,-65.37,-2.74,-0.449,-0.286,-0.405,-7.06,-23.97,3.67,0.064,0.009,0.255,-5.21,-39.37,2.99,-0.268,0.059,0.451,2.15,-45.42,15.98,-1.035,-0.585,0.527,-7.49,-61.87,-23.67,-1.161,0.01,-0.114,-12.56,-115.75,-22.25,-0.977,0.078,0.087,-14.13,-141.81,-5.31,-1.972,-0.241,-0.417,-1.59,-123.83,10.74,-1.285,0.152,-1.214,7.16,-73.73,-4.94,0.376,-0.901,-1.666,17.46,-64.85,-22.95,0.618,0.005,-0.717,5.76,-93.93,15.7,0.615,-0.715,-0.86,13.52,-70.73,5.87,0.688,-0.928,-1.195,0.18,-49.53,3.29,-0.005,-0.028,-1.21,-3.09,-18.26,-0.73,-1.141,-0.496,-1.512,-16.6,23.92,21.74,-1.242,-0.413,-2.08,-8.78,102.87,-7.5,4.773,1.622,0.877,-30.68,182.67,-34.15,43.725,-2.566,28.441,-15.97,119.64,-44.98,-8.055,-39.84,-9.826,21.187,133.735,32.309
20191008-1157-FRANKFURT_1-01-332,Salto B,-1.557,1.711,44.899,15.49,260.04,8.31,1.392,-1.401,1.24,-6.96,123.71,-22.57,-4.485,0.183,3.792,17.08,4.18,8.58,-7.551,-0.931,-11.683,-1.17,-213.66,17.61,-10.894,0.487,-8.588,0.3,14.81,13.31,1.314,-1.607,0.192,22.35,63.47,-23.71,5.823,-1.713,-4.366,17.83,262.63,-10.19,-0.428,-0.542,-15.129,49.29,565.43,-6.82,-7.119,-1.279,-21.528,86.92,642.88,-15.89,-12.385,-0.194,-22.345,121.36,581.35,-8.41,-14.143,-2.48,-20.65,78.56,381.12,-75.68,-4.831,0.77,1.904,13.51,271.06,-70.9,-3.912,-1.369,0.956,8.87,136.71,-26.96,-1.107,-1.236,-3.12,7.57,59.23,-38.28,-1.824,-0.659,-5.436,0.89,68.11,-35.55,-3.0,-0.079,-4.797,1.28,90.05,-9.22,-2.196,-1.307,-3.571,9.21,139.45,-28.69,-6.18,-1.279,-0.323,-33.06,146.42,-19.44,2.34,1.403,5.253,-54.72,209.21,-41.11,15.3,2.848,48.267,-44.51,217.8,-3.15,24.23,328.993,-27.167,52.288,394.825,58.744
20191007-1534-FRANKFURT_2-01-78,Salto A,6.834,6.651,52.262,-50.6,235.92,-20.85,-3.345,-2.604,2.563,-69.51,272.14,-26.35,-1.603,-0.98,-4.172,5.7,266.04,-25.5,0.062,-0.657,-3.949,-18.01,280.91,-12.5,1.132,-2.043,-5.292,-21.2,224.63,-9.58,1.784,-0.956,-7.187,-10.7,183.5,-10.84,0.443,-1.799,-8.077,-4.93,178.44,-23.46,-1.351,-1.737,-8.07,-4.94,192.97,-33.11,-1.018,-1.853,-7.435,-6.94,192.21,-37.57,-2.046,-2.098,-7.44,-15.33,199.09,-40.98,-2.714,-2.045,-7.373,-19.89,200.35,-31.35,-2.799,-2.155,-6.959,-19.48,200.88,-35.46,-2.99,-2.186,-7.005,-19.9,203.02,-18.77,-3.735,-2.116,-6.92,-21.95,197.78,-5.3,-4.859,-1.795,-5.902,-22.0,189.31,-7.69,-5.455,-1.003,-6.529,-24.67,193.15,-11.7,-7.021,-0.87,-4.775,-10.61,197.63,-25.31,-8.238,-1.253,-1.008,-11.92,204.46,-40.14,-0.277,0.676,7.875,-20.47,204.45,-49.78,17.673,8.034,46.097,22.58,275.69,-6.67,-28.48,346.718,-35.649,35.584,349.516,48.481
0827-BK1-01-4,Salto C,9.69,0.464,50.433,22.56,168.83,6.96,0.254,2.619,0.951,-1.24,-64.85,22.44,-8.653,0.168,-5.432,-1.09,-83.0,33.32,-4.522,-0.944,-8.667,-6.44,50.8,4.39,-7.094,-0.583,-11.331,-24.16,512.16,-1.29,-13.408,0.188,-9.157,2.93,620.87,5.21,-18.808,1.096,-24.899,21.77,503.53,22.85,-11.639,-0.972,2.103,7.75,320.4,-12.65,-3.543,0.972,-1.311,0.76,190.99,-3.89,-1.441,-0.123,-3.192,8.56,172.92,0.89,-1.946,-0.337,-2.369,6.74,166.38,0.66,-1.278,0.079,-2.723,1.07,156.19,-1.1,-1.738,-0.642,-2.559,0.63,155.37,1.25,-1.163,-0.42,-2.321,1.61,141.7,-11.78,-1.117,0.442,-2.242,-3.9,114.33,-3.87,-2.195,0.319,-2.512,-8.14,85.39,11.08,-3.364,0.025,-1.191,-3.43,54.9,6.2,-3.987,-0.098,0.748,-6.64,30.68,6.57,-0.377,0.012,0.984,8.08,93.45,20.32,20.64,-1.962,32.869,17.1,237.34,17.45,6.871,355.593,9.022,21.571,388.923,29.996
0609-4-01-189,Schraubensalto C,5.459,1.011,51.239,46.59,262.28,112.49,-1.318,1.443,4.509,74.13,217.29,140.12,-1.664,0.03,-2.432,95.31,104.87,113.72,-1.316,-0.22,-3.164,109.54,90.93,164.88,-4.26,2.47,-1.846,195.53,93.73,244.75,-8.765,3.032,3.599,268.97,7.7,377.79,-12.215,-4.065,3.867,254.34,-148.32,463.62,-14.893,-3.245,-0.966,148.15,-212.17,513.69,-13.684,-2.746,-8.25,15.1,-156.14,516.23,-11.608,-3.68,-9.68,-59.54,-40.49,470.28,-9.241,-3.762,-8.316,-73.3,64.91,389.02,-5.269,-4.089,-6.019,-50.25,139.47,291.23,-4.678,-2.981,-5.603,-11.65,154.81,227.14,-4.294,-1.839,-4.702,-6.93,168.0,138.34,-3.721,-0.653,-3.867,-4.32,146.0,89.29,-3.779,0.45,-4.674,13.93,153.14,62.88,-4.691,-0.643,-4.908,20.27,169.23,45.57,-6.839,-0.517,-4.883,53.88,198.37,28.1,-4.655,0.683,-0.963,43.16,231.98,-1.15,11.897,2.896,39.354,5.21,284.99,19.45,103.601,183.365,396.418,143.41,287.872,400.713
0115-MORITZ-03-25,Salto C,13.567,-0.426,47.151,42.7,139.63,-9.21,-3.51,1.066,-3.278,-37.04,-49.66,32.95,-2.194,-0.306,-3.554,11.62,-6.84,19.14,-2.516,-1.003,-4.929,2.11,88.11,13.18,-4.613,-1.017,-5.194,-1.63,209.82,-3.29,-7.418,-1.119,-4.179,-13.71,289.3,-0.87,-9.091,-1.317,-2.818,-11.08,281.9,-13.4,-7.476,-0.989,-2.772,-15.04,269.11,-14.0,-6.561,-0.795,-2.241,-17.19,248.61,-13.05,-5.744,-0.608,-2.607,-18.03,231.67,-4.03,-4.782,-1.038,-3.011,-22.03,209.54,-10.34,-4.253,-1.048,-2.824,-17.04,192.8,-1.4,-4.068,-0.785,-3.049,-20.34,199.08,-12.81,-5.516,-1.017,-3.172,-21.97,223.65,7.51,-4.881,-1.399,-1.222,-25.45,211.67,20.65,-3.505,-1.082,0.222,-17.75,173.89,17.24,-1.974,-0.589,0.124,-2.64,146.1,17.52,-0.638,-1.361,-0.012,4.96,105.5,0.81,1.1,0.335,-0.361,-25.32,101.2,-2.18,23.254,-3.625,30.632,5.12,108.03,-12.12,-18.833,342.335,2.05,38.468,354.82,32.536
0609-4-01-110,Schraubensalto C,8.311,6.045,48.337,101.97,235.98,117.84,-0.038,-4.717,2.248,63.95,214.76,110.19,0.438,4.509,-2.257,76.36,90.25,89.27,-2.709,0.291,-3.542,101.18,99.79,148.65,-3.92,1.986,-2.685,163.74,94.01,212.07,-6.867,1.977,2.934,258.19,30.14,314.48,-6.861,-1.885,1.52,244.76,-106.03,366.43,-9.725,-2.473,-0.417,172.83,-173.83,399.01,-11.179,-2.355,-5.119,44.5,-190.73,428.65,-9.993,-1.834,-9.852,-70.94,-122.74,443.41,-8.471,-3.275,-11.045,-118.47,-2.87,406.68,-6.247,-4.349,-8.848,-116.39,105.9,339.51,-4.377,-4.233,-6.535,-102.58,161.96,237.16,-3.235,-2.489,-5.018,-84.26,147.45,159.8,-2.982,-1.155,-4.689,-67.03,127.9,137.41,-3.621,-0.261,-4.88,-40.57,116.43,119.8,-4.058,-0.39,-5.232,9.99,124.49,117.67,-5.585,-2.594,-4.631,73.94,151.47,72.04,-1.873,-1.295,-1.481,25.33,212.72,-22.94,17.712,-0.102,38.845,-26.49,273.24,-69.08,66.967,154.213,380.384,185.563,267.375,402.435
20191008-1157-FRANKFURT_1-01-54,Salto A,-6.611,1.623,43.631,-19.04,291.44,4.5,-1.592,-1.594,-4.545,-19.87,269.12,-45.78,0.083,-0.689,2.61,35.4,230.91,-88.34,6.276,0.328,-6.111,-22.16,191.06,-1.32,2.215,-2.252,-6.604,-43.09,136.73,-9.85,0.56,-0.383,-8.256,-40.37,178.14,6.71,-0.532,-2.088,-7.448,-26.94,208.77,-10.96,-1.364,-1.013,-6.103,-24.29,229.45,-4.27,-1.028,-1.28,-6.232,-15.57,221.33,7.04,-0.791,-1.109,-6.052,-11.26,202.08,-6.74,-0.547,-1.284,-5.652,-11.34,186.24,-6.52,-1.264,-0.881,-5.576,-6.36,171.58,-7.43,-1.745,-1.205,-5.201,-0.39,141.54,-9.15,-1.974,-1.58,-4.41,4.61,110.51,-0.85,-2.847,-2.126,-6.14,-14.65,108.13,-26.46,-3.592,-1.062,-6.34,-32.44,126.02,-17.5,-3.591,-0.538,-4.808,-27.59,165.63,-4.57,-5.236,-0.277,-2.626,-35.79,236.91,-4.99,-6.495,-3.205,3.422,-14.59,330.08,-3.58,9.055,2.682,43.546,-47.31,315.91,20.25,-28.544,342.627,-17.791,41.641,342.627,41.101
20191007-1524-FRANKFURT_1-01-77,Fliffis- Rudi C,9.175,6.249,33.508,-77.36,-355.71,235.81,-33.087,3.447,-21.28,-79.05,-576.69,-139.46,-38.274,-3.625,-0.549,-5.45,-657.87,-17.27,-41.765,-5.874,-12.395,73.14,-633.12,26.57,-55.163,-8.492,-19.639,61.04,-645.64,75.3,-48.261,-6.214,-22.505,25.4,-684.8,123.36,-52.35,0.646,-33.674,-12.93,-740.94,165.52,-42.454,2.778,-35.728,-113.6,-706.5,220.5,-29.463,10.005,-27.425,-134.11,-526.29,389.25,-26.902,10.2,-21.146,-5.21,-288.37,705.75,-43.392,12.557,0.815,533.38,-174.85,944.97,-40.701,-0.892,9.847,555.08,323.85,1012.52,-43.973,-9.776,26.253,682.84,-72.83,992.43,-54.819,-18.773,3.135,551.54,-139.66,1085.37,-28.98,-28.124,-4.614,217.58,310.53,909.84,-8.888,-10.976,-11.016,61.19,336.85,461.47,-14.837,2.432,-10.179,101.76,294.97,309.5,-17.73,-0.656,-4.141,189.98,382.17,198.51,-2.201,-7.593,-0.027,147.4,411.25,-105.76,22.377,2.43,43.014,43.84,204.95,-59.99,210.705,-314.694,568.671,298.428,675.452,657.808
20191008-1157-FRANKFURT_1-01-368,Barani A,12.745,-0.303,54.928,5.36,-201.08,20.03,-7.55,2.134,-1.3,24.78,-337.51,27.19,-6.804,2.202,-4.33,1.96,-123.51,78.51,-6.227,-0.386,-6.161,-11.14,-96.23,126.9,-3.374,0.919,-6.185,-37.39,-92.62,133.11,-4.099,1.431,-3.582,-110.99,-152.32,158.97,-3.824,0.905,-7.801,-143.64,-173.44,157.77,-1.654,1.037,-10.357,-167.11,-132.87,202.42,-1.956,0.07,-9.133,-173.34,-68.26,259.48,-2.919,-0.836,-8.536,-146.05,-7.6,309.98,-3.532,-2.819,-8.53,-97.32,58.82,309.91,-3.768,-4.061,-6.831,-55.72,112.91,252.7,-3.511,-4.193,-6.238,-14.76,141.61,143.45,-2.794,-2.576,-6.071,-1.39,159.84,44.54,-4.399,-1.498,-6.363,-7.26,180.58,10.64,-6.573,-2.002,-6.293,-17.61,234.66,16.84,-6.666,-2.268,-6.295,-39.96,268.01,13.25,-8.466,0.143,-1.048,-16.92,294.86,10.65,-5.169,-1.979,5.1,2.61,355.24,-17.24,5.902,-0.357,44.152,-22.3,361.03,-81.73,-81.019,63.997,170.765,91.097,294.346,193.555
0609-4-01-233,Schraubensalto C,7.108,2.421,49.228,39.95,262.49,72.93,-0.488,2.674,4.149,87.33,263.72,152.36,-0.977,0.761,-2.038,100.53,102.46,138.02,-1.794,-0.785,-3.681,114.17,96.23,181.68,-5.311,3.513,-0.682,219.12,92.86,259.98,-10.408,2.306,5.244,299.88,-20.54,419.27,-12.807,-5.387,1.922,245.11,-166.13,480.35,-15.246,-5.453,-3.737,130.48,-184.6,510.79,-11.971,-3.796,-8.679,-31.09,-117.59,500.85,-10.126,-3.465,-10.625,-100.12,0.4,444.94,-7.692,-4.548,-8.567,-100.96,101.74,349.58,-4.996,-3.813,-6.641,-67.99,166.06,263.32,-3.598,-1.511,-5.673,-53.42,184.03,192.53,-3.793,-0.542,-5.328,-22.03,161.44,151.63,-3.923,-0.525,-5.214,-0.82,165.32,99.34,-4.653,-0.959,-3.892,6.94,159.71,52.95,-4.673,-0.08,-4.218,15.11,151.87,33.12,-5.915,0.265,-2.512,30.11,166.2,39.71,-2.958,-0.932,1.264,42.23,188.39,38.95,10.494,-1.096,39.424,38.53,264.41,-3.04,91.285,192.331,395.99,160.573,287.587,398.567
20191008-1207-FRANKFURT_2-01-138,3/4 Salto rw A,1.682,10.005,44.516,31.68,172.94,-30.89,-1.135,-4.652,-7.024,-8.18,112.27,-50.86,-1.097,0.363,0.241,-5.26,86.5,-44.57,1.648,-1.029,-2.701,7.5,43.02,-18.93,0.158,-0.968,-4.699,-3.31,67.66,-31.9,-1.031,-0.502,-4.976,-16.92,108.49,-12.61,-2.125,-1.264,-4.143,-13.11,180.94,-24.15,-3.311,-0.721,-3.833,-10.42,204.41,-0.8,-1.855,-0.869,-2.304,-21.87,197.25,-19.95,-0.605,-1.33,-4.159,13.14,200.81,-16.0,-2.391,0.307,-3.419,22.59,202.97,23.99,-0.935,-1.898,-2.244,35.21,178.84,14.72,-0.704,-1.326,-3.016,12.41,170.21,-54.67,-0.475,-0.751,-3.613,13.39,185.23,-34.74,0.716,-0.977,-3.798,17.71,193.35,-24.55,0.469,-1.629,-5.557,14.62,182.05,-37.02,-1.204,-1.439,-5.139,10.69,193.51,-32.15,-7.014,0.137,-4.039,33.81,232.88,-11.83,1.551,-0.405,-2.847,52.19,281.13,-102.96,47.259,6.964,22.162,-0.44,102.8,-111.91,20.15,300.37,-60.094,35.528,302.893,73.601
0110-MORITZ-01-48,Doppelsalto C,9.119,-3.075,56.636,-29.62,199.99,-13.8,-2.634,1.593,-5.752,2.02,10.71,7.18,-7.882,-2.096,-9.493,9.27,44.41,-16.23,-15.961,-0.515,-10.194,-0.33,187.06,0.0,-25.584,-1.35,-7.964,-23.28,464.0,11.5,-32.754,-3.355,-4.111,-34.49,584.76,22.81,-38.523,-2.179,-5.845,-29.14,627.75,19.01,-41.043,-2.274,-7.443,-26.4,653.87,12.76,-42.952,-2.396,-8.558,-30.52,664.5,5.59,-41.993,-1.99,-12.374,-30.12,684.96,16.1,-41.105,-1.156,-11.488,-19.04,724.34,14.33,-25.583,-1.431,-6.563,1.31,583.79,9.17,-16.402,-1.11,-6.364,15.79,394.47,11.75,-11.411,0.14,-7.517,25.74,292.36,13.99,-7.905,0.087,-5.724,29.54,220.24,10.28,-5.977,-0.586,-5.615,23.75,254.48,-0.41,-8.028,0.369,-5.63,46.52,266.63,-12.67,-5.354,0.658,-0.704,33.64,270.36,5.51,-1.406,0.88,-2.271,22.47,187.1,12.92,21.786,-2.844,30.024,15.35,182.75,-3.65,-1.343,711.669,9.378,48.037,715.478,37.896
0110-MORITZ-01-127,Voll- ein- voll- aus B,-0.147,-7.539,43.719,-85.5,419.7,-89.05,-8.081,-11.697,-4.148,-276.57,258.32,-253.1,-14.8,-3.73,3.585,-365.71,97.28,-411.06,-31.301,1.959,10.906,-404.32,-157.15,-718.58,-42.816,3.915,-7.49,-376.8,-285.89,-930.86,-49.911,5.889,-16.688,-330.64,319.04,-1055.36,-31.512,-9.097,0.193,-649.82,421.67,-642.62,-27.963,17.354,16.506,-810.44,-122.48,-494.13,-35.849,31.727,-19.746,-440.87,-561.68,-286.17,-41.511,14.203,-23.311,-268.89,-785.1,-104.1,-40.037,11.457,-9.032,-273.45,-685.46,-169.44,-24.209,3.99,-11.144,-129.05,-354.12,-386.25,-16.335,-6.694,-14.713,-41.33,4.64,-539.1,-17.149,-8.753,-11.441,-105.39,139.32,-504.86,-5.445,6.177,-16.72,162.77,210.15,-244.12,-6.452,2.812,-15.017,137.58,170.48,-239.62,-10.159,2.228,-14.582,37.45,125.77,-170.43,-12.331,3.818,-15.074,1.28,186.74,-38.6,-18.462,1.221,-2.641,-1.91,384.33,5.52,16.427,-2.332,40.888,79.06,425.54,86.09,-381.794,36.294,-673.965,463.26,595.048,692.208
