SprungID,Sprungtyp,Acc_x_Fil_1,Acc_y_Fil_1,Acc_z_Fil_1,Gyro_x_Fil_1,Gyro_y_Fil_1,Gyro_z_Fil_1,Acc_x_Fil_2,Acc_y_Fil_2,Acc_z_Fil_2,Gyro_x_Fil_2,Gyro_y_Fil_2,Gyro_z_Fil_2,Acc_x_Fil_3,Acc_y_Fil_3,Acc_z_Fil_3,Gyro_x_Fil_3,Gyro_y_Fil_3,Gyro_z_Fil_3,Acc_x_Fil_4,Acc_y_Fil_4,Acc_z_Fil_4,Gyro_x_Fil_4,Gyro_y_Fil_4,Gyro_z_Fil_4,Acc_x_Fil_5,Acc_y_Fil_5,Acc_z_Fil_5,Gyro_x_Fil_5,Gyro_y_Fil_5,Gyro_z_Fil_5,Acc_x_Fil_6,Acc_y_Fil_6,Acc_z_Fil_6,Gyro_x_Fil_6,Gyro_y_Fil_6,Gyro_z_Fil_6,Acc_x_Fil_7,Acc_y_Fil_7,Acc_z_Fil_7,Gyro_x_Fil_7,Gyro_y_Fil_7,Gyro_z_Fil_7,Acc_x_Fil_8,Acc_y_Fil_8,Acc_z_Fil_8,Gyro_x_Fil_8,Gyro_y_Fil_8,Gyro_z_Fil_8,Acc_x_Fil_9,Acc_y_Fil_9,Acc_z_Fil_9,Gyro_x_Fil_9,Gyro_y_Fil_9,Gyro_z_Fil_9,Acc_x_Fil_10,Acc_y_Fil_10,Acc_z_Fil_10,Gyro_x_Fil_10,Gyro_y_Fil_10,Gyro_z_Fil_10,Acc_x_Fil_11,Acc_y_Fil_11,Acc_z_Fil_11,Gyro_x_Fil_11,Gyro_y_Fil_11,Gyro_z_Fil_11,Acc_x_Fil_12,Acc_y_Fil_12,Acc_z_Fil_12,Gyro_x_Fil_12,Gyro_y_Fil_12,Gyro_z_Fil_12,Acc_x_Fil_13,Acc_y_Fil_13,Acc_z_Fil_13,Gyro_x_Fil_13,Gyro_y_Fil_13,Gyro_z_Fil_13,Acc_x_Fil_14,Acc_y_Fil_14,Acc_z_Fil_14,Gyro_x_Fil_14,Gyro_y_Fil_14,Gyro_z_Fil_14,Acc_x_Fil_15,Acc_y_Fil_15,Acc_z_Fil_15,Gyro_x_Fil_15,Gyro_y_Fil_15,Gyro_z_Fil_15,Acc_x_Fil_16,Acc_y_Fil_16,Acc_z_Fil_16,Gyro_x_Fil_16,Gyro_y_Fil_16,Gyro_z_Fil_16,Acc_x_Fil_17,Acc_y_Fil_17,Acc_z_Fil_17,Gyro_x_Fil_17,Gyro_y_Fil_17,Gyro_z_Fil_17,Acc_x_Fil_18,Acc_y_Fil_18,Acc_z_Fil_18,Gyro_x_Fil_18,Gyro_y_Fil_18,Gyro_z_Fil_18,Acc_x_Fil_19,Acc_y_Fil_19,Acc_z_Fil_19,Gyro_x_Fil_19,Gyro_y_Fil_19,Gyro_z_Fil_19,Acc_x_Fil_20,Acc_y_Fil_20,Acc_z_Fil_20,Gyro_x_Fil_20,Gyro_y_Fil_20,Gyro_z_Fil_20,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd
0827-BK2-02-22,Salto C,9.14,4.179,55.446,29.12,154.21,-45.81,0.568,-0.474,1.484,28.4,6.23,-32.68,-5.486,0.274,-3.082,-3.11,-56.56,-10.47,-4.706,0.08,-8.377,-31.95,-23.4,1.34,0.606,-0.828,-10.429,-23.28,187.06,-88.74,-21.167,-0.802,-12.933,-25.17,595.18,-92.56,-20.374,0.348,-10.605,-20.09,606.27,-40.68,-22.706,-0.837,-10.005,-3.25,548.87,-3.52,-14.05,-0.43,-2.421,22.56,377.65,-29.0,-1.896,1.114,0.916,14.51,210.32,-10.85,-1.155,0.372,-0.683,13.65,141.99,-17.16,-1.836,0.105,-1.313,11.3,118.41,-33.69,-1.027,0.693,-1.884,20.47,105.74,-25.11,-0.509,0.29,-2.326,12.8,107.5,-22.26,-0.647,0.66,-2.658,8.35,100.37,-34.84,-1.113,0.386,-2.854,10.89,94.22,-42.89,-2.658,-0.127,-2.329,3.86,75.18,-36.32,-4.69,0.2,-0.46,1.56,63.62,-14.78,-1.449,1.074,3.698,-26.07,126.79,19.1,13.479,1.643,41.191,6.37,140.07,1.17,4.079,341.868,-51.268,30.802,361.52,60.863
20191007-1524-FRANKFURT_1-01-114,Doppelsalto B,9.159,7.856,53.401,-21.48,305.38,-78.01,1.913,1.635,3.805,19.25,146.56,-44.48,-1.114,-3.817,-8.051,10.79,19.63,38.6,-6.398,-0.82,-8.574,-22.24,0.16,-23.38,-5.944,-0.194,-8.961,-28.0,89.68,-6.66,-4.882,-0.635,-7.539,4.16,299.71,-26.76,-5.938,0.221,-9.158,31.03,455.75,13.23,-10.724,0.087,-11.506,46.91,474.73,8.26,-18.602,-0.254,-17.329,80.91,460.69,-12.23,-7.445,-0.2,7.667,71.38,305.67,-52.37,-4.393,-0.516,-2.582,31.99,226.27,-39.0,-0.924,-0.799,-3.518,7.84,150.73,-20.73,-1.995,-1.249,-4.045,8.06,160.7,-18.07,-2.015,-1.214,-3.645,9.1,117.87,-23.57,-2.611,-0.803,-4.658,0.21,118.36,-26.97,-3.381,-0.912,-3.874,1.39,116.32,-6.21,-3.975,-0.493,-4.241,12.06,124.04,-8.17,-6.41,-0.281,-2.141,4.13,143.65,12.35,4.75,-0.381,5.459,36.37,172.75,-28.99,14.063,3.994,31.081,63.9,298.89,-29.71,30.341,330.816,-30.893,49.169,344.957,59.562
0827-BK1-01-81,Salto B,16.491,-2.748,45.784,23.36,158.78,-11.21,-3.471,0.538,3.454,16.32,-11.84,-9.01,-9.532,-0.001,-3.488,8.76,-120.64,21.34,-4.736,-0.394,-4.407,6.97,-72.93,8.6,4.446,0.202,-1.406,-31.81,110.02,-4.82,-0.799,1.544,-14.461,-33.6,448.31,33.46,-13.843,-0.026,-17.923,-14.0,547.37,60.2,-27.488,1.229,-25.49,-18.78,609.85,58.4,-21.57,-1.298,7.176,-5.62,428.84,61.8,-5.012,0.176,2.135,-6.49,231.72,53.54,-0.857,-0.333,-3.55,4.44,144.72,34.23,-1.896,0.504,-2.972,24.18,139.23,38.58,-2.213,0.516,-2.414,45.05,147.15,44.3,-1.709,0.06,-2.591,43.79,130.64,24.47,-1.68,0.856,-2.321,38.46,108.88,20.47,-2.259,0.371,-2.675,29.38,88.19,11.06,-3.455,0.49,-2.092,30.13,72.72,-4.32,-5.573,0.239,0.979,26.72,68.5,-6.6,0.803,1.122,2.604,24.02,112.67,-6.1,22.816,-2.523,28.391,50.9,247.99,13.93,24.599,349.777,41.215,46.726,392.25,59.313
0609-1-01-594,Salto C,11.254,-0.272,53.041,33.68,156.33,-17.02,-0.415,0.966,0.183,1.97,66.14,2.01,-3.892,-0.859,-5.591,3.99,-34.69,-20.81,-5.992,-0.727,-8.34,-7.87,-21.66,-39.45,2.213,-0.37,-10.374,-23.86,307.02,-53.16,-9.659,0.184,-14.743,-1.35,617.76,3.17,-17.222,1.501,-14.907,23.03,537.4,14.63,-17.9,-1.011,-12.489,8.54,468.76,-23.43,-7.859,0.985,1.837,19.61,373.45,-10.43,-2.429,-1.106,-0.989,23.12,223.26,-12.86,0.036,-0.743,-2.178,2.15,152.53,-25.07,-1.093,-0.16,-1.402,11.06,113.63,-6.07,-0.761,-0.018,-2.661,10.83,76.25,-9.22,-0.139,0.036,-3.111,7.53,39.37,-13.17,-0.45,-0.354,-2.831,2.95,41.93,-0.02,-0.651,-0.665,-4.935,7.04,93.47,-12.32,-1.787,-0.799,-3.795,8.7,123.83,-28.03,-4.142,0.015,-2.178,-28.02,115.68,16.95,-1.552,-0.466,2.954,-1.84,187.3,29.46,10.142,-1.4,36.06,10.8,316.94,-9.54,13.268,365.329,-21.575,29.086,383.653,43.817
0827-BK2-01-57,Salto B,9.695,1.694,54.331,37.47,185.91,8.16,-1.203,1.642,0.038,5.57,38.26,-8.33,-7.886,0.088,-3.5,-10.63,-162.23,-4.34,-10.965,0.26,-5.384,-3.43,-186.88,-0.0,7.314,0.843,-2.903,-16.4,-58.14,-4.91,-5.188,-1.12,-14.064,2.53,424.71,-38.09,-16.082,1.912,-11.113,-5.07,611.58,-6.79,-19.934,2.115,-14.472,12.94,580.06,-9.01,-18.423,0.885,-10.886,-5.45,515.5,21.36,-9.371,1.318,5.239,1.73,290.28,12.62,-0.771,1.051,-0.973,-10.36,117.41,-23.68,-0.04,0.402,-3.635,7.65,98.05,-14.28,-1.484,0.814,-2.899,4.46,96.27,-14.67,-1.92,0.532,-2.047,-1.15,89.1,-18.84,-1.648,0.903,-2.535,-8.45,85.25,-17.44,-1.742,0.469,-2.597,-8.04,80.45,9.33,-1.567,0.692,-3.195,2.38,95.58,-4.85,-3.759,0.293,-3.757,-4.88,116.28,-27.4,-4.945,0.582,-0.364,-2.35,163.94,-18.73,10.705,-0.3,41.667,-12.27,226.84,-2.67,-0.769,342.338,-15.517,19.795,431.158,35.704
0609-1-01-631,Bauchsprung,6.06,-1.459,49.367,4.45,50.62,12.92,-0.705,0.285,7.035,-6.78,-26.83,15.81,2.759,0.155,0.105,-13.63,-51.34,8.59,-0.627,0.579,-0.068,-12.52,-21.26,13.7,-0.454,0.083,0.477,-10.5,-48.01,2.17,-0.238,0.563,0.384,-14.23,-83.36,1.68,-0.629,-0.205,-0.408,-15.14,-102.13,-19.03,-1.01,-0.296,0.029,-9.68,-100.24,-13.32,-1.069,-0.06,0.078,-0.76,-101.65,9.46,-0.755,-0.015,-0.134,12.14,-78.92,15.07,-0.511,0.119,-0.565,10.5,-77.21,1.02,0.198,-0.806,-0.941,5.15,-67.66,-11.19,0.186,-0.418,-0.547,0.06,-48.12,-18.98,0.491,0.227,-0.827,9.32,-46.82,-20.61,1.779,-1.004,-0.44,-0.89,-40.36,10.84,-1.038,-1.31,-1.678,-7.48,-43.36,-5.28,-2.362,0.037,-2.567,-33.57,17.88,-11.78,-0.962,-0.784,-2.106,-24.85,81.01,5.87,5.949,2.075,5.447,-19.73,277.9,-59.78,43.373,7.143,36.042,9.62,29.61,-119.09,-10.027,-35.318,-16.898,23.098,125.716,40.113
0609-1-01-618,Doppelsalto B,8.014,7.852,48.658,12.6,339.76,-107.59,-1.746,0.964,-4.521,-57.03,175.6,-60.18,-4.471,0.4,-2.597,-9.66,82.88,11.14,-11.81,-0.054,-14.681,-23.9,-75.28,-6.94,-16.886,-0.761,-7.379,-38.78,135.27,-38.62,-21.502,-1.201,-3.749,-77.1,477.33,44.27,-33.848,-5.33,-2.197,-53.75,678.67,-21.66,-35.949,-5.815,-4.449,-85.33,681.39,19.83,-34.94,-4.51,-9.391,-71.81,678.28,13.2,-34.136,-2.641,-23.76,-21.86,799.56,22.06,-34.816,-1.718,-31.857,24.81,807.32,-2.71,-32.111,-0.382,-32.859,51.55,681.22,-17.89,-29.14,-0.669,-17.662,69.63,620.77,-45.6,-9.52,0.763,-6.46,35.86,427.83,-60.2,-3.182,-0.724,-9.629,24.79,240.4,-27.39,-3.988,-1.177,-12.409,21.88,174.0,-56.88,-5.869,-0.792,-11.006,-12.7,181.56,-54.6,-8.881,-1.245,-12.164,-20.45,238.56,1.11,-9.011,-2.302,-6.611,-23.05,298.21,-6.08,9.189,-0.152,33.878,8.3,313.37,-22.76,-15.879,708.939,-36.821,72.793,726.787,74.814
0827-BK2-01-98,Salto A,8.368,-3.597,53.207,14.18,216.93,1.01,0.687,2.747,-1.511,34.41,110.04,14.78,2.325,0.203,0.51,9.2,40.46,-8.23,-0.393,1.044,-6.052,15.32,111.32,-13.77,-3.778,0.053,-6.791,9.35,166.12,-41.71,-4.472,0.104,-5.333,19.87,225.36,-36.6,-4.509,1.522,-3.816,-32.3,237.57,-25.67,-3.022,-0.108,-4.342,-11.55,217.99,-6.18,-2.987,1.688,-5.099,-9.59,214.6,0.27,-3.38,0.888,-4.826,-2.41,215.28,10.85,-2.969,1.295,-4.53,-10.86,209.37,2.27,-2.824,0.773,-4.289,11.82,194.77,-2.8,-2.683,1.035,-4.367,22.46,173.45,-11.75,-2.801,0.572,-4.499,9.84,162.05,-21.0,-2.744,1.061,-4.006,-6.5,157.43,-18.93,-2.896,0.339,-4.279,-14.77,144.02,-11.45,-3.481,0.779,-4.094,-2.13,135.13,-3.38,-5.14,0.389,-4.36,-6.31,116.32,-6.0,-6.205,0.359,-1.146,-8.7,153.87,5.09,7.465,-1.688,43.532,-9.3,231.87,-22.12,3.547,338.743,-17.421,25.742,338.826,30.517
20191008-1207-FRANKFURT_2-01-60,Salto A,3.851,14.672,43.309,-3.43,238.85,-105.53,-4.708,-0.509,-5.236,-9.3,206.64,-44.03,-0.145,-1.95,0.079,8.97,125.82,-4.49,1.371,-1.745,-3.205,-23.13,2.85,-2.88,0.621,-1.917,-9.567,-9.99,42.07,-8.17,-4.577,-0.815,-9.23,0.51,166.49,3.62,-7.414,-0.209,-8.994,14.35,273.0,26.83,-8.057,-1.504,-6.363,24.28,344.89,-61.11,-6.215,-1.68,-3.764,13.45,279.39,-51.64,-4.396,0.299,-3.697,27.08,231.63,-49.34,-3.339,-0.388,-3.648,26.74,187.76,-44.76,-3.316,-1.016,-3.678,31.9,165.6,-38.05,-1.989,-2.113,-5.344,7.17,162.98,-47.23,-3.138,-1.545,-5.146,-0.42,151.68,-61.03,-4.531,-0.928,-5.901,-7.01,161.28,-36.33,-4.803,-0.435,-5.751,-16.06,172.65,-1.06,-4.891,-2.288,-4.796,-9.16,182.58,23.64,-6.605,-1.627,-4.294,7.27,257.41,12.06,-2.363,-3.644,-1.795,50.86,358.63,-26.53,1.864,4.291,36.861,91.28,375.91,-192.74,19.21,339.345,-75.377,36.234,349.09,89.85
0115-JANEIKE-01-21,Salto B,9.192,1.574,51.153,55.69,300.23,-53.59,-2.618,0.062,5.163,26.61,122.15,-66.99,-0.717,0.604,3.1,7.18,-43.99,-45.19,-8.666,0.056,-8.794,-12.24,-157.23,21.24,-6.204,-1.086,-4.96,-5.88,-62.85,5.76,3.926,-0.875,-1.141,-15.02,169.12,-50.59,4.149,-1.745,-15.927,-48.18,420.33,-53.34,-17.798,-0.19,-14.57,8.12,511.25,22.81,-19.764,0.668,-10.735,46.52,527.96,33.12,-17.138,-0.974,-6.659,30.22,468.88,-43.04,-9.011,-0.328,0.503,53.4,355.6,-40.78,-3.432,-0.48,0.5,37.19,190.99,-53.64,-2.246,1.077,-1.881,37.34,122.68,-22.21,-0.415,-1.469,-3.66,19.97,92.39,-20.52,-0.984,0.245,-3.906,0.47,109.27,-3.63,-1.176,-0.793,-3.066,-7.96,125.72,2.56,-2.388,0.133,-3.612,-15.71,106.8,10.39,-5.987,1.456,-2.196,-31.87,120.85,2.36,-2.325,-1.13,2.059,-2.63,119.25,-10.52,22.665,-0.408,38.142,-1.88,167.63,-7.24,19.451,345.637,-33.141,47.954,393.743,64.208
20191007-1150-FRANKFURT_2-01-110,Salto A,0.656,0.28,41.209,16.08,283.87,-56.45,-9.971,2.155,2.75,12.81,299.98,-22.56,-10.238,-0.529,0.155,33.94,237.65,-2.38,0.213,-0.761,-2.66,21.98,109.98,-13.09,3.862,-0.53,-6.522,4.08,127.5,-6.26,0.923,-0.784,-9.546,0.56,191.22,-4.23,-1.997,-0.871,-9.185,-10.53,249.51,-10.43,-2.404,0.054,-9.042,-1.62,269.95,-10.9,-1.793,-0.607,-8.451,-3.53,272.0,0.02,-0.972,-0.022,-7.919,2.8,241.1,4.29,-2.236,-0.119,-8.0,11.23,204.95,8.02,-3.14,-0.714,-8.068,1.52,162.17,11.47,-3.504,-1.57,-7.561,-2.68,150.76,-10.68,-4.028,0.019,-8.007,2.83,163.1,4.45,-5.047,-0.776,-9.018,6.89,170.53,6.8,-8.923,-1.103,-6.887,1.66,189.0,12.24,-9.929,-0.476,-3.177,-6.29,232.95,34.92,-7.433,-0.29,3.589,25.1,251.12,18.52,3.73,-1.499,2.179,38.66,298.8,19.62,13.548,-1.138,43.553,84.58,315.76,-44.72,19.35,353.164,-11.94,25.739,353.918,33.695
20191008-1207-FRANKFURT_2-01-187,Salto A,-6.533,6.051,48.562,24.76,274.65,-50.04,-3.051,3.489,-0.738,56.44,143.27,-16.92,5.303,-6.599,-2.46,22.97,124.19,-69.96,3.255,-0.553,-5.439,0.15,-10.24,-19.41,-0.752,-1.314,-7.268,6.58,76.44,-11.02,-3.566,-0.582,-9.237,27.98,179.08,-6.03,-5.885,-0.655,-7.984,39.45,260.17,-21.85,-5.178,-0.917,-5.218,50.0,247.91,-38.95,-3.757,-0.733,-5.926,38.98,246.8,-42.54,-3.807,-0.03,-5.658,11.52,240.16,-31.92,-3.641,-0.596,-4.532,-1.74,226.24,-10.04,-2.566,-0.534,-5.041,21.67,181.86,16.63,-2.528,-0.943,-6.271,30.79,160.62,16.07,-3.58,-1.149,-5.754,42.84,159.99,-1.51,-4.129,-0.918,-6.715,34.98,181.54,-22.51,-5.583,-0.427,-5.562,26.33,207.91,-32.31,-5.885,0.899,-6.112,35.98,192.56,-20.6,-7.734,0.435,-2.594,56.55,258.93,-29.26,-3.7,-0.415,1.296,55.97,280.95,-31.27,3.423,4.701,29.231,35.65,374.49,36.76,54.503,352.09,-26.502,56.991,355.891,55.553
0609-1-01-812,Bauchsprung,9.738,-2.59,52.081,-1.64,20.44,4.79,2.031,-0.074,10.021,5.74,-54.77,6.74,1.4,0.386,-0.642,1.2,-44.04,22.24,0.111,-0.109,-0.677,-19.0,-31.81,-7.96,-1.073,-0.079,0.403,-13.07,-66.04,-41.74,-1.082,-0.172,0.128,0.3,-73.27,-27.95,-0.858,-0.221,0.305,-3.72,-62.92,-10.74,-1.524,0.095,-0.02,8.6,-81.13,8.9,-0.821,-0.046,-0.808,32.81,-73.48,19.71,-0.274,-0.438,-1.097,9.71,-89.99,15.29,0.032,-0.278,-1.156,-3.82,-75.27,13.29,0.404,-0.223,-0.435,2.14,-55.8,-3.2,-0.117,-0.585,-0.851,2.83,-45.99,-9.85,0.1,-0.339,-0.205,1.77,-52.46,-13.28,0.121,-0.459,-1.088,5.66,-36.58,-16.2,-0.007,-0.352,-1.638,-4.33,-26.84,5.24,-0.889,-0.386,-2.22,-25.34,15.77,6.32,-0.475,-0.771,-2.431,-27.71,94.22,12.77,6.552,1.387,0.79,-14.95,184.49,-22.04,41.514,3.126,29.821,13.38,98.49,-1.22,-3.442,-33.327,-4.482,19.885,114.184,32.6
0827-BK2-02-147,Salto A,4.22,1.088,50.38,5.39,221.07,-17.24,-2.79,0.257,4.34,-1.78,209.79,-20.19,-1.359,-1.959,-1.098,25.5,207.4,-56.07,2.476,2.364,-2.426,10.09,142.17,-51.28,0.754,-0.353,-5.238,-5.79,115.1,-28.47,-1.724,0.706,-4.745,6.96,161.42,-32.5,-2.538,0.723,-6.995,1.84,177.09,-26.39,-2.336,0.473,-5.302,4.19,228.54,-12.25,-2.463,0.868,-5.194,-0.21,219.04,-8.73,-2.172,0.665,-6.161,16.06,205.99,-5.91,-2.517,0.074,-6.089,22.6,223.77,-4.53,-3.21,0.507,-5.637,16.51,212.82,-25.75,-3.115,0.213,-4.948,6.46,186.84,-25.06,-3.43,0.469,-5.087,8.14,163.83,-29.31,-3.352,0.231,-5.357,9.32,150.03,-33.14,-3.134,0.749,-6.148,15.97,160.04,-49.95,-5.213,0.667,-5.588,22.36,170.21,-33.86,-7.067,0.904,-3.701,-9.57,180.35,-6.35,-6.769,0.065,1.475,6.9,226.32,-7.38,11.521,1.086,40.037,13.51,222.83,-2.22,17.214,328.435,-39.139,23.453,328.435,44.154
0609-1-01-749,Bauchsprung,7.709,0.506,55.103,8.29,42.87,20.65,0.539,-0.491,10.57,-6.63,-18.05,-0.56,3.131,-0.341,0.616,-5.95,-61.5,2.37,-0.907,0.878,-0.016,-3.74,-24.25,-8.33,0.113,-0.543,-0.317,1.59,-49.31,-18.34,0.136,0.024,-0.259,9.71,-51.63,-11.03,-0.328,-0.061,0.156,1.36,-54.77,-6.57,-0.309,-0.198,-0.466,-2.39,-64.11,3.58,-0.064,-0.07,0.121,4.34,-61.75,7.71,-0.361,-0.315,0.198,13.42,-69.51,5.27,-1.096,-0.3,0.32,8.73,-77.94,-9.26,-1.642,-0.03,-0.088,-4.01,-96.86,10.61,-1.305,-0.232,-0.982,-18.58,-102.98,9.24,0.329,-0.089,-1.734,-10.33,-73.3,-3.77,1.301,1.193,-1.801,17.03,-57.42,-0.62,0.38,-1.253,-0.281,22.29,-56.42,5.94,-1.416,0.22,-1.736,16.23,-21.31,16.88,-0.944,-1.455,-2.475,6.01,101.33,0.64,3.927,0.536,2.041,-6.82,204.35,-17.5,42.857,-0.78,33.233,-24.65,58.95,-29.65,0.689,-39.298,-2.323,20.367,117.414,26.832
0115-CHARI-05-167,1 3/4 Salto vw C,12.918,4.94,51.528,20.2,-247.33,28.32,-9.227,-3.109,-5.308,-0.81,-373.99,22.31,-19.18,0.794,1.457,-14.15,-440.23,-18.56,-34.522,-0.255,-3.233,7.8,-627.01,-33.26,-42.807,1.235,-16.935,11.11,-667.35,-6.47,-47.334,-0.347,-18.296,23.2,-716.0,-1.13,-39.996,0.569,-21.254,16.4,-705.33,43.13,-16.642,-0.262,-16.121,-8.17,-332.11,-8.81,-9.223,0.454,-11.664,-6.4,-82.14,-9.52,-0.218,-0.413,-16.391,-14.02,13.74,-33.08,2.819,1.808,0.232,-4.24,-102.63,-8.28,-0.338,0.547,-1.015,-1.33,-245.21,-3.94,-1.093,0.778,-3.213,1.21,-285.68,8.36,-2.596,-0.004,-3.243,-2.76,-309.02,9.2,-4.832,0.586,-3.361,-1.15,-323.98,-2.12,-6.184,0.264,-5.295,-10.21,-343.34,-4.44,-7.463,0.196,-6.417,-11.44,-357.63,-4.63,-6.541,0.494,-5.953,0.74,-361.75,-25.68,-17.604,2.456,-6.891,6.18,-431.07,15.39,-27.63,1.483,17.229,15.76,-222.36,3.72,10.192,-662.33,25.585,26.978,673.328,49.201
0609-1-01-679,Von Bauch in Stand,53.377,3.298,34.936,13.24,-33.01,-2.11,11.84,0.406,-0.05,31.86,-125.46,42.14,-3.661,1.586,-0.632,8.72,-19.39,22.19,-0.436,-0.083,-2.853,11.97,-5.92,15.39,0.182,0.21,0.224,20.89,-9.14,76.39,-1.554,0.289,-0.133,25.33,-22.09,73.81,-0.243,-0.359,0.046,12.54,0.65,0.86,0.225,-0.419,0.588,-0.58,17.22,-49.62,0.94,0.724,-0.849,11.39,30.69,-60.93,2.618,0.199,-0.495,6.97,17.11,-37.87,0.939,1.231,-0.162,-31.08,-13.35,31.56,-1.844,-0.694,0.115,-47.86,-3.22,60.2,-0.746,-2.22,-0.432,-19.89,9.91,21.32,0.7,-2.349,-0.152,-12.0,27.42,-27.13,1.799,-0.977,-1.11,2.93,59.63,-2.23,0.263,2.909,0.005,17.8,53.0,50.22,-1.085,0.17,-5.803,41.74,48.75,39.44,-6.954,1.537,-0.271,33.87,50.91,-18.13,6.991,-3.902,11.341,18.45,50.12,-59.78,27.716,0.376,29.542,17.69,187.1,-26.0,14.792,32.995,8.413,35.39,72.783,66.86
20191007-1159-FRANKFURT_1-01-400,3/4 Salto vw A,1.651,5.008,45.492,24.65,-28.83,11.64,-0.77,-3.677,-6.789,9.67,-83.33,-7.77,-0.27,-0.952,-3.419,10.54,-5.4,6.04,-1.127,-0.763,-2.305,1.49,30.16,-2.19,0.376,-0.556,-1.048,2.84,20.38,4.92,1.514,-0.231,-0.028,1.68,-10.23,11.64,0.792,-0.463,-0.04,0.19,-67.49,5.76,-0.137,-0.034,-0.334,2.14,-113.43,4.93,0.164,-0.243,-0.478,1.25,-148.37,4.25,0.112,-0.297,-0.341,3.55,-173.68,14.55,-0.718,-0.557,0.253,-1.37,-201.07,22.92,-1.708,-0.653,0.711,9.0,-233.99,23.1,-3.956,-1.124,-0.851,10.19,-312.91,11.23,-7.41,-0.85,-2.352,16.8,-329.36,21.57,-7.54,-1.192,-4.438,16.34,-336.3,12.68,-6.407,-1.114,-5.033,17.49,-346.35,19.09,-6.386,-0.545,-3.947,7.97,-331.02,31.24,-3.611,-1.164,-5.867,-11.87,-242.34,9.43,-4.613,-2.329,-1.169,10.48,-213.6,11.05,-43.826,-2.213,22.107,-2.52,-183.76,-27.44,10.688,-277.224,12.301,17.632,304.22,30.934
0609-4-01-94,Schraubensalto C,6.93,1.511,51.018,50.34,221.12,105.58,0.155,-1.224,0.879,66.56,229.58,133.75,-0.705,3.546,-0.754,82.21,114.84,99.61,-1.533,-0.183,-3.764,110.65,86.58,170.25,-4.916,2.652,-1.155,204.57,77.61,264.25,-9.087,1.461,4.003,282.62,-10.17,378.14,-11.847,-4.877,1.634,268.68,-175.95,453.11,-12.88,-4.728,-2.618,163.4,-213.37,474.81,-13.06,-2.943,-7.974,14.17,-160.76,494.36,-10.485,-3.604,-10.713,-63.36,-46.39,454.38,-8.5,-3.976,-9.106,-76.85,77.44,374.0,-5.136,-4.454,-6.369,-60.76,157.54,270.17,-3.753,-1.451,-5.717,-50.86,202.18,196.31,-3.893,-0.408,-5.684,-24.45,189.66,155.38,-4.102,-1.411,-5.103,-4.41,160.18,96.0,-4.54,-1.058,-4.734,-1.86,151.39,67.09,-5.279,-0.466,-3.935,7.6,147.22,37.95,-6.293,-0.819,-2.725,26.05,159.39,42.12,-1.959,-0.558,1.609,36.77,195.46,17.65,12.425,-0.629,39.423,24.93,271.93,-14.51,99.526,178.582,393.828,152.409,292.879,399.432
0609-1-01-254,Bauchsprung,5.692,-1.561,54.398,-4.56,22.65,16.39,1.324,-2.192,3.799,-5.58,-6.9,-12.81,1.084,2.368,-2.323,-21.3,10.29,-10.51,-0.435,-1.034,0.49,-4.24,6.58,-12.04,0.024,-0.375,0.47,1.82,-28.37,-14.85,0.105,0.027,0.584,0.75,-49.97,-22.76,-0.267,-0.016,0.362,6.6,-62.78,-5.33,-0.192,-0.127,0.035,7.76,-61.4,2.46,-0.398,0.101,0.044,-2.57,-63.61,14.04,-1.027,-0.332,0.537,-9.1,-71.12,6.63,-1.495,-0.749,-0.061,-24.43,-107.74,-19.54,-1.301,-0.202,-0.798,-16.05,-127.38,-47.5,-0.817,0.362,-1.388,4.24,-70.23,-24.71,0.423,0.269,-1.717,5.94,-54.32,-15.7,1.297,0.45,-1.277,24.81,-15.81,29.72,1.052,-0.523,-0.715,43.5,0.58,64.64,-0.871,-1.43,-0.642,35.72,-8.69,5.4,-2.895,-1.004,-1.406,-11.79,30.26,-24.3,2.119,1.558,0.986,-35.5,152.42,-13.77,45.48,2.993,27.647,-22.31,39.06,-21.12,-1.679,-36.572,-12.741,29.958,108.518,50.157
