SprungID,Sprungtyp,Acc_x_Fil_avg_1,Acc_y_Fil_avg_1,Acc_z_Fil_avg_1,Gyro_x_Fil_avg_1,Gyro_y_Fil_avg_1,Gyro_z_Fil_avg_1,Acc_x_Fil_avg_2,Acc_y_Fil_avg_2,Acc_z_Fil_avg_2,Gyro_x_Fil_avg_2,Gyro_y_Fil_avg_2,Gyro_z_Fil_avg_2,Acc_x_Fil_avg_3,Acc_y_Fil_avg_3,Acc_z_Fil_avg_3,Gyro_x_Fil_avg_3,Gyro_y_Fil_avg_3,Gyro_z_Fil_avg_3,Acc_x_Fil_avg_4,Acc_y_Fil_avg_4,Acc_z_Fil_avg_4,Gyro_x_Fil_avg_4,Gyro_y_Fil_avg_4,Gyro_z_Fil_avg_4
0609-4-01-428,Fliffis B,-15.23,0.927,17.622,-19.047,-513.416,20.252,-21.055,0.859,-8.732,7.497,-269.364,138.285,-7.657,-2.347,-16.83,-200.156,81.752,273.487,-1.16,-1.174,9.84,-19.071,270.006,50.418
20191003-1152-FRANKFURT_1-01-146,Fliffis C,-18.9,-0.406,14.388,-3.226,-561.535,1.729,-47.305,-10.959,-19.005,150.867,-632.584,-80.529,-5.057,-5.438,-15.928,153.11,9.538,-232.299,-0.098,1.668,6.812,37.582,208.605,-116.929
0609-1-01-633,Doppelsalto C,-0.99,-0.07,10.843,0.904,167.242,-14.638,-40.828,-0.506,-20.636,1.289,743.118,-1.016,-16.648,0.301,-14.515,43.219,442.421,-23.07,1.791,0.348,7.555,4.897,272.654,-25.096
20190930-1247-FRANKFURT_2-01-107,Cody C,11.707,0.247,0.731,-25.365,69.776,13.119,-15.565,-0.481,-10.973,-16.55,474.053,-3.089,-1.53,-0.848,-5.694,-30.025,158.139,11.359,1.183,-0.053,14.743,6.185,181.015,8.391
0609-1-01-890,Von Bauch in Stand,17.533,1.75,11.856,5.321,-29.68,2.58,0.312,-0.214,-0.393,1.553,20.219,1.145,-0.387,-0.496,-0.555,-1.001,16.519,-1.653,8.415,-0.307,13.841,-3.797,81.184,17.927
20191007-1534-FRANKFURT_2-01-46,Barani A,-1.416,2.616,17.279,-12.289,-205.539,72.382,-3.287,-0.066,-9.123,-144.643,-77.534,219.284,-3.669,-2.604,-8.221,-98.874,129.11,176.598,-0.798,0.346,13.084,0.645,236.817,11.976
0110-MORITZ-01-62,Doppelsalto B,3.934,-1.548,13.627,-0.476,98.923,2.325,-26.151,-2.717,2.498,-50.468,539.526,7.004,-25.018,-2.313,-7.652,-29.419,518.558,19.729,3.249,-0.946,11.997,-1.246,243.535,-5.631
20191008-1207-FRANKFURT_2-01-122,3/4 Salto vw A,1.539,3.728,17.748,0.535,-63.983,13.118,0.232,-0.541,-1.337,-14.757,-81.263,23.403,-1.287,-0.682,-1.806,-34.519,-203.153,59.094,-20.929,0.977,3.281,-16.97,-251.507,41.453
0827-BK1-01-35,Salto C,3.363,-1.053,14.4,-2.505,109.723,2.382,-10.452,-0.239,-6.777,-4.158,357.469,7.433,-1.962,-0.245,-2.97,-5.589,156.492,-0.989,7.569,-1.317,14.816,-1.361,101.172,2.346
20191001-1148-FRANKFURT_1-01-124,40°,-1.476,0.25,14.638,0.493,47.944,18.218,-9.373,0.03,-8.099,31.53,497.531,-24.859,-2.601,-0.53,-3.562,6.734,115.486,-7.724,2.412,-0.468,19.558,-4.95,174.497,-12.431
20191007-1524-FRANKFURT_1-01-163,Fliffis- Rudi B,-24.957,1.182,10.675,-18.463,-656.267,27.299,-30.353,7.157,-10.308,28.877,-436.944,317.703,-27.283,-7.02,-10.232,211.541,-160.071,848.646,-10.145,-1.715,10.039,57.297,345.494,173.92
0609-4-01-427,Salto C,6.995,-0.432,11.265,-4.611,157.219,4.363,-8.112,-0.531,-4.291,-3.71,303.604,7.191,-1.441,-0.579,-2.913,0.918,127.888,6.274,6.122,-0.186,15.26,6.391,123.068,-2.115
0609-4-01-341,Fliffis B,-18.322,1.168,16.296,-14.92,-530.129,27.243,-18.098,1.325,-11.594,-32.875,-233.115,179.146,-9.988,-2.376,-17.009,-163.902,157.796,284.149,-3.728,-0.42,10.535,12.196,273.08,40.892
20191007-1524-FRANKFURT_1-01-51,Barani A,0.189,4.057,15.645,-54.289,-161.025,68.307,-2.83,-0.386,-8.234,-85.417,-143.413,165.179,-3.839,-3.494,-6.691,-79.767,108.952,222.663,-0.612,0.369,13.335,-9.858,272.385,-13.684
0115-MORITZ-03-191,Fliffis aus C,-12.629,-1.066,11.631,0.531,-409.946,-2.341,-37.831,-2.14,-24.362,-29.406,-550.805,-80.15,-5.873,0.776,-12.915,129.927,93.067,-254.134,1.463,-0.743,10.679,-4.852,215.568,-28.862
0609-1-01-192,Von Bauch in Stand,17.193,-0.681,12.686,-8.949,-30.702,-18.068,-0.184,-0.198,-0.168,12.201,4.875,-4.334,-0.036,-0.077,-0.703,-2.0,-0.172,7.33,7.357,-0.092,15.424,13.963,117.117,14.718
20190930-1247-FRANKFURT_2-01-47,Salto C,1.393,0.967,13.55,-8.695,90.441,14.772,-11.584,-0.756,-8.248,-3.278,377.258,9.288,-4.434,-0.834,-4.009,-8.863,199.406,-4.371,6.594,0.18,13.508,2.183,154.014,0.622
0609-1-01-403,Doppelsalto B,-2.668,0.237,13.341,1.276,104.422,-31.173,-28.616,-2.546,-3.787,-51.136,616.105,15.319,-22.29,-0.742,-16.894,37.48,555.601,-9.567,5.123,0.607,8.759,12.888,203.673,-25.545
20191007-1159-FRANKFURT_1-01-247,Barani B,-3.386,-0.042,14.126,1.632,-364.282,6.811,-5.823,2.461,-4.916,11.788,-50.986,246.926,-4.308,-2.776,-5.477,-2.039,119.83,195.04,2.746,-0.775,16.674,-8.153,243.081,-17.551
20191007-1524-FRANKFURT_1-01-146,Fliffis C,-17.481,0.786,10.949,-4.52,-534.792,26.378,-45.541,-2.832,-27.791,11.404,-663.099,78.745,-13.659,-1.87,-21.436,-84.403,-79.073,402.468,-7.621,0.444,12.13,87.6,342.785,74.811
0609-1-01-597,Salto C,2.338,0.035,15.705,9.64,85.392,-10.243,-9.215,0.017,-7.768,20.481,412.011,-8.858,-0.763,-0.138,-2.651,5.199,86.63,-4.79,3.233,0.019,14.933,12.992,176.898,-0.397
0609-1-01-541,Salto C,2.21,-0.463,15.263,6.322,74.452,-20.345,-12.15,0.063,-8.778,22.04,470.515,6.12,-0.216,-0.006,-2.59,28.257,118.189,-5.076,4.893,0.418,15.604,11.803,96.445,-10.093
0110-MORITZ-01-30,Salto C,3.374,-1.1,14.332,-11.788,131.495,1.85,-7.822,-0.805,-5.455,-2.301,292.729,25.838,-1.426,-0.475,-2.833,7.46,145.192,9.297,7.841,-1.289,14.006,7.545,83.673,2.074
0110-MORITZ-01-111,Fliffis B,-12.076,-2.102,11.18,27.674,-490.977,-10.021,-27.503,-1.359,-4.226,-16.415,-467.23,-41.959,-7.63,-1.748,-12.34,116.589,87.429,-277.314,1.413,-0.703,10.518,-6.123,213.42,-55.828
0827-BK1-01-62,Salto B,4.875,-0.413,16.967,1.051,40.219,5.276,-9.664,0.078,-9.795,-6.484,390.142,15.103,-2.305,-0.118,-3.395,0.997,166.128,-3.114,6.31,-1.231,15.379,-0.904,119.975,5.634
20190930-1616-FRANKFURT_1-01-49,Salto C,-0.435,0.66,14.392,-11.839,37.497,10.09,-14.814,-0.629,-10.425,-8.231,468.156,7.188,-1.186,-0.48,-3.926,3.514,130.781,17.64,3.712,0.546,16.486,13.949,131.833,2.609
0827-BK1-01-111,Salto A,5.146,-1.866,16.53,1.209,151.402,7.034,-3.475,-0.253,-5.237,9.52,207.889,-4.991,-3.228,0.054,-4.63,10.305,203.704,1.864,4.945,-1.03,14.487,6.731,140.763,0.006
20190930-1247-FRANKFURT_2-01-224,Salto C,1.189,2.141,18.003,4.657,95.397,0.756,-6.072,-0.332,-5.601,11.138,255.3,-14.195,-5.414,-0.57,-4.435,-1.212,233.776,0.926,3.324,-0.672,14.834,-2.732,191.013,-2.05
20191008-1157-FRANKFURT_1-01-263,Baby- Fliffis C,-33.106,-1.722,4.501,6.778,-331.351,15.742,-10.98,2.796,-13.608,-70.604,-243.648,180.298,-4.955,-3.334,-8.47,-44.645,73.824,246.849,-3.427,-0.479,14.768,2.713,315.436,22.263
20191001-1148-FRANKFURT_1-01-220,Fliffis aus C,-20.006,-3.438,15.637,63.898,-569.831,-22.81,-49.139,-2.118,-21.392,77.085,-702.172,-11.309,-13.88,-0.302,-14.613,37.429,-33.944,427.171,-5.927,-0.73,10.625,32.584,356.186,2.026
20191007-1150-FRANKFURT_2-01-86,Salto A,-0.872,0.068,15.93,25.763,202.225,-17.405,-2.153,-0.458,-8.229,2.58,199.507,-8.403,-4.984,-1.719,-7.438,-8.932,209.022,-4.704,2.615,1.124,12.865,12.792,234.719,24.537
20190930-1247-FRANKFURT_2-01-242,Barani C,-4.084,2.063,16.572,-51.287,-289.054,46.177,-2.692,1.877,-7.118,-58.095,-80.212,150.749,-1.036,-1.314,-5.321,-119.617,43.947,143.773,1.681,-0.612,14.637,-14.815,143.258,69.46
20191007-1159-FRANKFURT_1-01-388,Baby- Fliffis C,-28.799,-0.39,8.587,-52.311,-263.753,6.769,-17.036,3.111,-10.001,-35.481,-422.361,69.449,-6.531,-1.132,-5.942,32.344,-18.289,309.356,1.743,-1.048,14.135,35.532,265.527,53.656
0609-1-01-344,Doppelsalto B,-2.279,-0.149,12.801,2.164,134.751,-20.648,-30.908,-1.291,-7.825,-26.788,646.822,10.204,-20.042,0.986,-18.19,53.91,547.692,11.071,3.431,-0.128,10.557,18.596,174.453,-21.015
0609-1-01-864,Doppelsalto C,-1.805,-0.023,11.614,9.32,159.717,-6.228,-44.661,-1.811,-19.229,-34.668,742.228,-12.971,-21.39,-0.364,-15.119,30.686,479.643,-3.52,2.977,0.343,8.035,-7.072,235.877,-16.39
20191007-1159-FRANKFURT_1-01-118,Barani B,1.239,0.421,17.971,-6.14,-165.117,42.803,-3.77,0.804,-7.36,-117.239,-105.626,223.996,-5.256,-2.771,-6.171,-36.875,139.687,165.002,0.746,-0.004,14.979,3.986,282.391,-10.295
20190930-1153-FRANKFURT_1-01-79,Barani A,1.334,0.102,17.854,-4.52,-122.899,45.144,-2.892,1.075,-7.957,-138.417,-162.721,139.739,-2.244,-1.708,-7.557,-117.118,83.731,201.877,1.018,-1.395,14.489,9.968,184.112,31.714
20191007-1524-FRANKFURT_1-01-251,Fliffis- Rudi B,-21.53,-0.087,9.688,25.055,-640.186,24.09,-31.439,5.634,-10.17,24.749,-486.412,274.491,-32.118,-5.943,-3.254,377.842,-100.176,886.281,-10.261,-1.544,8.538,85.756,354.925,176.024
0609-1-01-59,Salto C,2.204,-0.518,14.851,4.371,65.269,-23.997,-14.347,-0.216,-7.344,9.229,486.858,-12.01,-0.111,-0.5,-2.134,8.495,127.433,-8.956,5.711,-0.346,15.235,-5.431,56.585,-2.49
20191007-1150-FRANKFURT_2-01-97,Schraubensalto A,-1.956,3.708,18.426,106.856,166.593,107.122,-7.862,-2.177,-4.445,157.56,-107.07,371.562,-7.711,-4.252,-10.069,-75.606,122.546,324.808,-0.763,-0.759,12.406,35.319,298.96,29.971
20191003-1152-FRANKFURT_1-01-42,3/4 Salto rw A,3.649,-0.115,18.404,-11.848,100.407,10.431,-1.917,-0.454,-3.845,-6.616,185.694,17.161,-0.788,-0.456,-4.383,-4.381,231.31,6.012,14.129,1.345,9.436,-19.789,161.21,4.963
20190930-1247-FRANKFURT_2-01-266,Salto B,0.589,-0.296,17.717,-1.204,-3.88,3.541,-11.917,-1.163,-12.094,1.267,459.171,-22.033,-2.178,-0.74,-3.134,-9.794,158.104,-5.372,5.076,0.034,14.827,2.445,135.294,6.496
20191007-1159-FRANKFURT_1-01-343,Salto A,0.484,-0.268,15.531,-14.447,235.849,-11.94,-0.46,-0.876,-7.454,-12.787,214.89,8.377,-3.091,-1.199,-6.138,-4.469,141.359,-15.424,3.649,-0.174,17.804,-18.201,212.774,-18.677
0609-4-01-171,Schraubensalto C,2.39,1.744,17.16,102.829,155.846,148.889,-11.512,-2.819,-2.992,126.762,-96.481,449.605,-5.073,-2.385,-6.059,-35.033,155.882,206.99,2.712,0.323,14.99,18.742,179.162,28.757
0609-1-01-651,Doppelsalto C,-1.614,-0.689,9.904,8.405,178.676,-12.962,-44.515,-1.173,-20.194,-5.557,760.218,-27.887,-18.161,0.159,-14.085,29.531,454.505,4.192,4.237,1.198,7.283,10.691,231.734,-28.156
0609-4-01-608,Barani C,-0.488,0.833,19.985,-5.87,-280.284,47.612,-10.801,1.15,-6.667,19.404,-194.039,159.817,-4.1,-1.479,-4.476,-7.542,59.352,248.342,4.217,-0.718,13.66,9.462,165.266,60.454
20191007-1159-FRANKFURT_1-01-74,Barani B,-6.194,-1.73,14.178,47.929,-423.017,61.396,-8.488,1.855,-7.052,45.756,1.669,297.216,-6.229,-2.418,-3.353,-11.726,248.703,128.242,0.335,1.684,13.657,53.598,59.278,9.726
20191007-1150-FRANKFURT_2-01-170,Salto A,1.562,0.067,14.017,9.082,202.34,-19.846,-1.268,0.057,-7.551,10.862,213.841,13.216,-3.867,-0.828,-7.316,9.312,170.163,-13.459,1.481,-1.002,13.934,9.624,240.549,10.503
20191007-1534-FRANKFURT_2-01-32,Barani A,-1.703,5.023,17.026,-33.132,-194.287,104.321,-3.169,-0.796,-8.909,-143.279,-39.553,220.199,-3.882,-3.325,-7.771,-76.185,142.555,162.649,-1.682,2.711,12.956,-7.021,259.97,-29.038
0115-JANEIKE-01-141,Fliffis B,-18.784,4.404,15.311,-105.793,-528.843,-6.872,-36.889,7.799,-7.852,-140.663,-590.071,-47.852,-15.064,-4.372,-14.313,75.038,-77.923,-377.68,-9.644,1.187,4.876,74.162,327.351,-118.627
20191008-1157-FRANKFURT_1-01-138,Salto A,-1.116,-0.296,15.199,-11.124,208.964,-1.461,-1.572,-0.899,-5.997,1.425,148.602,6.169,-4.447,-0.852,-5.576,-6.579,184.086,-11.009,-1.044,-0.268,17.02,-0.684,295.443,1.824
0827-BK1-01-13,Salto C,2.875,-0.481,14.315,-1.345,121.28,6.452,-9.224,-0.236,-5.358,4.07,310.505,-2.153,-1.813,-0.226,-2.568,-4.189,154.415,-4.169,7.268,-1.343,14.778,-5.492,95.938,1.786
0609-1-01-692,Doppelsalto C,-2.569,-0.839,10.356,12.461,177.999,-13.587,-46.783,-0.019,-23.905,13.398,795.807,-6.75,-18.457,1.018,-16.322,68.223,460.843,-28.335,3.19,0.112,10.551,9.443,193.132,-10.303
0609-1-01-153,Doppelsalto C,-2.556,0.017,11.386,18.761,164.288,-10.491,-46.203,0.623,-19.64,12.646,775.131,-18.531,-16.488,0.119,-14.039,44.093,469.159,-19.527,6.326,-0.046,8.123,-11.001,174.335,-12.017
20190930-1153-FRANKFURT_1-01-140,Cody C,9.971,0.513,-3.482,11.664,57.773,31.184,-15.516,1.011,-9.952,53.708,478.491,-1.082,-1.42,-0.921,-5.294,8.78,157.754,-6.731,1.8,-2.177,13.815,3.687,175.821,-17.231
20190930-1247-FRANKFURT_2-01-245,Rudi,-3.011,2.658,17.946,-41.361,-226.827,135.701,-10.954,2.093,-0.224,237.806,-23.908,522.49,-8.963,-5.176,-3.45,151.258,45.418,437.185,1.768,-0.317,11.375,-27.463,254.695,66.923
20191007-1150-FRANKFURT_2-01-164,3/4 Salto rw A,1.191,-0.028,19.228,8.969,133.951,-4.772,-0.55,-0.53,-4.68,13.983,195.532,-3.288,-0.325,-0.883,-4.872,11.0,190.482,-8.856,14.952,0.771,8.191,1.154,169.442,-26.954
20190930-1616-FRANKFURT_1-01-225,Doppelsalto B,-2.571,1.81,15.504,-5.741,101.699,4.684,-29.47,-0.45,-1.886,0.432,541.787,-11.484,-29.987,0.322,-16.276,34.472,602.692,-26.62,-1.761,1.539,12.57,27.599,282.792,-7.359
0609-1-01-132,Von Bauch in Stand,17.677,0.292,11.878,5.636,-16.133,-1.471,-0.207,-0.251,-0.063,-4.379,17.297,5.432,0.068,-0.176,-0.583,1.286,3.712,-2.401,7.365,-0.657,15.561,-3.752,88.21,5.104
20190930-1153-FRANKFURT_1-01-105,Salto A,1.218,-0.465,15.573,-3.375,53.383,5.021,-12.019,0.948,-9.677,55.237,426.321,16.473,-1.53,-0.779,-3.457,10.204,124.044,-1.682,3.135,-1.156,15.921,9.95,129.779,-14.667
0609-1-01-226,Von Bauch in Stand,18.485,-0.036,11.287,8.493,-9.175,7.219,-0.923,-0.267,0.957,-6.138,-12.203,1.859,0.425,-0.199,-1.944,5.65,51.129,-1.548,5.281,-0.433,15.367,6.989,66.285,0.154
0609-1-01-609,Doppelsalto B,-1.461,0.016,12.706,2.091,132.22,-30.142,-31.337,-1.298,-11.678,-27.5,692.065,14.879,-17.041,1.37,-16.389,60.597,470.112,11.303,1.801,-0.418,11.308,12.068,202.078,-18.371
0609-1-01-402,Salto C,2.361,-0.24,14.773,12.546,78.534,-23.203,-10.724,0.404,-10.139,40.102,448.864,-14.495,-0.635,-0.541,-2.779,15.525,122.151,-14.817,4.729,0.299,15.639,-2.695,123.867,-4.806
20190930-1616-FRANKFURT_1-01-59,Salto C,-0.974,0.671,17.124,-14.154,4.17,11.549,-15.029,-1.246,-10.019,-23.97,491.801,-1.407,-1.414,-0.761,-2.291,-0.079,106.053,2.643,7.211,0.508,12.62,-4.685,142.426,-0.478
0609-1-01-775,Doppelsalto C,-2.584,-0.564,9.137,-1.438,179.677,-15.632,-46.712,-2.028,-23.58,4.128,783.749,-30.238,-19.549,0.255,-16.874,50.826,477.297,-29.87,3.785,0.434,9.673,8.006,205.131,-14.799
20191001-1202-FRANKFURT_2-01-26,Cody C,-13.01,-3.911,-3.207,-6.83,-38.671,35.651,24.974,-2.315,-12.334,-57.378,-623.536,-30.809,3.382,-0.644,-4.357,-23.75,-164.095,7.558,-4.386,-2.551,14.518,-30.884,-176.203,-30.675
20190930-1616-FRANKFURT_1-01-202,Barani A,2.692,2.761,15.821,-60.609,-122.56,62.429,-1.252,1.396,-8.114,-150.608,-138.08,97.512,-1.729,-1.62,-8.676,-152.417,70.114,172.077,0.642,-0.787,15.565,-29.029,154.837,43.952
20190930-1247-FRANKFURT_2-01-176,Fliffis C,-19.501,1.769,13.464,-40.997,-496.327,-4.473,-43.711,3.68,-24.004,-52.956,-622.673,25.767,-5.928,0.472,-12.668,-99.068,3.638,269.69,4.458,-3.544,9.0,-52.918,224.752,67.377
20191001-1202-FRANKFURT_2-01-66,Barani A,-5.945,-2.746,15.443,39.167,130.302,68.791,2.779,-2.526,-9.122,148.278,112.218,180.901,4.874,1.532,-8.385,61.908,-138.638,190.263,-4.501,-0.955,16.094,-16.415,-210.558,-7.746
0609-4-01-377,Fliffis B,-15.692,1.541,15.204,-33.802,-530.498,24.842,-20.211,1.531,-10.496,-6.635,-231.055,169.319,-8.132,-3.061,-17.925,-197.804,183.168,264.088,-3.599,-0.773,9.202,-18.045,265.467,36.657
20190930-1247-FRANKFURT_2-01-314,Cody C,14.571,-0.406,5.751,-35.969,-33.607,-23.589,-19.517,0.296,-10.793,16.741,511.044,16.669,-3.94,-0.84,-3.03,-10.745,183.572,5.932,4.897,0.788,13.655,8.871,174.625,26.826
20191007-1524-FRANKFURT_1-01-92,Doppelsalto C,-4.722,2.673,6.658,22.689,200.111,-53.946,-37.96,0.624,-23.744,40.945,705.645,-44.817,-18.117,-0.34,-16.548,41.928,445.371,-46.255,-2.458,1.357,11.646,41.933,295.683,-35.469
20191008-1207-FRANKFURT_2-01-307,Fliffis B,-21.011,8.808,8.009,-118.184,-595.779,153.836,-36.448,6.72,-11.938,-128.37,-595.131,188.546,-11.059,0.343,-13.243,-60.871,64.582,333.916,-7.198,0.38,8.958,41.303,352.282,17.348
20191007-1159-FRANKFURT_1-01-349,Baby- Fliffis C,-29.875,0.207,5.701,-13.291,-279.243,-8.93,-13.449,1.822,-13.463,-20.761,-296.566,177.502,-5.51,-3.247,-6.896,-10.616,62.184,270.877,-2.025,-0.119,14.238,-9.893,309.943,-24.406
20191007-1524-FRANKFURT_1-01-281,Doppelsalto C,-2.403,1.172,9.455,12.744,110.501,-32.027,-28.222,2.182,-4.68,58.677,512.531,-27.442,-39.818,2.443,-15.639,97.862,713.366,-85.353,-9.591,1.242,11.644,57.283,405.904,-62.32
20191007-1159-FRANKFURT_1-01-246,Barani B,-2.566,-1.585,15.769,29.645,-384.88,26.684,-6.77,2.383,-5.391,17.444,-51.688,253.648,-5.199,-2.597,-5.984,-39.394,131.842,191.745,5.071,-0.72,18.124,1.146,207.765,12.225
20191007-1524-FRANKFURT_1-01-279,Salto B,-0.325,2.81,15.83,4.107,43.569,-25.408,-8.642,-0.498,-11.38,14.034,341.75,-24.417,-8.998,-0.325,-3.474,21.568,252.812,-24.93,4.042,0.03,14.219,78.229,181.405,2.339
0609-1-01-5,Salto C,2.071,0.21,13.897,8.485,130.589,-26.517,-8.536,0.755,-8.472,51.332,387.628,1.115,-0.16,-0.379,-2.979,32.62,129.139,-11.813,5.777,-0.772,15.718,-0.363,87.428,-4.668
0115-CHARI-05-62,Fliffis- Rudi B,-18.234,0.563,16.445,31.994,-535.916,11.24,-31.034,7.474,-6.604,173.697,-344.626,421.897,-21.201,-4.77,-10.222,215.977,-140.365,642.256,-6.594,-0.509,8.164,-23.804,338.232,29.646
0609-1-01-408,Doppelsalto B,-2.82,0.811,13.515,5.135,110.33,-18.092,-28.73,-2.11,-7.05,-39.113,643.423,-12.595,-19.652,-0.696,-17.804,30.042,531.679,-24.054,6.213,-0.009,6.588,-6.541,188.715,-16.466
20190930-1247-FRANKFURT_2-01-317,Barani C,-4.416,2.184,18.313,-31.006,-265.932,31.134,-4.907,2.356,-8.182,-28.824,-141.257,150.221,-1.597,-1.364,-5.273,-121.811,44.917,159.93,2.016,-1.819,13.96,-23.075,144.634,70.602
20191008-1157-FRANKFURT_1-01-386,Salto B,-2.971,0.096,15.64,-1.409,46.054,15.417,-3.079,-1.317,-11.854,46.87,360.371,-18.793,-5.963,-0.856,-3.093,-13.51,190.227,-44.365,2.631,-0.174,16.342,-28.814,177.591,-4.839
20191007-1534-FRANKFURT_2-01-93,Salto A,0.14,0.704,17.199,-33.315,238.126,-5.918,-0.252,-1.413,-7.263,-13.729,181.342,-20.434,-3.675,-1.452,-6.634,-22.853,177.002,-14.136,1.232,0.165,15.638,-10.142,241.272,-21.075
20191001-1148-FRANKFURT_1-01-196,Fliffis aus B,-21.523,-4.066,11.791,55.953,-622.436,-47.039,-34.645,-6.111,-9.302,103.668,-605.73,-48.436,-16.529,3.259,-5.654,199.574,-73.492,373.392,-6.422,0.396,13.618,22.118,410.569,-21.396
0609-4-01-319,Fliffis C,-18.862,0.611,13.144,-0.398,-471.287,30.208,-21.809,2.272,-18.827,-68.529,-327.118,182.907,-6.023,-2.491,-13.96,-177.462,151.307,227.721,0.793,-1.392,11.768,-6.181,217.745,37.81
0110-MORITZ-01-17,Doppelsalto B,-2.333,-1.342,15.047,2.603,100.684,-18.442,-34.935,-3.968,-0.854,-76.896,634.214,18.645,-24.494,-2.716,-11.785,-33.582,490.151,14.629,2.551,-2.068,11.594,-14.397,231.018,16.049
0609-1-01-455,Salto C,1.265,0.108,15.721,8.334,67.061,-11.031,-12.852,-0.084,-8.833,27.874,461.718,-23.748,-0.489,-0.421,-2.641,5.583,126.582,-19.045,4.708,0.154,14.896,1.23,116.717,-0.099
20191008-1207-FRANKFURT_2-01-230,Schraubensalto A,-4.949,1.63,18.234,78.618,154.901,164.733,-4.842,-2.279,-4.962,85.451,-87.519,300.423,-3.706,-3.606,-9.045,-132.476,13.644,315.766,-1.896,-0.388,14.794,29.813,268.333,37.279
20191003-1152-FRANKFURT_1-01-43,Cody C,14.353,1.603,2.235,15.98,15.775,15.903,-20.713,-2.201,-10.75,-43.293,518.299,-19.409,-3.386,-1.192,-6.047,-16.385,185.172,-6.978,0.841,0.028,11.952,-26.88,202.522,-1.467
0609-4-01-308,Salto C,6.292,-0.321,11.141,-1.213,165.817,7.131,-7.916,-0.281,-3.851,11.777,304.266,7.311,-1.392,-0.532,-2.974,5.596,128.787,2.768,8.428,-0.169,14.73,8.288,123.26,-6.415
20191001-1202-FRANKFURT_2-01-93,Salto A,-4.516,-2.38,12.159,-24.792,-213.831,-7.97,3.926,-0.102,-7.642,-1.138,-217.965,-18.866,4.628,-0.63,-6.817,-20.788,-219.603,-1.673,-5.936,-1.327,14.259,-10.957,-193.538,-27.429
20191007-1150-FRANKFURT_2-01-129,Barani A,0.747,1.228,16.525,-34.04,-180.53,65.453,-2.591,1.568,-10.327,-164.968,-43.879,203.205,-3.86,-3.449,-8.709,-92.272,147.768,116.364,0.516,-0.748,14.914,18.909,261.599,31.64
20191007-1159-FRANKFURT_1-01-370,Barani C,-3.862,0.248,16.53,23.613,-368.367,41.346,-5.998,1.464,-8.342,-29.85,-44.003,285.175,-4.128,-2.416,-5.397,-31.412,123.033,148.014,-0.03,-1.207,18.061,-2.513,251.273,11.12
0609-1-01-745,Von Bauch in Stand,18.913,-0.403,11.448,-9.817,-24.624,2.697,-0.004,-0.048,-0.506,4.809,4.477,-9.317,0.092,-0.37,-0.651,15.557,30.255,3.132,7.764,-0.848,14.169,0.29,78.346,15.352
20191007-1150-FRANKFURT_2-01-188,Fliffis B,-23.168,4.971,10.169,-115.277,-608.963,46.139,-41.173,4.187,-7.523,-63.978,-615.468,49.229,-14.281,5.756,-14.525,13.915,-25.049,371.951,-4.81,-1.922,8.273,50.737,306.377,62.118
20190930-1616-FRANKFURT_1-01-167,Fliffis C,-17.787,1.181,13.79,-7.055,-468.717,-1.936,-46.875,0.669,-26.244,-21.206,-662.113,39.418,-6.115,2.374,-13.432,-96.725,-27.732,278.015,0.823,-1.788,12.023,-20.237,216.696,90.336
0115-CHARI-05-61,Salto B,-0.778,1.329,18.036,-2.129,6.243,0.895,-8.991,0.367,-10.987,-3.993,427.889,-8.315,-2.045,0.783,-3.494,9.464,149.336,-3.025,3.802,1.069,17.815,-0.748,96.792,-28.429
0609-1-01-612,Doppelsalto B,-1.463,-0.389,13.994,8.979,112.77,-31.486,-28.134,-2.834,-5.003,-65.388,610.598,-1.878,-20.147,0.317,-15.196,47.895,529.416,0.121,1.038,0.308,11.066,14.307,239.515,-17.565
20190930-1153-FRANKFURT_1-01-144,Schraubensalto,1.256,0.464,17.461,55.805,164.207,124.959,-5.168,-1.061,-2.13,128.115,-52.07,291.541,-5.24,-3.037,-8.996,-112.878,-46.293,335.467,4.059,-2.131,12.296,32.839,159.401,103.535
0609-4-01-574,Barani C,0.435,0.46,19.347,20.089,-264.321,55.045,-8.615,0.776,-6.747,2.79,-129.209,217.507,-2.712,-1.624,-4.581,-43.29,86.556,194.252,4.614,-0.444,13.48,7.946,152.561,34.455
0609-1-01-879,Von Bauch in Stand,18.358,0.326,12.574,-3.504,-37.984,-11.453,-0.372,-0.301,-0.758,14.98,-16.883,15.69,0.449,-0.245,-0.547,-9.175,52.609,-9.862,6.572,-0.454,14.568,-9.625,105.849,6.247
20191001-1148-FRANKFURT_1-01-74,41/,1.371,1.612,14.724,-4.134,-169.637,71.435,-3.214,0.279,-9.122,-126.689,-109.121,227.604,-4.129,-2.916,-6.954,-58.976,143.872,164.633,-1.129,-0.045,16.847,-10.193,279.119,2.175
20190930-1153-FRANKFURT_1-01-223,Fliffis Rudi C,-23.564,0.996,15.236,-7.168,-518.799,8.263,-33.02,7.515,-21.464,-37.91,-394.259,317.098,-22.497,-1.617,-8.95,174.799,-112.796,759.504,-6.341,-1.367,8.041,49.413,277.239,153.318
