Acc_N_Fil,Gyro_x_R,Gyro_y_R,Gyro_z_R,Gyro_x_Fil,Gyro_y_Fil,Gyro_z_Fil,SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_I_ABS_x LapEnd,DJump_I_ABS_y LapEnd,DJump_I_ABS_z LapEnd,DJump_ABS_I_x LapEnd,DJump_ABS_I_y LapEnd,DJump_ABS_I_z LapEnd,DJump_SIG_I_S1_x LapEnd,DJump_SIG_I_S1_y LapEnd,DJump_SIG_I_S1_z LapEnd,DJump_SIG_I_S2_x LapEnd,DJump_SIG_I_S2_y LapEnd,DJump_SIG_I_S2_z LapEnd,DJump_SIG_I_S3_x LapEnd,DJump_SIG_I_S3_y LapEnd,DJump_SIG_I_S3_z LapEnd,DJump_SIG_I_S4_x LapEnd,DJump_SIG_I_S4_y LapEnd,DJump_SIG_I_S4_z LapEnd,DJump_I_ABS_S1_x LapEnd,DJump_I_ABS_S1_y LapEnd,DJump_I_ABS_S1_z LapEnd,DJump_I_ABS_S2_x LapEnd,DJump_I_ABS_S2_y LapEnd,DJump_I_ABS_S2_z LapEnd,DJump_I_ABS_S3_x LapEnd,DJump_I_ABS_S3_y LapEnd,DJump_I_ABS_S3_z LapEnd,DJump_I_ABS_S4_x LapEnd,DJump_I_ABS_S4_y LapEnd,DJump_I_ABS_S4_z LapEnd,DJump_ABS_I_S1_x LapEnd,DJump_ABS_I_S1_y LapEnd,DJump_ABS_I_S1_z LapEnd,DJump_ABS_I_S2_x LapEnd,DJump_ABS_I_S2_y LapEnd,DJump_ABS_I_S2_z LapEnd,DJump_ABS_I_S3_x LapEnd,DJump_ABS_I_S3_y LapEnd,DJump_ABS_I_S3_z LapEnd,DJump_ABS_I_S4_x LapEnd,DJump_ABS_I_S4_y LapEnd,DJump_ABS_I_S4_z LapEnd
0.484,-5.2,-37.24,-3.08,-3.99,-39.46,-1.13,20190930-1616-FRANKFURT_1-01-301,Strecksprung,2.66,2.819,4.374,2.66,2.819,4.374,13.656,75.624,26.37,-2.677,16.43,6.165,3.036,-16.911,-6.522,-0.898,-11.771,0.942,3.198,15.072,3.79,2.677,16.43,6.165,-2.318,-15.949,-5.807,0.179,11.771,0.227,2.121,-9.434,3.79,4.571,25.115,10.209,3.305,16.911,6.522,2.091,11.771,3.014,3.689,21.827,6.624
1.073,0.96,-23.4,16.64,-0.2,-23.23,16.15,20190930-1616-FRANKFURT_1-01-301,Strecksprung,2.66,2.819,4.374,2.66,2.819,4.374,13.656,75.624,26.37,-2.677,16.43,6.165,3.036,-16.911,-6.522,-0.898,-11.771,0.942,3.198,15.072,3.79,2.677,16.43,6.165,-2.318,-15.949,-5.807,0.179,11.771,0.227,2.121,-9.434,3.79,4.571,25.115,10.209,3.305,16.911,6.522,2.091,11.771,3.014,3.689,21.827,6.624
107.054,-39.28,86.0,21.44,-21.18,99.81,-10.69,0827-BK1-01-56,Salto B,18.63,359.386,24.312,18.63,359.386,24.312,43.988,401.703,48.468,-0.311,11.957,-3.343,-2.382,201.095,19.316,11.735,77.876,9.083,9.587,68.459,-0.745,0.311,11.957,3.343,2.382,201.095,12.63,6.35,77.876,9.083,9.587,68.459,-0.745,10.088,54.273,11.758,12.22,201.095,19.882,11.735,77.876,9.091,9.944,68.459,7.737
17.587,-36.08,323.44,3.12,-37.29,321.22,3.54,0827-BK1-01-56,Salto B,18.63,359.386,24.312,18.63,359.386,24.312,43.988,401.703,48.468,-0.311,11.957,-3.343,-2.382,201.095,19.316,11.735,77.876,9.083,9.587,68.459,-0.745,0.311,11.957,3.343,2.382,201.095,12.63,6.35,77.876,9.083,9.587,68.459,-0.745,10.088,54.273,11.758,12.22,201.095,19.882,11.735,77.876,9.091,9.944,68.459,7.737
4.611,8.48,173.52,20.56,8.81,169.64,20.35,0827-BK1-01-56,Salto B,18.63,359.386,24.312,18.63,359.386,24.312,43.988,401.703,48.468,-0.311,11.957,-3.343,-2.382,201.095,19.316,11.735,77.876,9.083,9.587,68.459,-0.745,0.311,11.957,3.343,2.382,201.095,12.63,6.35,77.876,9.083,9.587,68.459,-0.745,10.088,54.273,11.758,12.22,201.095,19.882,11.735,77.876,9.091,9.944,68.459,7.737
2.553,26.0,98.88,-4.24,26.18,101.83,-1.95,0827-BK1-01-56,Salto B,18.63,359.386,24.312,18.63,359.386,24.312,43.988,401.703,48.468,-0.311,11.957,-3.343,-2.382,201.095,19.316,11.735,77.876,9.083,9.587,68.459,-0.745,0.311,11.957,3.343,2.382,201.095,12.63,6.35,77.876,9.083,9.587,68.459,-0.745,10.088,54.273,11.758,12.22,201.095,19.882,11.735,77.876,9.091,9.944,68.459,7.737
101.647,35.12,167.72,10.56,44.39,175.19,20.0,20191008-1157-FRANKFURT_1-01-54,Salto A,-28.667,342.255,-17.766,28.667,342.255,17.766,41.518,342.255,41.126,-3.843,95.021,-11.942,-11.322,89.586,0.096,-2.869,60.617,-4.933,-10.633,97.03,-0.987,3.843,95.021,11.942,11.322,89.586,-0.096,2.869,60.617,4.933,10.633,97.03,0.987,12.784,95.021,16.796,11.322,89.586,4.482,3.645,60.617,5.292,13.767,97.03,14.556
7.795,-58.88,160.32,17.24,-52.89,157.93,6.32,20191008-1157-FRANKFURT_1-01-54,Salto A,-28.667,342.255,-17.766,28.667,342.255,17.766,41.518,342.255,41.126,-3.843,95.021,-11.942,-11.322,89.586,0.096,-2.869,60.617,-4.933,-10.633,97.03,-0.987,3.843,95.021,11.942,11.322,89.586,-0.096,2.869,60.617,4.933,10.633,97.03,0.987,12.784,95.021,16.796,11.322,89.586,4.482,3.645,60.617,5.292,13.767,97.03,14.556
5.471,-9.28,197.8,-5.88,-12.29,196.93,-5.87,20191008-1157-FRANKFURT_1-01-54,Salto A,-28.667,342.255,-17.766,28.667,342.255,17.766,41.518,342.255,41.126,-3.843,95.021,-11.942,-11.322,89.586,0.096,-2.869,60.617,-4.933,-10.633,97.03,-0.987,3.843,95.021,11.942,11.322,89.586,-0.096,2.869,60.617,4.933,10.633,97.03,0.987,12.784,95.021,16.796,11.322,89.586,4.482,3.645,60.617,5.292,13.767,97.03,14.556
7.461,-32.08,120.92,-37.52,-29.68,119.54,-26.83,20191008-1157-FRANKFURT_1-01-54,Salto A,-28.667,342.255,-17.766,28.667,342.255,17.766,41.518,342.255,41.126,-3.843,95.021,-11.942,-11.322,89.586,0.096,-2.869,60.617,-4.933,-10.633,97.03,-0.987,3.843,95.021,11.942,11.322,89.586,-0.096,2.869,60.617,4.933,10.633,97.03,0.987,12.784,95.021,16.796,11.322,89.586,4.482,3.645,60.617,5.292,13.767,97.03,14.556
117.587,-1.04,47.6,-11.96,8.51,66.07,-38.38,0115-MORITZ-03-178,Fliffis aus B,105.336,-195.689,-142.119,105.336,195.689,142.119,193.131,589.394,225.592,-8.22,-248.228,24.783,-15.64,-128.506,-58.847,119.017,49.918,-93.943,10.18,131.128,-14.111,8.22,248.228,24.783,15.64,128.506,9.282,71.296,-49.918,93.943,10.18,-131.128,14.111,28.938,249.515,33.589,34.026,139.256,67.478,119.017,69.495,93.943,11.149,131.128,30.582
44.217,-85.68,-749.84,30.6,-91.92,-751.37,41.71,0115-MORITZ-03-178,Fliffis aus B,105.336,-195.689,-142.119,105.336,195.689,142.119,193.131,589.394,225.592,-8.22,-248.228,24.783,-15.64,-128.506,-58.847,119.017,49.918,-93.943,10.18,131.128,-14.111,8.22,248.228,24.783,15.64,128.506,9.282,71.296,-49.918,93.943,10.18,-131.128,14.111,28.938,249.515,33.589,34.026,139.256,67.478,119.017,69.495,93.943,11.149,131.128,30.582
16.527,238.36,-101.92,-252.88,216.19,-99.92,-250.08,0115-MORITZ-03-178,Fliffis aus B,105.336,-195.689,-142.119,105.336,195.689,142.119,193.131,589.394,225.592,-8.22,-248.228,24.783,-15.64,-128.506,-58.847,119.017,49.918,-93.943,10.18,131.128,-14.111,8.22,248.228,24.783,15.64,128.506,9.282,71.296,-49.918,93.943,10.18,-131.128,14.111,28.938,249.515,33.589,34.026,139.256,67.478,119.017,69.495,93.943,11.149,131.128,30.582
12.832,101.52,166.12,-149.56,96.24,161.71,-144.41,0115-MORITZ-03-178,Fliffis aus B,105.336,-195.689,-142.119,105.336,195.689,142.119,193.131,589.394,225.592,-8.22,-248.228,24.783,-15.64,-128.506,-58.847,119.017,49.918,-93.943,10.18,131.128,-14.111,8.22,248.228,24.783,15.64,128.506,9.282,71.296,-49.918,93.943,10.18,-131.128,14.111,28.938,249.515,33.589,34.026,139.256,67.478,119.017,69.495,93.943,11.149,131.128,30.582
84.601,27.4,78.96,-6.6,21.05,103.87,-13.45,20191007-1159-FRANKFURT_1-01-201,Strecksprung,4.033,-6.475,0.388,4.033,6.475,0.388,17.461,48.181,37.101,-1.614,8.353,-7.407,2.55,-8.909,-6.084,0.511,-12.368,10.78,2.586,6.449,3.099,1.614,8.353,7.407,-0.678,-7.796,6.084,0.511,12.368,-10.78,2.586,-6.449,-2.323,9.841,17.467,11.463,2.825,10.589,7.59,0.92,12.368,10.78,3.876,7.757,7.268
1.343,-0.92,21.44,-67.88,1.63,20.52,-57.72,20191007-1159-FRANKFURT_1-01-201,Strecksprung,4.033,-6.475,0.388,4.033,6.475,0.388,17.461,48.181,37.101,-1.614,8.353,-7.407,2.55,-8.909,-6.084,0.511,-12.368,10.78,2.586,6.449,3.099,1.614,8.353,7.407,-0.678,-7.796,6.084,0.511,12.368,-10.78,2.586,-6.449,-2.323,9.841,17.467,11.463,2.825,10.589,7.59,0.92,12.368,10.78,3.876,7.757,7.268
0.498,-0.24,-46.16,9.16,1.05,-50.87,12.79,20191007-1159-FRANKFURT_1-01-201,Strecksprung,4.033,-6.475,0.388,4.033,6.475,0.388,17.461,48.181,37.101,-1.614,8.353,-7.407,2.55,-8.909,-6.084,0.511,-12.368,10.78,2.586,6.449,3.099,1.614,8.353,7.407,-0.678,-7.796,6.084,0.511,12.368,-10.78,2.586,-6.449,-2.323,9.841,17.467,11.463,2.825,10.589,7.59,0.92,12.368,10.78,3.876,7.757,7.268
1.088,0.84,-15.88,33.12,0.99,-12.47,31.73,20191007-1159-FRANKFURT_1-01-201,Strecksprung,4.033,-6.475,0.388,4.033,6.475,0.388,17.461,48.181,37.101,-1.614,8.353,-7.407,2.55,-8.909,-6.084,0.511,-12.368,10.78,2.586,6.449,3.099,1.614,8.353,7.407,-0.678,-7.796,6.084,0.511,12.368,-10.78,2.586,-6.449,-2.323,9.841,17.467,11.463,2.825,10.589,7.59,0.92,12.368,10.78,3.876,7.757,7.268
92.216,-0.4,132.56,-3.56,-5.19,138.45,-9.45,0115-MORITZ-03-3,Strecksprung,-1.7,1.978,8.47,1.7,1.978,8.47,16.716,101.17,20.759,2.358,19.862,-0.198,0.74,-11.662,2.746,-1.639,-16.722,4.361,-3.159,10.5,1.561,2.358,19.862,0.198,0.74,-11.662,2.351,-1.639,0.32,4.361,0.241,-6.543,1.561,6.277,24.926,5.369,2.916,12.605,4.429,1.639,16.722,5.382,5.884,46.917,5.579
1.058,12.2,-16.52,0.8,7.13,-13.03,5.33,0115-MORITZ-03-3,Strecksprung,-1.7,1.978,8.47,1.7,1.978,8.47,16.716,101.17,20.759,2.358,19.862,-0.198,0.74,-11.662,2.746,-1.639,-16.722,4.361,-3.159,10.5,1.561,2.358,19.862,0.198,0.74,-11.662,2.351,-1.639,0.32,4.361,0.241,-6.543,1.561,6.277,24.926,5.369,2.916,12.605,4.429,1.639,16.722,5.382,5.884,46.917,5.579
0.71,-4.96,-41.28,22.72,-4.62,-40.7,21.22,0115-MORITZ-03-3,Strecksprung,-1.7,1.978,8.47,1.7,1.978,8.47,16.716,101.17,20.759,2.358,19.862,-0.198,0.74,-11.662,2.746,-1.639,-16.722,4.361,-3.159,10.5,1.561,2.358,19.862,0.198,0.74,-11.662,2.351,-1.639,0.32,4.361,0.241,-6.543,1.561,6.277,24.926,5.369,2.916,12.605,4.429,1.639,16.722,5.382,5.884,46.917,5.579
0.818,-1.2,-31.08,-0.48,-1.83,-30.22,0.42,0115-MORITZ-03-3,Strecksprung,-1.7,1.978,8.47,1.7,1.978,8.47,16.716,101.17,20.759,2.358,19.862,-0.198,0.74,-11.662,2.746,-1.639,-16.722,4.361,-3.159,10.5,1.561,2.358,19.862,0.198,0.74,-11.662,2.351,-1.639,0.32,4.361,0.241,-6.543,1.561,6.277,24.926,5.369,2.916,12.605,4.429,1.639,16.722,5.382,5.884,46.917,5.579
90.428,-142.84,82.16,-33.96,10.03,-120.16,-32.09,20191001-1202-FRANKFURT_2-01-46,Salto A,-32.448,-350.057,-15.409,32.448,350.057,15.409,44.433,355.673,53.58,-5.714,-92.803,6.745,-5.599,-82.767,-8.064,-8.561,-83.567,0.862,-12.573,-90.92,-14.952,5.714,92.803,6.745,5.599,82.767,-5.426,8.561,83.567,-0.862,12.573,90.92,14.952,11.528,94.591,18.044,7.644,82.767,11.188,10.677,83.567,7.134,14.584,94.748,17.214
11.286,-17.64,-119.64,37.2,-37.0,-104.18,4.95,20191001-1202-FRANKFURT_2-01-46,Salto A,-32.448,-350.057,-15.409,32.448,350.057,15.409,44.433,355.673,53.58,-5.714,-92.803,6.745,-5.599,-82.767,-8.064,-8.561,-83.567,0.862,-12.573,-90.92,-14.952,5.714,92.803,6.745,5.599,82.767,-5.426,8.561,83.567,-0.862,12.573,90.92,14.952,11.528,94.591,18.044,7.644,82.767,11.188,10.677,83.567,7.134,14.584,94.748,17.214
7.356,20.2,-206.72,21.8,15.69,-208.36,19.86,20191001-1202-FRANKFURT_2-01-46,Salto A,-32.448,-350.057,-15.409,32.448,350.057,15.409,44.433,355.673,53.58,-5.714,-92.803,6.745,-5.599,-82.767,-8.064,-8.561,-83.567,0.862,-12.573,-90.92,-14.952,5.714,92.803,6.745,5.599,82.767,-5.426,8.561,83.567,-0.862,12.573,90.92,14.952,11.528,94.591,18.044,7.644,82.767,11.188,10.677,83.567,7.134,14.584,94.748,17.214
9.019,-21.84,-227.28,-24.88,-23.62,-224.9,-23.21,20191001-1202-FRANKFURT_2-01-46,Salto A,-32.448,-350.057,-15.409,32.448,350.057,15.409,44.433,355.673,53.58,-5.714,-92.803,6.745,-5.599,-82.767,-8.064,-8.561,-83.567,0.862,-12.573,-90.92,-14.952,5.714,92.803,6.745,5.599,82.767,-5.426,8.561,83.567,-0.862,12.573,90.92,14.952,11.528,94.591,18.044,7.644,82.767,11.188,10.677,83.567,7.134,14.584,94.748,17.214
92.748,-19.44,47.44,-18.24,-6.13,76.36,-36.73,0115-CHARI-05-21,Salto B,-18.848,344.636,-16.659,18.848,344.636,16.659,39.283,408.06,49.666,-3.019,-3.531,0.909,-10.519,210.976,-6.61,-1.478,60.219,5.761,-3.832,76.973,-16.72,3.019,3.531,0.909,10.519,203.914,4.792,1.478,60.219,-5.64,3.832,76.973,16.599,11.024,58.638,10.738,14.623,212.231,12.879,6.781,60.219,7.219,6.855,76.973,18.83
6.187,-11.12,-66.64,34.48,-3.66,-30.59,30.54,0115-CHARI-05-21,Salto B,-18.848,344.636,-16.659,18.848,344.636,16.659,39.283,408.06,49.666,-3.019,-3.531,0.909,-10.519,210.976,-6.61,-1.478,60.219,5.761,-3.832,76.973,-16.72,3.019,3.531,0.909,10.519,203.914,4.792,1.478,60.219,-5.64,3.832,76.973,16.599,11.024,58.638,10.738,14.623,212.231,12.879,6.781,60.219,7.219,6.855,76.973,18.83
7.082,-45.04,187.92,-22.4,-47.35,207.59,-12.72,0115-CHARI-05-21,Salto B,-18.848,344.636,-16.659,18.848,344.636,16.659,39.283,408.06,49.666,-3.019,-3.531,0.909,-10.519,210.976,-6.61,-1.478,60.219,5.761,-3.832,76.973,-16.72,3.019,3.531,0.909,10.519,203.914,4.792,1.478,60.219,-5.64,3.832,76.973,16.599,11.024,58.638,10.738,14.623,212.231,12.879,6.781,60.219,7.219,6.855,76.973,18.83
5.142,0.24,110.24,-15.28,3.04,112.08,-15.8,0115-CHARI-05-21,Salto B,-18.848,344.636,-16.659,18.848,344.636,16.659,39.283,408.06,49.666,-3.019,-3.531,0.909,-10.519,210.976,-6.61,-1.478,60.219,5.761,-3.832,76.973,-16.72,3.019,3.531,0.909,10.519,203.914,4.792,1.478,60.219,-5.64,3.832,76.973,16.599,11.024,58.638,10.738,14.623,212.231,12.879,6.781,60.219,7.219,6.855,76.973,18.83
104.271,-4.16,-98.96,-35.44,-1.37,-46.48,-18.04,0609-1-01-865,Von Bauch in Stand,1.985,27.308,10.544,1.985,27.308,10.544,22.542,103.175,45.24,-1.112,-16.357,4.423,4.587,-8.674,-1.18,2.282,0.51,0.917,-3.772,51.829,6.385,1.112,16.357,4.423,2.363,8.674,-1.18,2.282,-0.51,0.917,-3.772,2.787,6.385,7.746,20.973,13.288,6.386,10.426,7.972,4.123,19.947,9.788,4.288,51.829,14.191
1.402,0.08,18.8,-50.08,-1.63,2.9,-34.4,0609-1-01-865,Von Bauch in Stand,1.985,27.308,10.544,1.985,27.308,10.544,22.542,103.175,45.24,-1.112,-16.357,4.423,4.587,-8.674,-1.18,2.282,0.51,0.917,-3.772,51.829,6.385,1.112,16.357,4.423,2.363,8.674,-1.18,2.282,-0.51,0.917,-3.772,2.787,6.385,7.746,20.973,13.288,6.386,10.426,7.972,4.123,19.947,9.788,4.288,51.829,14.191
1.389,14.48,-59.92,-11.84,14.94,-64.35,-5.57,0609-1-01-865,Von Bauch in Stand,1.985,27.308,10.544,1.985,27.308,10.544,22.542,103.175,45.24,-1.112,-16.357,4.423,4.587,-8.674,-1.18,2.282,0.51,0.917,-3.772,51.829,6.385,1.112,16.357,4.423,2.363,8.674,-1.18,2.282,-0.51,0.917,-3.772,2.787,6.385,7.746,20.973,13.288,6.386,10.426,7.972,4.123,19.947,9.788,4.288,51.829,14.191
1.317,-8.24,53.84,58.64,-8.79,63.56,61.48,0609-1-01-865,Von Bauch in Stand,1.985,27.308,10.544,1.985,27.308,10.544,22.542,103.175,45.24,-1.112,-16.357,4.423,4.587,-8.674,-1.18,2.282,0.51,0.917,-3.772,51.829,6.385,1.112,16.357,4.423,2.363,8.674,-1.18,2.282,-0.51,0.917,-3.772,2.787,6.385,7.746,20.973,13.288,6.386,10.426,7.972,4.123,19.947,9.788,4.288,51.829,14.191
81.061,22.64,210.48,-19.6,22.21,215.82,-30.2,0609-1-01-748,Doppelsalto C,23.914,700.764,-16.95,23.914,700.764,16.95,47.533,702.221,46.758,-1.454,76.35,-6.816,-3.676,329.523,2.725,22.656,207.103,-4.686,6.388,87.788,-8.174,1.454,76.35,6.816,3.676,329.523,-2.725,12.397,207.103,4.686,6.388,87.788,8.174,8.154,77.806,14.609,7.009,329.523,11.975,22.656,207.103,9.199,9.714,87.788,10.974
33.021,-60.8,544.8,37.84,-52.01,544.25,10.84,0609-1-01-748,Doppelsalto C,23.914,700.764,-16.95,23.914,700.764,16.95,47.533,702.221,46.758,-1.454,76.35,-6.816,-3.676,329.523,2.725,22.656,207.103,-4.686,6.388,87.788,-8.174,1.454,76.35,6.816,3.676,329.523,-2.725,12.397,207.103,4.686,6.388,87.788,8.174,8.154,77.806,14.609,7.009,329.523,11.975,22.656,207.103,9.199,9.714,87.788,10.974
46.749,51.04,845.28,30.16,39.73,841.39,14.43,0609-1-01-748,Doppelsalto C,23.914,700.764,-16.95,23.914,700.764,16.95,47.533,702.221,46.758,-1.454,76.35,-6.816,-3.676,329.523,2.725,22.656,207.103,-4.686,6.388,87.788,-8.174,1.454,76.35,6.816,3.676,329.523,-2.725,12.397,207.103,4.686,6.388,87.788,8.174,8.154,77.806,14.609,7.009,329.523,11.975,22.656,207.103,9.199,9.714,87.788,10.974
8.53,41.6,186.16,-36.48,39.56,188.47,-30.54,0609-1-01-748,Doppelsalto C,23.914,700.764,-16.95,23.914,700.764,16.95,47.533,702.221,46.758,-1.454,76.35,-6.816,-3.676,329.523,2.725,22.656,207.103,-4.686,6.388,87.788,-8.174,1.454,76.35,6.816,3.676,329.523,-2.725,12.397,207.103,4.686,6.388,87.788,8.174,8.154,77.806,14.609,7.009,329.523,11.975,22.656,207.103,9.199,9.714,87.788,10.974
86.075,10.64,-17.76,21.2,6.05,-15.4,22.53,0115-JANEIKE-01-54,Strecksprung,-2.749,2.486,-4.647,2.749,2.486,4.647,13.885,23.789,21.978,-2.5,-6.881,-3.829,3.96,-1.673,0.464,-0.409,2.273,-3.749,-3.799,8.766,2.467,2.5,6.881,3.829,-1.041,1.673,-0.464,-0.409,-2.273,3.749,1.698,-3.795,-2.467,4.968,7.707,9.605,4.249,2.596,2.649,0.567,2.515,3.75,4.101,10.97,5.974
0.441,8.24,-0.24,6.72,9.78,0.62,3.9,0115-JANEIKE-01-54,Strecksprung,-2.749,2.486,-4.647,2.749,2.486,4.647,13.885,23.789,21.978,-2.5,-6.881,-3.829,3.96,-1.673,0.464,-0.409,2.273,-3.749,-3.799,8.766,2.467,2.5,6.881,3.829,-1.041,1.673,-0.464,-0.409,-2.273,3.749,1.698,-3.795,-2.467,4.968,7.707,9.605,4.249,2.596,2.649,0.567,2.515,3.75,4.101,10.97,5.974
0.363,-2.16,2.32,-0.56,-1.65,-0.02,-0.6,0115-JANEIKE-01-54,Strecksprung,-2.749,2.486,-4.647,2.749,2.486,4.647,13.885,23.789,21.978,-2.5,-6.881,-3.829,3.96,-1.673,0.464,-0.409,2.273,-3.749,-3.799,8.766,2.467,2.5,6.881,3.829,-1.041,1.673,-0.464,-0.409,-2.273,3.749,1.698,-3.795,-2.467,4.968,7.707,9.605,4.249,2.596,2.649,0.567,2.515,3.75,4.101,10.97,5.974
0.257,-3.68,14.8,-7.28,-3.71,14.85,-7.27,0115-JANEIKE-01-54,Strecksprung,-2.749,2.486,-4.647,2.749,2.486,4.647,13.885,23.789,21.978,-2.5,-6.881,-3.829,3.96,-1.673,0.464,-0.409,2.273,-3.749,-3.799,8.766,2.467,2.5,6.881,3.829,-1.041,1.673,-0.464,-0.409,-2.273,3.749,1.698,-3.795,-2.467,4.968,7.707,9.605,4.249,2.596,2.649,0.567,2.515,3.75,4.101,10.97,5.974
86.465,-38.12,35.88,219.12,21.37,-78.72,-13.82,20191001-1202-FRANKFURT_2-01-81,3/4 Salto vw A,43.042,283.676,4.799,43.042,283.676,4.799,45.648,305.547,42.176,11.182,25.812,11.015,9.933,36.813,0.87,15.398,124.289,-8.178,6.528,96.762,1.093,11.182,25.812,11.015,9.933,36.813,0.87,15.398,124.289,-8.178,6.528,96.762,1.093,11.857,31.083,19.763,9.933,36.813,3.784,15.398,124.289,8.274,8.459,113.362,10.356
3.473,21.56,33.28,21.56,22.12,35.07,17.97,20191001-1202-FRANKFURT_2-01-81,3/4 Salto vw A,43.042,283.676,4.799,43.042,283.676,4.799,45.648,305.547,42.176,11.182,25.812,11.015,9.933,36.813,0.87,15.398,124.289,-8.178,6.528,96.762,1.093,11.182,25.812,11.015,9.933,36.813,0.87,15.398,124.289,-8.178,6.528,96.762,1.093,11.857,31.083,19.763,9.933,36.813,3.784,15.398,124.289,8.274,8.459,113.362,10.356
1.996,35.0,175.48,-22.76,32.69,173.99,-22.93,20191001-1202-FRANKFURT_2-01-81,3/4 Salto vw A,43.042,283.676,4.799,43.042,283.676,4.799,45.648,305.547,42.176,11.182,25.812,11.015,9.933,36.813,0.87,15.398,124.289,-8.178,6.528,96.762,1.093,11.182,25.812,11.015,9.933,36.813,0.87,15.398,124.289,-8.178,6.528,96.762,1.093,11.857,31.083,19.763,9.933,36.813,3.784,15.398,124.289,8.274,8.459,113.362,10.356
10.064,23.2,373.64,4.76,25.92,367.92,8.67,20191001-1202-FRANKFURT_2-01-81,3/4 Salto vw A,43.042,283.676,4.799,43.042,283.676,4.799,45.648,305.547,42.176,11.182,25.812,11.015,9.933,36.813,0.87,15.398,124.289,-8.178,6.528,96.762,1.093,11.182,25.812,11.015,9.933,36.813,0.87,15.398,124.289,-8.178,6.528,96.762,1.093,11.857,31.083,19.763,9.933,36.813,3.784,15.398,124.289,8.274,8.459,113.362,10.356
97.007,-17.68,187.04,47.0,-29.87,177.56,-29.84,20191007-1159-FRANKFURT_1-01-417,Salto C,0.201,345.369,6.821,0.201,345.369,6.821,31.237,400.455,46.791,-0.771,9.791,8.041,-3.425,230.565,-0.44,2.86,34.945,7.823,1.537,70.068,-8.604,0.771,9.791,8.041,3.425,230.565,-0.44,-2.86,34.945,7.823,-1.135,70.068,-8.604,7.283,62.629,13.464,8.41,230.565,10.027,5.145,35.003,7.995,10.399,72.257,15.305
8.017,14.92,111.8,6.52,6.85,128.24,3.69,20191007-1159-FRANKFURT_1-01-417,Salto C,0.201,345.369,6.821,0.201,345.369,6.821,31.237,400.455,46.791,-0.771,9.791,8.041,-3.425,230.565,-0.44,2.86,34.945,7.823,1.537,70.068,-8.604,0.771,9.791,8.041,3.425,230.565,-0.44,-2.86,34.945,7.823,-1.135,70.068,-8.604,7.283,62.629,13.464,8.41,230.565,10.027,5.145,35.003,7.995,10.399,72.257,15.305
15.183,10.2,312.8,58.96,-6.86,318.71,54.15,20191007-1159-FRANKFURT_1-01-417,Salto C,0.201,345.369,6.821,0.201,345.369,6.821,31.237,400.455,46.791,-0.771,9.791,8.041,-3.425,230.565,-0.44,2.86,34.945,7.823,1.537,70.068,-8.604,0.771,9.791,8.041,3.425,230.565,-0.44,-2.86,34.945,7.823,-1.135,70.068,-8.604,7.283,62.629,13.464,8.41,230.565,10.027,5.145,35.003,7.995,10.399,72.257,15.305
4.838,11.96,52.36,-3.32,12.92,47.5,1.69,20191007-1159-FRANKFURT_1-01-417,Salto C,0.201,345.369,6.821,0.201,345.369,6.821,31.237,400.455,46.791,-0.771,9.791,8.041,-3.425,230.565,-0.44,2.86,34.945,7.823,1.537,70.068,-8.604,0.771,9.791,8.041,3.425,230.565,-0.44,-2.86,34.945,7.823,-1.135,70.068,-8.604,7.283,62.629,13.464,8.41,230.565,10.027,5.145,35.003,7.995,10.399,72.257,15.305
88.166,-13.0,29.0,19.76,-8.31,44.47,9.14,20191003-1152-FRANKFURT_1-01-159,Salto C,-8.324,344.937,-0.235,8.324,344.937,0.235,19.108,367.504,32.038,1.445,13.39,7.012,-3.488,201.815,-4.075,-2.658,51.522,-4.445,-3.623,78.21,1.274,1.445,13.39,7.012,0.598,201.815,-4.075,2.658,51.522,-1.428,3.623,78.21,-1.274,3.878,35.958,7.194,6.305,201.815,11.011,3.061,51.522,4.778,5.865,78.21,9.055
8.913,9.48,117.6,20.76,4.77,118.51,19.62,20191003-1152-FRANKFURT_1-01-159,Salto C,-8.324,344.937,-0.235,8.324,344.937,0.235,19.108,367.504,32.038,1.445,13.39,7.012,-3.488,201.815,-4.075,-2.658,51.522,-4.445,-3.623,78.21,1.274,1.445,13.39,7.012,0.598,201.815,-4.075,2.658,51.522,-1.428,3.623,78.21,-1.274,3.878,35.958,7.194,6.305,201.815,11.011,3.061,51.522,4.778,5.865,78.21,9.055
6.472,5.92,276.68,-1.16,3.52,277.95,6.49,20191003-1152-FRANKFURT_1-01-159,Salto C,-8.324,344.937,-0.235,8.324,344.937,0.235,19.108,367.504,32.038,1.445,13.39,7.012,-3.488,201.815,-4.075,-2.658,51.522,-4.445,-3.623,78.21,1.274,1.445,13.39,7.012,0.598,201.815,-4.075,2.658,51.522,-1.428,3.623,78.21,-1.274,3.878,35.958,7.194,6.305,201.815,11.011,3.061,51.522,4.778,5.865,78.21,9.055
