0_Acc_N_Fil,0_Gyro_x_R,0_Gyro_y_R,0_Gyro_z_R,0_Gyro_x_Fil,0_Gyro_y_Fil,0_Gyro_z_Fil,5_Acc_N_Fil,5_Gyro_x_R,5_Gyro_y_R,5_Gyro_z_R,5_Gyro_x_Fil,5_Gyro_y_Fil,5_Gyro_z_Fil,10_Acc_N_Fil,10_Gyro_x_R,10_Gyro_y_R,10_Gyro_z_R,10_Gyro_x_Fil,10_Gyro_y_Fil,10_Gyro_z_Fil,15_Acc_N_Fil,15_Gyro_x_R,15_Gyro_y_R,15_Gyro_z_R,15_Gyro_x_Fil,15_Gyro_y_Fil,15_Gyro_z_Fil,20_Acc_N_Fil,20_Gyro_x_R,20_Gyro_y_R,20_Gyro_z_R,20_Gyro_x_Fil,20_Gyro_y_Fil,20_Gyro_z_Fil,25_Acc_N_Fil,25_Gyro_x_R,25_Gyro_y_R,25_Gyro_z_R,25_Gyro_x_Fil,25_Gyro_y_Fil,25_Gyro_z_Fil,30_Acc_N_Fil,30_Gyro_x_R,30_Gyro_y_R,30_Gyro_z_R,30_Gyro_x_Fil,30_Gyro_y_Fil,30_Gyro_z_Fil,35_Acc_N_Fil,35_Gyro_x_R,35_Gyro_y_R,35_Gyro_z_R,35_Gyro_x_Fil,35_Gyro_y_Fil,35_Gyro_z_Fil,40_Acc_N_Fil,40_Gyro_x_R,40_Gyro_y_R,40_Gyro_z_R,40_Gyro_x_Fil,40_Gyro_y_Fil,40_Gyro_z_Fil,45_Acc_N_Fil,45_Gyro_x_R,45_Gyro_y_R,45_Gyro_z_R,45_Gyro_x_Fil,45_Gyro_y_Fil,45_Gyro_z_Fil,50_Acc_N_Fil,50_Gyro_x_R,50_Gyro_y_R,50_Gyro_z_R,50_Gyro_x_Fil,50_Gyro_y_Fil,50_Gyro_z_Fil,55_Acc_N_Fil,55_Gyro_x_R,55_Gyro_y_R,55_Gyro_z_R,55_Gyro_x_Fil,55_Gyro_y_Fil,55_Gyro_z_Fil,60_Acc_N_Fil,60_Gyro_x_R,60_Gyro_y_R,60_Gyro_z_R,60_Gyro_x_Fil,60_Gyro_y_Fil,60_Gyro_z_Fil,65_Acc_N_Fil,65_Gyro_x_R,65_Gyro_y_R,65_Gyro_z_R,65_Gyro_x_Fil,65_Gyro_y_Fil,65_Gyro_z_Fil,70_Acc_N_Fil,70_Gyro_x_R,70_Gyro_y_R,70_Gyro_z_R,70_Gyro_x_Fil,70_Gyro_y_Fil,70_Gyro_z_Fil,75_Acc_N_Fil,75_Gyro_x_R,75_Gyro_y_R,75_Gyro_z_R,75_Gyro_x_Fil,75_Gyro_y_Fil,75_Gyro_z_Fil,80_Acc_N_Fil,80_Gyro_x_R,80_Gyro_y_R,80_Gyro_z_R,80_Gyro_x_Fil,80_Gyro_y_Fil,80_Gyro_z_Fil,85_Acc_N_Fil,85_Gyro_x_R,85_Gyro_y_R,85_Gyro_z_R,85_Gyro_x_Fil,85_Gyro_y_Fil,85_Gyro_z_Fil,90_Acc_N_Fil,90_Gyro_x_R,90_Gyro_y_R,90_Gyro_z_R,90_Gyro_x_Fil,90_Gyro_y_Fil,90_Gyro_z_Fil,95_Acc_N_Fil,95_Gyro_x_R,95_Gyro_y_R,95_Gyro_z_R,95_Gyro_x_Fil,95_Gyro_y_Fil,95_Gyro_z_Fil,Sprungtyp,SprungID
101.917,15.356,25.691,-14.63,16.964,31.7,-7.011,69.7,2.16,-268.288,17.086,-2.565,-280.479,23.834,29.367,-28.056,-629.064,28.37,-23.433,-603.289,48.325,37.223,-46.829,-724.932,56.147,-45.796,-723.736,53.806,44.684,-70.899,-777.56,53.017,-69.506,-770.679,47.481,47.119,-70.378,-696.811,38.234,-72.056,-706.543,40.666,38.156,-84.661,-638.195,34.638,-86.147,-624.979,29.764,25.838,-116.062,-401.233,-61.142,-118.608,-405.026,-61.323,29.664,-176.514,-226.342,-156.99,-160.871,-222.882,-144.55,35.801,-55.617,-9.499,-13.782,-60.574,-28.564,-18.273,35.128,0.722,11.736,150.938,-2.537,15.255,149.522,31.627,44.419,-95.864,234.461,42.201,-102.625,220.558,31.8,95.321,-358.145,129.242,91.712,-344.116,138.989,34.684,88.261,-307.667,115.456,84.532,-291.085,118.622,28.68,30.984,21.625,123.321,38.435,11.577,119.271,19.71,35.313,202.861,65.15,34.545,190.339,67.675,17.884,24.636,223.035,50.851,24.389,228.615,46.422,19.303,21.035,286.207,29.836,22.316,288.051,26.915,18.319,40.152,395.394,43.549,43.972,396.273,31.119,29.488,86.218,525.028,-54.605,78.06,490.511,-40.412,Fliffis- Rudi B,generated_Mean_Fliffis- Rudi B
113.301,-11.347,208.6,-67.36,-9.263,225.582,-81.378,31.371,-60.787,391.693,-200.48,-70.665,375.858,-201.313,3.834,-213.72,147.36,-267.987,-211.512,162.202,-287.743,19.176,-330.707,13.6,-372.347,-337.57,-5.275,-344.68,31.15,-575.627,-324.147,-93.52,-560.48,-318.468,-87.505,54.773,-583.32,-504.12,257.227,-577.213,-509.827,215.727,65.953,-534.28,-639.307,192.307,-530.37,-636.837,191.565,73.206,-456.64,-736.613,167.467,-458.43,-739.057,163.892,74.632,-412.787,-791.867,115.147,-411.68,-788.223,115.903,76.848,-353.107,-823.2,72.08,-352.51,-823.163,70.432,78.25,-298.773,-861.173,7.933,-296.87,-862.59,7.252,78.444,-203.573,-899.707,-94.173,-199.485,-891.13,-94.98,58.675,-9.547,-677.107,-218.28,-12.3,-658.617,-223.2,28.302,132.6,-239.24,-381.04,121.393,-256.278,-375.313,27.991,145.707,-87.987,-457.507,149.517,-95.038,-455.08,18.999,151.933,16.147,-369.947,147.087,19.33,-384.405,17.477,68.72,100.093,-364.28,67.33,104.162,-357.27,14.468,13.653,188.2,-181.693,14.448,194.153,-185.575,14.865,-14.8,338.32,-114.987,-15.86,334.918,-106.843,34.582,-1.44,330.013,-31.92,-5.753,310.71,-40.873,Halb ein Triffis C,generated_Mean_Halb ein Triffis C
110.579,7.4,33.608,-31.824,5.072,40.126,-22.27,62.191,-46.504,-189.656,-19.64,-52.708,-213.842,-12.888,27.399,-38.92,-503.032,-55.376,-55.046,-542.96,-45.37,45.489,-97.68,-730.992,68.904,-93.006,-725.582,64.984,62.768,-137.712,-785.432,76.672,-130.066,-783.056,68.326,72.304,-141.912,-820.984,49.768,-140.68,-819.94,57.868,75.39,-139.912,-854.072,74.856,-141.462,-849.652,72.684,77.173,-147.176,-863.368,76.84,-147.356,-863.846,76.286,77.714,-158.6,-862.832,74.128,-158.786,-862.092,77.012,78.047,-163.216,-872.224,53.112,-162.936,-871.398,52.144,78.432,-153.928,-876.96,9.784,-152.062,-879.354,7.354,77.451,-110.2,-884.44,-65.0,-101.022,-870.258,-74.976,55.87,53.2,-632.136,-231.336,49.318,-631.57,-232.988,33.492,146.728,-282.816,-382.728,135.952,-296.608,-387.908,30.084,77.848,-121.88,-476.208,77.28,-120.358,-456.28,21.641,125.816,47.2,-400.088,115.732,48.38,-388.222,18.824,116.688,170.328,-320.048,112.46,158.016,-312.892,20.868,44.328,230.84,-159.584,51.898,223.87,-171.118,21.453,30.912,304.92,-59.528,33.818,304.56,-53.212,25.863,91.4,418.96,-27.4,90.458,401.932,-33.732,Triffis C,generated_Mean_Triffis C
108.591,-3.92,96.007,-31.64,0.772,100.457,-37.507,70.551,5.927,-186.833,-54.46,11.445,-207.702,-52.842,23.999,68.64,-519.973,-67.447,78.335,-534.808,-45.413,22.924,46.627,-479.667,-130.547,27.443,-486.937,-182.192,29.222,-285.913,-283.8,-674.78,-280.778,-267.998,-654.198,34.002,-492.3,203.713,-889.493,-479.923,175.327,-868.198,31.517,-745.327,191.6,-628.153,-721.473,155.008,-628.935,48.224,-650.56,-374.953,-304.313,-646.662,-362.468,-303.595,45.851,-374.007,-670.333,-224.273,-394.098,-625.887,-202.18,27.692,-353.433,-347.373,-381.213,-367.657,-347.325,-374.145,44.614,-497.68,-107.553,-722.753,-496.042,-98.872,-702.967,47.925,-593.927,87.107,-696.087,-601.41,59.273,-695.143,37.045,-657.553,-194.207,-566.98,-643.053,-192.668,-580.528,35.742,-309.227,-320.013,-664.92,-311.632,-304.457,-658.195,32.434,-6.773,-107.673,-703.987,-18.19,-98.158,-689.005,22.568,30.113,177.62,-487.433,26.323,170.947,-484.275,19.509,-36.38,258.987,-268.053,-32.527,246.367,-259.537,23.337,-56.187,269.907,-67.953,-56.777,284.282,-70.268,23.658,-60.48,396.06,0.56,-45.96,404.232,5.852,21.683,27.607,556.633,21.58,28.445,510.375,32.6,Voll- ein- Rudi- aus B,generated_Mean_Voll- ein- Rudi- aus B
106.494,-14.277,193.007,-60.587,-8.474,235.888,-73.267,44.925,-17.43,425.79,-73.42,-23.186,402.155,-116.109,13.397,-250.177,265.123,-235.707,-236.211,275.002,-249.378,14.434,-390.4,107.063,-363.143,-392.439,110.967,-373.362,29.252,-470.183,-119.557,-662.81,-461.564,-120.365,-655.602,41.34,-365.117,-314.923,-894.36,-364.488,-270.948,-902.883,50.35,-251.513,205.18,-1076.543,-275.463,195.489,-1033.818,32.644,-580.563,436.217,-666.947,-574.225,396.841,-678.734,33.774,-792.737,-64.437,-456.493,-769.308,-61.973,-454.878,49.893,-509.793,-533.93,-256.273,-515.142,-519.188,-265.031,47.187,-297.647,-679.997,-164.133,-301.924,-671.455,-173.208,37.799,-208.57,-541.513,-267.833,-204.575,-533.042,-275.862,32.682,-112.717,-205.17,-499.15,-108.508,-214.802,-486.929,26.539,-1.45,40.443,-515.113,-5.008,32.892,-509.692,21.345,37.89,152.233,-393.02,36.992,148.082,-394.082,18.556,57.283,192.14,-290.523,56.019,191.047,-290.132,18.016,13.913,185.55,-198.257,13.366,193.261,-196.56,20.652,-38.087,216.407,-44.13,-32.622,224.66,-54.489,21.233,-33.037,321.51,10.947,-26.279,324.007,13.763,24.419,28.253,396.51,91.55,27.649,385.869,68.851,Voll- ein- voll- aus B,generated_Mean_Voll- ein- voll- aus B
99.141,10.737,118.274,-18.714,6.406,127.029,-14.58,73.042,-83.869,-139.189,-81.577,-67.033,-158.413,-59.723,25.442,16.571,-533.223,18.074,17.616,-508.83,-8.05,23.375,51.88,-538.131,-120.691,42.183,-536.956,-132.151,23.638,-122.811,-288.554,-444.286,-118.701,-312.079,-455.294,33.862,-387.24,-141.743,-800.309,-367.764,-121.921,-796.363,33.389,-442.686,234.691,-839.451,-475.744,196.824,-815.329,30.786,-779.526,-17.583,-458.309,-748.151,-29.299,-462.049,45.401,-601.56,-467.394,-186.674,-600.191,-456.233,-187.461,51.931,-387.817,-697.783,-19.509,-399.1,-686.863,-24.61,50.923,-316.794,-746.726,-61.217,-317.55,-737.51,-60.871,42.948,-226.063,-658.149,-161.051,-222.656,-640.59,-169.599,23.596,-97.989,-322.914,-330.583,-98.017,-339.217,-343.583,25.511,-42.023,-131.469,-572.154,-47.673,-130.844,-549.583,23.525,-54.526,22.926,-516.006,-47.06,24.203,-496.71,16.682,48.874,109.023,-353.789,39.013,116.39,-357.399,17.661,23.377,148.977,-259.537,21.274,157.286,-256.969,21.255,-9.674,224.44,-107.857,-7.49,224.917,-105.567,22.475,-4.114,357.96,-23.034,6.993,363.486,-17.816,24.214,56.771,520.32,-34.72,58.147,492.009,-28.896,Voll- ein- halb- aus B,generated_Mean_Voll- ein- halb- aus B
96.242,-32.907,185.307,-134.92,-19.72,257.073,-94.51,48.773,-25.307,524.4,-92.693,-33.603,496.973,-126.437,13.877,-230.147,364.12,-219.2,-222.17,393.993,-244.657,15.502,-333.84,179.413,-323.88,-337.417,185.94,-340.843,24.518,-423.867,-33.893,-583.267,-416.753,-38.6,-582.073,35.44,-352.707,-245.893,-837.2,-328.923,-259.09,-819.313,50.901,101.053,-152.867,-955.133,69.513,-142.403,-939.743,57.724,175.44,269.373,-775.613,146.233,266.853,-755.447,45.51,-213.0,504.667,-509.347,-206.543,482.34,-528.583,29.547,-559.08,308.053,-391.293,-548.663,301.447,-400.153,23.247,-678.88,-99.587,-350.24,-662.073,-93.123,-356.793,35.907,-495.293,-422.013,-411.36,-486.113,-399.207,-421.517,45.668,-170.28,-393.093,-621.6,-172.89,-372.497,-621.5,50.31,98.573,-11.64,-831.187,85.037,-17.12,-796.813,37.55,151.467,288.653,-573.72,140.597,270.897,-584.14,26.745,27.52,307.547,-320.293,31.207,294.143,-327.983,25.92,-47.693,241.547,-111.56,-42.747,261.55,-115.517,26.182,-76.413,331.16,-21.693,-68.717,335.53,-25.07,16.637,-61.507,417.493,39.453,-55.597,417.52,39.39,33.245,34.387,431.987,62.413,24.237,407.083,72.837,Voll- ein- voll- aus A,generated_Mean_Voll- ein- voll- aus A
98.434,31.253,129.08,-156.853,32.377,217.277,-138.05,42.425,-60.467,452.12,-220.12,-60.09,422.22,-238.867,14.329,-218.84,275.76,-324.507,-223.35,298.923,-305.377,16.091,-334.053,141.507,-362.28,-338.447,133.147,-363.247,26.348,-416.853,-110.44,-623.787,-413.063,-117.667,-615.067,41.843,-399.267,-369.027,-823.827,-381.627,-340.37,-834.687,51.812,-87.44,-118.587,-1017.027,-122.163,-111.67,-993.963,44.474,-198.733,331.52,-764.107,-205.183,295.85,-755.997,31.223,-537.413,372.293,-354.28,-525.383,353.527,-371.667,25.538,-721.547,72.8,-162.587,-702.633,72.553,-162.76,38.091,-637.32,-298.56,-17.947,-633.613,-285.143,-27.893,44.395,-494.613,-503.88,-45.347,-489.77,-492.86,-58.287,44.049,-300.013,-563.107,-339.373,-302.84,-539.57,-329.51,39.348,-110.893,-312.48,-607.827,-115.157,-307.923,-603.62,34.827,-13.653,14.293,-722.467,-24.343,-1.22,-698.833,25.185,-61.293,205.187,-502.573,-60.117,177.383,-493.773,22.163,-55.12,199.8,-191.88,-52.833,208.02,-202.493,22.347,-13.24,356.773,-97.187,-21.007,302.927,-114.113,23.292,-29.227,445.427,-64.48,-30.673,461.727,-41.597,38.52,5.84,383.013,-6.667,6.77,354.317,-6.343,Voll- ein- voll- aus C,generated_Mean_Voll- ein- voll- aus C
96.168,-13.533,-19.44,-54.733,-0.793,-19.05,-58.967,65.586,63.667,-178.627,65.56,55.417,-187.387,62.892,5.81,-22.187,-260.853,92.627,-20.742,-263.535,90.357,13.097,-85.48,-161.0,103.133,-90.983,-173.698,99.493,14.975,-149.253,-264.733,134.533,-148.418,-257.062,146.535,19.326,-217.24,-269.947,336.04,-212.943,-258.827,327.335,21.468,-229.613,-104.053,403.253,-219.665,-112.302,412.12,25.086,-16.373,65.32,582.52,-16.623,58.275,578.325,20.998,297.2,205.653,585.627,296.718,182.275,576.137,18.486,559.333,-8.36,335.347,547.46,-17.81,337.825,30.604,563.92,-381.733,71.267,557.275,-373.8,77.567,39.704,433.013,-548.04,-77.08,433.122,-540.598,-66.9,35.445,310.747,-517.4,-44.547,308.235,-510.383,-44.972,27.297,201.44,-425.88,12.987,199.998,-425.39,10.267,20.302,111.613,-365.733,48.493,113.043,-363.86,46.823,15.222,49.72,-321.653,48.0,51.207,-323.065,49.302,13.075,17.027,-225.293,46.053,16.922,-242.285,43.662,9.594,3.44,-206.707,27.987,4.353,-216.148,30.407,20.075,14.493,-105.44,24.467,10.655,-192.398,20.277,46.3,-13.0,-122.44,-35.667,-1.633,-129.898,-24.333,Voll- ein 1 3/4 Salto vw C,generated_Mean_Voll- ein 1 3/4 Salto vw C
94.786,-14.944,-15.024,-45.888,-7.702,-6.106,-51.47,69.463,39.312,-156.32,10.896,33.082,-171.326,11.672,9.208,1.792,-379.616,26.352,-0.066,-375.704,29.546,19.213,-1.936,-459.52,-26.048,-1.24,-455.86,-19.462,33.52,22.432,-621.68,-9.792,22.54,-617.974,-9.29,45.875,29.344,-670.784,45.36,31.078,-666.826,14.208,50.218,34.464,-721.424,21.872,34.644,-711.908,22.414,39.831,13.136,-654.336,56.368,13.338,-631.51,52.396,19.223,-11.2,-201.072,-15.792,-11.104,-212.522,-8.864,13.152,-13.84,-21.904,-25.696,-14.896,-31.67,-25.792,8.453,0.416,-17.184,-27.936,-7.04,-37.644,-25.746,3.905,4.32,-269.616,-4.96,3.294,-241.65,-7.178,3.424,2.816,-300.976,14.704,3.388,-289.312,12.18,4.454,-1.664,-318.624,0.208,0.128,-316.426,-0.514,7.584,13.76,-370.944,-16.992,12.31,-368.856,-13.222,11.031,14.032,-388.8,-0.064,13.528,-387.89,0.12,11.316,-0.032,-361.792,17.296,0.26,-362.64,13.808,8.533,2.752,-346.432,16.592,1.794,-349.428,11.848,21.089,-0.24,-71.504,92.656,-11.616,-310.594,-10.746,43.254,34.224,-191.488,-5.584,14.628,-178.45,-10.28,1 3/4 Salto vw C,generated_Mean_1 3/4 Salto vw C
119.513,-3.728,85.28,-17.792,-8.292,66.414,-19.34,58.768,-86.288,-373.424,-8.32,-90.198,-363.222,4.746,38.297,-77.36,-689.296,-2.592,-89.57,-701.552,8.156,54.968,-130.976,-829.424,68.928,-135.418,-829.368,76.446,53.662,-147.872,-748.64,71.728,-160.232,-750.462,88.18,56.635,-232.656,-690.768,75.936,-229.68,-685.52,84.886,55.476,-282.48,-735.936,70.144,-283.272,-735.936,63.212,55.164,-317.392,-754.368,33.44,-318.336,-755.536,35.712,55.473,-339.424,-763.12,15.968,-338.114,-762.022,13.83,55.295,-345.824,-763.056,-25.008,-344.076,-765.792,-24.79,55.163,-317.536,-793.424,-83.856,-313.956,-793.236,-81.728,45.649,-224.656,-820.096,-134.144,-206.19,-770.864,-136.788,21.241,22.08,-348.496,-130.192,8.046,-368.232,-148.674,28.883,4.416,-266.576,-375.136,6.564,-258.622,-357.048,27.195,41.664,-135.456,-507.808,31.574,-124.01,-495.026,21.895,121.344,48.064,-437.392,118.672,46.04,-432.528,17.989,94.064,149.264,-288.48,100.398,137.42,-295.138,21.324,43.584,208.72,-204.192,51.808,214.09,-188.512,22.179,47.024,336.88,-51.824,51.644,330.584,-47.582,24.558,123.696,451.504,-66.176,116.658,417.104,-63.898,Triffis B,generated_Mean_Triffis B
83.24,11.899,76.285,10.834,10.969,80.867,10.364,55.797,2.718,48.086,-0.746,1.204,43.327,0.711,9.206,-7.774,-28.258,-8.852,-7.716,-26.753,-7.826,2.704,-8.132,-33.863,3.749,-7.617,-31.552,2.931,0.832,-1.506,-23.44,4.186,-2.237,-24.005,2.969,0.692,-3.485,-41.254,-4.784,-3.587,-41.607,-4.523,0.759,-2.819,-60.623,-7.675,-2.945,-60.383,-7.496,0.776,-3.561,-74.605,-4.941,-3.385,-74.381,-5.568,0.846,-3.231,-84.576,-6.236,-3.252,-84.728,-6.616,1.04,-2.586,-94.45,-7.264,-2.468,-94.243,-8.07,1.212,0.51,-98.335,-13.135,1.001,-96.526,-12.219,1.426,5.637,-87.971,-8.846,5.732,-87.356,-8.902,1.448,6.974,-70.974,-0.392,7.196,-71.443,-1.496,1.475,6.486,-53.097,2.948,6.315,-54.454,3.397,1.513,6.688,-42.53,9.867,6.889,-42.473,9.44,1.512,8.056,-35.326,6.4,7.549,-32.431,6.21,2.058,0.195,-9.642,1.931,-0.343,-6.085,1.843,2.389,-7.175,49.415,-5.629,-7.352,52.346,-5.018,4.122,-22.401,179.638,-1.463,-19.948,170.352,-3.344,49.151,-3.111,87.867,-29.782,-6.93,83.878,-33.549,Bauchsprung,generated_Mean_Bauchsprung
101.239,-15.984,0.283,-16.156,-11.041,14.752,-16.518,61.642,7.148,-43.63,18.757,4.141,-40.545,14.762,11.772,-5.029,-118.208,4.342,-2.787,-94.521,4.282,5.098,8.558,-5.288,6.227,7.065,-12.053,-4.305,2.154,5.409,5.538,2.386,5.907,8.197,4.012,1.31,2.32,16.625,9.323,2.75,16.348,7.948,0.98,0.937,15.455,6.201,1.03,15.313,6.24,0.92,4.976,8.697,0.056,4.486,8.283,1.643,0.893,6.089,-0.359,4.57,5.902,0.41,4.672,0.964,3.682,-6.11,3.344,3.44,-5.279,3.442,1.012,3.29,-6.634,3.385,2.72,-5.797,3.453,1.126,0.503,4.663,1.722,0.69,4.529,2.087,1.039,0.838,16.655,-0.524,0.553,17.066,-0.394,1.136,1.903,30.463,-5.49,1.766,29.915,-5.244,1.157,3.96,38.333,-5.55,3.623,38.534,-5.631,1.368,0.401,44.494,-1.377,0.695,43.42,-1.114,1.946,0.077,36.51,7.071,-0.587,35.502,6.697,3.474,-11.405,12.741,20.35,-10.907,19.598,19.89,7.891,-8.806,42.238,9.709,-9.484,56.793,12.893,35.134,12.719,227.754,2.579,11.664,205.747,3.826,Von Bauch in Stand,generated_Mean_Von Bauch in Stand
96.278,-2.813,135.664,50.844,1.558,147.196,51.455,53.434,52.762,266.749,106.165,51.788,259.23,104.115,5.842,77.976,251.467,161.988,81.101,238.163,150.884,3.83,86.318,98.536,127.602,90.207,105.14,127.858,4.436,115.921,91.247,190.768,120.079,94.812,188.906,6.391,212.173,85.128,274.92,211.78,79.534,277.405,10.46,292.372,-38.784,402.832,285.346,-37.981,398.713,12.75,234.239,-164.755,457.439,230.407,-159.645,457.278,14.796,91.556,-194.44,488.214,91.988,-189.775,486.219,15.495,-42.472,-128.572,478.054,-38.474,-125.581,476.018,14.525,-99.001,-7.36,426.653,-96.13,-7.912,424.169,11.787,-100.27,104.177,332.958,-98.989,101.038,333.298,8.696,-82.574,166.74,240.927,-82.466,164.24,243.517,7.301,-63.222,177.389,182.246,-62.764,176.014,184.329,6.726,-32.975,163.993,145.46,-33.867,163.528,144.864,6.609,-15.021,150.02,97.238,-14.973,150.301,98.693,6.586,3.722,146.749,61.699,3.539,147.063,62.912,7.179,25.584,154.505,41.886,24.692,156.51,41.891,5.198,36.657,184.702,23.836,35.507,186.458,24.105,27.796,29.219,269.782,13.473,27.123,243.006,11.889,Schraubensalto C,generated_Mean_Schraubensalto C
