SprungID,Sprungtyp,avg_Acc_N_Fil,avg_Gyro_x_R,avg_Gyro_y_R,avg_Gyro_z_R,avg_Gyro_x_Fil,avg_Gyro_y_Fil,avg_Gyro_z_Fil
20191001-1148-FRANKFURT_1-01-209,Strecksprung,11.316,-6.041,1.062,5.313,-6.016,0.851,5.248
20191001-1148-FRANKFURT_1-01-122,Grätschwinkel,13.143,-5.032,-2.087,1.081,-4.987,-2.588,1.154
20191001-1202-FRANKFURT_2-01-41,3/4 Salto rw A,14.204,-0.752,-176.366,-12.177,-1.057,-174.791,-12.346
20190930-1153-FRANKFURT_1-01-137,Strecksprung,11.512,-3.046,-1.081,3.375,-3.084,-1.077,3.313
0110-MORITZ-01-33,Fliffis B,30.325,39.79,-129.861,-87.599,39.937,-128.893,-87.353
20191001-1148-FRANKFURT_1-01-140,Rudi,21.457,38.78,13.214,334.759,38.732,13.874,334.224
20190930-1616-FRANKFURT_1-01-301,Strecksprung,11.205,1.234,1.536,5.369,1.066,1.759,5.365
0827-BK1-01-56,Salto B,18.621,9.105,175.224,11.778,8.995,175.19,11.602
20191008-1157-FRANKFURT_1-01-54,Salto A,14.235,-16.719,200.012,-10.302,-16.509,199.262,-10.29
0115-MORITZ-03-178,Fliffis aus B,29.064,52.444,-97.273,-70.797,52.252,-96.58,-70.993
20191007-1159-FRANKFURT_1-01-201,Strecksprung,11.822,2.374,-3.825,0.155,2.568,-3.128,0.324
0115-MORITZ-03-3,Strecksprung,11.461,-0.875,1.153,4.36,-0.949,1.129,4.357
20191001-1202-FRANKFURT_2-01-46,Salto A,15.325,-19.163,-208.411,-5.957,-19.132,-207.74,-5.785
0115-CHARI-05-21,Salto B,19.561,-9.734,177.424,-8.628,-9.44,177.718,-8.541
0609-1-01-865,Von Bauch in Stand,10.347,1.209,16.728,6.427,1.114,17.147,6.268
0609-1-01-748,Doppelsalto C,30.224,13.937,408.115,-9.795,13.949,407.301,-9.91
0115-JANEIKE-01-54,Strecksprung,9.289,-1.634,1.51,-2.773,-1.492,1.62,-2.959
20191001-1202-FRANKFURT_2-01-81,3/4 Salto vw A,13.92,24.73,163.263,5.525,24.825,162.591,4.614
20191007-1159-FRANKFURT_1-01-417,Salto C,15.278,-0.343,208.772,7.006,-0.086,208.126,7.272
20191003-1152-FRANKFURT_1-01-159,Salto C,17.303,-6.588,198.02,2.413,-6.742,197.196,2.659
0609-1-01-513,Doppelsalto B,27.106,10.694,365.974,-14.478,10.78,365.571,-14.262
20191007-1159-FRANKFURT_1-01-266,Strecksprung,11.568,-4.979,-0.243,-0.756,-4.748,0.264,-0.939
20191007-1534-FRANKFURT_2-01-132,Fliffis B,32.212,-27.459,-204.073,144.382,-27.405,-204.618,144.609
0115-MORITZ-03-110,Strecksprung,11.12,-2.579,0.281,7.501,-2.684,0.274,7.529
0609-1-01-899,Doppelsalto C,31.225,8.496,422.952,1.238,8.346,421.971,1.54
20191007-1159-FRANKFURT_1-01-200,Barani B,17.381,23.798,-23.879,117.066,23.6,-24.487,116.933
20191007-1150-FRANKFURT_2-01-107,Salto B,18.491,14.871,208.537,3.922,14.694,207.641,3.702
0609-4-01-470,Salto C,13.743,3.384,184.578,8.823,3.062,183.556,8.93
20190930-1616-FRANKFURT_1-01-133,Fliffis C,30.92,-69.824,-184.22,101.626,-70.176,-183.198,102.01
20191007-1150-FRANKFURT_2-01-165,Cody C,23.144,6.946,237.487,-2.384,6.835,239.38,-2.922
0609-4-01-427,Salto C,14.13,-0.692,181.43,4.147,-0.802,180.218,4.463
20191007-1524-FRANKFURT_1-01-35,Barani A,17.001,-93.385,37.716,87.214,-93.269,37.796,87.949
20191007-1150-FRANKFURT_2-01-173,Fliffis C,40.332,-40.595,-273.094,136.663,-40.098,-273.03,136.433
20190930-1616-FRANKFURT_1-01-296,Doppelsalto C,33.24,6.587,386.502,4.61,6.348,385.845,4.427
20190930-1247-FRANKFURT_2-01-313,3/4 Salto rw A,14.702,13.868,156.693,-2.309,13.932,156.264,-3.129
20190930-1247-FRANKFURT_2-01-174,Rudi,18.063,61.865,4.723,309.326,61.457,4.535,309.32
20190930-1616-FRANKFURT_1-01-239,Salto C,14.647,-5.627,181.441,2.28,-5.534,180.274,2.276
0609-1-01-524,Doppelsalto B,27.776,20.619,379.13,-14.468,20.955,378.459,-14.328
0609-4-01-497,Fliffis B,30.224,-28.794,-118.171,125.856,-28.707,-118.041,125.912
20191001-1148-FRANKFURT_1-01-53,Barani A,17.63,-51.631,41.881,107.836,-51.669,42.574,108.253
0609-4-01-42,Fliffis B,26.149,-55.926,-82.166,128.7,-56.119,-82.595,128.596
0609-4-01-267,Fliffis C,29.641,-61.767,-130.72,114.185,-61.774,-130.91,114.232
20191007-1150-FRANKFURT_2-01-214,Fliffis C,39.427,-58.753,-263.304,122.962,-58.295,-263.424,122.54
20191007-1534-FRANKFURT_2-01-137,Schraubensalto A,19.771,53.965,117.303,206.097,53.568,117.149,206.019
20190930-1247-FRANKFURT_2-01-317,Barani C,19.249,-48.019,-48.335,100.207,-48.068,-47.711,99.925
20191007-1159-FRANKFURT_1-01-204,Strecksprung,11.711,3.579,-3.707,2.901,3.589,-3.01,3.268
0827-BK2-02-77,Salto B,16.344,12.172,187.405,-26.946,12.162,187.251,-26.813
0609-4-01-340,Salto C,13.273,1.898,180.067,11.96,1.659,178.902,11.988
0827-BK2-01-110,Salto A,12.385,6.013,172.94,-12.601,6.164,172.177,-12.545
20191001-1202-FRANKFURT_2-01-63,Bücksprung,14.432,6.289,1.875,5.519,6.246,0.908,5.043
0609-4-01-502,Salto C,13.063,3.743,188.04,2.32,3.634,186.449,2.386
20191003-1152-FRANKFURT_1-01-88,Barani A,17.51,100.211,-7.192,-93.291,100.254,-6.828,-93.083
0110-MORITZ-01-34,Voll- ein- voll- aus B,34.604,-223.268,43.526,-345.954,-223.304,43.255,-345.729
20191001-1148-FRANKFURT_1-01-218,Fliffis aus B,34.049,76.99,-208.416,91.614,77.01,-206.507,91.711
0115-CHARI-05-62,Fliffis- Rudi B,34.148,98.814,-171.725,272.502,98.501,-171.694,272.535
20191008-1207-FRANKFURT_2-01-144,Schraubensalto A,16.139,49.336,105.213,211.272,49.476,104.354,210.559
20190930-1616-FRANKFURT_1-01-31,Salto A,16.378,8.915,186.009,2.988,9.178,186.697,2.778
20191008-1207-FRANKFURT_2-01-38,Strecksprung,11.362,-0.059,6.067,2.332,-0.165,6.512,2.213
0609-4-01-229,Schraubensalto C,15.888,44.611,97.648,210.351,44.477,97.209,210.247
0609-4-01-372,Fliffis B,26.4,-30.516,-24.057,133.455,-30.612,-24.631,133.505
20191007-1524-FRANKFURT_1-01-276,Fliffis- Rudi B,39.407,114.932,-222.259,318.882,114.051,-219.755,318.17
0609-1-01-447,Doppelsalto B,28.325,9.869,373.789,-8.858,9.886,373.855,-8.706
0827-BK2-02-56,Strecksprung,11.503,-2.232,-6.297,-11.692,-2.124,-6.07,-12.034
20191007-1524-FRANKFURT_1-01-59,Barani A,20.449,-64.047,11.788,112.464,-64.11,11.986,112.388
0115-MORITZ-03-40,Fliffis- Rudi B,37.553,-95.731,-106.972,-235.151,-95.823,-106.132,-235.562
20191008-1207-FRANKFURT_2-01-339,Doppelsalto C,33.087,95.698,414.739,-65.408,95.12,413.407,-64.251
0110-MORITZ-01-126,Fliffis B,29.265,58.816,-117.212,-91.367,58.754,-116.434,-91.458
0609-1-01-205,Von Bauch in Stand,10.816,1.866,16.54,0.66,1.76,16.802,0.965
20191008-1157-FRANKFURT_1-01-179,Barani A,16.0,-40.178,54.974,104.162,-40.386,55.196,104.151
20191007-1150-FRANKFURT_2-01-153,Salto C,17.367,11.335,215.374,-13.094,11.218,214.51,-13.056
0827-BK2-01-10,Salto C,15.579,-0.127,163.67,-0.651,0.079,163.396,-0.685
0609-4-01-455,Salto C,13.23,-1.033,181.755,-0.031,-1.198,180.597,0.067
20190930-1153-FRANKFURT_1-01-95,Strecksprung,11.653,-0.064,3.111,-4.035,0.169,2.859,-3.776
20191007-1534-FRANKFURT_2-01-115,Strecksprung,11.581,-3.501,4.948,3.069,-3.598,4.905,3.094
20190930-1153-FRANKFURT_1-01-141,Salto B,17.262,17.5,190.91,9.935,17.68,190.218,9.889
20191001-1148-FRANKFURT_1-01-97,Grätschwinkel,16.149,4.532,-4.425,3.394,4.228,-3.368,3.061
0609-4-01-221,Strecksprung,11.174,-0.041,0.009,4.073,-0.057,-0.043,4.052
0609-1-01-39,Strecksprung,11.679,0.183,7.707,3.263,0.098,7.917,3.28
20191007-1159-FRANKFURT_1-01-118,Barani B,16.853,-39.15,36.759,103.851,-38.888,37.463,104.291
0115-MORITZ-03-149,Voll- ein- voll- aus A,37.021,-120.014,152.406,-402.743,-119.83,152.217,-402.204
20191007-1159-FRANKFURT_1-01-33,Salto C,14.352,10.483,203.11,-0.599,10.698,203.183,-0.809
0609-1-01-871,Doppelsalto C,31.876,16.37,416.587,-19.389,16.478,415.577,-19.432
20191007-1524-FRANKFURT_1-01-163,Fliffis- Rudi B,38.878,68.225,-218.967,329.093,68.068,-218.346,329.515
0609-1-01-875,Bauchsprung,12.422,1.483,-23.132,-2.852,1.631,-23.033,-2.875
20190930-1247-FRANKFURT_2-01-80,Salto A,15.35,3.296,200.769,-6.576,3.072,200.32,-6.287
20191007-1524-FRANKFURT_1-01-98,Salto A,15.005,0.955,216.575,-25.245,0.956,215.571,-25.58
0609-4-01-11,Fliffis B,30.277,-46.975,-123.793,113.061,-46.9,-122.816,113.074
20191007-1159-FRANKFURT_1-01-311,Strecksprung,13.807,-3.381,-28.056,5.391,-3.264,-28.183,5.479
0609-4-01-530,Barani C,17.318,-17.484,-46.932,129.658,-17.56,-46.715,129.554
20191008-1157-FRANKFURT_1-01-55,Strecksprung,10.919,-1.214,6.841,4.395,-1.052,7.266,4.284
0609-4-01-417,Salto C,13.652,3.72,178.178,-0.188,3.822,177.11,-0.364
0609-1-01-377,Doppelsalto B,27.974,19.612,380.311,-21.182,19.727,380.166,-20.92
0609-1-01-21,Fliffis C,31.851,17.464,-215.188,-100.93,17.702,-215.414,-100.548
20191003-1152-FRANKFURT_1-01-61,3/4 Salto rw A,13.278,-7.096,170.299,5.029,-6.948,169.614,5.403
20191008-1207-FRANKFURT_2-01-115,Cody C,21.252,1.201,235.481,-15.307,0.129,237.639,-15.538
0609-1-01-687,Bauchsprung,11.66,0.043,-19.854,-2.431,0.308,-19.968,-2.387
20191007-1534-FRANKFURT_2-01-79,Barani A,15.272,-66.094,38.879,120.425,-66.007,38.89,120.212
20191001-1148-FRANKFURT_1-01-72,Fliffis aus C,35.404,16.118,-220.55,103.616,15.836,-220.297,103.898
20191008-1157-FRANKFURT_1-01-355,Barani A,14.871,-21.434,47.783,112.294,-21.655,45.992,112.414
20190930-1247-FRANKFURT_2-01-106,3/4 Salto rw A,12.253,7.456,154.992,-4.26,7.271,154.299,-4.342
0110-MORITZ-01-97,Fliffis B,32.054,7.299,-169.042,-89.68,7.644,-168.09,-89.954
0609-4-01-47,Fliffis B,31.949,-3.239,-185.775,135.495,-2.989,-184.842,135.446
20191008-1207-FRANKFURT_2-01-101,Barani A,16.481,-79.527,26.424,98.687,-80.164,28.227,97.744
0609-4-01-377,Fliffis B,31.604,-61.941,-74.744,120.025,-61.969,-73.858,120.02
0110-MORITZ-01-73,Strecksprung,10.981,-1.125,0.279,4.109,-1.116,0.295,4.11
20191007-1524-FRANKFURT_1-01-143,Salto B,18.314,15.057,213.096,-24.943,15.965,209.902,-27.375
0827-BK2-02-48,Strecksprung,12.373,-6.758,-5.701,-16.903,-6.792,-5.276,-17.358
0115-CHARI-05-63,Doppelsalto B,29.385,-12.728,379.091,0.714,-12.666,379.132,0.492
0609-1-01-824,Von Bauch in Stand,10.765,-1.341,22.023,2.624,-1.317,22.427,2.508
20191007-1534-FRANKFURT_2-01-34,Barani A,16.262,-64.897,38.988,120.868,-64.735,38.131,119.807
0827-BK2-02-16,Salto C,16.531,6.395,182.699,-29.896,6.241,182.446,-29.733
20190930-1153-FRANKFURT_1-01-76,Salto C,17.348,19.035,176.417,0.861,19.069,175.845,1.126
0115-JANEIKE-01-111,Triffis C,55.646,-41.98,-411.011,-85.757,-42.26,-411.854,-86.478
0609-1-01-122,Von Bauch in Stand,12.37,2.024,16.981,3.53,1.848,17.55,3.232
20190930-1247-FRANKFURT_2-01-152,Barani C,17.265,-58.051,-43.04,102.84,-58.435,-42.378,102.882
20191007-1150-FRANKFURT_2-01-82,Grätschwinkel,14.516,1.197,4.109,0.873,1.358,4.29,1.297
0609-1-01-157,Von Bauch in Stand,11.255,4.554,19.062,6.141,4.53,19.633,5.789
20191008-1207-FRANKFURT_2-01-305,Fliffis- Rudi C,42.046,23.67,-159.709,369.037,22.831,-158.332,368.894
0609-1-01-163,Bauchsprung,11.02,0.478,-21.319,-3.863,0.515,-21.474,-3.515
20190930-1616-FRANKFURT_1-01-29,Salto B,16.892,6.43,196.962,5.89,6.717,196.319,6.312
20191001-1202-FRANKFURT_2-01-27,Salto B,18.752,-21.367,-215.338,-8.357,-21.534,-213.947,-7.228
20190930-1247-FRANKFURT_2-01-221,Schraubensalto,14.898,44.191,102.286,189.844,44.404,102.508,189.707
0609-1-01-49,Salto C,15.901,19.173,181.303,-7.287,19.062,181.054,-7.043
0609-1-01-850,Von Bauch in Stand,12.969,1.672,23.655,8.248,1.862,23.457,8.07
20191003-1152-FRANKFURT_1-01-27,3/4 Salto rw A,13.017,-12.428,174.805,7.491,-11.986,174.323,7.519
0115-JANEIKE-01-112,Salto B,17.638,19.082,180.601,-8.168,19.154,181.379,-7.864
0609-1-01-591,Salto C,15.792,7.007,191.47,-11.316,7.053,191.649,-11.286
0827-BK1-01-76,Salto B,16.584,1.82,176.338,7.837,1.702,176.048,7.9
20191003-1152-FRANKFURT_1-01-18,Strecksprung,10.649,-2.938,-8.366,2.532,-2.839,-8.298,2.762
0827-BK1-01-7,Salto C,15.922,-2.338,175.6,3.869,-2.469,175.431,3.848
20191008-1157-FRANKFURT_1-01-201,Salto A,16.269,-10.694,201.202,-12.343,-10.604,200.704,-12.209
0609-4-01-590,Barani C,17.452,6.455,-35.355,129.366,6.463,-35.388,129.257
20191008-1207-FRANKFURT_2-01-342,Schraubensalto A,13.972,63.005,112.083,193.468,62.995,111.223,194.036
0115-MORITZ-03-82,Salto C,15.548,1.708,163.504,7.436,1.55,162.899,7.271
0110-JANEIKE-01-27,Strecksprung,9.762,1.066,-9.549,-15.087,0.963,-9.429,-15.227
0115-JANEIKE-01-48,Strecksprung,12.037,-2.436,3.338,-0.307,-2.345,3.247,-0.519
0609-1-01-775,Bauchsprung,13.083,1.56,-18.533,-5.677,1.402,-18.71,-5.285
0609-4-01-596,Barani C,17.434,5.682,-48.699,123.13,5.703,-48.679,123.252
0110-MORITZ-01-140,Fliffis B,27.515,59.483,-135.707,-94.221,59.226,-136.034,-94.747
20191001-1148-FRANKFURT_1-01-91,Strecksprung,11.239,-3.242,5.19,3.392,-3.176,5.138,3.254
20191007-1159-FRANKFURT_1-01-194,Strecksprung,10.947,-0.368,2.484,5.762,-0.436,2.272,5.612
0609-4-01-84,Schraubensalto C,16.799,58.271,98.988,213.916,57.863,98.528,213.703
20191008-1157-FRANKFURT_1-01-216,Salto B,19.431,-8.175,203.645,-5.328,-8.06,203.363,-5.252
0110-JANEIKE-01-89,Strecksprung,11.361,-4.466,-8.309,-14.503,-4.292,-8.34,-14.547
20191001-1148-FRANKFURT_1-01-221,Salto rw A,16.708,-4.815,211.934,-14.273,-4.702,211.735,-14.163
0609-4-01-458,Salto C,13.616,4.493,187.655,0.454,4.45,186.661,0.344
20191003-1152-FRANKFURT_1-01-43,Cody C,22.597,-17.897,227.292,-2.699,-17.744,227.483,-3.004
0827-BK2-01-16,Salto C,16.205,3.344,164.417,-5.101,3.554,164.138,-5.449
0115-MORITZ-03-117,Voll- ein- voll- aus B,34.785,-186.406,79.895,-393.198,-186.652,78.564,-393.134
0609-4-01-158,Schraubensalto C,17.243,42.698,92.348,214.837,42.479,91.915,214.488
0609-1-01-153,Strecksprung,10.216,0.718,0.107,-0.653,0.52,0.276,-0.467
0110-MORITZ-01-60,Salto C,14.444,-8.487,166.223,6.869,-8.602,165.616,6.992
20191003-1152-FRANKFURT_1-01-16,Grätschwinkel,14.195,-1.336,6.2,4.913,-1.767,6.85,5.05
20191007-1534-FRANKFURT_2-01-52,Barani A,19.13,-50.607,53.54,118.401,-50.676,53.506,118.553
0609-1-01-860,Von Bauch in Stand,11.339,0.484,19.628,3.081,0.575,20.179,3.057
0609-1-01-297,Strecksprung,9.751,-0.649,-1.158,2.94,-0.512,-1.29,2.903
20191008-1157-FRANKFURT_1-01-390,Grätschwinkel,14.551,1.403,-2.381,5.172,1.193,-0.165,5.198
20190930-1153-FRANKFURT_1-01-201,Schraubensalto,14.566,10.902,62.982,214.788,10.896,62.2,214.575
0609-1-01-57,Salto C,16.669,4.329,184.04,-11.869,4.167,183.701,-11.704
20191008-1207-FRANKFURT_2-01-255,Fliffis C,35.449,-4.797,-230.706,136.163,-5.11,-230.03,135.784
0115-JANEIKE-01-21,Fliffis B,30.11,1.13,-182.677,-110.66,1.117,-182.131,-110.591
0115-MORITZ-03-30,Strecksprung,10.578,-2.0,-0.326,6.252,-2.072,-0.298,6.256
20191001-1202-FRANKFURT_2-01-141,Salto A,16.435,-13.344,-216.757,-16.935,-13.343,-215.093,-16.383
20191008-1207-FRANKFURT_2-01-60,Salto A,15.543,11.279,198.273,-43.165,11.402,199.376,-40.292
20191007-1150-FRANKFURT_2-01-160,Strecksprung,10.289,3.857,3.11,-0.023,3.715,3.086,0.087
20191003-1152-FRANKFURT_1-01-14,3/4 Salto rw A,13.356,-4.854,171.961,1.119,-4.625,171.32,1.247
20190930-1616-FRANKFURT_1-01-57,Barani C,16.099,-38.476,-67.461,113.601,-38.446,-67.53,113.616
20191008-1207-FRANKFURT_2-01-174,Schraubensalto A,15.532,41.942,92.307,209.41,41.789,91.359,209.776
20191007-1159-FRANKFURT_1-01-99,Strecksprung,10.744,-0.481,2.11,4.291,-0.563,2.283,4.369
20191003-1152-FRANKFURT_1-01-28,Cody C,21.737,-25.177,225.585,-1.445,-25.441,225.628,-1.172
0609-1-01-646,Bauchsprung,12.019,0.283,-22.895,-3.875,0.354,-22.926,-3.852
20191007-1159-FRANKFURT_1-01-348,3/4 Salto vw A,14.085,6.708,-153.747,13.53,6.59,-153.948,13.566
0110-MORITZ-01-78,Fliffis- Rudi B,34.609,-93.572,-126.124,-242.487,-93.617,-125.876,-242.771
20191008-1157-FRANKFURT_1-01-158,Barani A,17.798,-29.468,54.137,109.138,-29.546,54.666,109.57
0609-1-01-289,Doppelsalto B,27.29,12.112,399.137,-11.195,12.135,398.299,-10.847
20191007-1534-FRANKFURT_2-01-48,Barani A,16.629,-55.692,41.53,114.476,-55.467,41.155,114.067
20191008-1157-FRANKFURT_1-01-296,Grätschwinkel,13.559,-1.73,-5.222,6.747,-1.735,-6.673,6.677
0827-BK2-02-71,Salto B,19.479,9.324,183.111,-17.79,9.36,182.982,-18.062
20191007-1159-FRANKFURT_1-01-400,3/4 Salto vw A,13.187,5.603,-155.506,9.661,5.505,-155.633,9.782
20191007-1524-FRANKFURT_1-01-51,Barani A,18.087,-56.607,18.582,105.888,-56.026,17.607,107.464
0609-4-01-346,Fliffis B,28.461,-64.496,-106.482,128.917,-64.603,-106.03,128.876
0609-1-01-214,Doppelsalto B,27.475,19.281,398.35,-6.979,19.467,397.548,-6.953
20191008-1207-FRANKFURT_2-01-229,Salto A,15.521,10.507,209.826,-19.363,10.551,210.045,-19.042
0609-1-01-557,Salto C,16.375,17.157,189.116,-5.873,16.95,189.133,-5.879
0609-1-01-251,Bauchsprung,12.301,-0.923,-18.579,-6.631,-0.744,-18.603,-6.591
0609-4-01-444,Strecksprung,10.781,-1.342,3.953,1.111,-1.335,3.99,1.24
0609-1-01-31,Salto C,16.329,12.898,184.777,-9.967,12.749,184.291,-9.965
20190930-1247-FRANKFURT_2-01-44,Salto B,15.526,-0.358,213.225,-0.31,-0.361,213.468,-0.329
20191007-1524-FRANKFURT_1-01-211,Fliffis- Rudi B,39.887,53.161,-168.359,335.884,52.804,-167.663,335.64
0609-1-01-880,Bauchsprung,11.747,-0.266,-22.842,-4.824,-0.19,-23.043,-4.258
0609-4-01-205,Schraubensalto C,16.823,46.906,102.59,209.783,46.705,102.214,209.729
0609-4-01-258,Salto C,15.239,1.804,180.429,5.263,1.935,179.892,5.25
20191007-1534-FRANKFURT_2-01-120,Salto C,18.099,7.139,221.73,-14.988,7.113,220.132,-14.693
20191008-1207-FRANKFURT_2-01-361,Fliffis B,33.33,-77.908,-201.51,182.464,-77.869,-200.685,180.09
20191008-1207-FRANKFURT_2-01-118,Barani A,18.258,-50.19,22.231,129.431,-50.153,22.162,129.192
0609-4-01-168,Schraubensalto C,17.126,40.301,83.971,211.364,40.18,83.599,211.143
0115-MORITZ-03-86,Doppelsalto B,31.221,-12.756,386.469,4.521,-12.724,386.105,4.393
20190930-1247-FRANKFURT_2-01-269,Salto A,15.096,8.322,190.014,-11.817,8.343,189.654,-11.754
0609-1-01-731,Von Bauch in Stand,13.271,-0.359,26.492,-1.115,-0.148,26.632,-0.347
0827-BK2-01-71,Salto B,17.748,-7.514,170.05,-16.002,-7.521,169.864,-16.095
20191007-1524-FRANKFURT_1-01-217,Fliffis C,39.683,-44.396,-232.467,144.403,-44.564,-230.983,143.269
0609-1-01-804,Von Bauch in Stand,11.203,3.638,25.073,6.871,3.582,25.125,6.657
20191007-1150-FRANKFURT_2-01-200,Strecksprung,10.157,-1.801,1.315,0.558,-1.873,1.159,0.039
0609-4-01-446,Fliffis B,30.002,-55.939,-67.924,113.259,-55.862,-67.417,112.967
0110-MORITZ-01-125,Salto C,15.242,-1.967,170.225,6.338,-1.935,169.563,6.01
0609-1-01-823,Bauchsprung,11.761,0.16,-20.701,-4.919,0.233,-21.124,-4.755
20190930-1247-FRANKFURT_2-01-268,Schraubensalto,16.257,58.492,114.528,197.059,58.407,114.93,197.258
20191007-1150-FRANKFURT_2-01-141,Salto A,16.108,11.597,205.079,-5.291,11.251,203.829,-5.345
20190930-1616-FRANKFURT_1-01-269,Strecksprung,10.601,-2.915,-0.377,0.655,-2.949,-0.449,0.603
20191007-1159-FRANKFURT_1-01-325,Schraubensalto A,23.747,111.804,52.613,321.795,111.613,53.487,322.304
20190930-1247-FRANKFURT_2-01-127,3/4 Salto rw A,14.954,11.067,154.461,-0.954,10.965,154.428,-1.312
0827-BK2-02-19,Salto C,15.285,15.728,183.306,-24.943,15.652,183.072,-24.837
20191008-1207-FRANKFURT_2-01-187,Salto A,15.756,30.919,204.054,-16.168,31.144,203.882,-16.811
20191008-1157-FRANKFURT_1-01-132,Strecksprung,11.063,-3.215,-0.513,-8.354,-3.022,-0.594,-7.998
0827-BK1-01-26,Salto C,16.195,6.32,179.403,6.409,6.337,179.323,6.383
20191007-1150-FRANKFURT_2-01-79,Strecksprung,11.544,1.182,4.362,0.913,1.211,4.332,0.884
20190930-1153-FRANKFURT_1-01-185,Salto C,16.227,20.968,183.017,-5.452,20.994,182.503,-4.851
20191008-1157-FRANKFURT_1-01-319,Salto B,17.446,-6.64,196.793,-13.422,-6.409,195.859,-13.428
20191007-1159-FRANKFURT_1-01-344,Schraubensalto A,20.965,141.986,31.107,307.696,141.821,31.752,307.585
0115-JANEIKE-01-67,Strecksprung,10.888,1.713,-0.515,-6.278,1.499,-0.323,-5.898
0115-CHARI-05-133,1 3/4 Salto vw C,25.231,6.579,-336.545,6.097,6.593,-336.398,5.574
20191008-1207-FRANKFURT_2-01-203,Barani A,18.986,-79.538,34.723,102.401,-79.471,34.762,100.963
20191008-1207-FRANKFURT_2-01-217,Schraubensalto A,16.205,25.587,90.984,205.137,25.563,90.401,205.433
20191007-1524-FRANKFURT_1-01-55,Barani A,18.274,-66.981,30.703,95.408,-66.914,31.23,98.361
20191008-1207-FRANKFURT_2-01-26,Salto B,19.386,15.912,195.165,-10.984,15.808,196.556,-12.529
20191001-1148-FRANKFURT_1-01-54,Salto rw A,14.089,-10.764,201.91,1.424,-10.493,201.35,0.411
0609-4-01-442,Strecksprung,10.446,-2.896,2.554,2.216,-3.007,2.47,2.304
0609-4-01-86,Strecksprung,9.89,0.405,3.088,2.504,0.465,3.069,2.423
0115-CHARI-05-26,Strecksprung,10.255,-2.994,-6.172,-16.438,-2.889,-6.16,-16.425
0115-JANEIKE-01-15,Triffis C,55.09,-29.385,-407.717,-82.898,-29.405,-407.048,-83.518
20191008-1207-FRANKFURT_2-01-45,Salto A,17.137,16.995,198.537,-19.947,16.546,199.541,-20.423
0115-MORITZ-03-181,Strecksprung,12.651,-1.126,0.627,3.41,-1.017,0.792,3.363
0115-CHARI-05-109,Voll- ein 1 3/4 Salto vw C,27.456,98.289,-225.504,155.169,97.931,-225.117,154.706
20191007-1150-FRANKFURT_2-01-72,Salto A,16.135,10.956,214.142,-9.421,11.273,213.766,-9.669
0609-1-01-569,Salto C,16.084,12.156,190.695,-10.062,12.188,190.871,-9.93
0609-4-01-305,Fliffis C,31.123,-45.395,-155.332,131.384,-45.341,-154.867,131.517
0609-1-01-830,Doppelsalto C,31.648,0.618,421.049,-25.898,0.528,420.255,-25.776
20191003-1152-FRANKFURT_1-01-93,Strecksprung,10.637,-0.152,-0.366,1.767,-0.23,-0.427,1.909
0609-1-01-206,Doppelsalto B,26.386,0.745,399.546,-2.134,0.74,398.833,-2.268
20190930-1153-FRANKFURT_1-01-244,Fliffis- Rudi C,38.204,37.903,-189.588,311.814,37.476,-189.152,312.384
0609-1-01-788,Bauchsprung,12.467,-2.937,-20.322,-4.877,-2.705,-20.613,-4.595
0115-CHARI-05-189,Voll- ein 1 3/4 Salto vw C,28.17,89.087,-220.993,133.894,89.088,-220.478,134.012
20191007-1534-FRANKFURT_2-01-104,Schraubensalto A,16.696,53.974,117.04,205.517,53.81,116.299,205.539
0609-4-01-534,Barani C,17.807,-26.373,-37.494,123.398,-26.431,-37.501,123.382
20191007-1150-FRANKFURT_2-01-231,Strecksprung,10.652,1.472,2.723,1.281,1.597,2.811,1.195
0609-1-01-492,Doppelsalto B,25.211,4.32,361.219,-8.479,4.202,360.303,-8.227
20191007-1150-FRANKFURT_2-01-59,Salto B,18.531,16.793,215.833,-8.314,16.862,215.778,-8.149
0609-1-01-741,Bauchsprung,10.093,-3.125,-22.976,-1.69,-3.086,-23.249,-2.267
20191007-1159-FRANKFURT_1-01-399,Salto C,15.81,8.026,205.958,-8.533,8.155,205.224,-8.88
0609-4-01-380,Strecksprung,11.348,-0.595,4.373,-0.488,-0.498,4.809,-0.352
20190930-1247-FRANKFURT_2-01-265,Grätschwinkel,12.942,-6.933,5.87,2.836,-6.66,5.909,3.134
0609-1-01-104,Doppelsalto C,29.192,28.098,390.4,-3.516,28.342,389.411,-3.203
0609-1-01-165,Doppelsalto C,30.131,28.018,391.172,-0.922,28.143,390.604,-0.828
20191008-1207-FRANKFURT_2-01-343,Salto C,18.814,38.64,204.322,-36.752,38.413,204.108,-36.916
0609-1-01-810,Von Bauch in Stand,10.887,2.095,21.933,1.431,1.936,22.352,1.37
0827-BK1-01-74,Salto B,18.81,-4.742,171.023,14.735,-4.748,171.036,14.58
20191007-1159-FRANKFURT_1-01-213,Barani B,19.435,-3.725,-17.592,106.832,-3.473,-20.253,107.694
0609-1-01-314,Salto C,15.618,20.783,195.055,-4.984,20.69,195.555,-5.13
20191007-1524-FRANKFURT_1-01-168,Strecksprung,9.94,-0.017,-3.789,-0.186,-0.002,-3.832,0.003
0609-1-01-420,Doppelsalto B,27.424,3.07,381.311,-12.207,3.064,381.278,-11.966
