SprungID,Sprungtyp,avg_Acc_N_Fil,avg_Gyro_x_R,avg_Gyro_y_R,avg_Gyro_z_R,avg_Gyro_x_Fil,avg_Gyro_y_Fil,avg_Gyro_z_Fil
20190930-1153-FRANKFURT_1-01-249,Strecksprung,12.579,-2.764,0.818,-3.931,-2.665,0.709,-3.799
0115-CHARI-05-57,Strecksprung,11.151,-2.872,-7.635,-13.674,-2.81,-7.728,-13.612
20190930-1153-FRANKFURT_1-01-166,Schraubensalto,14.651,34.353,42.931,215.684,34.345,42.278,215.876
20191003-1152-FRANKFURT_1-01-106,Salto C,17.114,-7.672,199.17,-4.862,-7.711,198.806,-4.632
20191007-1150-FRANKFURT_2-01-225,Salto A,14.372,21.725,218.126,6.194,21.615,217.281,6.177
20191008-1207-FRANKFURT_2-01-240,Salto B,19.114,17.645,196.004,-10.086,17.574,194.506,-9.951
20190930-1247-FRANKFURT_2-01-47,Salto C,14.477,-4.636,209.419,5.342,-4.483,209.159,5.255
20191007-1150-FRANKFURT_2-01-86,Salto A,15.4,7.956,214.324,-1.77,7.947,213.688,-2.398
20191003-1152-FRANKFURT_1-01-103,Salto A,15.27,-9.787,216.411,0.769,-9.715,216.508,0.961
20190930-1153-FRANKFURT_1-01-241,Schraubensalto,16.788,16.005,56.168,204.608,16.195,56.514,204.565
20190930-1153-FRANKFURT_1-01-140,Cody C,21.688,18.477,211.633,1.822,18.481,212.939,1.307
20191007-1150-FRANKFURT_2-01-129,Barani A,16.83,-68.911,41.424,104.127,-69.029,41.06,104.529
20191001-1202-FRANKFURT_2-01-131,Salto A,14.72,3.386,-206.782,-12.263,3.491,-206.308,-12.605
0827-BK2-01-106,Salto A,14.512,12.069,170.59,-3.422,12.011,170.095,-3.286
20191003-1152-FRANKFURT_1-01-107,Strecksprung,10.741,2.866,1.549,8.854,2.864,2.11,8.657
20191003-1152-FRANKFURT_1-01-65,Barani A,17.633,75.643,21.915,-106.312,75.709,22.297,-106.196
20191001-1148-FRANKFURT_1-01-74,Barani A,14.014,-51.853,33.084,119.707,-51.738,33.043,119.706
20191008-1207-FRANKFURT_2-01-172,Barani A,16.94,-73.627,17.997,110.97,-73.834,18.676,110.511
20191007-1150-FRANKFURT_2-01-234,Salto B,16.49,20.846,210.794,-4.906,20.477,210.041,-5.656
20191003-1152-FRANKFURT_1-01-114,Strecksprung,11.055,-3.586,-1.087,2.296,-3.536,-1.087,2.208
0609-1-01-386,Salto C,16.701,11.644,189.482,-7.971,11.6,189.729,-8.112
0110-MORITZ-01-49,Salto A,14.94,-15.378,200.857,-7.401,-15.233,200.997,-7.328
0609-4-01-163,Strecksprung,10.829,-0.69,3.042,1.806,-0.675,2.967,1.757
20191008-1207-FRANKFURT_2-01-192,Strecksprung,10.092,-2.643,-0.728,1.979,-2.63,-0.852,1.721
0609-4-01-606,Barani C,18.309,-2.912,-48.498,124.272,-2.843,-48.399,124.47
20191007-1159-FRANKFURT_1-01-107,Barani B,15.949,28.815,-16.97,114.243,28.863,-16.239,114.041
20191008-1157-FRANKFURT_1-01-269,Strecksprung,10.855,-2.976,-0.789,2.763,-3.022,-0.68,2.598
0609-4-01-582,Barani C,17.168,-9.176,-24.211,122.151,-9.209,-24.366,122.211
20191001-1202-FRANKFURT_2-01-93,Hocksprung,13.611,1.603,-6.114,3.866,1.624,-6.744,2.66
0609-4-01-362,Fliffis B,28.899,-54.191,-75.841,122.302,-54.176,-75.759,122.645
20191001-1148-FRANKFURT_1-01-75,Salto rw A,17.07,-3.126,199.297,-10.409,-3.298,199.742,-10.33
0115-MORITZ-03-128,Salto C,15.651,-3.316,167.082,6.105,-3.389,166.488,5.875
0609-1-01-552,Doppelsalto B,29.003,11.514,392.346,-15.906,11.5,391.299,-15.944
20191007-1524-FRANKFURT_1-01-75,Fliffis- Rudi B,36.456,125.986,-200.895,333.781,125.296,-197.727,335.631
0115-MORITZ-03-145,Voll- ein- voll- aus B,33.716,-142.291,88.427,-355.923,-142.633,87.41,-356.09
0609-1-01-558,Doppelsalto B,26.64,5.987,379.918,-7.869,6.323,379.732,-7.86
20191008-1157-FRANKFURT_1-01-141,Schraubensalto A,17.413,45.833,114.533,209.082,45.973,114.176,209.194
20190930-1616-FRANKFURT_1-01-181,Fliffis C,33.766,-49.277,-182.128,97.699,-48.906,-181.466,97.748
0609-4-01-119,Strecksprung,10.418,3.131,6.902,3.2,3.023,6.793,3.214
20191007-1524-FRANKFURT_1-01-178,Doppelsalto B,33.62,43.281,407.71,-27.072,43.655,407.861,-27.339
0609-1-01-776,Von Bauch in Stand,10.483,-4.003,19.009,2.408,-3.81,19.248,2.035
20191008-1207-FRANKFURT_2-01-306,Salto B,17.983,16.258,201.7,-44.896,16.828,199.6,-44.48
20191007-1524-FRANKFURT_1-01-180,Salto B,20.251,19.233,207.148,-2.507,19.573,209.404,-4.506
0609-1-01-811,Doppelsalto C,31.465,5.601,413.727,-21.65,5.82,413.102,-21.506
0609-1-01-361,Doppelsalto B,29.329,10.778,380.755,-13.41,10.944,380.622,-13.478
0609-4-01-550,Barani C,16.72,-8.566,-46.477,128.906,-8.637,-46.315,128.821
20191007-1150-FRANKFURT_2-01-154,Fliffis C,40.775,-42.579,-261.712,127.514,-42.192,-261.596,127.046
0115-JANEIKE-01-14,Salto B,17.343,24.141,180.358,-27.037,24.119,179.888,-26.674
0609-1-01-466,Doppelsalto B,28.089,18.09,372.852,-10.905,18.161,372.457,-10.742
20191008-1207-FRANKFURT_2-01-33,Strecksprung,9.786,-0.245,-0.376,5.237,-0.326,-0.71,5.534
20191007-1524-FRANKFURT_1-01-77,Fliffis- Rudi C,44.294,131.627,-196.662,352.306,131.983,-197.623,352.776
0609-1-01-223,Von Bauch in Stand,11.912,3.692,21.705,2.27,3.473,22.71,2.252
20191007-1524-FRANKFURT_1-01-252,Doppelsalto B,29.846,52.162,419.099,-34.826,52.523,416.469,-33.595
0609-1-01-595,Doppelsalto B,26.843,7.113,378.318,-10.985,7.136,377.402,-10.774
0609-1-01-103,Von Bauch in Stand,11.695,1.473,24.589,1.933,1.037,24.878,1.934
20191007-1150-FRANKFURT_2-01-219,Strecksprung,10.843,-1.396,2.728,-0.279,-1.369,2.822,-0.038
20190930-1247-FRANKFURT_2-01-111,Schraubensalto,15.611,50.924,117.016,208.033,51.191,116.984,207.564
0827-BK1-01-22,Salto C,15.822,2.017,173.57,8.339,2.042,173.618,8.144
0609-4-01-501,Strecksprung,13.35,0.499,-2.246,8.122,0.754,-0.963,7.696
20191008-1157-FRANKFURT_1-01-333,Barani A,16.935,-50.968,67.143,105.538,-51.15,66.226,104.847
0827-BK2-01-96,Salto A,13.454,-0.532,172.523,-13.96,-0.419,171.994,-13.939
0827-BK2-02-25,Salto C,17.045,9.765,181.864,-26.093,9.677,181.688,-25.917
20190930-1616-FRANKFURT_1-01-28,Salto B,18.146,8.011,201.864,11.488,8.065,201.521,11.38
0115-MORITZ-03-83,Voll- ein- Rudi- aus B,38.977,-213.705,-66.198,-403.544,-213.658,-65.703,-403.306
20191008-1207-FRANKFURT_2-01-171,Salto C,17.739,16.311,202.491,-19.17,16.714,201.573,-18.566
0827-BK2-02-147,Salto A,14.096,9.612,184.402,-22.01,9.549,184.334,-22.037
0110-MORITZ-01-31,Fliffis- Rudi B,34.876,-89.616,-124.479,-250.304,-89.668,-123.705,-250.225
20191001-1202-FRANKFURT_2-01-77,Barani A,17.328,40.912,-21.875,123.015,41.068,-21.614,123.243
20191008-1207-FRANKFURT_2-01-341,Salto A,16.232,40.346,208.838,-53.347,40.403,209.408,-53.667
0827-BK2-02-22,Salto C,17.089,2.2,180.073,-27.066,2.225,180.099,-27.042
0609-1-01-753,Doppelsalto C,30.772,15.34,407.703,-15.829,15.387,407.136,-15.561
20191007-1150-FRANKFURT_2-01-212,Fliffis B,33.257,-9.99,-226.9,124.672,-10.161,-226.448,124.188
0609-4-01-135,Schraubensalto C,14.43,51.121,104.095,225.868,50.731,103.22,225.444
0609-1-01-334,Strecksprung,10.767,2.182,0.699,2.252,2.367,0.761,2.111
20191007-1150-FRANKFURT_2-01-69,Salto B,18.801,23.466,209.727,-7.779,23.035,208.42,-8.856
20191008-1157-FRANKFURT_1-01-218,Salto A,14.818,-7.542,205.602,-6.61,-7.534,205.097,-6.521
20191008-1157-FRANKFURT_1-01-111,Barani A,17.016,-47.846,35.519,113.789,-47.746,36.399,113.958
20191003-1152-FRANKFURT_1-01-64,Salto B,18.528,-17.534,208.471,-1.543,-17.512,207.789,-1.694
20190930-1153-FRANKFURT_1-01-219,Salto A,13.443,15.819,177.67,3.623,15.841,177.608,3.639
0827-BK2-02-49,Strecksprung,10.941,-2.8,-8.408,-16.426,-2.714,-8.098,-16.085
0609-4-01-479,Salto C,13.567,1.829,184.205,6.537,1.567,182.956,6.395
0609-1-01-546,Salto C,15.839,13.23,188.297,-15.339,13.142,188.481,-15.223
0115-MORITZ-03-130,Voll- ein- voll- aus B,33.124,-166.487,78.104,-371.855,-166.758,76.99,-372.002
0609-4-01-63,Fliffis B,30.644,-53.25,-74.859,119.185,-53.253,-74.259,119.065
20190930-1616-FRANKFURT_1-01-222,Strecksprung,12.334,-1.577,8.663,4.722,-1.675,9.109,4.708
20190930-1616-FRANKFURT_1-01-79,Strecksprung,12.339,-1.806,-7.006,11.687,-1.809,-6.204,10.569
0609-4-01-16,Fliffis B,29.411,-42.542,-95.365,123.434,-42.507,-95.174,123.389
0115-MORITZ-03-84,1/2 ein 1/2 aus C,28.291,-90.792,7.099,-110.459,-90.923,5.951,-111.234
0609-1-01-809,Bauchsprung,12.285,-1.782,-17.839,-2.771,-1.755,-17.981,-2.556
0609-4-01-262,Salto C,12.813,1.781,183.359,-1.295,1.74,182.082,-1.128
0609-4-01-32,Fliffis B,30.31,-60.331,-83.581,112.278,-60.278,-82.853,112.18
20191008-1157-FRANKFURT_1-01-178,Salto B,16.33,18.276,204.61,-17.774,18.437,203.646,-17.898
20191008-1207-FRANKFURT_2-01-9,Salto B,18.849,6.763,205.486,-12.764,6.722,204.674,-13.126
20191003-1152-FRANKFURT_1-01-29,Grätschwinkel,14.71,-5.43,9.219,8.11,-5.477,9.886,7.724
20191007-1159-FRANKFURT_1-01-323,Barani A,17.201,-43.783,56.736,105.886,-43.939,57.811,105.68
0115-MORITZ-03-177,Salto C,15.728,0.8,165.014,0.471,0.952,164.522,0.49
0827-BK1-01-9,Strecksprung,9.435,-0.785,3.758,-0.128,-0.816,3.648,0.107
20190930-1616-FRANKFURT_1-01-15,Salto A,16.379,2.098,190.568,2.09,2.438,191.242,1.819
0115-MORITZ-03-162,Salto C,15.573,-3.561,165.538,10.076,-3.61,164.948,10.171
20191007-1524-FRANKFURT_1-01-97,Fliffis C,37.445,-51.086,-255.455,167.845,-50.962,-254.632,168.808
0609-1-01-341,Doppelsalto B,26.791,11.44,380.122,-5.315,11.573,379.829,-5.054
20191007-1524-FRANKFURT_1-01-281,Doppelsalto C,32.84,55.198,433.319,-54.01,56.086,429.658,-51.678
0609-4-01-251,Salto C,13.13,-2.805,188.269,6.557,-2.862,187.04,6.78
20190930-1153-FRANKFURT_1-01-108,Doppelsalto C,33.284,19.944,383.506,18.327,20.097,383.482,18.184
20191008-1157-FRANKFURT_1-01-17,Salto A,15.914,-9.457,203.94,-12.453,-9.411,203.761,-12.091
20191003-1152-FRANKFURT_1-01-17,Salto B,19.549,-12.097,210.901,8.642,-12.085,210.699,8.32
20190930-1247-FRANKFURT_2-01-108,Grätschwinkel,13.15,-6.506,-1.074,4.941,-6.374,-0.528,5.032
20190930-1153-FRANKFURT_1-01-243,Salto C,15.648,19.188,187.083,-9.46,19.703,186.316,-9.559
20190930-1616-FRANKFURT_1-01-240,Fliffis C,34.781,-46.704,-205.043,85.985,-47.098,-203.84,86.21
0609-1-01-743,Doppelsalto C,31.429,21.99,414.584,-14.466,22.055,413.706,-14.415
0827-BK1-01-87,Salto B,17.948,-2.191,175.71,9.606,-2.247,175.543,9.51
20191007-1159-FRANKFURT_1-01-369,Grätschwinkel,14.703,-3.841,-4.574,-2.156,-3.93,-5.397,-2.208
0609-1-01-128,Bauchsprung,11.936,1.013,-23.655,-3.903,1.033,-23.843,-3.593
20191008-1207-FRANKFURT_2-01-61,Strecksprung,9.225,2.068,6.958,11.453,2.405,5.588,9.022
0827-BK1-01-127,Salto A,13.962,5.258,183.078,-1.743,5.182,182.838,-1.669
0609-4-01-542,Barani C,17.058,-12.218,-23.976,121.782,-12.474,-23.928,121.507
0827-BK2-01-1,Strecksprung,10.42,-3.198,-8.489,-15.582,-3.166,-8.399,-15.728
20190930-1616-FRANKFURT_1-01-202,Barani A,15.811,-98.868,-9.038,94.62,-98.782,-9.409,94.042
20191007-1159-FRANKFURT_1-01-22,Strecksprung,11.046,1.838,-14.413,9.708,1.614,-14.512,9.214
20190930-1247-FRANKFURT_2-01-245,Rudi,18.718,80.65,9.765,290.014,80.622,9.968,291.365
20191008-1157-FRANKFURT_1-01-278,Grätschwinkel,15.03,-3.242,-5.858,4.955,-3.025,-5.517,4.721
20190930-1247-FRANKFURT_2-01-88,Barani C,18.996,-49.057,-68.507,107.549,-49.188,-67.618,107.231
20190930-1247-FRANKFURT_2-01-222,Salto A,14.644,12.138,189.632,0.132,11.981,189.222,0.163
20191008-1207-FRANKFURT_2-01-264,Fliffis B,32.05,-68.959,-222.441,153.968,-68.425,-221.786,153.991
20191001-1202-FRANKFURT_2-01-112,3/4 Salto vw A,12.538,21.929,174.783,4.259,21.775,172.422,3.532
0110-JANEIKE-01-23,Halb ein Triffis C,43.848,-171.546,-223.325,-118.057,-171.231,-224.339,-117.525
0115-CHARI-05-167,1 3/4 Salto vw C,26.393,2.23,-331.554,-2.271,2.196,-331.005,-2.362
20191008-1207-FRANKFURT_2-01-91,Barani A,17.423,-60.245,14.125,122.83,-60.834,15.869,121.672
20190930-1247-FRANKFURT_2-01-292,Salto B,19.149,6.051,188.467,-7.226,5.55,188.609,-6.503
0609-4-01-477,Fliffis B,30.059,-53.424,-41.623,118.26,-53.619,-41.939,118.375
20191001-1148-FRANKFURT_1-01-165,3/4 Salto vw A,13.155,7.899,-160.136,15.741,7.992,-160.777,16.053
20191008-1157-FRANKFURT_1-01-36,Salto A,15.037,-4.28,201.993,5.445,-4.323,201.686,5.357
20190930-1153-FRANKFURT_1-01-203,Salto C,16.232,24.411,179.313,-5.004,24.505,179.001,-5.034
0609-1-01-465,Salto C,16.466,6.478,191.835,-14.11,6.377,191.845,-14.251
0609-1-01-758,Von Bauch in Stand,10.913,1.921,20.017,5.265,1.983,20.336,5.142
20191008-1207-FRANKFURT_2-01-242,Doppelsalto C,34.854,23.866,438.593,-12.529,23.324,438.049,-12.786
20191007-1524-FRANKFURT_1-01-5,Strecksprung,9.354,-0.075,13.726,7.736,0.01,13.622,7.791
0609-1-01-699,Doppelsalto C,31.911,4.981,425.335,-27.084,4.876,424.238,-26.864
20191007-1524-FRANKFURT_1-01-104,Strecksprung,11.064,-0.604,2.5,2.958,-0.72,2.354,2.953
0609-1-01-241,Bauchsprung,11.744,-2.264,-18.0,-4.493,-2.343,-18.311,-3.995
0609-1-01-636,Von Bauch in Stand,13.114,2.842,25.523,3.814,2.863,25.949,3.485
20190930-1616-FRANKFURT_1-01-199,Salto C,19.694,5.711,175.624,0.102,5.68,175.909,0.165
0609-4-01-110,Schraubensalto C,17.26,35.036,82.92,195.483,34.67,82.572,196.036
20191008-1207-FRANKFURT_2-01-76,Salto A,17.332,24.848,202.775,-34.419,23.455,203.71,-33.227
20191007-1524-FRANKFURT_1-01-279,Salto B,19.93,32.574,203.131,-19.049,32.674,204.853,-19.847
20191007-1524-FRANKFURT_1-01-196,Fliffis- Rudi C,41.106,77.046,-216.759,359.619,77.553,-216.532,360.281
0609-4-01-129,Schraubensalto C,14.354,50.548,96.395,218.69,50.237,95.535,218.382
20190930-1153-FRANKFURT_1-01-87,Salto C,17.463,19.85,179.957,3.165,19.939,179.61,3.31
20190930-1616-FRANKFURT_1-01-315,Strecksprung,9.375,-3.592,5.513,0.708,-3.747,4.943,0.319
0115-CHARI-05-97,Strecksprung,11.255,-4.139,4.269,-17.968,-4.085,4.212,-17.69
20191001-1202-FRANKFURT_2-01-62,Cody C,22.721,-30.862,-247.497,-20.87,-30.383,-247.728,-20.411
0115-CHARI-05-101,Fliffis- Rudi B,33.083,92.087,-175.045,281.182,91.789,-174.991,281.219
0115-MORITZ-03-25,Salto C,14.121,-9.124,165.118,0.565,-9.073,165.12,0.517
0609-4-01-69,Salto C,13.217,5.362,179.472,4.05,5.203,178.177,4.166
0609-1-01-737,Von Bauch in Stand,11.34,-1.658,21.031,4.712,-1.702,21.536,4.803
20191007-1159-FRANKFURT_1-01-49,Strecksprung,12.057,-0.548,3.038,2.471,-0.682,2.84,2.313
0827-BK2-02-33,Strecksprung,9.709,0.102,-16.634,-12.839,-0.061,-16.619,-12.922
20191007-1150-FRANKFURT_2-01-84,Barani A,16.479,-56.915,34.642,115.862,-56.503,34.973,116.045
0609-4-01-574,Barani C,17.061,-3.183,-38.354,124.869,-3.144,-38.315,124.949
20191007-1159-FRANKFURT_1-01-243,Strecksprung,10.657,-1.877,-2.4,-0.246,-1.874,-2.327,0.175
0609-1-01-642,Von Bauch in Stand,11.06,-3.639,19.988,5.88,-3.647,20.224,5.727
0110-MORITZ-01-127,Voll- ein- voll- aus B,34.34,-199.562,18.036,-352.337,-199.734,17.129,-351.847
0609-1-01-570,Doppelsalto B,27.007,0.581,379.124,-20.19,0.564,378.523,-20.038
0110-JANEIKE-01-9,Strecksprung,11.054,-4.572,-9.133,-12.148,-4.578,-9.171,-12.135
20191007-1524-FRANKFURT_1-01-41,Barani A,18.749,-83.329,17.346,105.562,-83.145,17.137,106.432
20190930-1247-FRANKFURT_2-01-128,Cody C,21.583,-7.276,213.478,6.761,-7.318,213.836,6.743
0115-MORITZ-03-118,Voll- ein- halb- aus B,37.181,-213.164,-115.557,-270.019,-213.21,-114.58,-269.595
20190930-1247-FRANKFURT_2-01-37,Strecksprung,9.891,-1.816,-1.417,4.371,-1.759,-1.473,4.275
20191007-1159-FRANKFURT_1-01-130,Barani B,19.065,-10.538,-46.933,126.141,-10.45,-46.58,126.115
20191007-1534-FRANKFURT_2-01-93,Salto A,16.74,-20.767,208.879,-14.913,-20.695,208.919,-15.377
0609-4-01-499,Salto C,13.691,4.612,189.425,3.321,4.49,188.264,3.459
0609-4-01-608,Barani C,20.018,2.933,-59.552,125.019,2.962,-58.985,124.799
0609-1-01-657,Doppelsalto C,32.306,0.558,411.265,-10.305,0.701,410.812,-10.295
0110-JANEIKE-01-96,Strecksprung,11.595,-2.35,-0.521,-14.688,-2.284,-0.156,-14.699
0115-MORITZ-03-147,Doppelsalto B,29.875,-4.199,369.211,17.026,-3.934,368.513,16.85
0609-1-01-437,Salto C,16.57,14.997,191.061,-6.077,15.186,191.183,-6.209
20190930-1153-FRANKFURT_1-01-155,Strecksprung,10.452,-0.613,-2.669,2.824,-0.625,-2.674,2.902
20191007-1159-FRANKFURT_1-01-293,Schraubensalto A,20.509,126.521,54.021,322.094,126.225,54.146,321.925
0609-4-01-31,Salto C,13.559,0.717,182.809,6.722,0.518,181.665,6.719
0609-4-01-329,Salto C,14.459,-5.476,222.358,16.983,-5.586,221.59,16.932
0609-1-01-14,Fliffis C,32.515,7.569,-198.388,-108.284,7.947,-198.63,-108.308
20191007-1150-FRANKFURT_2-01-56,3/4 Salto rw A,12.709,6.887,176.648,-14.126,7.115,175.354,-13.682
0609-1-01-387,Doppelsalto B,27.102,8.845,376.152,-7.401,8.94,375.845,-7.311
0827-BK2-01-43,Salto C,16.318,0.612,166.685,-9.955,0.685,166.386,-10.156
20191008-1207-FRANKFURT_2-01-288,Salto B,19.015,25.41,201.048,-34.153,25.546,200.043,-32.851
20191003-1152-FRANKFURT_1-01-47,Salto A,15.298,-8.501,210.822,-1.257,-8.398,210.49,-1.097
0827-BK1-01-81,Salto B,18.281,11.75,173.462,20.608,11.678,173.42,20.183
20191007-1150-FRANKFURT_2-01-224,Fliffis C,38.83,-68.455,-252.848,121.17,-68.358,-252.181,121.241
20191007-1534-FRANKFURT_2-01-119,Barani C,17.123,-28.945,-22.842,136.672,-29.279,-22.44,135.757
20191007-1150-FRANKFURT_2-01-97,Schraubensalto A,17.094,56.103,120.37,207.754,56.318,120.032,208.294
20191008-1157-FRANKFURT_1-01-328,Strecksprung,9.416,-5.31,-1.502,7.027,-5.283,-1.487,6.797
20191003-1152-FRANKFURT_1-01-66,Salto A,16.624,-4.0,209.954,0.99,-4.054,210.435,1.039
20190930-1616-FRANKFURT_1-01-165,Fliffis C,30.79,-51.784,-203.166,109.749,-52.291,-202.504,109.586
20191007-1524-FRANKFURT_1-01-36,Strecksprung,8.974,-2.024,2.868,4.651,-1.865,2.913,3.364
0609-1-01-405,Doppelsalto B,25.079,-3.507,375.075,-18.985,-3.299,373.863,-18.722
0115-MORITZ-03-114,Fliffis- Rudi B,35.099,-100.505,-125.922,-243.485,-100.581,-125.402,-243.778
20191003-1152-FRANKFURT_1-01-118,Fliffis C,35.773,67.36,-248.823,-114.546,67.387,-249.347,-114.428
0115-MORITZ-03-74,Salto C,16.507,-2.214,165.045,12.024,-2.231,164.987,11.718
0827-BK2-01-63,Salto B,17.432,4.556,168.007,-13.06,4.516,167.866,-12.809
20190930-1616-FRANKFURT_1-01-113,Fliffis C,31.299,-44.146,-179.559,91.532,-44.251,-179.088,91.568
0115-MORITZ-03-144,Fliffis aus B,28.637,62.489,-107.093,-79.086,62.604,-106.461,-79.071
20190930-1247-FRANKFURT_2-01-337,Grätschwinkel,10.731,-6.526,6.251,4.882,-6.061,5.231,4.955
0827-BK1-01-115,Salto A,14.723,5.435,175.052,-1.495,5.492,174.741,-1.372
20190930-1616-FRANKFURT_1-01-13,Salto B,19.968,5.407,193.651,6.122,4.843,194.548,5.994
20190930-1247-FRANKFURT_2-01-140,Strecksprung,11.565,-1.732,4.03,1.511,-1.645,4.202,1.764
20191008-1207-FRANKFURT_2-01-142,Barani A,16.154,-75.629,7.024,125.456,-74.277,6.769,125.359
20191007-1524-FRANKFURT_1-01-95,Fliffis B,34.074,0.436,-275.184,167.595,-1.262,-275.594,170.44
0609-1-01-783,Bauchsprung,12.538,1.924,-17.758,-8.105,1.949,-17.692,-7.725
20191008-1207-FRANKFURT_2-01-35,Salto A,16.327,14.129,196.641,-20.667,13.512,197.729,-21.293
0609-1-01-698,Von Bauch in Stand,12.257,1.946,21.074,3.276,1.902,21.599,3.542
0609-4-01-588,Barani C,17.957,14.552,-41.792,126.711,14.561,-41.837,126.569
0609-4-01-183,Schraubensalto C,16.16,27.739,95.114,213.5,27.544,94.543,213.084
20190930-1247-FRANKFURT_2-01-199,Salto C,17.861,-7.413,194.097,-6.417,-7.814,193.733,-6.388
0609-1-01-460,Salto C,15.482,11.152,190.778,-11.7,11.183,190.489,-11.581
20191008-1157-FRANKFURT_1-01-334,Salto A,15.353,-5.224,198.669,-13.463,-5.495,198.934,-13.614
0115-CHARI-05-123,1 3/4 Salto vw C,26.286,-0.798,-341.5,-3.488,-0.93,-341.534,-3.695
0609-1-01-486,Salto C,15.832,19.03,187.106,-6.477,19.139,187.271,-6.717
20191007-1159-FRANKFURT_1-01-177,Barani B,19.76,-3.972,-25.486,103.333,-4.055,-27.382,103.565
0609-4-01-452,Salto C,13.986,1.117,185.288,5.617,1.154,184.229,5.562
20191007-1159-FRANKFURT_1-01-343,Salto A,15.046,-12.751,201.822,-9.328,-12.446,200.971,-9.425
0609-4-01-403,Fliffis B,28.334,-65.784,-68.928,129.79,-65.462,-68.976,129.965
0115-JANEIKE-01-113,Voll- ein- halb- aus B,36.343,-121.756,-181.191,-275.645,-122.22,-181.712,-275.574
0609-1-01-252,Von Bauch in Stand,10.858,1.485,20.222,5.67,1.375,20.588,5.484
0609-1-01-429,Salto C,16.018,4.573,192.287,-11.552,4.433,192.418,-11.382
20191008-1207-FRANKFURT_2-01-254,Doppelsalto C,32.716,8.723,421.267,-22.106,8.767,419.498,-21.016
20191007-1150-FRANKFURT_2-01-57,Cody C,22.727,12.391,241.044,6.325,12.355,240.749,6.101
0609-4-01-418,Fliffis B,29.933,-47.244,-84.027,119.807,-47.324,-83.279,120.005
20190930-1616-FRANKFURT_1-01-297,Barani C,16.312,-46.481,-25.961,106.061,-46.17,-25.998,106.042
0609-1-01-392,Doppelsalto B,27.976,-3.215,372.271,-10.011,-3.017,372.024,-9.941
0609-4-01-76,Fliffis B,29.443,-52.877,-23.119,118.024,-53.153,-23.533,117.958
0827-BK1-01-12,Strecksprung,10.15,0.002,5.91,1.471,-0.001,5.793,1.766
0110-MORITZ-01-111,Fliffis B,28.74,29.737,-163.85,-95.669,29.913,-163.22,-95.433
0110-MORITZ-01-77,Salto C,15.402,-4.056,164.818,2.612,-4.124,164.3,2.659
0115-MORITZ-03-57,Salto C,15.674,-3.675,164.506,7.472,-3.758,163.922,7.391
20191008-1207-FRANKFURT_2-01-205,Schraubensalto A,13.957,30.6,80.999,220.838,31.195,80.333,221.233
20191001-1148-FRANKFURT_1-01-161,Rudi,22.426,157.118,20.35,310.921,156.955,20.894,311.383
0115-CHARI-05-12,Strecksprung,12.132,7.058,-4.958,0.162,7.033,-4.707,0.224
0115-CHARI-05-87,Salto B,16.427,-2.567,175.072,-11.586,-2.362,174.456,-11.375
0609-4-01-37,Fliffis B,30.718,-59.253,-107.087,111.535,-59.228,-106.552,111.358
20190930-1153-FRANKFURT_1-01-127,Salto C,12.257,20.122,192.68,-1.419,20.227,191.71,-1.249
20190930-1616-FRANKFURT_1-01-326,Doppelsalto C,30.149,9.221,395.09,-10.059,9.352,393.187,-8.202
0609-1-01-898,Von Bauch in Stand,12.704,1.034,22.186,3.32,0.895,23.011,2.983
20190930-1616-FRANKFURT_1-01-45,Strecksprung,11.319,-7.36,-1.529,-10.534,-7.521,-1.111,-10.395
20191008-1207-FRANKFURT_2-01-88,Barani A,17.845,-89.878,32.516,93.522,-90.218,33.99,94.886
20190930-1616-FRANKFURT_1-01-201,Doppelsalto B,31.061,7.922,384.134,-11.407,8.151,383.481,-11.216
0609-4-01-36,Salto C,13.693,0.198,181.125,4.123,0.098,180.131,4.421
0609-1-01-259,Von Bauch in Stand,12.629,5.813,24.031,4.578,5.72,24.623,4.318
20190930-1247-FRANKFURT_2-01-316,Salto B,18.678,0.9,186.974,-1.749,0.777,186.849,-1.571
20190930-1616-FRANKFURT_1-01-43,Barani C,16.684,-53.479,-54.255,93.775,-53.585,-53.926,93.916
20191008-1207-FRANKFURT_2-01-314,Baby- Fliffis C,24.354,-36.578,-34.714,139.197,-36.882,-34.57,140.136
20190930-1153-FRANKFURT_1-01-236,3/4 Salto rw A,11.904,12.429,148.174,-5.47,12.456,146.937,-4.956
0609-1-01-268,Bauchsprung,10.851,-5.645,-23.738,-5.557,-5.663,-23.875,-5.033
20191007-1534-FRANKFURT_2-01-36,Barani A,19.209,-65.431,44.029,111.849,-65.149,43.468,111.519
0609-4-01-149,Schraubensalto C,17.788,53.599,104.234,213.497,53.453,104.053,213.4
0827-BK2-01-100,Salto A,13.343,-1.0,166.41,-18.537,-0.967,166.165,-18.285
20191008-1207-FRANKFURT_2-01-122,3/4 Salto vw A,12.206,-16.717,-152.914,35.027,-16.309,-152.083,34.374
0827-BK2-01-98,Salto A,13.952,1.754,169.459,-8.49,1.731,168.888,-8.34
0609-1-01-40,Salto C,17.119,11.185,184.895,-2.398,10.945,184.5,-2.479
20191008-1157-FRANKFURT_1-01-240,Rudi,22.739,96.012,45.79,311.889,96.105,45.909,312.214
20191007-1524-FRANKFURT_1-01-145,Salto C,30.183,60.491,438.833,-44.915,60.502,435.741,-43.883
