SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd,0-mean_ACC_N,0-std_ACC_N,0-mean_ACC_N_ROT_filtered,0-std_ACC_N_ROT_filtered,0-mean_Acc_x_Fil,0-std_Acc_x_Fil,0-mean_Acc_y_Fil,0-std_Acc_y_Fil,0-mean_Acc_z_Fil,0-std_Acc_z_Fil,0-mean_Gyro_x_Fil,0-std_Gyro_x_Fil,0-mean_Gyro_y_Fil,0-std_Gyro_y_Fil,0-mean_Gyro_z_Fil,0-std_Gyro_z_Fil,10-mean_ACC_N,10-std_ACC_N,10-mean_ACC_N_ROT_filtered,10-std_ACC_N_ROT_filtered,10-mean_Acc_x_Fil,10-std_Acc_x_Fil,10-mean_Acc_y_Fil,10-std_Acc_y_Fil,10-mean_Acc_z_Fil,10-std_Acc_z_Fil,10-mean_Gyro_x_Fil,10-std_Gyro_x_Fil,10-mean_Gyro_y_Fil,10-std_Gyro_y_Fil,10-mean_Gyro_z_Fil,10-std_Gyro_z_Fil,20-mean_ACC_N,20-std_ACC_N,20-mean_ACC_N_ROT_filtered,20-std_ACC_N_ROT_filtered,20-mean_Acc_x_Fil,20-std_Acc_x_Fil,20-mean_Acc_y_Fil,20-std_Acc_y_Fil,20-mean_Acc_z_Fil,20-std_Acc_z_Fil,20-mean_Gyro_x_Fil,20-std_Gyro_x_Fil,20-mean_Gyro_y_Fil,20-std_Gyro_y_Fil,20-mean_Gyro_z_Fil,20-std_Gyro_z_Fil,30-mean_ACC_N,30-std_ACC_N,30-mean_ACC_N_ROT_filtered,30-std_ACC_N_ROT_filtered,30-mean_Acc_x_Fil,30-std_Acc_x_Fil,30-mean_Acc_y_Fil,30-std_Acc_y_Fil,30-mean_Acc_z_Fil,30-std_Acc_z_Fil,30-mean_Gyro_x_Fil,30-std_Gyro_x_Fil,30-mean_Gyro_y_Fil,30-std_Gyro_y_Fil,30-mean_Gyro_z_Fil,30-std_Gyro_z_Fil,40-mean_ACC_N,40-std_ACC_N,40-mean_ACC_N_ROT_filtered,40-std_ACC_N_ROT_filtered,40-mean_Acc_x_Fil,40-std_Acc_x_Fil,40-mean_Acc_y_Fil,40-std_Acc_y_Fil,40-mean_Acc_z_Fil,40-std_Acc_z_Fil,40-mean_Gyro_x_Fil,40-std_Gyro_x_Fil,40-mean_Gyro_y_Fil,40-std_Gyro_y_Fil,40-mean_Gyro_z_Fil,40-std_Gyro_z_Fil,50-mean_ACC_N,50-std_ACC_N,50-mean_ACC_N_ROT_filtered,50-std_ACC_N_ROT_filtered,50-mean_Acc_x_Fil,50-std_Acc_x_Fil,50-mean_Acc_y_Fil,50-std_Acc_y_Fil,50-mean_Acc_z_Fil,50-std_Acc_z_Fil,50-mean_Gyro_x_Fil,50-std_Gyro_x_Fil,50-mean_Gyro_y_Fil,50-std_Gyro_y_Fil,50-mean_Gyro_z_Fil,50-std_Gyro_z_Fil,60-mean_ACC_N,60-std_ACC_N,60-mean_ACC_N_ROT_filtered,60-std_ACC_N_ROT_filtered,60-mean_Acc_x_Fil,60-std_Acc_x_Fil,60-mean_Acc_y_Fil,60-std_Acc_y_Fil,60-mean_Acc_z_Fil,60-std_Acc_z_Fil,60-mean_Gyro_x_Fil,60-std_Gyro_x_Fil,60-mean_Gyro_y_Fil,60-std_Gyro_y_Fil,60-mean_Gyro_z_Fil,60-std_Gyro_z_Fil,70-mean_ACC_N,70-std_ACC_N,70-mean_ACC_N_ROT_filtered,70-std_ACC_N_ROT_filtered,70-mean_Acc_x_Fil,70-std_Acc_x_Fil,70-mean_Acc_y_Fil,70-std_Acc_y_Fil,70-mean_Acc_z_Fil,70-std_Acc_z_Fil,70-mean_Gyro_x_Fil,70-std_Gyro_x_Fil,70-mean_Gyro_y_Fil,70-std_Gyro_y_Fil,70-mean_Gyro_z_Fil,70-std_Gyro_z_Fil,80-mean_ACC_N,80-std_ACC_N,80-mean_ACC_N_ROT_filtered,80-std_ACC_N_ROT_filtered,80-mean_Acc_x_Fil,80-std_Acc_x_Fil,80-mean_Acc_y_Fil,80-std_Acc_y_Fil,80-mean_Acc_z_Fil,80-std_Acc_z_Fil,80-mean_Gyro_x_Fil,80-std_Gyro_x_Fil,80-mean_Gyro_y_Fil,80-std_Gyro_y_Fil,80-mean_Gyro_z_Fil,80-std_Gyro_z_Fil,90-mean_ACC_N,90-std_ACC_N,90-mean_ACC_N_ROT_filtered,90-std_ACC_N_ROT_filtered,90-mean_Acc_x_Fil,90-std_Acc_x_Fil,90-mean_Acc_y_Fil,90-std_Acc_y_Fil,90-mean_Acc_z_Fil,90-std_Acc_z_Fil,90-mean_Gyro_x_Fil,90-std_Gyro_x_Fil,90-mean_Gyro_y_Fil,90-std_Gyro_y_Fil,90-mean_Gyro_z_Fil,90-std_Gyro_z_Fil
20191007-1150-FRANKFURT_2-01-213,Salto B,34.641,353.157,-17.331,47.473,438.63,49.978,47.036,30.546,64.527,13.358,9.013,9.409,0.349,2.021,44.404,26.375,20.756,15.023,221.253,15.901,-36.501,42.335,8.886,2.454,13.24,6.902,-6.103,1.478,-0.507,1.858,-0.781,2.74,-4.763,36.79,55.596,102.39,-8.032,21.421,11.74,5.582,11.93,1.551,-7.168,2.815,0.216,0.542,-6.781,1.831,2.664,11.782,-154.218,197.375,-35.965,17.793,12.039,4.729,9.489,1.993,-6.19,5.274,-0.406,0.297,-9.426,1.993,30.352,2.722,406.785,83.283,-28.63,1.271,22.919,2.707,20.006,3.162,-19.242,2.241,0.954,0.386,-11.971,0.911,36.434,10.945,530.067,25.497,-19.074,7.728,13.999,6.394,19.635,4.12,-12.451,5.271,-0.45,0.395,-5.711,2.214,33.199,16.661,423.675,67.287,-10.163,2.968,6.649,1.64,7.034,1.395,-4.244,0.838,-0.355,0.55,-4.787,1.326,5.034,7.697,172.379,54.211,1.66,8.57,7.016,0.816,7.481,0.206,-5.909,0.252,0.267,0.289,-3.499,1.28,14.855,4.126,103.637,5.798,0.837,6.256,5.654,1.191,6.137,0.385,-2.518,3.616,0.268,0.251,0.409,1.816,20.147,8.453,186.686,59.951,-0.712,10.202,48.049,31.062,22.057,16.031,13.906,5.706,-0.001,1.98,43.047,28.942,48.021,11.541,166.206,131.18,62.805,19.601
20190930-1153-FRANKFURT_1-01-89,Salto B,35.148,345.035,-3.904,52.361,410.368,47.464,52.079,36.143,74.104,18.93,8.723,7.347,0.552,0.437,49.753,32.964,3.375,15.371,106.932,23.414,-17.851,10.718,14.474,5.224,14.807,5.006,-10.314,4.404,-0.383,0.548,-2.344,4.966,-13.576,12.828,-99.732,84.81,-1.868,12.651,15.728,4.777,14.842,1.909,3.751,8.152,-0.039,1.403,-9.765,4.387,11.645,44.341,32.425,170.898,32.113,33.511,24.212,3.905,21.665,2.397,-16.665,4.268,1.061,1.343,-16.689,1.326,61.677,27.053,600.166,71.584,-16.273,23.862,24.648,4.351,26.676,1.177,-18.184,2.755,1.473,1.168,-13.708,5.845,52.703,3.7,522.242,77.003,20.207,13.26,7.826,5.012,13.524,5.66,-4.25,5.644,-0.296,0.611,0.767,3.64,15.005,13.945,180.338,90.601,-6.726,11.546,3.797,0.626,4.013,0.248,-1.017,0.45,-0.601,0.13,-3.507,0.375,9.22,4.192,84.68,6.253,16.643,3.416,4.051,0.505,3.857,0.202,-0.31,0.28,-0.388,0.089,-4.031,0.313,-3.821,3.08,79.417,10.385,8.387,5.273,6.964,1.18,6.018,1.236,-4.447,2.023,-0.739,0.484,-3.209,2.54,20.632,9.758,127.711,17.174,19.731,14.129,47.955,38.675,21.632,18.529,15.487,12.916,-1.773,0.853,44.693,32.816,27.301,7.565,169.522,38.984,-45.445,22.054
0115-MORITZ-03-165,Fliffis- Rudi B,-397.356,-223.971,-380.15,419.657,660.912,476.92,65.943,36.434,83.938,20.552,7.146,26.242,-1.762,4.622,41.998,46.934,35.561,26.559,-323.515,218.985,-8.205,68.891,39.734,12.471,37.08,4.798,-37.753,8.763,1.6,1.204,-12.948,3.47,-32.935,39.671,-741.481,51.844,94.624,13.046,44.931,6.579,47.533,0.951,-42.359,7.194,4.724,1.395,-8.567,3.401,-135.384,26.995,-681.031,74.225,59.359,55.415,22.839,11.804,25.321,8.721,-17.792,4.711,-9.614,10.067,-5.974,2.806,-298.915,103.306,-189.999,139.007,-387.909,180.265,31.397,6.656,33.981,3.415,-27.328,6.68,-1.938,10.197,3.003,4.555,-601.205,53.939,91.84,98.667,-598.271,158.314,23.57,1.727,24.251,1.344,-15.187,2.358,7.435,6.14,-10.16,7.215,-668.437,73.386,-199.645,131.464,-212.286,91.35,25.623,3.327,25.239,1.464,-20.073,2.624,4.583,2.944,-14.048,1.163,-268.159,124.132,-148.596,168.898,-621.211,72.258,16.602,1.926,19.433,3.463,-10.224,0.759,2.56,4.603,-12.056,0.69,-67.455,13.004,209.773,26.986,-326.944,103.943,24.915,4.79,20.628,3.546,-19.306,5.676,-1.754,1.105,-12.738,4.184,-69.865,10.996,368.853,70.3,-63.634,34.579,50.74,36.487,31.697,10.746,2.841,16.126,-4.183,4.676,43.484,35.706,-8.479,33.514,428.527,94.681,38.737,49.023
20191008-1157-FRANKFURT_1-01-298,Salto C,-4.927,343.885,-18.591,38.715,380.176,72.187,53.631,39.682,75.603,16.818,4.423,2.895,2.433,1.956,50.786,34.208,-23.51,10.321,203.119,74.191,-13.313,34.724,15.607,5.618,16.058,6.377,-6.593,6.247,-1.475,0.502,-9.091,2.982,17.0,15.168,-52.279,79.8,27.422,7.674,8.818,4.356,11.57,3.888,-0.332,1.418,-2.274,1.495,-7.575,3.584,24.111,9.423,367.006,245.228,-25.228,51.741,19.71,5.194,15.153,2.864,-6.559,2.091,-1.426,1.41,-18.133,4.383,-31.502,10.555,612.051,70.013,-63.388,39.518,30.07,16.888,30.875,4.967,-6.384,6.612,-0.126,1.6,-4.821,12.78,3.156,17.195,287.035,93.23,14.835,34.9,4.662,2.424,11.371,8.206,0.415,0.604,-1.129,0.43,-2.738,1.252,-4.802,5.63,84.652,31.036,-11.828,6.597,5.582,0.984,4.875,0.69,-1.307,0.803,-0.592,0.274,-5.035,0.304,2.565,5.321,54.553,6.43,3.406,7.732,4.535,1.068,5.162,0.398,-3.224,0.132,-0.713,0.278,-2.819,1.118,2.203,2.981,106.291,25.488,0.817,7.58,4.27,0.981,3.942,0.327,-3.279,0.614,-0.466,0.521,-0.055,1.271,-0.515,4.657,182.365,17.29,-24.772,17.824,47.408,37.769,19.299,16.902,9.809,5.457,2.658,2.94,45.214,33.13,-17.384,5.826,173.876,81.031,-16.182,34.539
20191007-1524-FRANKFURT_1-01-253,Fliffis- Rudi C,117.0,-327.552,578.327,242.895,653.956,661.014,67.931,35.256,80.768,14.57,11.981,32.494,5.999,6.083,42.405,37.789,-9.898,61.826,-376.818,191.095,109.533,64.031,40.187,15.061,43.938,4.39,-30.486,9.22,-0.315,1.286,-6.535,7.072,-20.13,20.718,-632.155,40.67,4.518,38.011,51.205,9.386,46.703,5.411,-47.612,4.034,-2.12,1.269,-19.222,4.32,5.601,38.21,-622.707,42.321,83.57,50.963,61.854,4.515,58.696,3.056,-48.555,4.644,6.792,1.788,-34.146,2.922,-127.77,23.439,-719.508,21.694,151.382,44.441,38.992,6.534,48.527,7.793,-27.576,4.801,10.286,1.566,-26.381,3.615,-135.82,37.173,-431.978,189.4,457.616,203.779,37.653,4.3,37.418,0.948,-34.506,2.753,6.589,5.3,-6.865,8.488,265.293,118.508,-6.23,92.819,999.686,74.052,55.505,10.237,46.026,6.038,-48.902,5.577,-10.035,8.728,9.198,9.701,495.362,72.155,-162.681,98.356,1040.206,40.399,32.96,17.195,48.467,10.67,-19.978,12.744,-20.058,11.377,-12.097,0.838,39.518,92.615,238.726,55.834,715.143,205.652,17.839,4.428,20.03,1.655,-14.516,4.084,-1.362,2.028,-7.651,2.65,107.382,31.481,331.505,41.174,226.859,106.355,54.703,43.868,26.045,15.44,11.995,15.997,2.736,11.329,41.718,39.213,105.64,39.387,341.78,164.806,-158.03,95.434
0609-4-01-570,Barani C,-3.873,-88.182,235.464,47.799,305.232,239.736,57.202,35.085,77.174,16.839,18.191,15.239,0.91,2.714,51.464,30.609,32.438,16.642,-73.699,97.494,36.615,13.25,16.195,4.146,19.015,5.677,-11.022,3.841,0.007,1.355,-1.563,4.546,8.183,5.021,-379.535,64.88,69.636,12.272,16.447,1.633,16.363,0.781,-15.169,2.006,-0.498,0.66,-4.563,2.679,21.164,4.304,-428.565,46.483,109.251,22.009,10.514,1.901,12.436,2.063,-6.685,1.802,0.507,1.465,-7.589,0.647,24.479,8.233,-129.489,80.657,181.41,24.281,9.394,0.986,9.294,0.343,-6.658,0.485,1.024,0.927,-6.152,0.487,-23.024,11.84,-0.736,8.642,245.748,38.968,6.723,1.101,7.657,1.016,-3.574,0.882,-2.358,0.484,-4.64,1.535,-32.763,12.476,45.505,30.64,267.563,25.576,4.896,0.963,5.841,0.756,-2.513,0.168,-1.862,0.652,-3.706,0.729,-56.378,6.858,117.966,8.185,185.887,25.434,4.781,0.608,4.411,0.25,-2.446,0.514,-0.866,0.342,-3.951,0.245,-12.378,11.984,112.646,4.676,107.197,30.097,7.307,1.222,6.364,0.902,-5.738,1.425,-1.245,0.743,-2.074,2.219,9.382,14.135,126.526,18.237,56.477,6.361,46.413,38.177,21.027,17.226,19.858,14.535,-0.597,1.562,41.308,31.66,7.468,11.195,161.449,45.211,11.857,19.323
20191007-1524-FRANKFURT_1-01-197,Salto B,13.482,339.708,-30.775,56.43,385.443,64.392,49.399,36.474,75.642,17.564,2.508,5.706,10.175,11.495,45.238,31.306,80.258,26.112,246.405,71.469,31.64,46.354,9.72,4.208,15.325,6.924,-2.018,1.795,-0.841,2.49,-2.038,3.349,2.753,36.158,15.283,63.662,-46.895,30.944,12.099,3.708,10.47,2.234,-7.386,2.167,-1.387,1.369,-7.804,1.758,-56.755,10.687,-103.544,64.795,-29.789,25.736,12.012,4.595,10.225,1.607,1.309,4.554,-0.65,1.01,-9.786,4.907,-21.284,2.827,322.516,154.782,-42.648,28.003,27.38,5.596,21.045,4.441,-17.731,4.988,-0.888,0.337,-19.939,1.87,23.605,25.289,559.958,7.213,-4.253,6.061,17.298,9.7,25.914,5.707,-15.173,6.939,-0.158,0.892,-3.584,7.253,37.808,28.423,401.891,84.091,-51.04,13.987,4.247,1.042,6.308,2.629,-2.51,0.532,-0.904,0.401,-2.903,1.473,-7.146,1.987,139.719,43.926,-29.529,11.389,6.333,1.077,5.699,0.677,-2.895,0.163,-0.284,0.922,-5.397,0.678,-10.745,5.409,74.305,2.601,2.102,14.836,6.554,2.591,7.098,0.445,-3.151,2.955,-1.307,0.569,-2.452,3.124,11.482,2.891,152.626,52.899,2.066,12.862,48.597,43.576,17.77,17.098,17.294,13.072,3.124,4.407,45.165,34.66,21.733,10.195,272.568,118.698,-25.608,44.885
20190930-1247-FRANKFURT_2-01-221,Schraubensalto,82.434,189.34,353.033,155.447,292.089,355.256,52.116,40.249,75.584,21.125,4.756,6.318,2.73,2.571,49.997,37.147,21.9,7.139,221.898,21.28,70.924,5.844,8.417,5.351,11.597,5.216,-0.05,0.853,1.872,1.977,-5.708,3.595,51.378,34.47,153.579,22.931,101.078,22.436,3.926,0.92,4.44,0.671,-2.173,0.934,-0.034,1.299,-2.729,0.424,162.392,32.854,114.201,20.301,179.229,20.077,4.408,0.862,4.131,0.194,-3.859,0.915,0.395,0.417,-1.807,0.61,214.994,2.126,0.932,39.82,239.064,16.786,8.162,1.297,6.805,1.324,-7.37,0.626,-1.702,1.191,-2.0,1.749,156.566,50.231,-115.518,23.969,329.616,23.203,10.763,1.46,9.815,0.659,-7.037,0.497,-2.244,1.353,-7.503,0.94,8.143,17.574,-127.172,33.79,395.111,22.865,10.245,1.054,11.164,0.706,-4.64,0.988,-5.482,0.579,-7.138,0.747,-32.136,18.93,88.118,60.255,346.299,58.838,8.235,0.307,8.522,0.442,-4.885,0.637,-3.338,0.362,-5.615,0.402,-62.11,1.011,213.542,11.699,139.618,49.372,7.107,1.231,7.808,0.341,-4.679,1.066,-2.428,0.399,-3.86,1.782,-67.205,4.32,206.681,7.64,62.874,9.325,39.936,42.316,14.801,14.639,9.717,9.321,1.101,3.161,38.277,35.794,-10.129,27.638,269.388,41.041,33.436,20.223
0609-4-01-493,Salto C,14.901,362.158,9.254,30.574,371.934,26.965,48.255,38.024,71.355,23.971,25.001,24.267,-0.811,0.956,38.755,26.888,1.054,10.28,225.548,66.839,11.091,13.559,9.944,2.591,10.616,2.827,-5.539,1.579,0.067,0.746,-6.959,2.315,-15.417,11.045,-0.392,37.131,11.966,7.343,11.839,3.816,10.574,0.631,-5.152,5.89,0.163,0.8,-8.862,1.208,11.207,11.88,379.28,121.765,22.766,16.377,14.832,4.896,16.181,2.475,-12.995,3.997,0.053,0.895,-4.986,2.589,33.557,6.761,371.914,67.744,14.661,8.674,5.74,2.609,7.762,2.119,-1.233,1.621,-0.67,0.361,-1.489,3.597,5.858,9.881,180.327,30.45,11.484,2.941,3.445,0.264,3.644,0.332,-1.561,0.186,-0.494,0.266,-2.999,0.163,11.327,1.99,141.687,8.329,4.162,1.668,3.34,0.468,3.453,0.119,-1.58,0.098,-0.443,0.286,-2.874,0.379,4.899,2.999,126.353,3.161,1.051,1.096,3.21,0.493,3.033,0.158,-1.556,0.267,-0.813,0.321,-2.675,0.384,2.231,7.467,91.039,16.966,-3.84,3.373,6.823,2.207,5.616,1.618,-4.221,2.084,-0.029,1.067,-3.167,2.31,6.877,12.588,82.085,25.727,2.097,7.384,49.638,46.104,21.627,18.643,27.132,21.566,-0.5,1.899,40.447,34.937,13.035,6.938,191.595,82.954,-1.583,10.688
0609-1-01-862,Bauchsprung,0.812,-33.654,-5.178,19.132,126.194,24.109,50.621,29.41,68.765,13.545,9.666,7.975,0.098,0.233,48.752,26.159,2.937,3.777,7.499,44.981,-1.32,13.325,2.982,1.897,10.186,9.287,0.87,0.794,-0.283,0.168,-0.266,1.164,-4.201,2.454,-33.992,5.706,-8.821,3.152,1.26,0.269,0.938,0.31,-0.585,0.158,-0.288,0.181,0.084,0.264,0.385,1.59,-40.855,9.782,-1.998,3.591,0.896,0.488,0.903,0.102,-0.549,0.172,0.127,0.082,0.638,0.508,-3.661,2.678,-83.103,16.769,-1.886,4.28,3.07,0.726,2.282,0.491,-2.068,0.309,-0.378,0.273,-0.568,0.898,-18.395,3.706,-129.125,20.693,-10.238,7.62,2.55,0.833,2.652,0.381,0.256,0.41,0.327,0.536,-1.712,0.659,-4.901,6.03,-62.044,25.852,7.064,7.072,1.778,0.482,1.301,0.175,0.892,0.205,-0.315,0.232,-0.499,0.198,5.437,4.312,-28.502,13.705,12.762,1.779,2.555,0.919,1.951,0.162,-0.023,0.646,-0.402,0.572,-0.725,0.547,16.963,6.416,-6.864,35.47,-1.266,8.826,3.686,0.979,2.842,0.536,-0.121,1.278,-0.128,0.394,-1.549,1.46,13.825,12.273,81.459,49.414,-8.176,13.241,52.637,37.622,24.138,21.277,40.147,24.195,-1.28,1.108,32.667,24.519,-3.595,15.51,108.076,65.057,-13.034,12.286
20190930-1153-FRANKFURT_1-01-107,Salto C,33.178,351.076,-13.622,38.324,351.076,34.12,51.974,34.703,72.484,16.814,4.863,7.549,0.302,1.043,49.959,31.805,1.667,10.482,190.198,33.647,-8.066,18.989,6.538,3.216,11.123,7.217,-0.762,2.082,-1.198,0.983,-4.015,2.04,7.286,12.746,139.1,36.168,20.249,12.913,6.873,1.088,6.884,0.649,-1.14,1.099,-0.782,0.995,-6.474,0.588,23.011,7.991,203.087,31.432,2.46,8.723,6.915,0.915,6.716,0.317,-1.959,0.25,-0.756,0.235,-6.405,0.492,30.727,3.686,240.882,4.628,-9.591,7.446,6.581,0.718,6.56,0.163,-1.567,0.109,-0.986,0.182,-6.245,0.231,24.316,2.151,221.825,8.882,-13.574,3.019,6.137,0.5,6.437,0.249,-2.175,0.276,-0.888,0.204,-5.606,0.52,20.661,1.337,195.359,12.813,-13.666,3.183,5.34,0.447,5.556,0.12,-1.764,0.268,-0.718,0.167,-5.036,0.137,8.938,7.7,148.821,13.655,-3.127,4.164,6.74,0.677,6.083,0.651,-2.525,0.981,-0.456,0.196,-6.179,0.381,2.247,7.007,126.28,3.115,12.831,6.067,7.359,1.666,7.547,0.315,-5.624,0.814,-0.586,0.232,-3.544,1.812,26.41,7.277,155.479,18.125,11.603,7.692,42.285,38.355,17.651,16.164,11.615,9.929,-2.635,1.912,40.26,32.483,31.653,14.441,264.479,31.383,-42.764,17.461
20191008-1207-FRANKFURT_2-01-159,Salto C,36.024,338.741,-39.62,59.031,398.472,73.198,47.367,34.654,71.593,17.199,-0.101,2.551,5.672,3.953,44.254,32.489,18.318,6.936,157.206,32.665,-36.396,14.884,11.176,6.655,14.005,6.768,-4.897,3.607,-1.207,1.482,-2.913,4.467,-4.344,13.477,-79.671,120.139,8.624,25.936,12.729,5.132,13.21,1.871,-3.551,9.416,-1.089,0.598,-6.017,2.516,-15.748,11.97,-6.416,140.126,-12.417,36.599,20.997,3.171,16.24,3.621,-2.755,9.513,-0.965,0.485,-17.293,3.745,5.223,25.5,484.521,106.642,-6.561,25.486,33.247,8.572,30.809,5.322,-24.429,4.157,1.997,2.171,-18.661,8.82,132.546,26.502,578.582,45.057,-30.767,36.306,7.063,5.192,17.108,9.403,-5.965,4.587,0.079,1.33,1.09,2.24,33.418,49.501,253.026,111.527,-62.648,3.824,5.613,1.467,4.612,0.801,-0.747,0.418,-0.953,0.522,-5.057,0.806,1.682,7.583,96.103,8.329,-39.358,11.213,5.722,0.864,5.703,0.192,-2.465,0.287,-0.036,0.544,-5.109,0.252,-5.991,3.372,83.924,4.106,-15.751,22.159,6.333,1.501,6.524,0.443,-3.908,1.989,-1.097,0.366,-2.009,3.088,25.788,10.814,172.684,56.146,16.639,11.935,48.272,42.911,18.194,16.751,12.379,9.243,2.081,3.66,45.903,35.987,24.212,23.412,277.824,89.024,-53.463,44.666
0609-4-01-455,Salto C,-2.759,363.186,-7.575,35.235,370.248,40.113,49.904,40.269,73.928,25.361,25.31,25.468,-0.017,2.023,40.104,28.799,-2.641,8.469,210.44,67.765,14.361,11.012,9.299,1.856,10.096,2.959,-5.266,1.751,-0.522,0.462,-6.531,2.072,-13.272,14.227,1.467,22.466,9.372,24.298,12.245,2.905,11.129,0.479,-5.726,5.555,-0.256,0.84,-8.609,2.081,-10.984,16.98,375.577,120.071,27.966,22.078,16.237,3.102,16.38,1.872,-13.711,3.083,-0.436,0.851,-5.207,3.923,40.809,6.011,406.053,50.555,-1.745,25.554,6.497,5.075,9.577,3.557,-0.702,1.535,-0.801,0.621,-1.089,4.762,8.558,14.783,175.692,32.545,-16.559,3.65,3.21,0.844,3.528,0.241,-1.251,0.301,-0.763,0.151,-2.799,0.662,3.561,3.499,128.65,12.964,-9.197,3.465,3.273,0.337,3.091,0.249,-1.237,0.078,-0.932,0.229,-2.823,0.254,-4.426,4.421,85.728,5.089,-12.862,2.351,3.534,0.357,3.393,0.107,-1.481,0.293,-0.873,0.083,-3.109,0.234,-16.478,6.584,89.882,4.57,-7.221,1.694,6.622,2.022,5.464,1.43,-4.296,1.974,-0.606,0.422,-3.059,2.071,-15.886,13.457,103.604,18.181,8.442,8.34,49.08,46.906,20.989,18.885,23.875,19.893,-0.214,2.484,42.099,36.698,-2.626,14.229,207.24,87.002,-19.144,11.809
20191007-1159-FRANKFURT_1-01-11,Salto C,-13.588,354.622,21.698,46.766,432.788,52.712,48.095,36.93,72.965,17.859,0.697,3.54,-2.679,1.269,45.891,33.528,-39.997,21.216,251.494,52.352,31.852,21.768,13.42,7.133,15.572,4.917,-3.457,3.201,-1.022,0.667,-0.752,7.255,33.921,14.568,-13.364,129.389,17.799,12.093,14.416,8.967,16.115,2.293,-7.878,6.044,-0.748,0.696,-7.988,5.954,21.549,9.152,-146.425,127.204,4.043,16.538,15.839,4.48,11.267,2.77,3.599,6.887,-1.351,0.593,-9.445,8.282,-12.997,11.206,353.602,149.265,10.048,19.202,27.556,3.007,23.74,3.069,-16.66,2.714,-2.206,1.099,-21.618,1.203,-29.035,21.192,637.338,46.531,-28.889,7.224,21.936,12.472,28.569,4.411,-16.5,7.669,-0.267,1.852,-5.6,9.648,-61.691,25.172,396.099,111.57,30.87,34.682,4.746,1.42,7.269,3.547,-2.839,0.754,-1.33,0.334,-2.113,2.608,-10.868,1.047,94.799,53.617,41.35,21.884,6.328,0.808,6.179,0.467,-3.797,0.933,-0.25,0.497,-4.408,1.246,15.068,12.569,90.4,50.49,7.126,6.933,3.884,1.027,4.942,0.713,-3.075,1.561,-0.254,0.478,0.692,1.201,18.059,3.04,238.755,28.238,-2.926,10.11,47.246,41.12,17.471,17.906,8.888,5.369,-1.532,0.647,46.012,35.51,-12.56,11.755,208.103,97.696,17.998,11.823
20191007-1150-FRANKFURT_2-01-118,Schraubensalto A,104.23,183.743,344.243,176.381,282.189,351.028,47.966,28.983,65.575,11.551,0.513,2.493,3.351,1.109,45.982,27.007,46.645,7.896,183.366,24.623,43.223,29.464,8.558,3.536,15.331,7.893,-3.736,0.569,4.428,1.106,-3.657,2.981,137.713,42.67,172.767,19.514,112.027,16.903,5.384,0.945,5.604,0.851,-3.63,0.602,-1.31,2.033,-1.425,1.551,174.844,16.151,81.294,29.998,231.178,37.53,8.63,1.953,6.965,1.057,-8.236,2.052,-2.105,0.757,-0.925,0.609,251.237,19.636,-83.463,60.935,346.145,56.785,15.681,2.158,12.892,1.999,-12.863,0.65,-0.846,1.671,-7.924,3.374,77.041,69.317,-183.931,34.025,506.76,37.492,18.82,4.633,19.318,1.42,-9.33,4.722,-5.965,2.752,-12.624,1.001,-110.279,42.784,77.345,83.827,465.719,93.818,12.951,1.438,13.917,1.494,-5.123,3.276,-3.407,2.123,-10.025,0.604,-95.706,38.106,124.242,33.288,264.999,27.54,10.534,1.535,12.021,1.073,-8.041,0.621,-2.532,0.659,-5.831,1.219,8.921,18.553,181.705,26.587,99.381,43.139,5.963,0.924,7.691,1.393,-4.758,1.955,-1.469,1.115,-1.223,0.987,48.301,23.649,272.459,28.673,66.059,20.635,41.983,32.474,17.468,14.108,10.452,4.106,-0.799,2.134,37.957,29.876,100.894,17.982,311.02,45.248,-7.486,15.286
