SprungID,Sprungtyp,std_Acc_N_Fil,std_Gyro_x_R,std_Gyro_y_R,std_Gyro_z_R,std_Gyro_x_Fil,std_Gyro_y_Fil,std_Gyro_z_Fil
0609-4-01-540,Barani C,22.457,39.806,200.155,90.14,37.244,196.477,86.588
20191008-1157-FRANKFURT_1-01-180,Salto A,24.343,23.98,69.907,38.563,18.847,59.26,29.349
20191007-1524-FRANKFURT_1-01-143,Salto B,21.562,33.374,225.824,65.002,27.951,216.971,35.054
20191008-1207-FRANKFURT_2-01-311,Schraubensalto A,20.667,109.121,166.609,173.33,106.145,159.752,166.027
0115-CHARI-05-10,Doppelsalto B,21.119,20.5,257.244,26.139,18.169,251.759,22.349
0827-BK2-01-116,Salto A,23.785,16.199,57.056,17.011,13.647,51.068,13.923
0609-1-01-876,Von Bauch in Stand,21.143,18.452,82.421,34.216,15.351,76.854,23.531
20191001-1202-FRANKFURT_2-01-163,Strecksprung,23.401,16.663,64.532,34.663,12.728,58.801,23.238
20191003-1152-FRANKFURT_1-01-129,Fliffis C,21.716,91.248,397.068,109.37,87.226,392.8,104.935
20190930-1616-FRANKFURT_1-01-195,Strecksprung,25.628,13.297,63.007,26.192,11.87,59.696,22.4
20191008-1207-FRANKFURT_2-01-14,Strecksprung,23.112,15.041,45.157,31.843,10.924,41.991,21.604
0609-4-01-600,Barani C,20.427,31.326,208.498,102.135,28.458,204.748,99.04
0609-1-01-504,Strecksprung,23.791,14.413,30.292,23.471,13.25,24.419,19.454
0609-1-01-413,Salto C,21.77,22.664,195.39,30.113,19.56,188.96,23.872
20191007-1150-FRANKFURT_2-01-83,Salto B,19.319,25.176,199.734,33.747,19.257,191.319,25.495
20191001-1148-FRANKFURT_1-01-219,Salto rw B,20.146,19.043,252.005,35.742,14.636,230.567,27.618
20190930-1616-FRANKFURT_1-01-72,Strecksprung,25.795,12.118,72.67,19.855,11.04,68.495,16.495
20191008-1157-FRANKFURT_1-01-388,Salto A,23.963,27.389,83.298,34.136,20.65,71.727,21.029
20190930-1616-FRANKFURT_1-01-297,Barani C,23.996,29.437,176.298,92.414,26.271,172.977,86.462
0827-BK1-01-126,Strecksprung,25.304,14.705,53.919,30.402,12.144,49.363,22.096
0609-1-01-714,Bauchsprung,19.207,10.055,70.842,23.526,8.411,65.492,15.402
20190930-1616-FRANKFURT_1-01-13,Salto B,24.672,19.688,205.158,20.378,16.062,197.824,13.354
20191007-1534-FRANKFURT_2-01-34,Barani A,19.675,69.301,190.529,110.959,67.515,185.939,107.297
20191001-1148-FRANKFURT_1-01-41,Strecksprung,20.235,18.565,97.028,22.612,15.909,94.541,19.046
20190930-1616-FRANKFURT_1-01-113,Fliffis C,23.916,58.7,379.18,126.895,51.074,373.315,112.911
0827-BK2-02-131,Salto A,23.662,24.107,50.67,30.297,20.661,39.768,25.547
0827-BK1-01-46,Salto C,17.848,19.47,101.449,25.983,17.805,98.577,23.839
20191007-1159-FRANKFURT_1-01-60,Salto C,26.139,18.499,209.945,32.18,13.517,199.687,19.114
20191008-1157-FRANKFURT_1-01-386,Salto B,21.734,46.281,192.86,53.853,40.761,180.728,46.058
0827-BK2-01-53,Strecksprung,22.589,18.402,80.375,24.72,17.09,74.362,21.264
0609-1-01-823,Bauchsprung,23.587,15.974,84.885,33.568,12.725,75.83,23.398
20190930-1247-FRANKFURT_2-01-150,Grätschwinkel,23.37,23.165,125.905,33.806,18.081,120.885,25.275
20191008-1157-FRANKFURT_1-01-368,Barani A,22.227,63.53,201.064,115.483,61.854,197.1,112.906
0609-1-01-465,Salto C,22.999,34.541,194.724,30.34,31.864,187.735,23.432
20191001-1148-FRANKFURT_1-01-140,Rudi,23.004,92.846,228.977,279.35,89.363,220.689,274.157
20191008-1207-FRANKFURT_2-01-338,Fliffis B,21.204,122.257,439.241,179.716,113.598,435.081,158.731
20191008-1157-FRANKFURT_1-01-98,Strecksprung,22.973,16.451,72.478,27.366,13.881,70.655,23.274
0827-BK1-01-7,Salto C,23.999,14.484,168.682,20.008,10.956,160.562,12.979
0609-1-01-750,Strecksprung,22.772,9.928,37.008,13.408,8.193,34.205,11.362
0609-1-01-852,Strecksprung,24.693,12.739,31.108,20.537,10.384,30.188,18.0
0609-1-01-570,Doppelsalto B,20.943,43.157,295.041,44.886,39.621,286.275,33.287
20190930-1153-FRANKFURT_1-01-182,Salto A,21.917,16.953,58.483,16.645,14.858,54.136,12.475
0609-4-01-194,Strecksprung,23.426,15.857,31.867,18.597,13.548,29.758,15.303
0609-1-01-726,Doppelsalto C,18.1,44.909,258.719,34.589,42.843,253.497,22.246
20191007-1524-FRANKFURT_1-01-114,Doppelsalto B,22.46,38.335,152.241,50.175,32.149,137.632,29.626
0115-MORITZ-03-128,Salto C,24.997,16.394,165.724,21.051,13.677,157.584,15.589
0827-BK2-02-145,Salto A,21.693,18.067,65.239,23.398,15.433,55.26,19.134
0609-1-01-190,Doppelsalto C,20.459,35.368,284.248,38.881,32.75,280.124,27.821
0609-4-01-177,Schraubensalto C,21.956,107.668,127.136,168.477,105.87,123.651,167.268
0609-4-01-58,Fliffis B,23.127,100.045,360.599,127.409,97.997,350.683,121.157
0609-4-01-376,Salto C,20.757,14.798,155.561,20.201,11.13,146.179,14.439
20190930-1247-FRANKFURT_2-01-220,Barani C,26.416,55.876,213.375,69.44,50.768,207.741,59.228
0609-1-01-793,Bauchsprung,19.882,12.964,69.182,22.053,10.344,62.762,14.825
20191007-1150-FRANKFURT_2-01-58,Grätschwinkel,20.122,18.418,98.483,24.922,14.022,94.716,17.297
0110-MORITZ-01-96,Doppelsalto B,21.234,39.068,267.445,40.696,35.503,262.776,34.474
20191001-1148-FRANKFURT_1-01-57,Strecksprung,23.391,18.759,91.467,47.531,13.105,83.407,34.562
20191008-1157-FRANKFURT_1-01-35,Strecksprung,23.815,26.31,63.834,36.487,20.12,60.544,28.43
20191008-1207-FRANKFURT_2-01-37,Salto B,22.507,32.554,214.062,50.426,28.337,204.735,34.41
0609-1-01-180,Bauchsprung,28.262,18.454,68.326,34.472,16.015,62.022,22.553
20190930-1247-FRANKFURT_2-01-108,Grätschwinkel,22.274,15.835,134.074,28.681,13.482,128.499,17.531
0609-4-01-42,Fliffis B,17.759,92.941,365.94,128.967,91.32,354.558,125.968
0609-1-01-198,Von Bauch in Stand,25.581,22.652,64.696,31.182,20.013,55.577,20.676
20190930-1616-FRANKFURT_1-01-241,Doppelsalto B,23.364,32.453,284.263,45.871,25.684,269.552,26.556
20191008-1207-FRANKFURT_2-01-306,Salto B,22.03,46.725,229.196,61.154,41.971,221.58,44.507
0609-1-01-830,Doppelsalto C,20.436,32.325,276.184,35.652,28.888,270.144,21.472
20191008-1157-FRANKFURT_1-01-34,Salto B,21.874,29.8,194.529,53.237,24.428,182.343,34.677
0609-4-01-494,Fliffis B,22.514,89.574,374.568,128.975,86.784,358.631,125.002
20191008-1207-FRANKFURT_2-01-140,Grätschwinkel,23.703,26.29,156.619,54.811,19.115,149.917,33.375
20191007-1150-FRANKFURT_2-01-70,Barani A,18.236,77.402,194.282,111.271,75.763,190.357,107.069
0609-1-01-643,Doppelsalto C,21.341,28.703,269.792,46.068,24.495,264.399,29.955
0827-BK1-01-41,Salto C,24.31,13.163,144.492,17.525,10.602,138.776,11.849
0609-4-01-49,Salto C,21.989,14.386,58.113,19.824,11.862,52.475,16.61
20191007-1150-FRANKFURT_2-01-86,Salto A,18.6,28.836,60.345,40.361,25.838,53.69,32.89
0827-BK2-02-22,Salto C,24.028,19.679,193.923,30.537,16.865,187.762,26.236
0827-BK2-01-95,Strecksprung,24.11,12.331,40.251,25.843,9.205,38.43,21.303
20191008-1207-FRANKFURT_2-01-39,Salto A,19.091,27.878,81.661,43.71,23.843,70.057,23.57
0609-4-01-366,Salto C,21.711,21.158,167.015,23.13,16.846,159.425,15.13
20191007-1150-FRANKFURT_2-01-152,Rudi,19.217,126.754,194.682,304.261,121.288,189.701,297.906
0827-BK1-01-24,Salto C,23.741,10.664,161.899,15.672,8.092,155.32,10.572
0609-1-01-189,Von Bauch in Stand,27.355,18.194,76.258,26.528,15.105,71.025,19.591
20191007-1150-FRANKFURT_2-01-84,Barani A,18.678,74.517,196.344,97.512,73.383,192.185,93.073
20190930-1153-FRANKFURT_1-01-78,Salto B,22.836,34.55,228.601,36.849,31.725,222.862,29.983
20190930-1247-FRANKFURT_2-01-204,Strecksprung,22.777,42.515,40.706,57.733,40.094,37.105,55.582
20191001-1202-FRANKFURT_2-01-154,Salto A,20.83,23.345,71.931,85.007,18.562,56.07,27.665
0609-1-01-595,Doppelsalto B,20.939,38.948,287.284,38.135,34.704,277.36,24.6
20191007-1524-FRANKFURT_1-01-91,Fliffis- Rudi B,21.428,210.517,449.325,358.152,200.556,432.596,348.139
0609-4-01-538,Barani C,22.791,39.974,209.806,104.974,37.46,205.031,100.875
20191008-1157-FRANKFURT_1-01-355,Barani A,19.807,82.351,182.565,135.25,80.006,177.983,130.398
20190930-1247-FRANKFURT_2-01-264,Cody C,26.823,44.127,259.326,69.893,30.623,236.831,38.176
0609-1-01-780,Von Bauch in Stand,22.221,20.653,68.913,39.515,18.097,62.23,29.157
20191008-1207-FRANKFURT_2-01-142,Barani A,20.689,55.008,217.69,124.856,54.344,205.353,95.653
20191001-1148-FRANKFURT_1-01-21,Strecksprung,19.849,16.624,100.159,30.977,12.455,97.09,26.186
0609-1-01-314,Salto C,21.829,21.958,184.765,26.272,18.262,175.396,20.064
20191008-1157-FRANKFURT_1-01-99,Strecksprung,21.784,14.92,79.513,21.599,12.137,76.169,19.07
20191007-1150-FRANKFURT_2-01-69,Salto B,19.148,24.308,201.091,43.353,19.368,193.301,31.999
0609-1-01-864,Bauchsprung,24.94,16.97,77.778,29.983,14.007,69.834,23.766
0609-1-01-31,Salto C,23.626,24.919,208.456,28.321,22.402,201.938,22.405
20191008-1157-FRANKFURT_1-01-224,Baby- Fliffis C,19.985,48.013,337.623,173.027,37.947,309.26,163.717
20191007-1159-FRANKFURT_1-01-349,Baby- Fliffis C,19.667,46.858,311.048,169.499,42.099,298.504,163.541
0609-4-01-467,Strecksprung,21.427,11.426,74.897,19.785,7.255,69.679,10.262
0827-BK2-01-10,Salto C,24.605,24.381,167.091,26.495,20.904,159.592,20.548
20190930-1247-FRANKFURT_2-01-45,Salto A,23.229,24.568,43.801,37.228,19.825,38.162,27.649
0609-1-01-242,Von Bauch in Stand,25.17,15.235,64.003,27.119,11.181,60.674,19.982
0609-1-01-243,Doppelsalto B,18.441,33.811,288.477,51.645,26.887,280.395,26.529
20191001-1148-FRANKFURT_1-01-98,Strecksprung,23.772,19.404,51.899,26.511,16.841,43.428,17.498
20191007-1524-FRANKFURT_1-01-165,Fliffis- Rudi C,17.339,202.336,455.991,426.936,192.447,428.818,408.205
20190930-1247-FRANKFURT_2-01-107,Cody C,25.098,36.099,271.95,79.221,21.491,249.512,39.866
20191007-1524-FRANKFURT_1-01-35,Barani A,24.002,55.559,190.405,85.36,53.265,184.131,71.149
20190930-1616-FRANKFURT_1-01-15,Salto A,25.173,14.409,51.914,26.256,11.669,41.739,18.4
20190930-1247-FRANKFURT_2-01-176,Fliffis C,23.99,71.701,390.033,137.413,60.663,376.826,126.387
0609-1-01-741,Bauchsprung,20.911,17.943,87.547,33.336,14.451,75.506,13.507
0609-4-01-75,Salto C,20.88,18.699,141.489,20.372,15.321,133.84,15.051
0827-BK2-02-19,Salto C,21.323,24.082,192.394,23.181,21.462,186.979,17.929
20191008-1157-FRANKFURT_1-01-21,Salto A,21.212,15.0,62.9,30.262,11.175,49.527,21.887
20191008-1207-FRANKFURT_2-01-229,Salto A,22.647,17.983,78.149,29.555,11.35,71.162,18.387
0609-1-01-839,Strecksprung,20.291,9.744,31.617,18.235,8.722,30.494,16.57
0609-1-01-58,Fliffis C,24.238,164.331,377.712,129.597,162.225,372.929,124.682
0609-1-01-767,Doppelsalto C,22.143,35.029,293.879,42.081,30.643,286.564,31.237
20191008-1207-FRANKFURT_2-01-79,Schraubensalto A,20.65,86.342,184.677,153.802,83.888,179.027,150.634
0609-4-01-32,Fliffis B,24.948,102.182,365.234,123.427,100.1,355.934,120.238
0609-4-01-422,Salto C,21.741,19.695,145.557,23.334,16.518,137.017,19.133
0115-JANEIKE-01-135,Fliffis- Rudi B,17.935,215.825,392.589,378.396,207.482,382.64,372.549
20191007-1159-FRANKFURT_1-01-292,Salto A,20.091,15.446,68.238,25.598,12.265,57.568,19.393
0115-MORITZ-03-26,Salto C,18.947,20.767,56.86,25.517,18.931,55.212,23.936
20190930-1247-FRANKFURT_2-01-152,Barani C,23.311,52.288,212.685,81.152,46.022,204.292,63.215
20191007-1159-FRANKFURT_1-01-388,Baby- Fliffis C,22.529,56.089,306.417,159.999,48.905,297.122,153.032
0115-JANEIKE-01-119,Strecksprung,23.338,13.032,22.132,19.223,11.174,20.602,16.949
20191008-1207-FRANKFURT_2-01-49,Salto A,23.056,27.949,123.425,49.286,20.296,85.321,28.398
20190930-1153-FRANKFURT_1-01-142,Barani A,23.332,84.606,157.657,75.598,83.287,154.87,73.765
0827-BK2-02-47,Salto C,22.02,20.062,194.121,19.37,17.429,188.993,14.112
0609-1-01-687,Bauchsprung,23.845,11.876,78.652,23.894,8.958,72.319,17.045
0115-MORITZ-03-122,Strecksprung,18.274,18.365,67.63,15.701,17.427,63.157,12.951
20191007-1524-FRANKFURT_1-01-213,Fliffis- Rudi C,17.054,196.976,439.458,409.296,182.74,414.531,386.856
20190930-1247-FRANKFURT_2-01-128,Cody C,25.836,49.135,279.8,74.83,37.483,248.53,39.339
20191001-1148-FRANKFURT_1-01-145,Baby- Fliffis C,20.679,45.527,309.388,152.033,38.527,296.991,143.471
20191001-1148-FRANKFURT_1-01-54,Salto rw A,21.773,25.83,111.357,44.268,18.853,87.792,24.44
0609-1-01-759,Doppelsalto C,20.382,36.933,268.878,33.735,33.755,264.593,20.763
0609-1-01-694,Doppelsalto C,21.14,27.009,278.18,36.887,22.515,272.291,22.367
0609-1-01-495,Strecksprung,23.491,9.508,29.284,21.797,7.694,27.033,19.147
0609-4-01-586,Barani C,22.814,31.496,222.108,97.179,28.508,217.544,94.034
0827-BK2-01-16,Salto C,25.065,18.389,192.948,27.867,14.204,184.4,22.378
20190930-1616-FRANKFURT_1-01-321,Strecksprung,23.599,12.498,61.608,21.259,10.661,59.411,17.515
0115-CHARI-05-61,Salto B,23.512,20.513,189.556,33.164,16.751,182.572,26.952
20191007-1159-FRANKFURT_1-01-345,Grätschwinkel,21.48,22.839,173.72,33.912,18.42,166.956,23.465
0115-CHARI-05-43,Strecksprung,23.46,18.101,74.894,25.832,16.398,72.387,23.596
0609-1-01-829,Von Bauch in Stand,23.251,17.63,68.472,34.12,14.112,65.602,28.708
0609-1-01-291,Salto C,20.257,11.813,85.761,17.167,10.217,84.258,14.314
20191007-1150-FRANKFURT_2-01-167,Salto B,19.019,25.766,205.617,33.918,18.898,195.768,25.324
0609-4-01-403,Fliffis B,22.564,98.51,362.112,123.569,96.204,351.718,120.366
0110-JANEIKE-01-92,Strecksprung,26.348,10.75,60.002,20.601,7.465,56.88,13.367
20191007-1524-FRANKFURT_1-01-146,Fliffis C,21.793,94.078,444.555,209.474,81.423,423.826,178.443
20190930-1247-FRANKFURT_2-01-184,Strecksprung,22.332,12.594,71.344,20.768,10.322,67.315,18.275
0609-1-01-439,Strecksprung,24.379,12.268,39.263,24.534,9.547,35.077,20.233
0609-4-01-574,Barani C,22.928,34.48,214.821,100.85,31.961,209.639,98.119
0609-4-01-387,Salto C,24.772,17.871,152.264,21.119,13.923,143.774,14.256
20191007-1159-FRANKFURT_1-01-229,Barani A,23.429,55.283,203.937,138.632,52.289,198.068,134.187
0609-1-01-497,Strecksprung,20.213,12.078,47.426,17.114,7.741,45.269,13.796
0609-1-01-855,Von Bauch in Stand,23.068,18.126,69.309,35.407,15.154,63.15,14.495
20191007-1159-FRANKFURT_1-01-416,Barani C,23.746,54.22,224.617,103.308,52.611,220.92,100.28
0609-4-01-31,Salto C,20.335,18.031,145.084,24.383,12.795,134.794,16.091
20191001-1202-FRANKFURT_2-01-25,Cody C,21.953,39.229,273.48,86.465,32.202,263.308,40.689
0609-1-01-557,Salto C,24.009,22.326,186.772,28.978,18.703,179.571,21.419
20190930-1616-FRANKFURT_1-01-148,Fliffis C,23.213,49.581,368.471,143.43,42.874,364.855,133.756
0115-MORITZ-03-178,Fliffis aus B,23.799,123.184,368.981,124.867,120.822,363.516,119.212
0609-1-01-569,Salto C,23.797,20.321,184.18,32.171,17.012,176.46,23.851
0609-4-01-21,Salto C,19.967,16.212,148.711,21.798,13.055,139.22,16.456
0609-4-01-227,Schraubensalto C,22.648,111.578,135.911,152.852,109.859,131.591,151.46
20191007-1534-FRANKFURT_2-01-118,Schraubensalto A,22.997,118.036,152.157,153.379,115.719,147.142,150.119
0115-CHARI-05-62,Fliffis- Rudi B,20.488,202.471,388.31,315.114,197.179,381.978,310.385
0827-BK2-01-77,Salto B,23.145,16.682,203.996,21.768,14.345,198.85,16.604
20191001-1148-FRANKFURT_1-01-247,Salto rw A,20.082,23.332,95.009,34.768,19.326,76.032,19.954
20191001-1148-FRANKFURT_1-01-139,Salto rw A,21.976,21.055,72.211,37.15,15.433,55.198,21.469
20190930-1616-FRANKFURT_1-01-257,Doppelsalto B,23.244,35.102,285.072,39.346,29.521,268.212,22.634
0609-4-01-217,Schraubensalto C,23.071,104.153,136.231,159.253,102.345,131.621,157.726
0609-1-01-268,Bauchsprung,24.268,19.753,77.367,25.508,16.177,72.174,13.97
0609-1-01-425,Doppelsalto B,22.929,43.09,289.366,34.93,38.951,279.589,18.771
20191007-1150-FRANKFURT_2-01-164,3/4 Salto rw A,21.523,16.256,57.659,28.831,12.374,54.706,19.19
0115-MORITZ-03-101,Fliffis aus B,24.064,118.594,371.836,122.896,116.272,366.33,118.99
0115-CHARI-05-123,1 3/4 Salto vw C,23.864,18.631,229.481,36.328,13.697,208.221,26.808
20191008-1207-FRANKFURT_2-01-348,Strecksprung,21.484,29.395,107.9,53.774,24.574,102.925,44.316
20191008-1207-FRANKFURT_2-01-185,Salto C,18.649,20.182,242.766,41.337,14.894,234.15,28.555
20191008-1157-FRANKFURT_1-01-319,Salto B,21.245,30.483,195.515,46.36,26.092,184.295,31.192
0609-4-01-174,Schraubensalto C,17.731,109.493,126.649,167.578,107.481,123.063,166.364
20190930-1153-FRANKFURT_1-01-141,Salto B,18.847,30.371,220.231,34.656,27.085,213.986,29.194
0609-1-01-833,Bauchsprung,23.567,18.065,74.118,34.707,14.506,69.07,24.893
0609-1-01-341,Doppelsalto B,19.992,38.66,282.829,43.249,34.992,274.914,25.688
20191008-1207-FRANKFURT_2-01-92,Schraubensalto A,22.603,85.353,200.497,160.358,81.651,186.402,145.228
0609-1-01-49,Salto C,22.6,23.82,197.607,26.979,19.273,190.315,20.31
20190930-1247-FRANKFURT_2-01-85,Salto C,22.86,23.541,195.367,30.414,18.877,187.278,20.263
20191008-1157-FRANKFURT_1-01-263,Baby- Fliffis C,22.53,50.909,314.418,134.942,44.901,298.242,128.57
0609-4-01-132,Schraubensalto C,20.935,111.169,133.877,149.216,109.431,129.499,147.162
20191001-1202-FRANKFURT_2-01-111,Salto C,20.685,29.439,218.864,73.007,21.701,203.461,39.478
20191007-1159-FRANKFURT_1-01-118,Barani B,22.755,54.316,204.726,121.611,52.45,200.05,117.548
0609-1-01-825,Doppelsalto C,23.045,45.448,289.533,44.756,40.661,282.155,29.885
0115-MORITZ-03-100,Doppelsalto B,24.393,26.598,271.256,38.141,24.337,264.421,29.137
0609-4-01-4,Salto C,19.944,15.934,137.775,18.376,12.078,128.97,12.802
20191001-1148-FRANKFURT_1-01-162,00V,21.476,22.541,147.202,33.666,16.812,135.436,17.967
0115-CHARI-05-52,Doppelsalto B,21.844,32.89,273.642,39.941,30.097,266.289,34.408
0110-MORITZ-01-80,Fliffis B,25.422,59.27,386.758,132.185,54.133,384.386,128.633
0110-MORITZ-01-144,Strecksprung,22.817,27.366,51.227,31.292,25.546,44.002,21.151
20191007-1150-FRANKFURT_2-01-55,Strecksprung,22.577,15.276,56.43,26.48,12.742,49.284,19.215
20191007-1150-FRANKFURT_2-01-72,Salto A,20.542,25.01,53.438,32.759,22.318,46.005,22.215
0609-1-01-538,Salto C,22.933,21.06,197.608,27.898,17.866,191.15,18.516
20191001-1202-FRANKFURT_2-01-42,Cody C,22.057,29.552,267.599,79.951,24.088,258.632,51.786
0609-1-01-784,Von Bauch in Stand,21.809,18.842,73.924,24.874,16.293,69.167,18.668
20191003-1152-FRANKFURT_1-01-16,Grätschwinkel,21.311,19.444,121.943,37.161,16.769,118.802,28.018
0609-1-01-86,Fliffis C,25.539,152.839,371.925,109.537,150.657,366.872,106.201
0115-JANEIKE-01-110,Salto B,24.548,25.236,153.11,35.913,22.954,146.714,27.099
0827-BK2-01-110,Salto A,20.422,13.948,47.711,18.282,11.482,41.946,14.213
20190930-1616-FRANKFURT_1-01-287,Strecksprung,24.174,10.659,54.317,28.542,8.49,51.543,25.674
0827-BK2-02-38,Salto C,22.432,22.917,200.687,30.556,21.075,194.721,26.461
20190930-1247-FRANKFURT_2-01-242,Barani C,26.7,63.859,206.371,63.927,58.568,198.614,55.943
20191008-1157-FRANKFURT_1-01-199,Salto B,22.389,26.161,215.246,40.872,19.517,204.998,28.617
20190930-1616-FRANKFURT_1-01-8,Strecksprung,22.807,17.933,54.369,19.428,15.847,52.56,16.475
0609-1-01-628,Bauchsprung,23.809,16.189,92.604,41.984,12.506,81.855,32.877
20191001-1148-FRANKFURT_1-01-161,Rudi,22.873,156.921,257.477,305.547,152.125,245.62,298.791
20191003-1152-FRANKFURT_1-01-83,Strecksprung,20.493,16.941,58.359,18.272,15.428,56.737,16.028
0609-1-01-414,Doppelsalto B,20.681,48.321,299.249,44.267,44.949,291.06,26.893
0609-1-01-300,Bauchsprung,23.236,23.462,89.667,29.557,19.346,80.943,19.144
20191007-1534-FRANKFURT_2-01-107,1 3/4 Salto vw B,22.791,42.15,285.191,91.228,35.991,251.007,55.586
0827-BK2-02-73,Salto B,24.526,28.303,177.214,33.017,26.481,172.447,28.228
20190930-1153-FRANKFURT_1-01-41,Strecksprung,21.422,16.745,28.079,19.288,15.379,26.322,17.656
0609-1-01-670,Bauchsprung,22.934,14.987,87.495,26.939,12.927,79.977,20.363
0609-1-01-308,Doppelsalto B,19.866,40.772,273.95,46.228,37.699,265.936,31.168
20191007-1150-FRANKFURT_2-01-60,Barani A,19.953,80.843,186.233,89.484,79.155,181.329,86.145
0609-4-01-335,Salto C,21.03,17.754,152.747,19.079,12.85,144.163,13.382
20191003-1152-FRANKFURT_1-01-14,3/4 Salto rw A,23.539,18.053,77.647,31.553,15.394,75.854,27.109
0115-MORITZ-03-190,Doppelsalto C,24.935,29.1,267.122,29.196,25.199,260.639,22.089
0609-1-01-676,Von Bauch in Stand,23.612,23.906,68.712,46.927,21.255,63.262,40.654
0609-4-01-215,Schraubensalto C,21.915,106.217,128.805,176.867,104.166,124.479,175.213
20191007-1150-FRANKFURT_2-01-225,Salto A,17.826,23.189,54.317,29.177,19.035,45.622,21.155
20191001-1148-FRANKFURT_1-01-76,Rudi,21.097,121.308,252.017,288.217,116.146,239.664,281.829
20191008-1207-FRANKFURT_2-01-159,Salto C,17.651,49.629,224.376,50.834,46.29,216.262,36.344
0827-BK2-02-129,Salto A,21.297,17.372,45.319,24.917,15.603,37.888,21.446
0609-4-01-568,Barani C,23.245,37.464,198.761,98.582,35.613,195.194,96.113
20190930-1247-FRANKFURT_2-01-290,Cody C,25.257,48.033,302.903,92.145,33.45,253.435,36.595
0115-MORITZ-03-129,Fliffis aus B,23.617,100.828,381.482,117.41,97.72,377.252,112.732
0115-MORITZ-03-163,Fliffis aus B,23.549,120.526,369.287,117.938,118.098,363.706,112.721
20191008-1157-FRANKFURT_1-01-111,Barani A,22.828,75.489,195.342,111.142,73.395,192.129,109.084
0609-4-01-340,Salto C,20.774,17.36,143.418,24.989,13.249,132.23,14.901
20190930-1616-FRANKFURT_1-01-42,Barani C,21.464,46.547,188.439,61.182,44.219,183.919,55.678
0609-1-01-732,Doppelsalto C,21.033,23.938,275.33,38.516,19.436,268.043,26.771
20190930-1153-FRANKFURT_1-01-223,Fliffis Rudi C,19.61,143.716,356.539,333.147,136.558,351.421,327.465
20191008-1157-FRANKFURT_1-01-299,3/4 Salto vw A,22.841,17.284,125.025,53.91,12.48,114.294,25.66
20191007-1159-FRANKFURT_1-01-342,Barani A,21.78,53.683,207.659,140.513,51.561,203.417,137.67
0609-4-01-251,Salto C,19.471,16.308,134.633,21.219,12.105,127.313,13.213
20191008-1157-FRANKFURT_1-01-127,Strecksprung,22.897,18.612,56.01,28.023,13.479,53.399,18.232
20190930-1247-FRANKFURT_2-01-269,Salto A,23.626,25.616,48.102,30.166,22.202,38.869,24.219
20190930-1247-FRANKFURT_2-01-266,Salto B,19.951,16.258,208.796,32.86,12.754,201.073,19.84
20190930-1247-FRANKFURT_2-01-344,Fliffis C,24.284,70.67,391.371,145.853,59.956,375.653,129.819
20191001-1148-FRANKFURT_1-01-9,Strecksprung,24.8,18.679,61.436,37.534,14.018,55.162,25.117
20191001-1148-FRANKFURT_1-01-182,Salto rw B,25.44,25.684,231.401,48.906,20.429,215.712,30.573
20190930-1247-FRANKFURT_2-01-82,Strecksprung,23.171,16.338,64.961,28.704,14.613,60.792,24.725
0609-1-01-588,Salto C,22.461,19.606,166.353,24.092,16.657,160.033,16.688
20191008-1207-FRANKFURT_2-01-343,Salto C,25.272,56.94,184.614,47.965,52.812,175.878,34.556
0609-1-01-518,Salto C,25.021,24.939,196.387,28.05,21.815,189.93,20.386
0609-1-01-491,Salto C,22.197,22.402,192.236,27.013,19.061,185.646,18.528
0609-1-01-665,Bauchsprung,23.008,14.392,79.004,34.426,11.529,74.587,26.686
20191001-1148-FRANKFURT_1-01-75,Salto rw A,25.256,22.296,98.497,44.624,17.72,73.626,25.207
20191007-1159-FRANKFURT_1-01-391,Strecksprung,18.811,20.081,85.645,31.091,17.415,82.611,25.498
0609-1-01-689,Doppelsalto C,22.034,37.738,290.731,41.067,35.258,284.95,24.404
20191001-1202-FRANKFURT_2-01-29,Salto A,19.459,23.452,96.481,72.314,20.134,70.548,31.681
20191007-1524-FRANKFURT_1-01-278,Fliffis- Rudi C,16.529,229.958,439.54,428.178,218.103,417.232,409.718
20191007-1524-FRANKFURT_1-01-217,Fliffis C,21.65,100.529,421.871,202.543,93.9,411.148,180.042
20191001-1148-FRANKFURT_1-01-112,00V,21.861,18.792,115.042,38.011,15.732,101.713,20.49
20191007-1159-FRANKFURT_1-01-448,Fliffis C,21.728,66.938,426.593,172.775,61.825,422.832,167.356
20191008-1157-FRANKFURT_1-01-282,Baby- Fliffis C,24.409,57.525,308.819,130.873,49.511,287.524,125.266
20191008-1207-FRANKFURT_2-01-85,Strecksprung,22.557,17.106,80.91,50.838,12.836,74.953,41.969
20191007-1150-FRANKFURT_2-01-198,Fliffis C,20.797,59.127,400.191,161.807,53.707,394.331,156.497
0609-1-01-630,Doppelsalto C,19.028,29.991,258.585,36.794,25.623,249.996,22.017
0609-1-01-213,Von Bauch in Stand,23.925,12.057,71.365,26.641,9.008,64.162,13.502
20191001-1148-FRANKFURT_1-01-165,3/4 Salto vw A,24.273,16.361,170.939,37.594,12.741,120.494,20.109
20191008-1207-FRANKFURT_2-01-364,Salto A,22.807,35.159,91.741,65.229,27.196,73.686,37.135
20190930-1616-FRANKFURT_1-01-108,Strecksprung,24.446,11.987,76.849,30.41,10.436,72.956,24.775
0609-1-01-724,Bauchsprung,21.541,18.772,77.974,34.366,15.298,66.03,26.486
