SprungID,Sprungtyp,0_Acc_N_Fil,0_Gyro_x_R,0_Gyro_y_R,0_Gyro_z_R,0_Gyro_x_Fil,0_Gyro_y_Fil,0_Gyro_z_Fil,20_Acc_N_Fil,20_Gyro_x_R,20_Gyro_y_R,20_Gyro_z_R,20_Gyro_x_Fil,20_Gyro_y_Fil,20_Gyro_z_Fil,40_Acc_N_Fil,40_Gyro_x_R,40_Gyro_y_R,40_Gyro_z_R,40_Gyro_x_Fil,40_Gyro_y_Fil,40_Gyro_z_Fil,60_Acc_N_Fil,60_Gyro_x_R,60_Gyro_y_R,60_Gyro_z_R,60_Gyro_x_Fil,60_Gyro_y_Fil,60_Gyro_z_Fil,80_Acc_N_Fil,80_Gyro_x_R,80_Gyro_y_R,80_Gyro_z_R,80_Gyro_x_Fil,80_Gyro_y_Fil,80_Gyro_z_Fil
0115-CHARI-05-52,Doppelsalto B,30.704,-29.623,222.542,5.023,-29.507,223.664,5.309,29.318,4.821,387.504,3.651,4.693,390.401,1.547,45.368,-1.928,786.696,8.932,-1.181,781.093,9.014,12.888,31.72,234.207,9.731,31.864,238.558,8.789,29.894,7.665,255.53,-57.736,7.528,253.907,-56.038
0110-MORITZ-01-80,Fliffis B,54.489,14.335,-261.182,5.97,14.728,-256.763,6.418,42.279,-24.838,-737.342,5.607,-23.816,-732.394,5.01,17.674,0.005,-131.508,-240.4,1.062,-134.235,-238.5,13.3,88.956,163.382,-210.635,86.837,162.557,-210.7,30.895,-2.688,267.287,-10.029,-2.261,268.196,-12.419
0110-MORITZ-01-144,Strecksprung,29.033,19.94,-9.7,21.674,19.524,-8.053,21.039,3.125,-27.297,-55.03,2.012,-26.726,-54.308,2.916,1.022,5.601,34.264,-1.914,5.646,33.6,-1.693,1.341,-0.592,14.057,15.352,-0.716,14.473,15.02,22.529,9.281,-9.525,23.968,9.324,-11.089,25.683
20191007-1150-FRANKFURT_2-01-55,Strecksprung,31.633,-6.764,84.883,5.023,-6.443,84.212,4.919,1.604,-9.752,-0.341,7.048,-10.345,-0.055,7.458,1.525,6.221,-39.82,-9.227,6.427,-39.603,-8.748,1.328,6.496,2.566,-0.624,6.24,2.521,-1.269,20.049,7.031,45.956,11.868,6.316,49.887,11.064
20191007-1150-FRANKFURT_2-01-72,Salto A,34.257,38.655,234.228,-7.43,39.123,234.829,-8.875,6.682,3.004,155.403,-11.013,3.962,156.919,-11.912,7.966,13.317,200.271,-12.33,13.18,200.283,-12.13,9.269,-0.445,207.145,-4.172,-0.907,207.987,-4.473,22.454,0.261,273.581,-12.18,1.019,268.732,-10.969
0609-1-01-538,Salto C,28.155,8.581,56.751,-18.815,9.055,57.69,-19.086,18.346,6.372,477.49,-9.667,6.976,473.319,-8.942,4.641,30.426,214.713,4.916,29.77,217.052,4.547,3.151,31.704,94.374,-4.081,31.45,94.443,-4.202,25.995,8.568,106.969,-9.267,8.467,108.057,-9.026
20191001-1202-FRANKFURT_2-01-42,Cody C,42.864,-24.963,76.317,37.65,-23.181,63.886,38.025,28.45,-55.103,-614.83,-45.454,-54.783,-608.493,-47.243,16.442,-45.502,-406.126,-12.609,-44.871,-406.925,-12.9,7.379,-17.574,-113.763,-4.907,-18.413,-115.352,-4.562,16.845,-19.758,-195.133,-47.032,-20.808,-187.275,-37.398
0609-1-01-784,Von Bauch in Stand,29.548,-11.031,-55.693,12.073,-10.796,-55.841,9.567,0.75,8.355,-4.657,-1.784,7.682,-3.897,-1.977,0.973,9.274,-5.548,-2.192,9.153,-5.222,-1.765,1.343,0.24,28.928,-11.316,0.141,28.231,-10.778,19.037,-9.775,115.321,25.326,-8.948,116.488,25.0
20191003-1152-FRANKFURT_1-01-16,Grätschwinkel,35.207,6.878,26.079,2.942,5.479,29.827,2.56,2.638,5.261,-81.413,30.051,5.133,-82.779,29.59,9.268,5.807,-105.078,-0.658,5.679,-102.883,-1.672,5.704,-16.313,119.52,-5.119,-16.362,117.835,-3.377,18.037,-8.363,72.048,-2.558,-8.812,72.381,-1.755
0609-1-01-86,Fliffis C,45.642,-49.641,-312.499,-5.85,-50.053,-312.241,-4.31,59.647,-140.843,-809.244,-1.3,-139.009,-800.177,-2.858,19.805,101.028,-122.729,-212.423,101.401,-129.168,-211.595,14.232,247.771,38.511,-216.352,245.521,38.085,-215.994,20.646,8.901,193.794,-93.4,10.049,189.977,-92.238
0115-JANEIKE-01-110,Salto B,36.341,20.362,86.604,-44.574,22.402,86.888,-42.035,14.014,10.489,331.205,1.356,11.12,329.131,-0.058,6.151,48.041,254.342,-19.755,47.682,255.038,-19.986,4.123,16.387,113.503,-30.394,16.433,113.761,-30.383,19.872,2.694,122.963,-6.276,1.708,121.077,-5.158
0827-BK2-01-110,Salto A,26.361,13.96,134.732,-10.299,14.103,134.767,-9.764,6.383,8.094,203.917,-17.907,8.494,202.427,-18.676,5.624,0.357,200.352,-17.282,0.206,200.528,-16.857,5.236,2.791,169.56,-10.974,2.6,169.05,-10.995,18.356,4.893,156.001,-6.516,5.447,153.966,-6.409
20190930-1616-FRANKFURT_1-01-287,Strecksprung,29.411,-9.464,57.772,29.853,-8.741,57.962,29.598,1.028,0.463,-15.55,17.548,0.15,-15.109,17.059,1.122,-0.979,-42.995,-25.47,-0.736,-42.623,-24.605,1.016,2.694,-36.699,-5.556,2.827,-36.773,-5.723,20.961,-4.833,22.671,-1.135,-5.086,22.013,-0.641
0827-BK2-02-38,Salto C,33.215,16.047,31.54,-32.98,16.07,32.999,-33.425,20.171,-11.406,443.663,-55.994,-11.645,439.692,-55.687,6.434,29.087,228.437,-23.537,29.071,230.566,-23.636,2.769,16.174,77.289,-32.334,15.593,77.472,-32.416,18.303,-1.857,130.915,-18.869,-1.486,130.429,-18.139
20190930-1247-FRANKFURT_2-01-242,Barani C,45.919,-25.725,-164.844,42.026,-25.772,-164.615,42.213,13.454,-78.646,-275.722,103.512,-76.469,-274.241,104.76,7.691,-85.734,-1.747,149.534,-88.269,-1.516,148.832,5.318,-86.972,78.081,141.963,-87.05,77.615,141.57,22.77,-12.304,153.013,58.922,-12.78,153.324,59.31
20191008-1157-FRANKFURT_1-01-199,Salto B,22.299,1.822,101.076,-18.744,1.819,97.712,-18.96,12.175,6.777,143.95,17.835,6.462,148.844,17.201,21.105,1.481,473.216,-31.195,2.248,469.269,-29.715,4.83,6.399,103.077,-8.048,5.951,106.979,-7.933,31.3,-16.185,201.523,-17.293,-15.156,198.105,-19.715
20190930-1616-FRANKFURT_1-01-8,Strecksprung,27.062,-4.689,61.504,-3.434,-3.977,61.787,-2.73,0.866,9.636,-19.271,13.92,9.199,-19.269,13.822,0.705,-2.015,-30.575,9.389,-1.978,-30.34,9.296,0.997,-20.011,-38.622,-12.168,-19.721,-38.726,-11.732,23.298,13.132,32.458,18.448,12.521,32.325,17.896
0609-1-01-628,Bauchsprung,23.114,-6.086,0.52,12.592,-5.792,0.432,12.268,0.747,-11.516,-80.66,-6.535,-11.437,-80.124,-6.193,0.942,6.447,-80.246,2.158,6.166,-80.111,1.849,1.668,-1.471,-42.168,-6.674,-1.663,-40.607,-6.523,30.806,-15.182,100.462,-50.786,-14.187,98.392,-49.085
20191001-1148-FRANKFURT_1-01-161,Rudi,32.959,15.991,-266.472,164.99,16.436,-269.942,167.723,22.218,376.39,-62.354,724.281,372.437,-67.034,719.362,16.573,248.721,-77.054,574.513,251.055,-75.17,572.65,7.798,68.335,229.123,71.353,67.833,230.699,73.599,32.67,75.373,277.753,18.426,76.255,285.187,22.562
20191003-1152-FRANKFURT_1-01-83,Strecksprung,28.823,-9.922,78.138,16.927,-9.684,77.997,16.551,0.941,8.14,24.856,8.773,7.906,24.873,8.704,0.739,-0.62,-41.861,11.995,-0.584,-41.66,11.751,0.758,7.392,-64.02,-10.473,7.324,-63.819,-10.486,17.922,-13.051,-3.614,10.682,-12.939,-3.642,10.179
0609-1-01-414,Doppelsalto B,29.088,12.974,155.849,-23.322,15.058,154.993,-26.543,26.013,-32.458,429.136,-7.835,-32.878,428.768,-6.187,43.239,-12.916,788.898,-0.361,-11.103,787.621,-0.97,20.1,79.839,413.315,-28.077,77.744,414.431,-26.938,22.57,23.36,175.004,-4.565,22.779,173.182,-4.901
0609-1-01-300,Bauchsprung,23.101,-1.65,13.425,-4.136,-1.679,13.624,-3.861,1.123,-4.64,-53.586,7.031,-4.603,-53.737,6.571,1.774,13.216,-124.408,-12.105,12.795,-123.714,-11.353,2.213,7.917,-22.831,11.758,8.285,-23.032,11.162,26.939,-28.907,87.225,-25.189,-27.673,86.018,-22.979
20191007-1534-FRANKFURT_2-01-107,1 3/4 Salto vw B,51.529,-60.908,-526.711,75.947,-58.955,-523.342,77.665,27.589,-94.287,-602.563,110.266,-93.474,-600.441,109.99,10.842,-30.255,-74.941,2.801,-31.435,-80.023,2.21,14.833,-13.106,-406.939,11.655,-12.076,-403.615,11.848,40.937,-8.976,-287.685,13.622,-10.059,-296.515,10.796
0827-BK2-02-73,Salto B,32.764,13.532,38.428,-41.009,12.779,39.429,-40.501,15.42,-16.724,292.409,-10.015,-15.881,291.842,-11.122,12.097,43.051,336.39,-44.725,42.483,335.748,-43.356,3.841,-0.204,90.648,-49.135,-0.283,91.512,-48.501,27.134,-3.494,162.922,-3.17,-3.326,161.886,-3.786
20190930-1153-FRANKFURT_1-01-41,Strecksprung,22.604,-6.795,27.303,-14.754,-6.59,26.218,-14.761,0.924,7.324,1.354,10.09,7.453,1.116,9.543,0.756,-7.618,-26.133,3.741,-7.697,-25.938,3.835,0.843,-21.118,-29.006,3.953,-20.87,-28.983,3.876,28.306,7.696,6.781,-7.252,6.999,6.749,-8.097
0609-1-01-670,Bauchsprung,23.536,-9.996,-24.833,11.931,-9.836,-24.963,11.27,0.961,-9.54,-64.831,-17.241,-9.307,-65.123,-16.853,1.346,13.133,-97.294,-25.572,12.798,-96.786,-25.163,1.623,6.123,-27.918,9.666,6.062,-27.567,9.191,26.655,-15.669,109.832,-2.046,-15.188,107.216,-1.026
0609-1-01-308,Doppelsalto B,33.986,20.764,192.341,-38.614,20.508,190.527,-36.249,21.495,-33.288,280.116,11.295,-32.615,281.319,9.014,38.266,-9.849,748.338,19.536,-9.906,746.422,19.672,24.17,61.124,459.963,-20.016,60.838,461.248,-19.845,22.083,34.703,270.565,-19.83,34.592,267.465,-19.877
20191007-1150-FRANKFURT_2-01-60,Barani A,33.564,-25.594,-172.239,37.47,-25.346,-170.925,36.496,8.221,-121.762,-109.073,140.54,-122.059,-108.753,139.507,12.294,-187.787,-13.312,215.893,-185.673,-14.795,215.71,10.276,-35.47,131.168,126.861,-36.793,133.116,127.815,21.948,18.162,303.573,13.951,17.497,298.698,14.931
0609-4-01-335,Salto C,34.231,-8.243,91.356,14.332,-8.22,94.171,14.17,13.942,5.304,396.401,-9.235,5.399,390.677,-8.854,4.819,1.21,159.549,7.644,1.163,161.954,7.648,3.096,7.298,121.369,1.547,7.168,121.135,1.408,11.545,3.646,133.264,-7.871,3.564,127.824,-8.01
20191003-1152-FRANKFURT_1-01-14,3/4 Salto rw A,29.506,-4.772,106.698,9.443,-4.591,107.121,9.156,4.236,-8.568,107.633,-2.085,-8.585,108.799,-2.405,4.879,-7.905,279.787,-3.354,-7.806,278.161,-3.192,4.697,-16.697,197.089,19.203,-16.394,197.547,19.198,23.51,13.686,168.014,-17.589,14.268,164.393,-16.499
0115-MORITZ-03-190,Doppelsalto C,33.986,-8.148,115.104,-4.641,-7.772,119.144,-4.388,43.931,-20.814,646.9,23.725,-20.938,643.294,23.945,37.81,-6.389,636.941,35.414,-5.64,634.431,34.91,7.699,20.722,218.938,14.123,20.553,220.589,14.594,25.934,31.01,132.768,10.085,30.275,131.136,8.991
0609-1-01-676,Von Bauch in Stand,30.552,17.889,-42.147,10.507,16.968,-41.316,10.7,0.981,14.424,-2.253,27.369,14.635,-2.778,26.285,1.776,-15.194,6.29,0.8,-14.823,6.631,0.273,2.5,4.689,40.702,10.756,3.922,40.695,10.936,28.046,22.882,105.404,-25.529,23.073,107.029,-24.617
0609-4-01-215,Schraubensalto C,28.818,66.953,187.97,123.076,67.347,186.726,122.965,10.265,223.912,-34.195,396.184,220.864,-33.74,394.685,13.379,-58.618,20.162,409.642,-55.937,19.955,408.859,6.62,-21.22,158.384,143.319,-21.531,158.487,144.015,24.044,34.077,199.124,12.298,33.148,197.611,12.801
20191007-1150-FRANKFURT_2-01-225,Salto A,26.911,26.077,253.783,-21.42,26.82,254.227,-20.328,7.218,5.141,178.212,-2.962,4.939,178.929,-2.68,8.342,13.979,224.859,24.265,13.972,224.681,24.038,9.283,20.281,181.753,12.919,20.311,182.018,13.184,20.069,43.098,252.064,18.277,41.989,246.596,16.78
20191001-1148-FRANKFURT_1-01-76,Rudi,32.081,-43.223,-273.721,198.068,-41.401,-273.489,204.76,17.559,234.84,2.687,702.274,232.31,-2.841,694.631,15.437,190.435,-131.241,579.526,190.036,-126.68,577.722,10.317,35.306,261.719,141.934,37.292,261.552,145.908,29.859,36.086,239.513,12.708,38.047,250.042,11.858
20191008-1207-FRANKFURT_2-01-159,Salto C,25.528,6.326,41.285,-17.736,7.188,43.396,-14.948,14.907,-10.624,209.638,-10.687,-9.109,206.966,-10.556,21.217,93.024,457.666,-40.368,91.268,454.782,-41.316,5.108,-3.404,92.556,-36.183,-3.198,94.269,-35.521,13.035,28.081,221.241,-18.552,25.763,216.396,-13.387
0827-BK2-02-129,Salto A,25.055,12.061,188.621,-56.014,12.177,188.022,-55.355,5.292,-17.3,191.846,-20.246,-17.284,192.109,-20.896,5.868,15.187,212.368,-22.8,14.951,212.267,-22.751,5.994,5.577,165.149,-36.107,5.488,165.026,-35.929,24.794,2.032,153.709,-10.331,1.552,153.773,-10.599
0609-4-01-568,Barani C,35.921,17.374,-231.74,24.294,16.854,-230.272,24.846,11.367,11.44,-203.136,122.151,11.277,-204.394,123.297,7.637,-60.458,9.582,271.506,-59.816,10.521,269.522,5.074,-34.436,121.37,134.64,-34.751,121.21,135.173,24.771,6.166,168.085,32.021,5.877,166.805,31.571
20190930-1247-FRANKFURT_2-01-290,Cody C,38.119,-41.047,-113.241,-17.908,-40.607,-98.75,-14.861,30.59,-3.272,624.11,-5.825,-8.477,617.517,-3.18,7.818,-29.431,169.8,-9.123,-23.95,165.096,-13.111,5.823,-10.319,129.721,0.486,-10.435,130.174,0.133,23.118,-5.292,214.678,3.242,-7.623,217.826,2.824
0115-MORITZ-03-129,Fliffis aus B,51.43,3.395,-426.27,13.79,2.52,-423.582,14.611,34.184,-36.022,-606.087,-11.556,-35.595,-602.557,-14.26,18.308,100.598,-12.725,-255.11,100.813,-14.263,-253.215,13.846,142.275,187.509,-164.992,141.724,186.243,-164.576,27.563,-20.711,266.239,-16.326,-20.035,265.942,-16.659
0115-MORITZ-03-163,Fliffis aus B,47.67,-26.909,-424.743,15.045,-27.078,-422.465,15.103,32.105,-74.817,-568.082,10.44,-73.431,-566.464,7.667,19.047,119.303,-20.773,-246.203,118.046,-19.51,-242.799,14.021,175.375,164.772,-157.859,174.704,162.841,-157.697,28.187,-0.007,271.857,-5.134,0.46,271.777,-7.061
20191008-1157-FRANKFURT_1-01-111,Barani A,29.355,34.053,-200.672,56.638,32.883,-198.31,58.721,9.236,-118.528,-128.099,189.388,-117.315,-127.675,189.741,9.647,-135.62,42.632,273.465,-134.806,41.999,270.973,8.264,-12.15,175.511,68.379,-13.077,175.311,68.871,28.534,-7.512,288.266,-17.97,-6.934,290.703,-17.575
0609-4-01-340,Salto C,33.175,-15.831,97.464,20.748,-15.916,103.238,21.041,12.437,4.536,390.626,15.987,3.866,382.072,15.844,3.905,-2.723,146.549,16.879,-2.323,149.151,16.326,3.417,8.162,125.401,14.543,8.314,125.304,14.556,13.432,15.348,140.298,-8.355,14.356,134.746,-7.828
20190930-1616-FRANKFURT_1-01-42,Barani C,29.558,-56.15,-200.442,51.626,-54.296,-202.664,51.022,12.891,-104.804,-275.291,121.769,-104.551,-273.629,121.258,6.579,-98.496,-15.803,133.214,-98.996,-15.842,133.465,5.539,-97.829,59.249,157.248,-97.439,58.514,157.014,23.047,-14.587,139.279,59.039,-15.113,137.795,59.194
0609-1-01-732,Doppelsalto C,31.63,19.3,155.815,-14.448,19.515,156.402,-13.098,39.027,-0.141,539.051,-30.324,0.055,539.178,-32.099,48.731,38.25,779.101,-54.069,38.166,776.273,-53.04,14.25,27.255,312.865,-15.522,26.71,315.071,-16.716,23.916,15.747,234.7,-8.521,15.845,231.331,-7.811
20190930-1153-FRANKFURT_1-01-223,Fliffis Rudi C,44.338,-2.079,-503.145,17.886,-1.134,-497.663,18.053,51.315,-43.884,-587.863,78.079,-43.354,-585.101,79.818,27.302,140.33,-54.147,690.371,138.44,-61.748,688.599,26.27,58.444,-108.1,679.38,59.955,-104.753,677.2,27.713,73.141,295.363,92.175,70.953,295.77,95.236
20191008-1157-FRANKFURT_1-01-299,3/4 Salto vw A,27.169,3.319,-36.087,-4.712,2.204,-34.12,-3.455,1.706,8.611,-65.855,16.704,9.041,-66.116,16.202,1.654,21.275,-203.505,8.859,21.233,-203.502,8.592,6.505,12.322,-305.995,29.034,12.723,-306.269,28.755,23.644,16.734,-185.872,14.341,16.28,-185.124,13.911
20191007-1159-FRANKFURT_1-01-342,Barani A,30.101,12.912,-202.07,21.095,10.12,-200.339,21.184,10.052,-92.824,-143.234,218.369,-92.201,-142.137,217.468,10.363,-70.996,93.386,308.722,-70.948,91.68,305.597,8.464,-8.648,181.027,8.142,-8.582,182.347,10.42,27.227,-8.029,299.099,-17.491,-8.641,300.462,-17.639
0609-4-01-251,Salto C,31.0,-10.875,123.104,16.651,-10.464,124.023,15.423,13.7,0.366,377.988,14.368,0.319,375.137,15.194,4.285,4.489,170.132,6.319,4.111,171.49,6.565,3.493,-5.66,116.6,-1.751,-5.586,116.552,-1.689,13.216,-2.347,152.915,-2.8,-2.692,147.392,-1.594
20191008-1157-FRANKFURT_1-01-127,Strecksprung,24.661,-4.054,89.525,-3.095,-3.482,88.869,-3.62,1.798,2.202,-25.735,14.638,1.808,-24.687,14.706,1.287,0.282,-30.965,0.778,0.554,-31.58,1.432,1.361,1.624,-31.125,8.281,1.375,-30.544,7.527,23.546,-12.014,21.599,-2.025,-11.56,19.975,-2.876
20190930-1247-FRANKFURT_2-01-269,Salto A,30.176,23.651,205.189,-9.491,24.717,205.425,-9.034,6.645,21.493,199.606,-18.313,21.631,198.768,-18.973,6.623,7.146,195.183,-26.678,7.094,195.008,-26.54,6.645,-14.772,156.189,-16.087,-14.736,156.327,-15.827,25.438,4.096,193.873,11.563,3.017,192.712,11.683
20190930-1247-FRANKFURT_2-01-266,Salto B,33.077,-4.871,16.536,4.706,-4.369,18.181,5.473,14.573,8.406,277.567,-15.098,8.46,276.041,-14.551,15.308,-10.699,375.716,-21.264,-10.449,375.155,-21.576,4.926,-6.337,135.998,-0.328,-6.758,135.824,-0.476,15.356,-1.604,147.564,9.126,-1.261,143.398,10.027
20190930-1247-FRANKFURT_2-01-344,Fliffis C,48.285,-41.981,-413.508,10.162,-40.243,-414.537,8.229,54.28,19.072,-679.729,-25.931,17.863,-677.963,-24.345,39.95,-99.031,-414.135,162.511,-95.972,-420.219,157.951,14.776,-90.328,60.9,277.398,-92.045,68.338,279.698,23.367,-46.11,238.884,41.138,-44.102,234.823,44.439
20191001-1148-FRANKFURT_1-01-9,Strecksprung,28.591,0.843,52.31,-4.443,1.266,48.232,-5.553,0.983,6.084,-29.155,10.08,6.306,-27.785,9.929,1.59,0.421,-51.183,12.483,0.483,-51.467,12.17,2.398,-7.906,-32.173,3.169,-8.829,-29.793,2.836,23.25,-6.218,60.768,-7.903,-6.232,61.433,-7.398
20191001-1148-FRANKFURT_1-01-182,Salto rw B,40.321,3.679,171.771,-15.497,4.826,177.658,-19.492,9.339,4.909,31.943,17.19,6.325,38.471,15.875,20.547,-16.489,500.109,-13.347,-17.189,495.4,-12.425,5.341,-4.012,123.521,-0.873,-4.094,126.747,-0.491,23.909,-17.536,172.583,-15.49,-15.816,171.016,-14.49
20190930-1247-FRANKFURT_2-01-82,Strecksprung,27.722,-10.281,51.822,-1.749,-9.067,51.515,-1.044,0.987,16.903,-24.395,1.967,16.459,-24.461,1.922,0.847,-6.345,-29.807,28.427,-6.278,-29.779,27.731,1.327,-14.698,-44.78,-15.281,-14.564,-44.447,-14.722,24.285,4.483,49.85,-17.752,3.955,49.652,-18.54
0609-1-01-588,Salto C,28.925,-0.936,56.977,-9.468,-0.57,58.095,-9.878,14.092,13.914,395.03,-8.863,13.909,392.973,-7.781,5.942,25.89,236.288,-16.109,25.896,236.624,-15.968,3.207,13.026,85.927,-15.113,12.631,86.366,-15.456,22.795,4.818,176.096,-0.072,4.698,176.974,-0.361
20191008-1207-FRANKFURT_2-01-343,Salto C,40.307,1.586,97.071,-18.389,3.168,101.194,-21.23,15.014,56.084,339.771,-31.183,55.196,338.941,-32.955,12.335,72.3,289.14,-58.318,72.723,288.712,-58.003,4.322,10.263,84.117,-30.171,10.3,84.222,-29.619,22.091,52.966,211.509,-45.702,50.678,207.473,-42.774
0609-1-01-518,Salto C,32.181,11.301,51.71,-20.563,11.362,54.631,-21.51,19.177,21.853,502.398,-8.472,21.013,496.683,-7.581,3.114,34.37,182.425,-3.912,35.319,185.415,-3.983,3.12,24.775,99.648,-12.869,24.789,99.311,-13.143,27.131,12.358,98.49,0.819,11.504,99.785,1.128
0609-1-01-491,Salto C,27.79,13.674,40.552,-15.6,13.86,43.473,-15.315,19.64,24.42,503.02,10.29,24.573,496.8,10.337,3.371,30.407,181.757,-7.891,30.165,184.399,-7.764,2.988,19.645,104.16,-6.159,19.478,103.941,-6.271,24.687,2.754,97.954,0.8,3.349,98.456,0.383
0609-1-01-665,Bauchsprung,25.744,-3.895,-16.43,7.749,-3.744,-16.126,7.36,0.808,-3.473,-54.194,6.998,-3.467,-54.169,6.467,1.524,4.635,-89.954,-5.333,4.206,-89.552,-4.59,2.135,-9.037,-59.839,8.183,-8.655,-59.564,7.198,26.49,-20.084,101.822,-38.02,-18.856,100.078,-36.32
20191001-1148-FRANKFURT_1-01-75,Salto rw A,34.872,12.684,258.04,-33.416,12.07,257.402,-33.302,7.747,-18.999,189.328,1.163,-18.796,190.696,1.387,6.382,5.66,197.477,10.107,5.183,197.309,9.575,7.009,2.083,132.685,-19.34,2.14,134.171,-19.315,29.404,-17.11,218.966,-10.679,-17.135,219.146,-10.114
20191007-1159-FRANKFURT_1-01-391,Strecksprung,23.641,-10.052,68.932,11.153,-9.128,70.485,12.796,1.163,9.176,-53.237,16.964,8.338,-52.585,15.82,1.959,-14.999,-79.385,-10.337,-14.619,-79.479,-9.917,1.419,-15.691,-62.088,13.042,-15.75,-62.038,12.864,22.521,7.433,74.645,-16.321,7.128,74.743,-16.7
0609-1-01-689,Doppelsalto C,30.973,17.282,173.264,-18.909,17.203,173.27,-18.642,42.309,-8.432,589.252,-10.022,-8.188,588.8,-9.595,52.48,67.399,799.934,-10.861,67.192,796.914,-11.117,13.107,48.776,295.045,-26.047,48.473,297.269,-26.477,19.884,3.569,212.139,-10.944,4.041,207.954,-10.376
20191001-1202-FRANKFURT_2-01-29,Salto A,34.012,-15.205,-228.828,-6.668,-14.765,-226.469,-12.142,10.103,-13.501,-183.132,-1.435,-13.771,-184.021,-0.893,9.159,-31.203,-261.102,13.828,-30.477,-260.774,13.67,8.785,-52.417,-197.858,1.802,-52.295,-198.169,1.984,18.722,-37.329,-194.814,-37.441,-37.191,-188.289,-31.783
20191007-1524-FRANKFURT_1-01-278,Fliffis- Rudi C,47.913,-109.751,-563.903,93.61,-108.818,-564.128,88.666,54.046,-110.902,-649.274,82.007,-110.827,-647.118,81.738,40.329,169.003,-140.825,761.257,172.879,-148.224,757.228,44.056,226.733,1.244,904.945,224.434,5.455,902.837,23.447,164.681,399.992,100.798,159.488,390.809,111.934
20191007-1524-FRANKFURT_1-01-217,Fliffis C,43.967,-58.191,-478.034,46.489,-56.275,-468.445,44.717,51.386,-49.283,-639.453,26.987,-50.222,-638.691,27.124,47.75,-145.204,-500.026,244.177,-142.874,-500.969,243.727,22.469,-74.141,102.135,401.744,-76.103,105.734,397.773,32.897,104.163,351.249,3.287,101.995,345.644,3.68
20191001-1148-FRANKFURT_1-01-112,00V,23.058,9.592,23.977,-3.201,11.097,11.199,-7.507,2.145,7.31,-96.813,18.058,6.781,-97.314,17.93,1.662,-7.941,-89.95,10.994,-7.188,-88.614,11.488,1.756,-6.056,62.308,3.876,-6.087,61.963,5.28,27.065,19.541,93.844,9.996,18.688,99.239,12.834
20191007-1159-FRANKFURT_1-01-448,Fliffis C,48.092,49.141,-547.308,17.5,46.232,-543.918,15.915,53.63,13.338,-686.568,20.28,13.233,-688.003,22.45,38.716,-114.71,-408.88,308.383,-112.018,-407.184,305.503,15.523,-21.009,140.856,281.225,-20.779,141.627,282.153,15.346,36.54,318.872,-2.57,35.941,317.774,-2.643
20191008-1157-FRANKFURT_1-01-282,Baby- Fliffis C,44.193,-21.257,-194.368,-2.452,-21.225,-201.882,-2.472,24.441,15.27,-437.073,48.542,14.933,-434.136,51.557,11.794,-98.781,-79.692,271.761,-97.863,-79.961,269.308,10.244,-33.092,137.475,215.337,-34.551,136.942,214.54,28.301,-24.143,313.763,20.841,-23.311,311.742,20.623
20191008-1207-FRANKFURT_2-01-85,Strecksprung,29.507,-12.363,79.606,5.369,-11.662,79.81,7.479,1.684,1.691,-45.911,-21.209,0.938,-44.373,-22.28,1.089,6.257,-56.517,-18.765,6.215,-56.714,-18.889,1.011,7.96,-37.386,12.71,8.058,-36.822,12.579,21.151,13.081,61.465,40.774,12.595,59.914,40.305
20191007-1150-FRANKFURT_2-01-198,Fliffis C,48.995,-79.401,-476.106,38.047,-78.181,-473.195,37.685,54.186,-85.632,-650.193,-11.84,-84.663,-650.729,-10.094,49.279,-100.473,-492.004,202.373,-99.738,-491.854,203.694,20.742,-71.614,102.915,351.079,-73.557,104.286,346.453,23.221,7.839,287.497,76.937,7.615,281.149,75.624
0609-1-01-630,Doppelsalto C,30.419,7.705,163.946,-25.416,8.174,165.075,-24.85,37.057,-12.232,539.986,2.192,-12.348,539.493,1.877,44.182,36.707,746.115,-0.258,36.694,744.513,-0.478,14.015,28.051,308.445,-31.526,28.142,310.659,-31.681,22.823,1.727,302.074,-28.627,3.14,296.968,-28.05
0609-1-01-213,Von Bauch in Stand,27.71,6.329,-30.145,1.381,5.594,-28.981,1.494,0.805,-4.136,6.965,9.171,-3.655,7.231,8.641,0.749,8.97,26.453,3.04,8.845,26.076,3.319,0.867,-0.623,16.963,-11.182,-0.355,17.092,-11.358,24.355,6.701,79.527,10.291,6.604,80.229,10.435
20191001-1148-FRANKFURT_1-01-165,3/4 Salto vw A,23.903,13.88,-40.122,2.025,14.191,-42.503,1.959,1.913,10.327,-51.636,8.895,10.311,-53.655,8.859,1.944,7.894,-196.942,27.572,7.665,-196.358,27.415,6.754,14.058,-321.974,28.865,14.165,-319.082,28.663,31.161,-6.616,-190.309,11.387,-6.321,-192.582,13.4
20191008-1207-FRANKFURT_2-01-364,Salto A,31.26,34.939,215.313,-58.978,35.596,216.925,-56.814,8.852,8.346,175.322,-55.417,9.723,175.536,-56.089,7.415,27.273,205.122,-48.444,27.041,204.975,-48.361,8.676,16.817,170.773,-27.393,16.878,171.12,-27.634,26.473,64.699,296.746,-91.845,62.07,299.865,-82.478
