SprungID,Sprungtyp,0_mean_Acc_N_Fil,0_std_Acc_N_Fil,0_mean_Gyro_x_R,0_std_Gyro_x_R,0_mean_Gyro_y_R,0_std_Gyro_y_R,0_mean_Gyro_z_R,0_std_Gyro_z_R,0_mean_Gyro_x_Fil,0_std_Gyro_x_Fil,0_mean_Gyro_y_Fil,0_std_Gyro_y_Fil,0_mean_Gyro_z_Fil,0_std_Gyro_z_Fil,20_mean_Acc_N_Fil,20_std_Acc_N_Fil,20_mean_Gyro_x_R,20_std_Gyro_x_R,20_mean_Gyro_y_R,20_std_Gyro_y_R,20_mean_Gyro_z_R,20_std_Gyro_z_R,20_mean_Gyro_x_Fil,20_std_Gyro_x_Fil,20_mean_Gyro_y_Fil,20_std_Gyro_y_Fil,20_mean_Gyro_z_Fil,20_std_Gyro_z_Fil,40_mean_Acc_N_Fil,40_std_Acc_N_Fil,40_mean_Gyro_x_R,40_std_Gyro_x_R,40_mean_Gyro_y_R,40_std_Gyro_y_R,40_mean_Gyro_z_R,40_std_Gyro_z_R,40_mean_Gyro_x_Fil,40_std_Gyro_x_Fil,40_mean_Gyro_y_Fil,40_std_Gyro_y_Fil,40_mean_Gyro_z_Fil,40_std_Gyro_z_Fil,60_mean_Acc_N_Fil,60_std_Acc_N_Fil,60_mean_Gyro_x_R,60_std_Gyro_x_R,60_mean_Gyro_y_R,60_std_Gyro_y_R,60_mean_Gyro_z_R,60_std_Gyro_z_R,60_mean_Gyro_x_Fil,60_std_Gyro_x_Fil,60_mean_Gyro_y_Fil,60_std_Gyro_y_Fil,60_mean_Gyro_z_Fil,60_std_Gyro_z_Fil,80_mean_Acc_N_Fil,80_std_Acc_N_Fil,80_mean_Gyro_x_R,80_std_Gyro_x_R,80_mean_Gyro_y_R,80_std_Gyro_y_R,80_mean_Gyro_z_R,80_std_Gyro_z_R,80_mean_Gyro_x_Fil,80_std_Gyro_x_Fil,80_mean_Gyro_y_Fil,80_std_Gyro_y_Fil,80_mean_Gyro_z_Fil,80_std_Gyro_z_Fil
0609-1-01-157,Von Bauch in Stand,31.271,35.85,22.428,25.146,-33.692,52.242,11.796,46.312,21.735,17.022,-30.407,31.497,9.208,20.943,0.99,0.484,1.34,8.87,23.833,10.483,-0.833,12.081,1.485,3.746,23.046,7.659,-0.503,8.941,0.597,0.246,-6.807,3.055,13.102,6.167,7.438,2.869,-6.661,2.12,13.292,5.367,7.338,1.938,0.88,0.429,5.155,13.242,17.618,4.857,-4.045,4.944,4.896,12.3,17.349,4.138,-3.993,3.812,22.595,26.697,0.716,17.393,74.485,95.298,16.342,31.652,1.262,14.382,74.921,88.122,16.885,19.66
20191008-1207-FRANKFURT_2-01-305,Fliffis- Rudi C,56.548,30.358,-26.715,103.084,-480.737,252.846,123.26,144.521,-27.825,74.459,-475.072,246.507,120.459,92.046,55.76,5.937,-109.679,98.216,-615.163,62.691,204.243,82.512,-109.428,91.59,-611.796,53.223,207.624,62.611,34.934,3.66,63.641,251.166,-21.32,201.407,799.122,270.396,61.576,232.143,-29.948,183.818,795.047,255.201,28.804,8.673,43.22,174.06,-36.412,190.895,705.903,175.441,46.664,160.791,-31.811,178.587,702.667,176.22,34.142,31.298,148.116,65.051,355.89,153.891,15.156,181.284,143.394,54.235,357.712,121.454,21.149,158.735
0609-1-01-163,Bauchsprung,23.163,30.203,0.495,15.543,9.896,37.542,0.975,21.886,0.265,12.256,9.824,28.919,1.03,15.335,0.909,0.358,-4.906,5.21,-51.367,40.257,-6.355,12.342,-4.728,3.59,-51.37,38.558,-6.673,9.318,1.42,0.253,-0.492,11.379,-106.702,17.14,-25.856,14.017,-0.498,10.195,-106.034,15.014,-25.052,13.259,1.544,0.388,10.117,7.936,-39.628,19.087,23.594,23.693,10.176,5.904,-39.309,18.903,23.939,19.758,28.015,36.543,-2.828,16.959,80.753,98.777,-11.792,48.534,-2.644,8.09,79.073,77.698,-10.931,30.401
20190930-1616-FRANKFURT_1-01-29,Salto B,35.497,34.673,-10.428,26.735,37.231,135.225,8.026,22.532,-8.731,20.109,39.57,118.127,7.731,10.604,11.831,6.042,21.317,16.99,199.293,216.612,7.982,10.067,20.363,14.9,199.452,212.971,8.192,5.046,19.922,7.654,20.963,16.389,458.424,135.656,-4.307,20.373,21.097,13.635,454.846,128.031,-3.696,16.309,4.523,1.018,-7.721,4.137,105.068,17.069,9.887,11.323,-7.745,3.451,106.759,17.732,9.625,9.67,12.587,14.7,8.024,12.98,184.286,89.568,7.896,27.44,8.597,11.282,180.478,76.253,9.737,14.373
20191001-1202-FRANKFURT_2-01-27,Salto B,34.742,31.639,-9.107,20.346,-93.523,134.638,15.537,34.917,-10.06,14.547,-93.675,119.782,15.458,14.196,12.882,4.649,-0.44,30.113,-188.327,310.864,-8.825,107.651,-1.27,20.561,-189.16,292.773,-9.713,38.378,22.824,7.399,-54.951,33.577,-506.23,122.603,-7.029,51.953,-53.053,26.307,-503.376,115.393,-5.687,30.129,5.289,0.873,-12.335,11.11,-137.651,67.503,-3.742,11.245,-12.995,10.087,-139.856,67.786,-3.794,9.39,17.999,21.351,-29.793,22.48,-149.165,88.735,-37.736,84.002,-30.097,15.343,-141.884,54.135,-32.414,43.581
20190930-1247-FRANKFURT_2-01-221,Schraubensalto,29.74,35.165,33.747,33.342,186.75,47.226,84.319,27.73,35.812,27.932,188.379,40.129,85.432,21.835,4.099,0.678,188.281,36.436,60.785,66.74,207.563,36.203,187.545,35.9,59.539,63.959,207.629,35.438,9.256,1.725,85.251,86.825,-124.418,29.853,361.237,41.609,85.113,84.02,-121.598,29.105,360.67,40.641,9.222,1.253,-46.621,21.437,150.563,78.537,247.118,120.312,-46.522,20.517,148.226,78.59,246.614,116.974,22.089,29.533,-39.419,39.672,237.788,54.646,49.382,35.455,-39.653,34.308,238.01,42.889,48.585,21.689
0609-1-01-49,Salto C,28.955,29.798,15.8,21.753,36.739,143.71,-17.806,34.917,16.426,13.396,41.238,130.06,-18.257,24.71,19.117,6.318,22.875,25.822,508.553,149.292,-9.216,33.696,23.243,23.231,501.784,134.48,-8.747,25.448,3.281,1.562,23.414,18.578,183.235,61.187,-13.476,17.767,23.283,15.458,185.213,61.011,-12.883,10.375,3.161,0.426,21.369,8.837,117.673,15.727,-0.238,15.922,21.404,6.547,117.446,15.148,-0.341,13.111,25.056,32.351,12.384,34.529,60.304,43.13,4.332,19.837,10.934,27.389,59.569,33.132,5.042,13.387
0609-1-01-850,Von Bauch in Stand,42.759,36.228,-7.181,26.987,-32.104,66.8,14.336,55.151,-7.175,17.097,-33.413,43.292,11.911,31.94,1.458,0.667,-2.479,25.688,-6.315,37.367,7.466,21.559,-1.697,20.928,-5.959,27.273,8.571,9.162,1.06,0.199,0.5,12.19,-25.766,19.632,12.766,8.634,1.162,9.507,-24.662,18.611,12.647,6.055,1.319,0.429,10.107,9.348,52.948,20.352,7.65,7.634,9.605,7.791,52.228,18.151,7.236,5.756,18.181,23.005,7.408,16.42,129.229,71.535,-0.951,21.035,7.412,13.287,128.811,63.499,0.009,11.039
20191003-1152-FRANKFURT_1-01-27,3/4 Salto rw A,28.651,32.303,-7.602,6.535,104.241,37.315,10.907,14.319,-7.474,3.535,104.743,31.082,10.206,9.747,4.358,1.239,-12.341,12.859,94.112,57.314,9.404,8.322,-11.951,12.108,95.316,56.431,9.939,5.156,4.706,1.107,-0.702,11.693,285.553,26.05,6.984,11.641,-0.912,10.59,283.387,25.271,7.16,5.106,4.74,0.822,-17.712,7.755,207.09,20.445,-4.347,16.321,-18.173,4.904,208.132,7.882,-3.818,7.102,22.583,29.979,-23.719,17.375,183.634,53.998,14.504,28.283,-21.362,11.535,180.633,52.248,14.109,16.513
0115-JANEIKE-01-112,Salto B,35.104,36.85,12.869,36.073,63.44,175.246,-41.673,48.338,15.804,31.252,67.311,135.934,-38.998,19.639,11.049,4.97,-9.061,18.411,185.111,287.406,6.691,29.294,-9.308,13.12,187.399,273.465,6.72,16.532,13.891,5.323,61.599,23.867,408.992,104.247,9.631,30.726,61.399,20.461,406.838,103.342,9.51,27.544,3.252,0.756,23.442,12.849,131.501,22.696,-18.01,12.546,23.513,9.977,133.238,25.884,-17.617,10.064,25.005,31.763,6.687,19.841,114.196,61.168,2.495,27.627,4.491,14.397,112.331,45.417,1.039,15.007
0609-1-01-591,Salto C,29.984,33.183,11.963,18.616,43.924,96.577,-14.709,32.922,12.086,16.294,46.185,83.232,-15.186,19.119,17.053,5.507,2.658,22.847,451.262,188.622,-20.46,35.466,2.877,18.075,447.772,175.091,-20.349,24.835,4.069,3.619,14.701,13.394,216.947,107.018,-14.692,14.985,14.465,9.77,217.422,104.259,-14.335,9.231,3.462,0.798,5.916,5.665,64.49,27.415,-11.39,11.311,5.818,3.477,65.355,24.92,-11.215,8.168,24.389,32.246,-0.203,22.682,180.728,87.03,4.669,32.941,0.015,18.513,181.511,66.48,4.654,25.509
0827-BK1-01-76,Salto B,35.959,35.79,7.992,22.919,17.106,145.502,4.211,23.433,7.336,21.456,19.412,132.793,4.222,15.876,16.207,9.953,-23.271,15.491,358.186,216.145,16.156,15.136,-22.841,12.886,354.656,210.443,15.082,9.004,8.598,8.64,0.513,11.628,240.113,126.399,17.759,25.158,0.498,7.115,241.349,121.803,18.384,14.308,3.016,0.17,10.365,4.73,112.919,23.054,7.332,4.86,10.221,2.972,113.046,22.478,7.464,3.832,19.212,27.278,13.583,14.818,152.777,95.576,-6.31,30.664,13.373,11.29,151.203,84.518,-5.684,13.289
20191003-1152-FRANKFURT_1-01-18,Strecksprung,31.185,31.625,-4.51,6.949,-0.064,44.362,8.034,12.022,-3.971,5.831,2.845,42.281,8.612,8.824,1.075,0.258,2.205,3.752,-19.74,17.358,-5.712,6.712,2.014,3.097,-20.713,14.378,-5.316,5.343,1.112,0.166,-2.736,5.606,-18.463,8.036,4.228,7.369,-2.686,4.854,-18.593,6.663,3.922,5.884,1.289,0.31,-1.807,5.375,2.838,16.377,-0.542,17.458,-1.815,4.564,2.848,13.389,-0.1,14.113,18.642,24.261,-7.843,11.821,-6.341,28.542,6.642,24.649,-7.736,9.808,-7.816,18.926,6.686,19.149
0827-BK1-01-7,Salto C,35.872,35.952,4.85,12.415,23.74,98.772,8.074,26.599,4.337,7.981,29.423,84.601,7.451,14.228,17.917,8.0,-16.594,19.053,443.143,139.289,8.018,20.227,-15.687,12.16,436.057,128.08,8.061,11.546,3.561,0.909,4.627,5.002,167.302,8.819,3.166,3.612,3.859,2.632,169.402,12.045,3.25,2.038,2.679,0.408,-1.731,2.577,136.73,22.906,0.747,2.53,-1.811,1.51,136.228,22.901,0.691,1.71,19.522,28.015,-2.808,14.075,107.047,107.298,-0.665,28.38,-3.011,10.876,106.016,94.575,-0.217,21.073
20191008-1157-FRANKFURT_1-01-201,Salto A,28.113,33.633,-5.116,24.017,254.725,86.473,-28.376,33.387,-5.85,14.312,254.89,48.711,-28.051,15.222,7.753,0.543,-16.178,10.101,196.109,24.349,4.582,22.168,-16.085,6.841,196.112,19.857,3.676,11.948,6.22,0.217,-0.991,2.941,177.465,41.14,-9.596,17.494,-1.048,1.786,177.884,38.87,-8.857,14.623,7.078,0.548,-0.411,4.002,151.548,36.808,-3.108,7.141,-0.968,3.366,152.175,35.71,-3.585,5.557,32.286,34.638,-30.801,22.217,226.49,128.812,-25.374,59.825,-29.095,12.251,222.777,116.86,-24.375,36.569
0609-4-01-590,Barani C,34.219,31.344,21.684,13.222,-222.345,161.636,49.524,45.167,21.166,11.095,-222.721,152.552,49.745,26.396,13.756,2.979,20.976,17.711,-305.526,148.744,158.689,43.661,20.479,15.493,-303.421,145.079,157.811,42.002,8.197,1.501,3.073,18.893,38.272,33.413,260.059,37.162,3.398,17.182,37.152,31.954,259.577,33.527,5.329,0.762,-17.807,14.051,133.083,11.105,144.765,50.163,-17.661,12.588,132.557,10.811,145.299,50.209,25.706,30.732,4.334,14.182,180.144,69.494,34.509,29.027,4.916,11.466,179.888,54.369,34.564,26.234
20191008-1207-FRANKFURT_2-01-342,Schraubensalto A,25.332,33.148,91.967,49.533,230.83,71.981,52.589,74.387,93.42,42.539,227.911,61.458,53.495,65.163,6.209,0.955,172.459,26.24,17.521,72.766,243.055,49.704,171.589,24.113,17.966,70.188,241.787,48.577,12.371,1.363,19.443,98.657,-131.439,45.38,398.117,32.683,20.051,94.895,-128.628,43.322,396.339,29.09,10.595,1.314,-34.95,41.45,152.584,69.536,284.47,86.502,-35.243,39.453,151.163,68.912,283.614,84.737,15.364,18.102,66.374,43.106,292.412,64.917,-12.146,84.038,65.422,38.068,289.174,51.728,-6.296,67.076
0115-MORITZ-03-82,Salto C,32.994,37.099,5.343,16.662,22.783,81.576,6.348,17.04,4.48,13.545,28.176,74.314,6.114,9.961,16.226,6.595,-19.752,23.144,428.571,120.193,20.274,21.959,-18.921,16.928,422.253,112.073,20.299,11.376,3.469,0.429,10.479,9.94,157.864,12.934,9.867,9.211,10.16,8.292,158.912,14.658,9.829,8.469,2.708,0.277,8.65,3.844,109.586,22.154,-0.281,1.819,8.535,3.369,109.458,22.143,-0.3,1.247,22.4,32.627,3.778,18.21,98.744,104.695,0.962,24.614,3.453,14.453,95.717,87.674,0.403,20.822
0110-JANEIKE-01-27,Strecksprung,22.626,24.623,-0.676,16.428,38.441,75.074,-20.201,32.551,-0.79,11.606,40.395,70.932,-20.383,25.619,0.837,0.257,-3.302,5.68,-25.391,13.95,-12.824,6.856,-3.451,4.519,-26.539,11.052,-12.62,6.651,0.71,0.071,-3.884,4.406,-43.415,10.206,-33.875,8.236,-3.684,3.722,-43.381,7.672,-33.713,6.08,1.169,0.381,8.818,3.624,-57.644,7.824,-14.905,11.182,8.557,3.363,-57.356,7.019,-14.663,10.816,23.36,25.394,4.394,25.961,39.874,108.415,6.387,23.74,4.203,15.928,39.337,101.408,5.261,11.639
0115-JANEIKE-01-48,Strecksprung,35.217,43.113,-16.351,26.243,79.085,50.564,2.662,44.482,-15.972,22.307,79.78,39.416,1.916,37.214,0.688,0.509,1.828,5.261,-12.887,54.075,9.928,14.514,1.705,4.022,-13.375,49.136,9.828,12.466,0.256,0.11,-1.062,3.741,-29.812,8.515,1.689,5.973,-0.996,3.023,-29.678,7.716,1.412,5.069,0.428,0.119,3.877,4.502,-35.641,8.131,-21.497,11.327,3.818,4.053,-35.545,6.936,-20.979,10.618,23.542,36.222,-0.467,13.405,15.794,77.604,5.69,24.347,-0.275,10.512,14.903,71.481,5.236,17.727
0609-1-01-775,Bauchsprung,31.803,31.657,0.086,11.815,-3.689,64.632,-3.645,24.692,-0.034,10.261,-3.627,56.62,-3.836,20.221,0.938,0.234,-6.77,3.988,-62.416,24.673,-4.502,5.458,-6.861,2.84,-63.013,23.78,-4.64,4.422,1.472,0.395,8.068,9.274,-102.658,23.272,-13.123,11.126,8.014,8.739,-102.09,21.311,-12.92,9.485,1.897,0.368,6.135,11.456,-34.638,22.865,18.619,29.353,6.212,9.278,-34.01,21.409,18.702,24.931,29.176,34.031,0.26,25.399,110.41,88.714,-25.593,36.871,-0.339,14.38,108.862,66.899,-23.599,18.338
0609-4-01-596,Barani C,34.832,32.43,8.069,23.404,-214.867,161.799,27.855,58.25,8.33,16.792,-214.251,153.11,28.851,40.779,14.421,3.374,6.325,7.107,-337.647,141.474,144.121,45.675,6.893,5.173,-335.124,137.8,143.18,41.852,7.975,1.829,22.093,22.363,19.348,34.659,259.555,24.785,21.26,19.213,18.099,32.964,259.855,21.536,5.006,0.901,-14.739,13.639,123.254,11.711,162.761,56.918,-14.316,13.031,122.389,11.428,162.08,55.876,24.883,30.925,6.752,16.004,166.785,70.254,22.101,39.424,6.433,12.667,165.856,57.768,23.038,36.704
0110-MORITZ-01-140,Fliffis B,50.286,31.692,35.667,40.354,-398.032,263.509,10.515,47.079,35.68,32.555,-397.017,260.366,11.056,34.276,34.17,14.559,-5.376,14.079,-596.725,255.068,-11.19,31.35,-4.6,12.746,-593.4,244.67,-12.797,25.695,19.212,3.201,108.641,103.889,-102.887,87.799,-225.495,66.083,107.586,98.626,-102.201,78.013,-224.269,61.789,15.49,2.907,135.585,57.275,177.907,68.044,-216.892,72.059,135.599,56.778,175.263,68.291,-215.509,70.674,18.389,15.946,22.955,14.394,240.465,125.364,-28.241,38.037,21.927,9.427,236.456,101.874,-32.411,25.787
20191001-1148-FRANKFURT_1-01-91,Strecksprung,28.178,34.227,-4.875,14.092,101.477,35.717,8.248,48.929,-3.78,7.526,101.589,27.229,9.411,39.213,1.762,0.832,2.933,13.152,-12.45,65.189,8.219,19.875,1.968,8.63,-12.968,60.295,8.293,14.621,1.641,0.581,-5.769,8.599,-35.975,23.638,4.57,24.699,-5.323,4.915,-35.93,19.705,4.143,17.753,1.36,0.635,-1.5,7.2,-37.658,14.486,-3.291,11.766,-1.886,4.386,-37.545,11.3,-2.761,7.777,23.252,32.183,-7.0,20.762,10.555,91.362,-0.788,28.743,-6.859,10.889,10.545,64.94,-2.817,7.667
20191007-1159-FRANKFURT_1-01-194,Strecksprung,26.651,30.914,-3.928,15.784,59.717,52.145,4.233,21.596,-4.17,13.329,59.874,45.853,3.508,19.462,0.894,0.209,3.312,7.87,-22.059,37.251,10.473,14.753,3.632,6.257,-23.164,34.326,10.676,12.682,1.176,0.283,1.024,6.424,-62.241,10.818,-0.664,17.358,1.041,4.279,-61.391,10.094,-0.174,15.523,1.268,0.371,-12.975,6.75,-10.391,14.513,4.381,13.525,-12.953,5.599,-10.512,14.973,3.883,12.241,24.688,30.169,10.736,28.083,47.0,48.714,10.347,29.866,10.278,24.685,46.167,41.514,10.13,22.8
0609-4-01-84,Schraubensalto C,28.765,31.948,93.168,35.98,177.245,70.896,120.137,31.164,93.768,35.382,176.603,61.025,120.8,22.217,11.739,4.147,214.546,82.894,-68.563,108.546,423.219,115.193,211.535,78.752,-67.747,104.055,421.269,109.996,12.821,3.296,-64.027,25.047,16.198,108.188,368.966,98.586,-62.187,24.826,16.237,106.078,368.949,96.578,6.592,0.237,-12.593,15.797,165.212,14.776,138.533,31.342,-12.106,15.796,164.541,13.12,138.963,30.388,24.1,30.285,60.915,20.96,205.294,70.916,17.891,56.563,58.948,19.691,203.449,57.294,17.701,49.519
20191008-1157-FRANKFURT_1-01-216,Salto B,32.178,34.862,-20.637,21.677,123.66,160.729,7.026,44.597,-19.312,12.139,122.112,149.684,7.654,22.275,12.48,5.017,14.855,35.516,124.147,274.491,6.48,27.893,14.715,28.993,126.975,259.027,6.158,16.551,22.031,8.803,-15.395,47.358,488.039,154.591,-41.437,52.482,-14.887,41.025,484.951,129.51,-40.495,35.914,4.52,1.01,-0.488,6.241,102.55,39.551,10.173,17.182,-1.26,4.05,105.877,38.633,9.861,15.36,25.948,32.013,-19.21,31.889,179.833,80.61,-8.884,38.802,-19.557,19.798,176.901,68.556,-9.437,29.227
0110-JANEIKE-01-89,Strecksprung,28.375,38.156,-8.786,23.396,73.749,47.568,-22.408,40.439,-8.629,19.857,73.563,33.588,-21.127,30.486,1.035,0.432,-4.602,3.786,-13.5,35.92,-10.92,14.321,-4.435,2.982,-12.548,34.889,-11.519,9.02,0.697,0.23,2.209,2.171,-45.355,3.608,-5.644,9.318,2.135,1.679,-45.416,3.091,-5.504,8.056,0.831,0.233,-9.161,3.957,-52.638,7.161,-17.063,10.475,-9.041,3.3,-52.638,5.465,-17.192,9.002,25.771,36.747,-2.013,15.323,-4.034,82.38,-16.473,42.381,-1.512,8.314,-4.888,75.177,-17.39,25.0
20191001-1148-FRANKFURT_1-01-221,Salto rw A,31.501,32.63,-3.073,20.829,243.452,97.087,-32.615,44.314,-2.568,11.138,242.578,54.702,-33.711,21.134,8.537,1.57,-10.938,17.194,194.632,43.299,4.096,21.344,-11.481,12.878,195.122,38.661,4.86,15.721,6.289,0.78,11.321,4.611,175.649,43.626,2.711,12.604,11.342,3.647,175.166,41.187,2.587,10.628,8.078,1.166,-3.002,10.873,176.54,68.995,-22.728,11.02,-3.389,9.933,177.098,65.72,-22.143,8.414,29.199,28.77,-18.485,33.567,269.624,124.675,-22.932,59.101,-17.515,23.933,268.936,105.862,-22.513,29.56
0609-4-01-458,Salto C,31.773,35.827,-5.695,16.964,109.014,141.56,8.57,18.96,-4.935,12.259,109.657,131.034,8.59,12.12,14.049,3.31,9.764,14.846,351.92,204.149,-1.563,23.824,9.491,10.689,350.353,194.306,-2.335,16.877,7.141,5.034,0.911,22.46,242.778,119.886,-3.697,24.459,0.971,20.531,243.267,114.174,-3.212,21.252,2.894,0.518,10.334,7.537,105.973,19.208,-0.923,5.56,10.043,7.05,105.635,18.765,-0.753,5.002,12.257,17.128,7.171,12.772,128.309,113.67,-0.096,21.45,6.697,8.797,124.106,97.408,-0.553,9.292
20191003-1152-FRANKFURT_1-01-43,Cody C,43.455,37.912,16.599,25.134,-77.133,94.55,25.519,35.229,16.879,14.344,-70.095,52.875,23.117,19.7,30.146,7.768,-28.267,26.802,539.061,188.578,-25.272,16.544,-28.445,23.898,532.325,177.047,-23.854,10.982,8.994,2.439,-36.173,11.68,300.421,86.959,-6.244,6.263,-35.886,10.91,302.585,87.36,-6.614,3.821,7.177,1.124,-9.945,6.543,154.738,22.885,-9.669,8.435,-10.617,4.953,155.339,21.156,-9.034,4.948,23.293,25.522,-31.594,14.889,218.943,64.783,2.191,34.938,-30.544,8.174,216.824,55.344,1.386,23.373
0827-BK2-01-16,Salto C,36.547,36.965,-3.539,13.953,12.1,101.542,4.755,33.661,-2.908,9.278,14.309,92.889,3.898,28.108,18.112,4.869,11.76,31.052,470.595,207.836,-7.573,37.456,12.219,24.995,463.037,189.209,-9.005,29.402,3.358,1.945,6.301,14.098,136.262,21.302,-12.937,16.196,5.332,7.208,141.05,16.937,-11.545,9.29,2.4,0.193,2.794,7.993,71.196,20.899,-10.623,15.829,2.982,6.616,71.724,20.368,-11.07,13.841,20.543,31.009,-0.58,11.481,131.796,64.682,0.837,24.809,0.153,8.54,130.454,52.857,0.447,19.365
0115-MORITZ-03-117,Voll- ein- voll- aus B,32.36,27.117,-230.316,207.839,291.878,150.785,-260.767,164.015,-230.314,198.603,286.759,140.776,-262.705,160.028,41.788,7.598,-410.701,220.687,79.134,292.158,-872.023,185.805,-412.021,197.415,75.798,260.571,-866.084,169.897,46.263,9.525,-372.948,318.765,-452.514,213.923,-422.383,68.044,-370.337,307.716,-438.896,207.892,-426.639,64.115,26.991,4.449,94.23,79.528,195.163,126.597,-432.28,146.854,91.201,62.692,188.166,126.154,-428.499,139.606,26.46,15.074,-11.253,44.748,288.789,76.796,21.627,87.587,-10.765,36.105,283.885,46.767,18.446,79.408
0609-4-01-158,Schraubensalto C,30.274,33.333,70.44,24.47,187.328,94.592,129.982,40.032,70.547,22.531,185.69,84.938,129.287,24.255,8.347,2.836,206.074,54.771,-34.714,115.085,349.665,99.381,203.675,51.554,-34.338,110.744,349.611,97.964,13.311,1.917,-63.735,67.121,-27.692,115.334,410.761,76.301,-62.027,66.544,-27.599,112.648,408.899,74.852,7.062,0.7,-39.898,42.091,148.696,11.712,164.156,40.07,-39.485,41.107,148.514,10.353,164.943,40.949,27.2,32.896,40.045,23.439,187.488,64.953,20.655,40.268,39.134,21.873,186.674,53.965,20.73,37.692
0609-1-01-153,Strecksprung,29.051,32.935,-7.388,13.259,28.784,35.058,-12.453,11.609,-7.739,9.893,29.817,32.234,-11.436,8.982,0.445,0.122,3.795,11.829,-11.253,8.915,-9.295,5.987,3.656,10.171,-11.772,6.916,-9.38,4.455,0.388,0.152,1.739,5.806,-8.016,10.331,12.555,10.836,1.699,5.103,-8.181,9.183,12.568,9.723,0.281,0.099,3.79,2.45,-23.191,3.23,-0.684,6.343,3.754,1.836,-22.791,2.455,-0.563,5.405,20.804,27.806,1.688,13.445,14.017,42.883,6.563,19.971,1.267,7.354,14.114,39.855,6.424,10.759
0110-MORITZ-01-60,Salto C,29.303,32.28,5.052,14.488,34.255,119.583,15.421,31.553,3.58,12.71,39.685,109.816,14.975,22.109,15.924,6.417,-21.541,31.689,435.536,130.664,11.934,23.988,-21.302,26.251,429.153,122.518,12.06,16.847,3.451,0.193,-10.663,12.424,158.594,8.407,4.787,3.867,-10.078,9.705,159.698,10.028,4.911,2.642,2.921,0.313,-8.311,2.536,125.334,28.166,2.978,3.57,-8.332,1.541,124.833,27.75,2.988,2.487,20.67,29.571,-6.91,10.788,76.29,104.445,-0.78,30.112,-6.819,6.575,73.632,89.223,0.021,20.771
20191003-1152-FRANKFURT_1-01-16,Grätschwinkel,35.207,32.3,6.878,18.648,26.079,23.7,2.942,34.58,5.479,16.043,29.827,26.599,2.56,24.671,2.638,2.016,5.261,8.614,-81.413,98.24,30.051,38.504,5.133,5.938,-82.779,96.305,29.59,33.534,9.268,3.241,5.807,22.97,-105.078,153.366,-0.658,41.585,5.679,18.744,-102.883,145.259,-1.672,25.821,5.704,2.467,-16.313,18.117,119.52,38.816,-5.119,32.182,-16.362,16.109,117.835,35.98,-3.377,22.795,18.037,22.876,-8.363,13.525,72.048,40.292,-2.558,25.881,-8.812,9.41,72.381,33.353,-1.755,15.927
20191007-1534-FRANKFURT_2-01-52,Barani A,32.857,30.674,-41.818,26.272,-203.827,129.847,86.665,43.418,-40.975,19.491,-202.617,115.885,86.638,25.821,9.203,1.077,-100.535,49.956,-81.676,49.368,208.338,70.609,-100.979,48.377,-81.746,48.949,207.604,67.206,9.198,0.526,-140.192,42.463,83.897,23.339,247.18,43.346,-138.623,41.593,83.593,24.229,246.664,42.841,10.375,1.011,12.091,25.415,228.184,56.697,63.233,58.377,11.015,24.768,228.117,55.834,63.801,57.208,34.127,31.76,17.345,17.692,240.886,92.331,-13.619,46.77,16.114,8.932,239.949,80.197,-12.145,25.094
0609-1-01-860,Von Bauch in Stand,34.375,37.146,-11.342,15.821,-43.489,85.224,-11.284,48.266,-10.615,7.297,-41.555,46.306,-11.602,24.723,0.848,0.362,9.242,7.576,16.56,12.888,10.773,4.892,8.638,4.208,16.784,10.52,10.741,2.906,0.801,0.22,-2.42,6.287,21.609,6.705,6.415,9.289,-2.345,5.428,21.401,5.256,6.485,6.788,1.234,0.229,6.338,7.746,12.535,8.243,-9.854,10.894,6.18,6.782,12.89,5.687,-9.959,9.372,19.378,23.937,0.583,11.32,90.936,99.674,19.376,31.216,1.0,8.637,91.382,92.176,19.641,21.18
0609-1-01-297,Strecksprung,24.502,30.216,-10.833,8.384,40.222,45.693,-8.279,8.897,-10.047,7.642,39.93,42.42,-8.674,5.303,0.514,0.231,2.557,10.568,-19.506,9.386,5.222,24.26,2.168,9.56,-19.013,6.344,5.603,20.866,0.343,0.11,9.612,2.847,-24.015,10.637,7.383,5.687,9.682,2.467,-24.218,8.888,6.979,4.548,0.282,0.081,3.471,1.719,-29.77,8.068,-3.005,4.868,3.351,1.307,-29.682,6.966,-2.531,4.362,23.061,29.739,-7.996,11.469,27.153,50.154,13.404,11.691,-7.656,9.192,26.407,45.687,13.16,7.484
20191008-1157-FRANKFURT_1-01-390,Grätschwinkel,26.188,32.143,2.592,32.067,70.619,69.445,1.878,46.919,2.281,12.49,69.072,55.567,3.9,15.856,5.549,4.266,-22.212,25.545,-192.239,120.327,25.245,35.307,-21.193,20.194,-188.632,116.554,23.903,24.313,10.874,4.184,25.196,16.295,-45.67,175.955,-6.808,33.558,24.169,14.49,-46.353,171.125,-6.992,20.47,5.681,2.159,-1.932,18.403,137.687,68.24,-6.645,22.766,-1.414,13.655,136.669,59.36,-6.526,13.752,24.462,29.886,3.372,22.794,17.7,92.216,12.191,51.417,2.125,9.941,28.418,25.059,11.705,23.067
