SprungID,Sprungtyp,0_mean_Acc_N_Fil,0_std_Acc_N_Fil,0_mean_Gyro_x_R,0_std_Gyro_x_R,0_mean_Gyro_y_R,0_std_Gyro_y_R,0_mean_Gyro_z_R,0_std_Gyro_z_R,0_mean_Gyro_x_Fil,0_std_Gyro_x_Fil,0_mean_Gyro_y_Fil,0_std_Gyro_y_Fil,0_mean_Gyro_z_Fil,0_std_Gyro_z_Fil,25_mean_Acc_N_Fil,25_std_Acc_N_Fil,25_mean_Gyro_x_R,25_std_Gyro_x_R,25_mean_Gyro_y_R,25_std_Gyro_y_R,25_mean_Gyro_z_R,25_std_Gyro_z_R,25_mean_Gyro_x_Fil,25_std_Gyro_x_Fil,25_mean_Gyro_y_Fil,25_std_Gyro_y_Fil,25_mean_Gyro_z_Fil,25_std_Gyro_z_Fil,50_mean_Acc_N_Fil,50_std_Acc_N_Fil,50_mean_Gyro_x_R,50_std_Gyro_x_R,50_mean_Gyro_y_R,50_std_Gyro_y_R,50_mean_Gyro_z_R,50_std_Gyro_z_R,50_mean_Gyro_x_Fil,50_std_Gyro_x_Fil,50_mean_Gyro_y_Fil,50_std_Gyro_y_Fil,50_mean_Gyro_z_Fil,50_std_Gyro_z_Fil,75_mean_Acc_N_Fil,75_std_Acc_N_Fil,75_mean_Gyro_x_R,75_std_Gyro_x_R,75_mean_Gyro_y_R,75_std_Gyro_y_R,75_mean_Gyro_z_R,75_std_Gyro_z_R,75_mean_Gyro_x_Fil,75_std_Gyro_x_Fil,75_mean_Gyro_y_Fil,75_std_Gyro_y_Fil,75_mean_Gyro_z_Fil,75_std_Gyro_z_Fil
20191008-1157-FRANKFURT_1-01-39,Salto A,22.183,25.772,-2.432,35.333,201.493,65.978,-32.543,18.671,-2.719,30.18,199.933,55.484,-31.698,14.248,9.402,0.363,-20.922,4.708,252.69,27.778,-15.952,6.388,-20.835,3.876,252.302,27.068,-15.908,4.459,7.213,1.3,-16.27,4.853,243.43,18.803,-4.485,4.15,-16.257,3.689,243.655,16.749,-5.21,3.358,21.798,25.515,-17.365,22.263,184.881,135.298,-9.239,42.903,-18.093,14.598,186.385,120.293,-9.515,28.207
20191008-1157-FRANKFURT_1-01-49,Strecksprung,25.049,34.073,3.227,26.942,79.283,52.117,-15.221,26.88,3.429,21.078,78.551,46.658,-15.053,16.21,0.822,0.459,20.335,9.694,-26.915,19.736,29.146,28.177,19.792,9.152,-27.045,19.786,28.683,27.647,1.891,0.458,-23.303,16.183,-81.43,16.758,5.206,26.902,-22.982,14.847,-80.819,13.816,5.681,23.838,19.05,28.328,-1.809,12.142,35.949,107.212,3.131,29.034,-2.31,8.298,34.568,99.83,3.19,24.443
20191008-1157-FRANKFURT_1-01-54,Salto A,21.302,28.052,-8.978,32.957,222.012,66.364,-27.901,46.386,-7.99,27.167,220.243,46.243,-26.279,30.678,6.645,0.947,-26.454,15.816,209.313,22.092,0.225,12.769,-26.047,13.003,207.936,18.916,-0.328,6.749,5.931,0.758,-6.703,8.839,141.629,32.585,-11.526,11.35,-7.051,8.193,142.364,31.189,-11.127,8.996,23.061,30.091,-24.74,28.465,227.094,95.916,-2.007,50.57,-24.948,14.971,226.507,82.973,-3.425,27.627
20191008-1157-FRANKFURT_1-01-55,Strecksprung,22.205,31.93,-8.628,32.098,31.526,59.299,34.185,50.907,-8.157,21.938,31.588,50.723,34.549,33.183,1.068,0.367,-6.394,9.412,-39.415,13.941,-35.151,18.298,-6.248,7.848,-39.376,11.015,-34.208,16.072,1.162,0.399,16.29,8.678,-23.829,13.428,-6.756,10.641,15.978,6.491,-23.313,12.209,-6.727,8.151,19.194,30.215,-6.044,25.548,58.939,50.888,25.25,20.221,-5.702,20.274,60.025,42.013,23.472,10.268
20191008-1157-FRANKFURT_1-01-56,Salto B,25.353,30.211,2.019,27.743,36.22,131.411,5.914,69.671,2.337,23.669,36.274,112.25,7.132,46.197,13.849,6.772,-3.781,17.914,334.887,181.625,-32.014,27.357,-4.26,11.056,331.042,170.8,-32.553,13.19,6.915,4.766,-5.433,9.711,184.185,103.857,-16.177,28.641,-5.15,4.444,187.685,97.357,-15.744,18.462,13.538,19.625,-23.846,38.96,218.007,49.523,-35.374,46.624,-25.325,31.054,215.008,38.445,-35.158,33.6
20191008-1157-FRANKFURT_1-01-68,Salto A,21.008,27.262,-5.749,24.194,227.44,65.225,-1.086,43.459,-4.096,17.564,226.101,52.415,-1.219,30.91,7.216,1.367,8.401,15.636,214.085,20.392,-9.507,17.605,7.185,10.228,213.161,19.443,-8.77,10.878,6.436,0.681,-0.208,12.459,160.742,36.525,-16.793,7.45,-0.219,11.417,161.088,35.105,-16.696,6.544,24.183,31.147,-21.31,26.761,214.018,81.927,-3.422,39.36,-21.422,16.876,213.533,68.869,-4.199,18.186
20191008-1157-FRANKFURT_1-01-70,Salto B,24.274,26.271,3.847,46.888,14.494,144.743,-5.368,47.906,4.424,39.561,16.489,124.695,-6.275,35.507,12.023,5.524,-6.074,40.891,344.826,179.53,7.594,65.265,-5.752,32.685,341.078,176.741,7.362,51.75,9.815,5.59,-2.182,13.534,243.54,107.356,-19.833,13.751,-2.846,8.364,243.744,98.683,-18.646,5.851,21.849,27.49,-25.597,25.95,217.071,71.649,-4.986,28.965,-24.91,13.995,217.266,58.497,-6.621,12.692
20191008-1157-FRANKFURT_1-01-71,Strecksprung,23.195,31.861,6.664,12.526,20.251,58.171,-1.881,31.847,6.192,9.122,20.365,51.069,-0.766,21.7,1.146,0.696,1.502,16.137,-33.887,25.241,42.91,32.252,1.444,14.671,-34.855,18.338,43.103,28.635,1.114,0.269,-11.632,8.097,-23.074,16.58,-15.013,17.102,-11.322,6.191,-23.169,15.215,-14.933,15.974,21.033,30.8,-11.669,15.686,63.169,75.538,-12.145,34.393,-12.094,7.263,65.885,68.159,-12.461,22.403
20191008-1157-FRANKFURT_1-01-72,Salto A,20.242,27.024,-11.909,11.063,208.083,75.413,1.293,27.168,-12.085,6.796,206.295,63.306,1.338,17.527,8.109,2.064,-2.681,21.438,220.436,33.12,23.37,10.997,-1.998,19.662,219.932,29.671,23.442,6.241,6.978,0.884,15.754,13.721,180.779,33.185,-6.488,15.385,15.401,11.441,181.173,31.133,-6.281,14.8,22.433,27.673,-4.738,25.422,218.855,68.996,6.523,29.544,-4.689,14.888,218.047,58.356,5.635,18.589
20191008-1157-FRANKFURT_1-01-84,Strecksprung,19.836,30.042,8.28,19.562,61.672,33.243,-7.6,17.711,8.446,16.304,61.807,22.705,-7.333,12.156,0.843,0.296,-9.979,5.91,-25.426,33.869,12.31,13.606,-9.635,4.327,-25.265,32.586,12.26,12.285,1.687,0.296,-11.563,15.594,-79.083,11.454,17.849,27.213,-11.733,14.736,-78.903,10.672,17.811,23.289,20.772,30.833,-10.896,17.097,50.075,84.67,-19.391,22.924,-11.081,12.46,48.892,78.835,-19.232,17.405
20191008-1157-FRANKFURT_1-01-88,Barani A,26.782,29.866,-15.198,32.834,-175.788,120.111,69.176,60.695,-15.677,31.064,-175.321,104.827,71.141,53.549,9.699,1.322,-149.84,40.292,-95.852,85.475,218.288,52.934,-148.892,38.99,-94.053,83.137,217.78,51.673,8.279,0.594,-64.601,58.419,150.057,26.555,151.858,86.771,-65.03,57.16,149.498,26.631,151.214,85.276,26.091,30.227,-33.164,26.512,264.15,75.121,-1.958,22.406,-31.776,12.057,265.85,61.55,-1.388,10.798
20191008-1157-FRANKFURT_1-01-89,Salto A,20.307,26.153,-3.463,21.878,217.186,59.828,-4.0,34.625,-4.808,12.03,215.611,47.692,-3.91,17.745,6.601,1.314,-4.499,11.341,168.756,32.887,3.684,8.079,-4.758,9.751,168.222,29.931,3.47,5.649,7.052,1.058,-1.982,6.971,165.559,32.836,-16.245,12.899,-2.05,6.58,166.28,32.326,-16.411,12.077,27.255,31.514,-28.583,21.283,266.597,86.386,-13.593,33.11,-28.665,14.552,266.721,68.742,-12.747,20.813
20191008-1157-FRANKFURT_1-01-91,Barani A,26.93,30.427,-22.155,24.226,-178.474,90.437,71.889,40.146,-23.687,21.464,-178.81,79.221,71.414,36.236,10.456,1.585,-156.085,26.631,-54.423,100.206,256.127,79.602,-154.215,25.261,-52.793,97.531,254.858,75.784,8.484,0.898,-29.598,31.497,172.29,11.514,82.796,108.853,-30.081,30.347,172.25,11.299,84.524,107.24,26.311,29.652,2.934,27.877,275.374,62.534,-1.612,36.488,3.416,14.877,277.261,49.107,-1.447,20.804
20191008-1157-FRANKFURT_1-01-92,Schraubensalto A,19.352,24.464,94.885,47.054,190.981,118.873,163.499,99.11,94.498,43.769,186.822,107.717,162.811,84.659,9.169,2.003,108.82,95.588,-138.522,64.023,424.412,61.617,108.53,90.035,-135.514,61.825,424.689,57.497,10.649,1.718,-31.75,27.508,142.819,89.549,271.355,182.976,-31.677,25.811,141.897,88.478,270.876,177.854,17.883,21.169,10.73,22.349,278.911,67.464,-0.407,34.361,10.416,15.294,277.335,51.333,-0.201,27.808
20191008-1157-FRANKFURT_1-01-94,Strecksprung,20.099,28.845,-4.478,8.959,-6.339,69.09,4.926,29.1,-3.931,6.879,-6.808,64.456,5.036,27.07,0.947,0.266,6.839,6.158,-37.87,16.203,3.956,10.86,6.885,5.533,-37.815,15.737,4.262,9.891,0.784,0.315,-6.196,12.209,16.791,14.218,9.411,5.934,-6.289,11.053,16.761,12.922,9.121,4.961,26.213,33.083,4.568,20.216,25.893,29.515,-8.13,26.072,4.915,13.778,25.95,23.711,-7.245,18.59
20191008-1157-FRANKFURT_1-01-100,Strecksprung,19.896,28.223,-3.625,22.322,59.944,46.194,-15.182,19.329,-3.361,19.035,60.092,43.425,-15.202,13.487,1.25,0.296,-1.858,7.759,-52.685,39.835,8.593,12.221,-1.816,6.39,-52.832,38.533,8.541,9.729,1.142,0.329,-3.425,6.373,-70.091,25.912,24.592,14.44,-3.319,5.425,-69.686,24.326,24.318,12.252,15.967,24.747,3.97,17.327,48.035,86.116,-8.331,30.409,4.123,13.822,47.544,79.503,-7.758,26.429
20191008-1157-FRANKFURT_1-01-101,Strecksprung,26.199,32.175,0.93,14.308,84.388,39.516,-24.221,25.964,0.702,10.152,83.958,31.78,-24.406,16.207,1.202,0.429,4.212,9.716,-38.887,35.99,37.146,25.896,4.047,8.566,-38.446,36.197,36.415,23.643,1.431,0.295,-17.776,5.274,-90.795,13.082,7.848,8.589,-17.57,4.611,-90.193,11.798,8.865,7.264,19.486,28.924,2.294,14.809,37.878,79.742,2.456,28.152,1.882,12.917,37.639,75.078,1.583,25.102
20191008-1157-FRANKFURT_1-01-107,Strecksprung,23.944,33.0,-5.354,28.701,84.364,39.475,19.469,38.563,-5.762,25.239,83.489,30.738,18.959,33.628,0.808,0.136,-2.019,8.36,-48.158,22.075,-19.816,17.005,-1.887,6.404,-47.864,20.841,-19.513,13.421,1.323,0.311,2.996,9.616,-63.466,13.455,8.819,9.4,3.057,7.776,-63.233,10.148,9.081,7.915,21.639,32.362,0.804,14.317,45.081,89.247,3.017,21.343,0.948,11.557,44.755,85.751,2.904,18.277
20191008-1157-FRANKFURT_1-01-111,Barani A,25.412,29.725,19.088,42.775,-185.172,87.519,82.454,73.277,18.23,36.231,-183.782,74.971,83.086,67.343,9.449,0.654,-151.433,33.735,-89.755,58.633,221.522,42.344,-150.344,32.796,-88.558,57.747,222.442,40.389,8.594,1.159,-52.089,50.363,139.811,30.904,161.006,106.722,-52.351,48.945,139.798,31.626,160.426,103.39,24.686,30.859,-6.433,18.236,277.294,83.53,-10.572,24.418,-6.001,10.124,278.241,67.268,-10.866,17.107
20191008-1157-FRANKFURT_1-01-112,Salto A,19.36,26.948,-6.685,23.747,219.524,68.677,-40.066,38.753,-7.056,21.383,217.816,55.053,-39.234,27.453,6.514,0.842,-7.843,17.747,155.438,20.176,6.53,26.532,-7.751,14.065,155.909,16.775,6.566,21.083,7.71,0.929,-17.327,11.442,205.223,19.114,5.162,18.13,-17.407,9.232,204.882,18.743,4.513,14.88,26.101,31.102,0.128,22.115,242.228,79.859,7.921,49.832,0.217,12.109,242.447,58.122,7.846,30.479
20191008-1157-FRANKFURT_1-01-114,Barani A,29.188,32.232,-20.056,34.636,-172.901,116.071,68.652,70.543,-20.65,31.74,-173.265,103.035,68.963,65.071,9.422,1.208,-146.873,31.048,-82.127,79.706,201.894,63.597,-146.068,30.583,-79.739,77.627,202.367,60.346,8.399,0.714,-64.416,52.465,164.116,21.472,133.822,111.681,-64.676,51.245,163.714,22.21,134.496,107.93,25.345,29.175,-11.382,28.723,290.291,80.201,-4.958,47.584,-10.74,14.029,291.564,63.111,-4.989,32.239
20191008-1157-FRANKFURT_1-01-115,Schraubensalto A,20.174,26.864,45.809,31.558,175.237,138.392,243.612,121.754,46.075,28.001,172.186,131.063,240.949,112.164,9.769,2.409,44.526,79.66,-145.817,58.343,418.857,91.27,44.107,74.688,-143.003,55.807,420.709,84.033,9.976,2.541,-4.584,30.742,174.21,60.092,220.494,211.582,-5.113,29.904,173.002,58.198,220.49,206.821,28.046,30.192,8.205,21.88,285.519,98.29,-24.259,37.361,8.99,12.344,284.884,82.689,-23.487,26.097
20191008-1157-FRANKFURT_1-01-128,Barani A,28.028,33.13,8.391,52.575,-149.534,96.573,93.487,88.745,8.197,48.752,-148.244,83.465,94.007,82.488,8.573,1.419,-161.039,38.133,-93.222,55.708,202.478,95.825,-160.268,35.157,-92.485,52.709,202.502,90.203,7.879,0.674,-19.864,29.771,141.622,50.263,144.845,117.038,-20.147,29.782,141.359,50.857,145.332,114.954,24.226,27.939,-12.124,29.798,275.031,91.234,-27.384,45.913,-12.742,26.073,272.78,77.573,-27.486,25.635
20191008-1157-FRANKFURT_1-01-132,Strecksprung,21.816,31.445,5.438,35.062,58.139,40.0,-9.995,31.01,6.303,29.897,57.044,34.521,-9.765,25.429,1.08,0.477,-6.713,13.638,-38.758,14.84,4.166,9.009,-6.677,12.895,-38.072,13.307,4.191,8.172,0.987,0.37,-7.761,3.016,-66.476,16.383,2.3,8.539,-7.749,2.716,-66.407,14.757,2.294,7.237,20.273,30.087,-3.863,20.165,44.556,58.398,-29.778,42.843,-4.003,12.482,44.578,55.387,-28.607,34.288
20191008-1157-FRANKFURT_1-01-137,Barani A,26.922,30.946,0.492,34.304,-175.21,106.78,49.192,45.374,-0.609,28.444,-174.461,95.436,50.23,40.083,9.559,1.42,-136.797,33.846,-132.005,90.601,223.479,71.764,-135.523,30.039,-129.6,84.385,222.68,69.952,8.111,0.974,-53.461,27.039,157.108,28.336,146.953,95.729,-53.852,26.536,155.662,27.991,146.636,93.892,24.988,30.821,-22.398,32.674,273.196,93.09,-14.493,30.064,-22.101,20.68,274.451,76.831,-14.072,26.086
20191008-1157-FRANKFURT_1-01-138,Salto A,20.019,25.095,-9.836,24.495,208.025,78.43,0.366,48.105,-10.054,19.849,206.874,56.941,-0.326,30.665,6.355,0.889,2.122,8.203,148.221,27.386,4.757,18.382,1.536,5.291,148.058,23.476,5.378,11.239,7.35,0.936,-7.625,7.517,187.703,38.517,-10.876,11.971,-6.953,5.396,187.963,34.606,-10.735,8.866,27.585,31.315,-0.487,19.423,291.367,90.945,1.566,24.021,-0.569,9.665,291.541,73.911,1.646,14.434
20191008-1157-FRANKFURT_1-01-140,Barani A,26.93,30.668,-19.199,30.449,-190.659,104.713,77.333,54.534,-19.338,26.809,-190.313,91.268,78.485,46.98,10.199,1.381,-151.188,40.844,-42.168,99.046,236.849,52.665,-150.201,39.032,-41.275,96.183,235.805,50.606,8.441,0.553,-67.326,45.96,161.693,10.001,98.496,84.143,-67.922,45.113,161.677,8.802,99.07,82.605,24.715,30.745,-13.831,27.111,268.377,71.956,15.62,42.964,-13.22,18.106,269.677,55.36,16.34,23.706
20191008-1157-FRANKFURT_1-01-141,Schraubensalto A,19.184,25.235,83.331,29.687,160.546,116.811,205.992,61.077,83.353,25.128,158.192,105.614,205.248,45.663,10.709,2.743,84.268,83.157,-148.769,88.266,427.54,110.61,83.395,79.332,-146.294,82.478,427.492,105.882,10.562,2.729,-2.335,33.958,166.951,60.579,243.982,216.283,-2.035,31.523,165.715,59.666,243.893,210.614,29.131,31.054,18.02,26.788,278.38,106.545,-39.956,58.533,19.127,17.288,278.078,93.214,-38.628,47.553
20191008-1157-FRANKFURT_1-01-145,Strecksprung,25.156,34.647,16.205,25.906,73.114,54.977,28.601,46.542,16.122,21.262,73.973,36.271,29.353,32.25,1.167,0.295,2.921,6.193,-6.074,16.044,19.257,15.144,3.027,5.879,-5.418,15.294,19.431,14.428,1.034,0.761,-33.852,26.559,-0.907,20.075,4.03,20.167,-32.922,23.407,-0.94,17.066,3.355,10.253,14.275,23.958,11.816,40.814,-39.323,69.593,-37.35,74.764,12.353,30.419,-40.385,57.609,-39.153,36.147
20191008-1157-FRANKFURT_1-01-155,Barani A,26.859,31.644,-3.196,32.028,-148.517,114.563,78.13,70.115,-5.804,31.995,-148.913,99.741,77.593,63.995,8.575,1.786,-154.984,18.366,-114.89,65.345,175.079,62.613,-152.633,16.548,-112.381,63.476,176.277,60.352,8.568,0.957,-52.549,30.058,156.56,40.044,150.551,113.498,-52.859,29.057,155.667,41.291,149.399,110.413,25.266,31.184,-4.084,42.951,281.321,70.86,9.937,52.58,-4.657,31.411,282.767,52.502,9.187,29.858
20191008-1157-FRANKFURT_1-01-156,Salto A,20.358,26.045,-4.899,20.625,244.078,73.836,-16.617,49.886,-4.634,11.679,241.719,57.927,-15.477,31.763,7.775,0.833,-2.904,9.063,220.065,17.302,7.697,14.607,-2.432,4.134,219.904,14.474,7.733,8.079,6.216,0.963,14.562,7.24,147.039,16.307,0.508,7.387,14.299,6.173,147.855,15.483,0.906,5.059,23.52,33.515,-5.608,26.143,214.292,74.431,-20.227,39.588,-5.896,18.478,214.291,62.262,-20.701,27.162
20191008-1157-FRANKFURT_1-01-158,Barani A,26.151,31.219,2.815,25.891,-184.379,98.659,76.194,63.282,1.846,22.209,-185.022,86.337,77.177,56.494,8.981,1.441,-115.461,32.751,-71.343,81.204,253.328,79.783,-114.47,30.037,-69.628,79.128,253.1,77.195,8.462,1.193,-9.76,24.164,180.264,35.021,126.99,124.362,-10.215,23.545,179.673,35.004,126.897,121.451,27.552,31.143,4.63,28.629,292.604,78.336,-19.874,40.166,4.745,16.193,294.238,54.522,-18.81,25.682
20191008-1157-FRANKFURT_1-01-159,Schraubensalto A,17.431,24.583,92.567,45.274,172.782,115.539,213.946,79.073,92.24,38.989,168.783,105.453,212.2,74.796,11.513,3.19,40.337,71.579,-165.943,68.687,425.04,107.158,40.384,69.722,-161.46,67.092,425.485,101.522,9.648,3.086,-28.76,33.537,166.242,43.29,196.694,195.54,-28.132,32.146,163.641,41.716,197.462,190.081,22.326,27.714,43.025,27.883,252.662,106.694,-27.767,85.976,41.491,26.121,252.888,87.44,-25.672,78.215
20191008-1157-FRANKFURT_1-01-177,Fliffis C,51.768,21.969,53.95,26.5,-583.82,197.319,-14.192,43.633,54.062,21.398,-582.35,187.5,-13.723,32.014,50.429,12.224,69.748,65.462,-624.828,187.247,77.958,133.356,69.607,61.969,-622.935,177.775,78.49,128.626,17.609,4.097,-81.542,36.316,88.806,129.542,327.135,149.387,-81.494,30.103,87.812,126.103,326.56,141.103,29.247,31.345,-24.445,31.979,252.972,86.175,27.771,65.646,-24.515,22.235,255.874,67.394,28.354,53.633
20191008-1157-FRANKFURT_1-01-178,Salto B,20.229,22.35,1.455,29.455,40.51,206.851,10.497,28.275,1.77,24.443,40.52,184.965,9.86,13.639,14.16,7.026,68.31,47.611,390.001,237.054,-1.737,36.391,67.25,44.616,385.93,230.327,-3.5,29.009,9.677,7.815,16.307,40.444,218.252,146.443,-56.811,39.538,17.122,37.743,219.163,140.613,-55.11,27.859,21.221,29.561,-12.978,24.664,169.742,120.72,-23.234,42.071,-12.402,8.571,169.046,103.113,-23.024,28.963
20191008-1157-FRANKFURT_1-01-179,Barani A,27.872,31.279,7.659,28.917,-172.161,102.311,59.224,61.465,6.844,23.866,-171.958,87.13,59.455,57.749,9.298,1.451,-107.747,35.025,-80.893,87.453,248.69,71.263,-107.241,32.439,-79.104,84.831,247.698,69.116,8.868,0.668,-53.38,38.722,178.447,23.433,136.893,113.424,-53.51,38.067,177.536,22.758,137.38,110.876,17.963,19.952,-7.245,21.376,294.504,92.794,-28.16,42.567,-7.638,9.979,294.311,75.802,-27.928,30.949
20191008-1157-FRANKFURT_1-01-180,Salto A,28.283,33.421,-8.953,27.433,250.577,75.431,-15.499,45.471,-8.686,20.018,250.38,42.586,-14.949,29.634,7.758,0.775,6.706,14.959,199.601,14.168,19.568,15.05,6.944,10.737,199.527,11.471,18.693,7.284,7.034,0.681,22.489,8.72,149.95,22.65,5.939,9.783,22.176,7.1,150.806,21.744,5.854,7.188,23.592,30.108,11.675,27.248,208.154,89.919,-38.885,40.18,11.867,19.034,205.297,81.736,-39.106,23.453
20191008-1157-FRANKFURT_1-01-181,Rudi,31.474,26.554,-8.71,20.222,-230.88,143.751,280.001,263.989,-6.581,20.609,-227.965,130.959,282.95,258.338,19.298,3.272,205.789,84.848,-48.944,137.152,742.152,39.814,202.094,79.681,-46.642,120.901,739.381,29.63,11.342,2.657,-3.257,43.387,119.635,105.522,345.569,206.802,-2.016,38.781,117.622,105.681,344.832,202.057,28.784,28.252,14.735,44.946,283.234,93.593,16.935,86.349,14.577,25.16,282.717,78.593,16.692,50.11
20191008-1157-FRANKFURT_1-01-182,Grätschwinkel,19.286,27.729,-7.047,18.471,29.051,72.163,14.115,49.037,-6.615,14.125,27.927,66.654,15.528,35.881,7.986,3.615,-12.065,16.53,-219.684,66.664,2.871,35.984,-12.279,13.253,-216.368,61.805,2.52,29.56,7.365,3.429,3.435,9.03,142.301,68.266,-9.41,37.166,3.515,5.353,139.801,66.941,-9.651,29.26,21.375,28.764,0.696,25.867,68.327,44.475,1.99,58.54,-0.115,10.348,70.543,31.277,4.178,23.595
20191008-1157-FRANKFURT_1-01-197,Strecksprung,22.11,30.558,-5.739,23.202,72.959,57.225,-12.872,47.368,-5.459,12.825,73.673,31.461,-12.971,32.74,1.88,0.489,17.838,18.79,-32.321,33.335,16.239,40.684,16.577,15.879,-31.877,30.793,16.437,34.898,1.595,0.737,-17.406,12.926,-42.408,20.041,12.006,24.033,-16.622,10.829,-42.495,14.404,12.348,21.179,19.238,30.102,-2.757,28.199,9.969,93.213,-0.712,46.286,-3.707,14.067,10.631,74.435,-2.769,24.826
20191008-1157-FRANKFURT_1-01-198,Fliffis C,51.033,21.685,66.947,56.414,-563.156,202.816,-29.731,41.502,67.148,50.022,-563.373,188.257,-28.225,25.764,47.59,11.982,78.708,75.811,-600.01,166.366,71.76,115.675,79.07,71.677,-598.078,159.644,76.764,113.867,18.564,5.61,-34.64,36.345,90.358,156.778,369.242,164.989,-34.643,25.052,88.887,147.478,363.977,155.195,30.412,29.149,3.77,32.989,340.35,105.031,-2.748,47.978,4.025,19.555,339.786,89.062,-2.563,37.205
20191008-1157-FRANKFURT_1-01-199,Salto B,21.022,24.804,5.428,29.233,43.97,186.181,-18.04,40.233,5.613,21.177,47.265,168.973,-16.597,25.596,17.928,9.926,8.15,27.781,380.247,242.81,-3.88,51.024,7.88,21.346,377.128,233.526,-5.44,43.848,8.396,6.644,-0.731,14.836,210.941,153.965,-7.531,20.205,-0.798,11.435,211.351,146.471,-6.959,8.972,26.083,33.001,-12.601,25.429,184.364,106.744,-16.617,44.024,-11.621,16.29,182.212,94.487,-18.409,22.395
20191008-1157-FRANKFURT_1-01-200,Barani A,24.034,28.662,-0.222,51.054,-159.424,115.304,71.652,91.763,-1.786,48.555,-157.654,98.534,74.381,81.864,9.494,1.619,-166.744,23.934,-99.654,84.254,198.67,61.228,-165.59,22.979,-98.498,81.104,198.405,59.177,8.276,1.164,-36.028,37.996,154.916,21.143,146.89,134.428,-36.439,37.585,154.26,20.145,146.053,131.642,22.233,25.887,-10.239,25.888,274.792,81.88,-31.727,39.88,-9.915,16.266,273.902,68.581,-30.88,27.963
20191008-1157-FRANKFURT_1-01-201,Salto A,23.975,31.189,-8.876,22.906,239.706,83.394,-24.535,32.148,-9.226,14.492,240.098,52.882,-24.715,16.027,7.266,0.852,-8.958,9.704,206.233,21.077,7.409,17.113,-9.236,7.658,205.773,17.557,6.965,6.381,6.51,0.405,-0.276,2.921,136.053,18.673,-9.959,13.981,-0.286,1.766,137.37,17.688,-9.543,11.517,27.414,32.467,-24.721,23.475,223.104,115.767,-22.393,53.909,-23.725,15.567,219.854,105.0,-21.648,33.197
20191008-1157-FRANKFURT_1-01-202,Rudi,27.845,25.172,9.582,17.181,-230.276,131.641,260.235,227.939,7.882,10.762,-226.414,120.304,261.293,223.126,16.491,1.271,121.386,95.893,-93.612,128.009,709.35,39.747,120.359,86.383,-94.172,120.333,707.885,35.548,12.879,4.083,23.015,27.78,61.143,174.322,383.427,270.197,24.502,20.568,61.222,166.833,382.888,261.911,24.93,24.594,12.112,42.517,301.838,91.376,-4.996,74.112,11.489,28.302,300.91,75.039,-5.066,45.238
20191008-1157-FRANKFURT_1-01-203,Grätschwinkel,24.298,31.437,-6.346,15.898,61.674,71.962,-1.89,35.607,-5.647,9.657,60.522,59.465,-1.984,27.302,4.839,2.982,-0.425,14.771,-207.545,95.228,-0.79,45.638,-0.639,9.289,-203.423,90.143,0.648,27.035,7.684,2.71,-4.945,5.705,118.917,86.866,10.476,25.917,-4.544,3.146,114.65,87.82,9.511,19.747,20.592,28.484,-2.574,15.292,-14.3,81.209,-3.786,46.495,-2.599,11.262,-13.602,73.483,-1.931,26.592
20191008-1157-FRANKFURT_1-01-215,Fliffis C,50.282,22.811,78.73,62.7,-569.838,188.266,-4.342,59.391,78.117,57.64,-568.227,178.807,-3.762,42.436,50.119,9.099,87.114,70.467,-643.117,135.613,74.024,88.71,87.499,66.943,-640.168,130.116,75.069,86.332,17.997,4.801,-83.386,44.386,21.03,131.882,365.932,99.732,-83.052,34.317,18.429,132.18,363.162,85.829,24.749,20.727,-34.528,31.349,297.39,93.861,18.4,64.112,-35.387,11.684,296.41,77.796,19.354,51.121
20191008-1157-FRANKFURT_1-01-216,Salto B,29.133,31.762,-22.371,20.211,59.76,194.008,6.354,42.379,-20.279,11.281,62.603,179.82,6.999,21.652,17.51,8.94,23.139,37.282,376.623,260.344,-22.367,47.066,21.067,31.639,373.626,249.667,-22.118,39.113,9.374,8.696,-18.446,27.108,211.593,163.288,2.017,40.195,-17.358,22.59,212.971,148.516,2.045,27.58,21.708,29.853,-15.022,29.724,166.606,76.821,-7.317,34.971,-15.67,19.344,164.254,66.391,-7.934,26.361
20191008-1157-FRANKFURT_1-01-217,Barani A,26.771,31.45,-24.919,33.31,-162.025,89.07,78.082,64.822,-23.974,30.732,-161.012,78.141,78.613,55.999,8.597,0.911,-126.526,35.253,-77.544,86.581,206.015,67.939,-126.668,31.655,-75.615,84.274,205.778,64.714,8.039,0.751,-44.02,27.615,156.668,20.686,121.29,119.366,-44.319,27.105,156.605,21.452,121.53,116.396,23.202,26.519,-19.287,28.92,285.891,61.123,-22.397,30.603,-19.626,12.619,285.874,49.71,-22.865,19.473
20191008-1157-FRANKFURT_1-01-218,Salto A,22.708,30.146,-8.853,19.284,281.046,99.284,-12.421,47.873,-8.62,14.324,280.326,75.673,-12.146,31.057,7.746,0.935,-8.906,13.307,189.735,19.641,4.429,8.267,-8.649,10.704,189.228,17.574,4.604,3.626,7.189,0.394,-2.42,5.86,145.638,19.293,-3.51,9.285,-2.503,4.997,146.642,18.718,-3.659,7.685,21.665,30.018,-10.012,24.893,206.278,92.78,-14.954,23.455,-10.389,18.16,204.47,75.091,-14.896,14.311
