SprungID,Sprungtyp,mean_Acc_N_Fil,std_Acc_N_Fil,mean_Gyro_x_R,std_Gyro_x_R,mean_Gyro_y_R,std_Gyro_y_R,mean_Gyro_z_R,std_Gyro_z_R,mean_Gyro_x_Fil,std_Gyro_x_Fil,mean_Gyro_y_Fil,std_Gyro_y_Fil,mean_Gyro_z_Fil,std_Gyro_z_Fil
generated_Mean_Bauchsprung,Bauchsprung,0.864,0.311,-2.861,7.249,-77.073,21.916,-7.382,11.907,-2.794,6.183,-76.828,20.376,-7.339,10.034
generated_Mean_Bauchsprung,Bauchsprung,1.443,0.408,6.423,10.485,-64.38,27.472,-0.101,19.452,6.311,8.912,-64.283,25.085,-0.128,16.619
generated_Mean_Bauchsprung,Bauchsprung,21.359,31.179,-8.493,22.789,61.351,90.577,-10.891,45.475,-8.068,15.285,60.452,71.077,-10.308,25.062
generated_Mean_Von Bauch in Stand,Von Bauch in Stand,26.173,33.722,3.273,22.307,-25.222,66.759,4.146,46.694,2.835,15.464,-24.317,42.98,3.494,22.13
generated_Mean_Von Bauch in Stand,Von Bauch in Stand,0.99,0.362,3.198,10.338,4.929,17.286,4.358,16.263,3.276,8.576,4.932,15.163,4.388,13.543
generated_Mean_Von Bauch in Stand,Von Bauch in Stand,1.139,0.404,1.743,9.932,21.813,22.431,-1.704,17.689,1.69,8.387,21.741,20.662,-1.618,15.021
generated_Mean_Von Bauch in Stand,Von Bauch in Stand,18.176,24.882,0.593,19.662,87.331,84.216,9.106,30.054,0.59,16.146,87.865,77.117,9.1,21.504
generated_Mean_Schraubensalto C,Schraubensalto C,24.537,31.171,88.775,48.47,165.475,79.68,143.787,56.254,89.388,48.0,164.287,71.439,144.298,52.86
generated_Mean_Schraubensalto C,Schraubensalto C,12.871,2.775,129.541,142.083,-100.031,89.182,438.696,60.153,128.251,137.914,-98.232,85.303,436.743,58.596
generated_Mean_Schraubensalto C,Schraubensalto C,9.009,2.609,-68.002,31.42,138.367,50.724,233.53,95.703,-67.571,30.24,137.052,50.505,233.833,94.998
generated_Mean_Schraubensalto C,Schraubensalto C,18.457,24.171,18.083,20.731,174.184,56.094,36.232,35.599,17.609,18.612,172.846,43.543,36.634,31.992
