SprungID,Sprungtyp,0_Acc_N_Fil,0_Gyro_x_R,0_Gyro_y_R,0_Gyro_z_R,0_Gyro_x_Fil,0_Gyro_y_Fil,0_Gyro_z_Fil,25_Acc_N_Fil,25_Gyro_x_R,25_Gyro_y_R,25_Gyro_z_R,25_Gyro_x_Fil,25_Gyro_y_Fil,25_Gyro_z_Fil,50_Acc_N_Fil,50_Gyro_x_R,50_Gyro_y_R,50_Gyro_z_R,50_Gyro_x_Fil,50_Gyro_y_Fil,50_Gyro_z_Fil,75_Acc_N_Fil,75_Gyro_x_R,75_Gyro_y_R,75_Gyro_z_R,75_Gyro_x_Fil,75_Gyro_y_Fil,75_Gyro_z_Fil
20190930-1247-FRANKFURT_2-01-245,Rudi,38.973,-31.759,-199.4,97.634,-30.886,-194.398,98.632,12.239,177.482,-33.79,502.234,178.086,-36.916,500.641,13.232,208.857,7.121,478.127,208.254,9.695,477.237,10.406,-31.412,265.118,82.894,-32.401,261.489,89.773
0609-1-01-460,Salto C,25.636,7.39,60.687,-25.59,8.017,65.717,-24.32,17.225,11.01,488.652,-10.698,10.785,482.297,-11.588,2.767,17.673,121.359,-10.606,18.029,121.969,-10.521,16.354,8.507,92.71,0.09,7.871,92.265,0.101
20191001-1148-FRANKFURT_1-01-56,00V,20.05,7.834,-34.752,13.308,7.186,-39.524,9.009,8.547,4.633,-106.408,14.155,4.227,-105.575,14.523,5.304,-4.095,131.881,-3.08,-4.004,131.42,-2.72,22.06,5.486,31.729,6.866,5.003,36.19,9.305
20190930-1247-FRANKFURT_2-01-58,Strecksprung,23.584,-5.921,78.697,29.456,-5.678,78.269,29.284,0.979,-4.403,-29.153,-24.178,-4.552,-28.794,-23.767,0.911,15.015,-49.696,1.09,15.049,-50.056,1.025,17.993,-4.924,10.114,4.635,-5.44,10.442,4.27
20191007-1159-FRANKFURT_1-01-213,Barani B,41.994,-13.85,-359.574,23.544,-14.528,-360.71,22.83,11.057,27.783,-56.902,257.312,25.757,-59.257,256.816,8.422,-55.467,193.945,137.662,-54.695,193.353,138.865,16.216,26.392,153.154,8.954,29.335,146.603,12.412
20191007-1524-FRANKFURT_1-01-224,Strecksprung,20.258,-0.369,32.944,20.957,-0.072,33.719,19.655,1.116,0.369,-52.34,2.428,0.113,-52.045,2.552,0.985,-7.145,-51.291,2.648,-7.031,-51.327,2.94,19.925,3.551,55.402,-0.486,3.647,54.639,-0.674
20191001-1148-FRANKFURT_1-01-97,00V,24.37,6.318,-7.619,-4.239,6.399,-8.101,-4.262,13.538,13.905,-216.859,9.001,13.404,-213.706,9.951,6.759,-8.414,175.911,-23.08,-7.607,174.417,-23.02,19.987,6.337,31.023,31.995,4.73,34.077,29.67
20191007-1524-FRANKFURT_1-01-77,Fliffis- Rudi C,49.973,-6.354,-512.975,53.862,-4.537,-514.991,48.041,51.96,-49.297,-616.045,272.075,-41.125,-614.721,278.613,46.955,486.888,42.677,976.449,477.529,42.909,964.344,28.275,93.503,298.505,103.733,94.345,295.115,117.064
0827-BK1-01-13,Salto C,32.265,-0.882,100.079,6.425,-0.802,102.187,5.742,11.991,3.031,328.11,-0.679,2.765,326.677,-1.093,3.192,-3.781,155.107,-4.252,-3.773,154.972,-4.401,17.099,-5.58,98.969,2.026,-5.272,97.519,2.612
0609-1-01-629,Von Bauch in Stand,23.368,2.046,-44.205,18.912,1.473,-43.566,16.776,0.949,8.531,-9.963,6.712,8.303,-10.043,7.414,1.002,-4.729,25.861,9.166,-4.545,25.997,9.231,18.311,11.542,115.988,9.194,11.05,115.81,8.992
0609-4-01-213,Schraubensalto C,24.644,81.106,173.042,150.849,82.093,171.03,151.357,13.749,141.939,-88.273,469.629,140.247,-86.341,467.535,9.12,-69.575,139.345,244.813,-69.043,137.992,244.837,11.629,13.209,189.18,43.543,13.034,184.951,43.169
20191008-1157-FRANKFURT_1-01-297,Barani C,33.23,14.247,-310.867,26.578,13.781,-308.112,27.8,9.7,-40.486,-54.671,260.97,-39.925,-55.655,259.419,6.748,-42.144,136.349,120.18,-42.624,135.89,120.294,27.875,-32.052,222.452,-13.769,-29.317,230.744,-10.167
20191007-1150-FRANKFURT_2-01-234,Salto B,23.909,8.361,53.266,-4.362,8.423,56.306,-6.802,13.893,18.077,327.717,-18.289,18.534,326.631,-17.651,10.752,32.382,272.831,2.388,32.216,272.643,2.336,17.379,24.62,189.667,0.676,22.795,184.893,-0.468
20191007-1534-FRANKFURT_2-01-80,Schraubensalto A,27.807,98.387,207.918,108.668,98.423,209.391,109.458,11.639,132.043,-76.83,428.684,131.435,-75.223,426.511,10.108,-75.531,89.768,278.704,-74.402,89.488,279.303,20.478,64.46,252.455,34.199,63.42,251.192,35.329
20191007-1150-FRANKFURT_2-01-44,Grätschwinkel,26.971,18.348,-31.626,16.073,17.752,-29.674,17.31,9.494,-30.006,-43.806,20.487,-29.138,-43.6,20.516,4.018,25.471,69.51,37.922,24.36,69.958,36.864,16.874,7.679,54.045,-3.236,7.177,55.558,-5.266
0609-4-01-540,Barani C,30.649,9.474,-282.306,61.411,8.445,-280.232,61.503,10.259,-32.84,-92.166,208.188,-32.296,-92.131,207.333,5.977,-68.275,105.71,181.158,-68.324,104.386,181.522,21.928,-6.085,148.294,36.282,-5.932,148.07,36.418
20191008-1157-FRANKFURT_1-01-180,Salto A,28.283,-8.953,250.577,-15.499,-8.686,250.38,-14.949,7.758,6.706,199.601,19.568,6.944,199.527,18.693,7.034,22.489,149.95,5.939,22.176,150.806,5.854,23.592,11.675,208.154,-38.885,11.867,205.297,-39.106
20191007-1524-FRANKFURT_1-01-143,Salto B,22.989,6.454,63.244,-8.158,10.492,56.018,-20.241,18.138,7.328,358.572,-34.693,8.094,356.939,-33.783,10.858,20.645,265.702,-40.052,20.131,266.223,-39.419,21.308,25.811,163.886,-16.745,25.16,159.421,-15.967
20191008-1207-FRANKFURT_2-01-311,Schraubensalto A,26.792,109.297,213.46,94.22,111.141,214.861,95.216,9.927,112.05,-57.392,334.792,110.035,-57.141,334.786,11.453,-101.159,53.377,334.352,-99.104,52.971,332.433,13.541,53.448,263.153,2.954,52.967,258.121,6.783
0115-CHARI-05-10,Doppelsalto B,24.944,-7.783,124.969,-4.122,-7.884,127.461,-4.651,28.324,-5.718,534.63,-9.961,-5.497,533.107,-9.322,30.396,16.043,528.493,12.008,15.888,527.374,11.372,22.374,3.07,226.029,-24.064,3.136,224.569,-24.32
0827-BK2-01-116,Salto A,27.223,10.386,124.167,-8.523,10.512,124.91,-7.806,6.623,12.498,223.437,-15.569,12.383,222.586,-15.334,5.456,-2.233,177.225,-9.436,-1.989,177.56,-9.623,19.41,4.21,168.983,-4.674,4.488,168.774,-4.7
0609-1-01-876,Von Bauch in Stand,24.647,-3.177,-39.298,-12.087,-3.445,-38.591,-11.782,1.549,15.358,-17.188,16.025,15.088,-17.343,15.87,1.211,-8.927,51.183,-10.569,-8.723,50.865,-10.072,15.884,-11.223,100.707,5.622,-10.71,100.401,6.365
20191001-1202-FRANKFURT_2-01-163,Strecksprung,23.646,1.456,-43.137,2.535,1.71,-44.465,2.687,1.542,-2.618,10.576,27.409,-2.51,10.49,27.536,0.798,8.718,52.326,-4.517,8.943,51.784,-4.566,22.317,2.518,-14.794,-12.384,2.775,-14.869,-10.555
20191003-1152-FRANKFURT_1-01-129,Fliffis C,48.597,-4.768,-539.086,17.004,-5.073,-534.805,15.591,53.153,125.628,-620.163,-82.965,125.054,-618.428,-84.152,18.583,144.36,6.883,-252.033,144.285,4.758,-249.878,24.509,35.809,251.144,-94.238,36.26,246.82,-95.511
20190930-1616-FRANKFURT_1-01-195,Strecksprung,28.008,-11.395,53.588,12.693,-11.219,54.085,12.235,0.885,6.107,-19.022,20.564,6.013,-18.909,20.467,0.828,3.396,-42.458,-15.244,3.365,-42.341,-15.094,15.034,-5.979,3.3,-7.628,-6.218,2.536,-7.312
20191008-1207-FRANKFURT_2-01-14,Strecksprung,28.888,5.424,37.3,8.946,5.491,38.958,8.454,0.905,-4.013,-16.806,-6.815,-3.987,-16.768,-6.679,1.166,-0.83,-13.663,-13.983,-0.963,-13.138,-13.861,16.09,-13.928,6.041,-18.715,-11.674,2.621,-16.337
0609-4-01-600,Barani C,34.417,-15.487,-253.785,54.453,-16.106,-252.884,54.21,11.494,-9.749,-164.983,198.354,-9.575,-163.869,197.855,7.828,-26.975,99.86,232.671,-27.121,98.173,231.967,11.68,23.926,169.531,48.384,23.267,165.482,49.274
0609-1-01-504,Strecksprung,22.428,2.164,-12.902,-6.769,2.238,-12.394,-6.622,0.517,6.142,-11.757,-8.251,6.18,-11.493,-8.283,0.544,1.292,4.08,-10.151,1.293,4.253,-9.988,21.054,-12.281,2.18,13.557,-11.978,2.573,12.955
0609-1-01-413,Salto C,23.561,9.69,73.966,-29.414,9.816,78.455,-26.774,15.585,34.414,467.775,8.453,34.453,462.561,6.682,2.924,28.013,124.479,-1.251,28.075,125.064,-1.658,20.671,15.554,104.584,-17.48,14.327,105.182,-16.222
20191007-1150-FRANKFURT_2-01-83,Salto B,28.217,4.488,33.968,13.285,5.138,33.795,13.482,15.689,23.509,385.543,-37.692,21.755,379.927,-37.742,10.823,3.383,250.019,4.441,4.01,253.208,3.405,19.861,29.745,162.234,10.334,28.364,159.674,10.249
20191001-1148-FRANKFURT_1-01-219,Salto rw B,23.724,3.606,15.34,1.226,3.275,19.019,0.784,14.037,-5.162,383.006,-7.032,-5.31,374.995,-6.744,10.527,-11.988,262.94,-7.307,-11.795,263.159,-7.133,19.23,-19.43,187.517,-27.154,-18.692,183.268,-26.644
20190930-1616-FRANKFURT_1-01-72,Strecksprung,25.721,-1.359,65.624,2.263,-1.413,66.124,1.847,0.741,1.736,-22.582,7.014,1.748,-22.464,6.896,0.963,-0.84,-37.669,11.492,-0.962,-37.908,11.583,17.589,-2.131,-3.096,-12.695,-1.859,-3.018,-12.381
20191008-1157-FRANKFURT_1-01-388,Salto A,20.925,1.285,245.336,-29.008,1.557,243.572,-28.341,7.303,-16.521,198.912,3.432,-16.457,198.67,3.212,7.016,-0.419,153.75,-7.636,-0.52,154.519,-7.357,27.105,-24.986,170.614,-20.642,-24.014,171.353,-21.409
20190930-1616-FRANKFURT_1-01-297,Barani C,26.985,-30.398,-207.803,41.002,-29.028,-206.363,41.093,9.295,-53.779,-146.0,179.043,-53.74,-145.677,178.352,6.474,-72.653,95.793,171.908,-72.332,95.878,172.463,22.451,-29.209,154.711,32.586,-29.694,152.715,32.557
0827-BK1-01-126,Strecksprung,26.218,12.113,42.846,-2.185,12.234,44.487,-3.762,1.291,-3.744,-25.58,10.033,-3.798,-25.532,10.304,0.46,-1.793,2.99,-12.751,-1.95,2.983,-12.351,16.432,-7.167,10.363,-0.065,-6.952,10.143,0.778
0609-1-01-714,Bauchsprung,19.704,-3.519,-7.845,5.675,-3.227,-7.685,5.696,0.786,-8.669,-72.794,-2.711,-8.579,-73.184,-2.531,1.238,3.688,-76.793,-8.215,3.419,-76.124,-8.55,12.507,-3.134,50.457,10.551,-3.581,51.728,9.599
20190930-1616-FRANKFURT_1-01-13,Salto B,35.825,-2.415,16.992,9.463,-3.12,21.946,8.341,19.032,24.521,404.264,0.261,24.074,401.179,0.06,6.836,-6.322,168.885,-1.741,-5.936,170.392,-1.191,18.121,5.873,185.25,16.447,4.389,185.45,16.711
20191007-1534-FRANKFURT_2-01-34,Barani A,26.447,-46.934,-187.863,118.348,-45.79,-187.395,113.436,10.093,-151.544,-65.913,225.286,-151.038,-64.75,224.267,9.351,-70.413,157.152,167.579,-70.728,156.291,167.899,19.09,8.852,252.642,-27.0,8.164,248.454,-25.627
20191001-1148-FRANKFURT_1-01-41,Strecksprung,21.021,2.758,68.897,2.015,3.379,69.496,2.386,1.162,-5.0,-67.658,9.371,-5.466,-66.901,9.374,1.102,-5.154,-84.958,23.477,-5.351,-84.701,23.067,18.978,5.434,71.6,-14.977,5.355,71.583,-15.2
20190930-1616-FRANKFURT_1-01-113,Fliffis C,52.142,-7.034,-452.315,2.215,-7.451,-448.711,3.468,33.044,-29.244,-557.642,53.211,-28.669,-554.733,53.074,16.311,-71.609,10.092,257.845,-72.05,6.82,256.241,23.637,-68.808,282.404,53.538,-68.948,281.035,54.163
0827-BK2-02-131,Salto A,24.804,12.091,170.374,-64.33,11.631,170.604,-62.645,5.779,-4.724,206.634,-30.724,-4.363,205.598,-30.853,5.544,-7.778,176.18,-44.734,-7.855,176.583,-44.842,22.708,4.655,176.48,-12.339,3.898,175.459,-11.662
0827-BK1-01-46,Salto C,21.369,10.405,111.755,-17.577,10.493,113.191,-17.14,9.552,-14.68,294.452,-9.012,-14.415,294.221,-8.886,6.65,-9.154,259.259,-4.499,-9.213,259.749,-4.581,17.115,-11.189,219.307,25.049,-11.154,217.558,24.899
20191007-1159-FRANKFURT_1-01-60,Salto C,36.634,-9.548,60.044,15.263,-8.967,64.144,14.341,12.864,-6.029,465.45,-9.938,-5.185,461.232,-9.826,3.808,1.869,60.928,3.644,1.115,63.05,3.871,20.492,-10.681,212.865,-10.117,-10.889,213.41,-10.321
20191008-1157-FRANKFURT_1-01-386,Salto B,26.382,-3.848,48.14,12.929,-1.817,46.381,15.086,16.182,47.826,355.34,-15.73,47.378,357.532,-16.5,7.806,-13.056,194.777,-46.117,-12.625,194.04,-46.301,19.759,-29.529,182.428,-4.554,-29.377,180.623,-4.933
0827-BK2-01-53,Strecksprung,24.471,-10.969,29.767,3.221,-10.508,30.697,2.917,0.833,-7.536,-35.466,-22.453,-7.526,-35.346,-22.533,0.741,-11.76,-29.104,-12.737,-11.578,-29.34,-12.352,16.61,13.833,8.181,-12.408,13.721,7.738,-13.265
0609-1-01-823,Bauchsprung,23.537,0.998,-11.694,-2.2,0.861,-12.01,-2.436,1.238,-0.814,-110.253,-7.599,-0.719,-109.648,-7.339,1.416,1.123,-33.504,10.425,1.278,-33.863,10.447,20.9,-0.672,72.705,-20.372,-0.495,71.081,-19.762
20190930-1247-FRANKFURT_2-01-150,Grätschwinkel,32.311,0.758,42.438,19.782,0.149,44.074,18.052,7.631,-5.406,-132.134,-7.01,-5.357,-130.146,-7.411,2.922,-3.361,78.17,-10.605,-3.234,76.962,-10.363,9.218,-0.596,48.212,-0.014,-0.848,46.941,1.356
20191008-1157-FRANKFURT_1-01-368,Barani A,25.265,1.969,-166.42,68.949,0.379,-165.66,68.764,8.661,-145.37,-106.882,215.795,-143.633,-105.144,215.388,8.424,-32.87,137.367,142.826,-33.596,137.182,142.709,24.929,-17.128,293.393,-19.999,-16.533,294.42,-18.43
0609-1-01-465,Salto C,24.372,9.004,73.507,-31.583,8.451,78.281,-30.095,15.29,-0.529,467.934,-0.891,-0.016,461.17,-2.504,2.82,18.555,130.239,-18.83,18.36,130.452,-18.575,23.441,-1.167,95.918,-5.116,-1.337,97.735,-5.813
20191001-1148-FRANKFURT_1-01-140,Rudi,32.087,-16.045,-246.497,288.481,-13.967,-247.185,289.36,14.423,174.903,-52.373,640.008,172.633,-51.692,640.544,12.992,-11.365,110.645,388.321,-10.836,109.883,387.06,26.4,7.206,240.924,20.467,6.686,244.339,18.171
20191008-1207-FRANKFURT_2-01-338,Fliffis B,50.014,-133.143,-578.884,171.823,-131.239,-570.992,169.591,41.942,-157.996,-605.372,200.582,-158.337,-604.424,200.599,19.312,-53.62,31.486,348.122,-52.555,28.504,346.96,33.626,78.736,358.69,17.524,76.574,359.986,19.244
20191008-1157-FRANKFURT_1-01-98,Strecksprung,23.322,5.388,57.12,-11.622,5.224,57.317,-10.644,1.178,0.368,-50.819,5.575,0.138,-50.721,5.432,1.449,-13.705,-73.198,17.297,-13.308,-72.805,17.417,21.654,7.63,51.147,-14.533,7.57,52.471,-14.501
0827-BK1-01-7,Salto C,31.223,-2.24,96.933,4.845,-2.113,98.945,4.839,13.386,-4.68,344.856,9.795,-5.128,343.572,9.321,2.973,0.121,154.896,1.629,0.155,154.354,1.636,16.057,-2.543,105.635,-0.803,-2.779,104.771,-0.414
0609-1-01-750,Strecksprung,23.399,-2.127,41.049,3.917,-2.414,40.652,4.343,0.591,-1.031,-9.062,2.604,-1.189,-8.823,2.851,0.412,0.315,-7.562,-3.227,0.365,-7.702,-3.21,17.605,2.486,24.81,13.974,1.691,24.138,13.557
0609-1-01-852,Strecksprung,28.719,-0.72,29.296,-4.741,-1.548,31.688,-4.749,0.641,-0.074,-7.881,-7.115,-0.082,-7.641,-7.274,0.376,2.892,-4.535,9.203,2.808,-4.489,9.396,17.309,1.784,17.415,3.796,2.069,16.962,3.886
0609-1-01-570,Doppelsalto B,25.001,4.363,124.167,-29.946,4.091,125.714,-30.04,32.12,-48.279,624.877,-8.235,-47.716,623.502,-9.734,29.545,36.188,594.029,-28.985,36.358,591.204,-27.789,21.364,10.051,173.423,-13.594,9.525,173.671,-12.591
20190930-1153-FRANKFURT_1-01-182,Salto A,24.116,12.158,152.247,3.689,12.33,152.633,4.349,5.788,22.264,217.479,-2.836,22.111,216.637,-2.919,5.064,8.148,143.891,6.938,8.291,144.198,7.034,17.634,37.665,204.845,9.955,37.175,204.631,9.816
0609-4-01-194,Strecksprung,22.812,-8.754,6.78,0.613,-7.925,7.565,1.279,0.94,-6.889,-20.419,5.699,-6.905,-20.156,5.439,1.061,-6.434,28.46,-0.219,-6.34,28.571,-0.239,18.104,8.01,19.226,9.138,8.561,19.21,10.362
0609-1-01-726,Doppelsalto C,26.06,-3.755,157.737,-7.954,-3.793,161.625,-8.285,46.128,-74.515,727.75,-14.157,-73.964,722.817,-13.379,28.494,-36.131,522.554,1.897,-36.245,521.472,1.643,18.27,-5.094,273.672,-13.009,-5.161,271.45,-13.513
20191007-1524-FRANKFURT_1-01-114,Doppelsalto B,26.349,-12.898,118.267,-21.174,-7.837,112.653,-29.389,13.707,44.298,388.087,-16.182,43.784,385.094,-15.965,4.649,10.366,152.163,-24.562,10.669,152.748,-23.979,21.69,33.702,160.485,-10.882,32.763,157.902,-7.402
0115-MORITZ-03-128,Salto C,30.018,-8.711,112.613,8.252,-8.584,113.279,7.205,11.529,-3.266,307.721,10.534,-3.919,307.276,10.694,2.971,-0.57,117.598,2.335,-0.578,117.558,2.228,18.152,-0.727,130.042,3.298,-0.484,127.484,3.368
0827-BK2-02-145,Salto A,19.314,-1.645,176.743,-49.677,-1.166,176.378,-48.787,5.783,4.984,196.072,-18.822,4.618,195.933,-19.117,5.308,6.349,157.318,-29.933,6.726,157.657,-29.971,21.942,4.007,208.548,-21.555,3.912,207.828,-21.551
0609-1-01-190,Doppelsalto C,27.131,-0.69,158.72,-17.833,-0.634,162.934,-18.761,47.345,-29.429,735.383,-2.604,-29.217,730.864,-0.718,26.338,35.603,544.43,-9.656,35.844,543.359,-10.436,14.928,-13.446,159.105,-13.628,-13.407,156.866,-13.565
0609-4-01-177,Schraubensalto C,25.097,85.413,164.81,143.348,86.336,163.679,144.203,13.39,141.133,-88.935,459.465,139.567,-87.368,457.158,7.93,-61.416,150.382,216.537,-60.674,149.375,216.853,19.15,15.159,171.271,29.625,14.31,170.725,29.838
0609-4-01-58,Fliffis B,42.51,-2.909,-550.683,20.949,-3.31,-544.542,21.585,19.336,-69.143,-149.637,198.448,-69.442,-151.059,197.954,18.878,-185.579,218.376,222.392,-184.758,216.424,222.129,32.984,-11.369,261.411,22.921,-11.4,260.368,24.0
0609-4-01-376,Salto C,28.987,-5.14,136.017,4.592,-5.447,137.293,4.721,11.097,-0.398,335.725,4.61,-0.263,333.681,4.134,3.428,-3.379,132.268,1.144,-3.352,132.129,1.242,11.911,-3.053,130.94,-3.703,-2.974,127.014,-2.987
20190930-1247-FRANKFURT_2-01-220,Barani C,40.087,-39.731,-217.225,41.015,-39.823,-216.565,41.544,10.733,-54.25,-144.41,150.996,-54.508,-145.989,150.618,5.254,-108.058,29.406,145.553,-107.581,31.362,145.03,18.941,-19.897,150.039,75.005,-21.013,149.1,74.938
0609-1-01-793,Bauchsprung,22.014,0.272,3.973,7.959,0.616,3.913,7.697,0.626,-3.751,-68.829,-4.511,-3.765,-68.376,-4.058,1.013,-3.777,-71.351,-6.804,-4.158,-70.967,-7.054,11.203,-7.44,43.259,-2.519,-6.657,43.699,-3.058
20191007-1150-FRANKFURT_2-01-58,Grätschwinkel,27.981,2.928,-20.673,-0.244,2.129,-17.758,0.12,8.861,-3.118,-42.896,9.473,-2.204,-42.985,9.275,4.042,8.605,59.748,18.902,8.173,60.382,18.334,15.78,12.025,42.65,-11.583,11.228,42.525,-10.533
0110-MORITZ-01-96,Doppelsalto B,29.707,-6.266,99.176,-6.894,-6.357,103.005,-5.7,33.761,-65.072,611.064,13.728,-64.702,608.095,13.637,32.554,-42.137,573.045,30.719,-42.469,571.963,30.551,13.822,-16.607,187.683,26.991,-17.948,184.121,26.135
20191001-1148-FRANKFURT_1-01-57,Strecksprung,20.806,3.162,-30.632,47.814,3.759,-34.885,44.002,1.667,1.782,-90.691,-24.776,1.642,-89.648,-23.07,2.566,-10.521,-7.219,-8.833,-10.36,-7.137,-9.664,23.579,-5.717,69.523,19.354,-6.702,68.941,20.3
20191008-1157-FRANKFURT_1-01-35,Strecksprung,20.813,-1.816,26.696,5.052,-1.589,25.386,4.339,1.059,5.591,-33.737,23.996,5.649,-33.707,23.533,1.318,-9.335,-42.632,7.419,-9.187,-42.413,7.269,20.134,-11.115,72.148,-6.954,-11.664,74.253,-7.193
20191008-1207-FRANKFURT_2-01-37,Salto B,20.609,-2.197,11.118,4.056,-0.675,11.455,2.698,20.084,44.242,471.717,-40.157,43.355,466.17,-39.025,5.633,-1.404,170.218,10.443,-0.943,172.789,10.557,24.273,48.148,150.059,6.654,47.415,150.879,6.022
0609-1-01-180,Bauchsprung,27.738,0.876,9.951,18.441,1.218,10.094,18.468,0.518,-13.948,-63.985,-13.913,-13.787,-63.794,-13.603,0.693,3.705,-70.719,-18.259,3.554,-70.158,-17.944,25.137,-7.253,45.921,-8.822,-6.333,44.587,-7.842
20190930-1247-FRANKFURT_2-01-108,Grätschwinkel,30.114,-1.788,26.176,19.167,-0.85,27.381,18.122,8.534,-18.858,-155.424,-10.315,-18.938,-153.315,-9.672,3.453,-6.219,83.412,5.111,-6.191,82.69,5.08,10.458,0.841,41.914,5.799,0.482,41.499,6.596
0609-4-01-42,Fliffis B,44.217,6.651,-556.847,17.32,6.414,-551.698,17.06,20.772,-49.155,-206.704,169.194,-49.581,-206.658,169.246,20.386,-176.221,143.487,282.767,-175.55,142.018,281.561,19.219,-4.981,291.399,45.517,-5.76,285.958,46.517
0609-1-01-198,Von Bauch in Stand,26.408,10.117,-4.305,-1.658,9.477,-3.08,-1.498,0.866,-1.031,4.158,3.963,-0.912,4.274,4.122,1.167,5.751,21.07,14.393,5.8,21.003,14.639,22.276,6.607,88.105,12.674,6.998,89.524,10.687
20190930-1616-FRANKFURT_1-01-241,Doppelsalto B,30.921,-5.954,111.364,9.089,-4.588,114.031,7.523,34.633,-4.039,613.982,-24.503,-3.803,611.935,-24.156,35.467,24.699,577.674,-26.089,24.79,576.804,-26.567,25.33,12.964,226.565,-2.542,11.935,223.361,-2.375
20191008-1207-FRANKFURT_2-01-306,Salto B,21.858,-14.358,20.157,-23.903,-10.983,20.441,-25.423,22.175,50.849,439.738,-56.482,48.835,435.681,-55.783,6.266,13.958,191.839,-62.221,15.399,193.939,-62.456,21.688,14.595,155.111,-36.896,14.068,148.366,-34.175
0609-1-01-830,Doppelsalto C,28.052,14.328,160.947,-18.463,13.314,165.608,-18.273,48.675,-23.991,749.992,-26.977,-22.777,745.498,-26.767,30.452,26.381,534.691,-20.295,25.442,533.313,-20.108,19.336,-14.25,236.437,-37.881,-13.874,234.492,-37.978
20191008-1157-FRANKFURT_1-01-34,Salto B,21.527,7.26,51.07,13.83,7.437,52.917,14.342,16.033,21.132,359.637,-22.577,20.779,356.236,-23.669,8.974,-21.313,199.801,-20.061,-21.302,199.993,-19.273,23.652,-14.274,196.993,7.44,-14.774,197.981,7.927
0609-4-01-494,Fliffis B,50.24,-31.514,-425.36,19.256,-30.903,-419.286,19.783,27.642,18.594,-343.283,110.158,17.096,-344.491,110.652,18.944,-182.152,110.862,300.435,-180.173,110.623,298.314,18.361,-12.047,280.397,49.924,-12.719,276.287,50.486
20191008-1207-FRANKFURT_2-01-140,Grätschwinkel,29.652,-3.611,-106.25,3.666,-3.45,-104.287,6.622,8.036,3.617,20.218,-6.669,3.76,18.441,-6.416,2.768,-14.488,56.899,-1.128,-14.184,57.672,-1.175,17.064,13.378,61.24,26.571,12.091,65.304,21.585
20191007-1150-FRANKFURT_2-01-70,Barani A,27.945,-42.229,-196.396,35.874,-40.703,-194.096,38.828,12.69,-160.335,-64.005,230.761,-160.029,-62.538,231.112,11.263,-81.385,152.177,143.603,-81.091,150.779,143.368,15.716,14.14,252.676,35.09,14.093,251.436,32.169
0609-1-01-643,Doppelsalto C,29.468,11.111,169.151,-8.342,10.525,173.815,-8.716,48.769,-25.054,737.835,-21.799,-24.076,732.617,-20.325,27.978,18.806,516.639,-1.536,17.884,516.783,-2.731,21.467,0.31,231.426,-24.332,0.782,229.853,-23.994
0827-BK1-01-41,Salto C,32.317,1.932,109.621,2.579,1.752,112.282,2.083,11.928,0.958,336.599,13.076,0.917,334.953,12.621,3.381,12.366,153.332,7.221,12.333,152.995,7.126,15.663,5.513,102.35,-5.395,5.896,101.229,-4.906
0609-4-01-49,Salto C,29.366,-5.19,248.021,-11.459,-5.142,249.08,-11.072,7.62,-7.538,210.78,0.174,-7.716,211.077,0.144,8.409,-16.817,209.066,16.009,-16.597,209.339,15.814,21.337,3.317,214.504,-0.877,3.048,213.471,-0.554
20191007-1150-FRANKFURT_2-01-86,Salto A,26.227,28.133,215.023,-17.011,28.608,215.356,-16.492,8.747,0.973,188.642,-8.954,1.218,188.774,-9.674,9.067,-5.936,208.306,-5.828,-5.852,209.096,-5.855,17.621,8.758,245.481,24.768,7.916,241.672,22.482
0827-BK2-02-22,Salto C,27.675,0.739,37.444,-31.015,1.055,42.775,-30.714,18.141,-5.179,470.589,-37.586,-5.415,464.608,-37.674,2.325,13.424,114.368,-27.096,13.461,115.075,-27.08,20.154,-0.138,97.617,-12.566,-0.156,97.664,-12.699
0827-BK2-01-95,Strecksprung,21.519,-0.659,30.74,0.778,-1.076,30.631,0.581,0.938,-8.96,-18.206,-27.512,-8.774,-17.872,-27.383,0.698,-6.491,-23.23,-21.135,-6.354,-23.04,-21.438,17.851,1.058,19.239,-5.281,0.481,19.865,-5.29
20191008-1207-FRANKFURT_2-01-39,Salto A,21.198,-1.003,136.506,-31.46,0.435,136.214,-29.665,9.186,17.437,278.34,-21.091,16.797,276.066,-20.953,6.781,19.415,207.918,0.59,19.934,208.41,0.349,18.706,60.507,207.593,-24.972,58.228,207.964,-22.395
0609-4-01-366,Salto C,29.299,-2.573,103.312,7.329,-2.734,106.784,6.952,12.6,-7.942,369.347,-0.334,-7.922,365.53,0.047,3.121,4.09,129.585,12.81,3.929,129.552,12.924,11.614,8.192,121.802,-3.092,7.223,116.996,-2.341
20191007-1150-FRANKFURT_2-01-152,Rudi,30.73,-45.624,-192.731,120.254,-46.698,-186.988,126.667,22.025,98.08,-31.759,653.825,97.727,-34.943,649.925,19.64,52.164,48.588,588.962,53.199,50.638,584.368,18.984,78.723,272.857,63.937,77.707,271.68,67.327
0827-BK1-01-24,Salto C,29.211,0.362,73.711,12.918,0.101,78.193,12.508,14.687,-3.983,419.042,7.606,-3.816,414.826,7.802,2.666,8.22,108.956,5.631,8.179,109.777,5.818,17.9,5.956,161.486,-2.249,5.964,160.197,-1.695
