SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_I_ABS_x LapEnd,DJump_I_ABS_y LapEnd,DJump_I_ABS_z LapEnd,DJump_ABS_I_x LapEnd,DJump_ABS_I_y LapEnd,DJump_ABS_I_z LapEnd,DJump_SIG_I_S1_x LapEnd,DJump_SIG_I_S1_y LapEnd,DJump_SIG_I_S1_z LapEnd,DJump_SIG_I_S2_x LapEnd,DJump_SIG_I_S2_y LapEnd,DJump_SIG_I_S2_z LapEnd,DJump_SIG_I_S3_x LapEnd,DJump_SIG_I_S3_y LapEnd,DJump_SIG_I_S3_z LapEnd,DJump_SIG_I_S4_x LapEnd,DJump_SIG_I_S4_y LapEnd,DJump_SIG_I_S4_z LapEnd,DJump_I_ABS_S1_x LapEnd,DJump_I_ABS_S1_y LapEnd,DJump_I_ABS_S1_z LapEnd,DJump_I_ABS_S2_x LapEnd,DJump_I_ABS_S2_y LapEnd,DJump_I_ABS_S2_z LapEnd,DJump_I_ABS_S3_x LapEnd,DJump_I_ABS_S3_y LapEnd,DJump_I_ABS_S3_z LapEnd,DJump_I_ABS_S4_x LapEnd,DJump_I_ABS_S4_y LapEnd,DJump_I_ABS_S4_z LapEnd,DJump_ABS_I_S1_x LapEnd,DJump_ABS_I_S1_y LapEnd,DJump_ABS_I_S1_z LapEnd,DJump_ABS_I_S2_x LapEnd,DJump_ABS_I_S2_y LapEnd,DJump_ABS_I_S2_z LapEnd,DJump_ABS_I_S3_x LapEnd,DJump_ABS_I_S3_y LapEnd,DJump_ABS_I_S3_z LapEnd,DJump_ABS_I_S4_x LapEnd,DJump_ABS_I_S4_y LapEnd,DJump_ABS_I_S4_z LapEnd,0_Acc_N_Fil,0_Gyro_x_R,0_Gyro_y_R,0_Gyro_z_R,0_Gyro_x_Fil,0_Gyro_y_Fil,0_Gyro_z_Fil,10_Acc_N_Fil,10_Gyro_x_R,10_Gyro_y_R,10_Gyro_z_R,10_Gyro_x_Fil,10_Gyro_y_Fil,10_Gyro_z_Fil,20_Acc_N_Fil,20_Gyro_x_R,20_Gyro_y_R,20_Gyro_z_R,20_Gyro_x_Fil,20_Gyro_y_Fil,20_Gyro_z_Fil,30_Acc_N_Fil,30_Gyro_x_R,30_Gyro_y_R,30_Gyro_z_R,30_Gyro_x_Fil,30_Gyro_y_Fil,30_Gyro_z_Fil,40_Acc_N_Fil,40_Gyro_x_R,40_Gyro_y_R,40_Gyro_z_R,40_Gyro_x_Fil,40_Gyro_y_Fil,40_Gyro_z_Fil,50_Acc_N_Fil,50_Gyro_x_R,50_Gyro_y_R,50_Gyro_z_R,50_Gyro_x_Fil,50_Gyro_y_Fil,50_Gyro_z_Fil,60_Acc_N_Fil,60_Gyro_x_R,60_Gyro_y_R,60_Gyro_z_R,60_Gyro_x_Fil,60_Gyro_y_Fil,60_Gyro_z_Fil,70_Acc_N_Fil,70_Gyro_x_R,70_Gyro_y_R,70_Gyro_z_R,70_Gyro_x_Fil,70_Gyro_y_Fil,70_Gyro_z_Fil,80_Acc_N_Fil,80_Gyro_x_R,80_Gyro_y_R,80_Gyro_z_R,80_Gyro_x_Fil,80_Gyro_y_Fil,80_Gyro_z_Fil,90_Acc_N_Fil,90_Gyro_x_R,90_Gyro_y_R,90_Gyro_z_R,90_Gyro_x_Fil,90_Gyro_y_Fil,90_Gyro_z_Fil
20190930-1153-FRANKFURT_1-01-140,Cody C,35.903,406.73,-1.807,35.903,406.73,1.807,60.255,511.495,56.819,3.117,11.021,13.404,26.521,235.41,-0.731,4.386,75.989,-4.627,1.879,84.31,-9.853,3.117,11.021,13.404,26.521,235.41,-0.731,4.386,75.989,-4.627,1.879,84.31,-6.24,20.821,115.785,22.279,26.547,235.41,13.7,4.501,75.989,6.706,8.387,84.31,14.133,69.286,-3.51,-191.957,38.181,-5.137,-181.969,33.38,13.615,-11.667,-37.565,17.458,-5.765,-21.775,16.435,30.26,72.887,648.851,51.241,68.739,633.333,49.567,25.565,67.516,583.764,-7.731,67.174,580.584,-7.053,7.665,28.375,282.0,-18.661,28.702,286.178,-17.828,5.861,10.387,190.33,-13.141,10.921,191.093,-12.892,5.056,10.161,151.548,-9.709,9.89,150.848,-9.0,6.653,-1.93,105.307,7.195,-1.775,105.852,7.118,5.587,-3.047,141.373,12.078,-2.701,143.554,10.896,47.269,15.952,246.123,-58.119,15.078,244.957,-56.993
20191007-1150-FRANKFURT_2-01-129,Barani A,-114.785,65.934,168.348,114.785,65.934,168.348,134.88,272.207,179.919,-11.577,-75.164,20.515,-65.811,-24.287,80.733,-43.376,58.203,53.523,5.979,107.182,13.578,11.577,75.164,20.515,65.811,24.287,80.733,43.376,-58.203,53.523,-5.979,24.685,13.578,11.963,75.419,25.581,65.811,31.404,80.733,43.376,58.203,54.128,13.731,107.182,19.477,64.558,-5.722,-150.228,1.43,-3.61,-153.754,6.959,5.97,-26.702,-253.387,61.034,-27.576,-246.007,62.07,7.836,-88.112,-84.718,157.399,-87.698,-87.907,153.932,10.069,-148.192,-102.329,142.146,-149.101,-101.417,148.256,13.67,-196.521,-2.654,261.192,-194.732,-1.682,252.675,11.872,-174.54,136.169,222.245,-172.502,134.375,223.593,9.954,-66.23,150.027,99.243,-67.96,148.143,99.324,10.142,-30.077,165.576,29.486,-31.205,169.5,31.691,6.54,-11.006,249.963,57.26,-9.33,250.739,54.724,27.645,56.457,305.284,11.724,51.909,298.097,13.848
20191001-1202-FRANKFURT_2-01-131,Salto A,5.265,-338.62,-25.721,5.265,338.62,25.721,20.458,342.685,47.648,-1.801,-71.304,2.348,-3.061,-81.988,-11.286,4.457,-77.925,-7.252,5.671,-107.403,-9.53,1.801,71.304,2.348,3.061,81.988,6.59,-4.457,77.925,7.252,4.858,107.403,9.53,6.234,74.992,14.824,3.898,81.988,12.666,4.457,77.925,7.252,5.87,107.78,12.905,48.585,-8.408,-279.459,36.155,-6.749,-279.334,16.502,4.967,4.512,-106.132,-14.546,2.77,-115.789,-12.67,8.624,-15.381,-124.111,-3.801,-13.905,-124.405,-7.166,7.71,-6.964,-209.352,-40.298,-7.219,-209.085,-36.826,7.037,-3.063,-219.425,-18.743,-2.443,-219.218,-18.583,7.271,9.082,-203.96,-14.671,8.591,-203.712,-14.45,7.414,8.792,-188.795,-17.882,9.192,-188.765,-18.209,7.37,20.163,-170.975,-5.053,19.669,-172.386,-4.588,7.238,8.701,-249.287,12.068,8.975,-251.683,9.835,40.981,16.43,-316.327,-55.855,16.028,-298.697,-39.894
0827-BK2-01-106,Salto A,24.247,342.749,-6.861,24.247,342.749,6.861,28.974,342.762,26.08,7.757,62.122,-2.383,6.186,112.812,-0.393,6.865,91.698,0.013,3.439,76.118,-4.098,7.757,62.122,2.383,6.186,112.812,0.393,6.865,91.698,-0.013,3.439,76.118,4.098,8.374,62.134,7.89,8.184,112.812,5.845,6.992,91.698,7.313,5.425,76.118,5.033,66.354,14.7,172.908,-0.649,14.052,170.389,0.056,4.101,10.89,85.526,-0.393,10.826,89.514,0.29,7.938,22.768,150.753,-9.823,22.352,149.561,-9.038,6.362,12.828,239.248,-5.27,12.873,238.909,-5.469,6.015,8.194,223.873,2.356,8.512,223.94,2.479,5.807,24.115,204.533,14.964,23.473,204.193,13.976,5.619,4.185,175.507,-6.93,4.548,175.307,-6.315,5.284,18.443,146.206,-16.698,17.999,145.998,-16.856,6.302,3.178,122.005,-5.852,3.568,122.979,-5.916,31.509,1.359,185.845,-6.014,1.873,180.674,-6.162
20191003-1152-FRANKFURT_1-01-107,Strecksprung,5.518,3.718,9.64,5.518,3.718,9.64,22.844,58.088,35.499,1.201,6.925,2.899,2.256,-9.284,3.664,-3.426,18.657,0.384,5.487,-12.579,2.693,1.201,6.925,2.899,2.256,-4.566,3.664,-3.426,13.939,0.384,5.487,-12.579,2.693,4.93,10.998,5.634,3.11,11.845,6.902,5.374,18.657,9.822,9.431,16.59,13.142,63.677,-7.832,-2.557,2.76,-7.693,4.543,2.994,5.031,2.447,34.001,23.962,3.186,32.075,21.446,1.114,13.348,15.233,-8.141,12.412,14.632,-3.763,1.156,7.645,-38.16,27.802,7.296,-36.167,25.047,1.304,2.941,-26.104,8.781,3.166,-25.513,8.776,0.686,-1.422,23.654,-12.299,-0.85,24.158,-12.415,1.233,-6.58,65.054,5.53,-7.437,63.097,5.274,1.081,-24.344,35.109,43.374,-23.259,34.276,42.41,1.559,17.598,-22.406,20.82,17.648,-23.831,20.257,30.683,24.858,-67.995,-24.045,24.172,-65.831,-23.459
20191003-1152-FRANKFURT_1-01-65,Barani A,124.261,36.17,-180.207,124.261,36.17,180.207,155.423,233.408,183.226,7.424,-53.601,-21.678,69.215,-41.731,-58.387,55.425,33.497,-81.697,-7.802,98.005,-18.445,7.424,53.601,21.678,69.215,41.731,58.387,55.425,-33.497,81.697,-7.802,-25.665,18.445,21.391,58.042,21.775,69.215,41.731,58.387,55.425,35.63,81.697,9.393,98.005,21.367,66.392,-39.291,-60.446,-37.953,-37.748,-56.505,-35.516,6.989,43.124,-206.388,-58.803,41.92,-200.38,-58.683,5.961,82.686,-131.001,-54.764,83.911,-135.242,-57.068,8.51,141.433,-118.881,-121.886,141.754,-118.189,-122.279,10.122,238.725,-67.912,-196.46,236.624,-66.861,-195.278,10.468,226.886,15.808,-218.81,224.87,15.052,-218.586,10.547,99.303,106.769,-211.271,100.003,107.275,-208.164,9.299,12.685,193.326,-95.034,13.613,192.717,-96.024,8.054,-11.905,249.788,-41.237,-13.008,251.671,-43.463,39.748,-37.897,238.312,-26.133,-35.505,233.585,-26.18
20191001-1148-FRANKFURT_1-01-74,Barani A,-82.757,53.425,184.644,82.757,53.425,184.644,92.42,283.308,194.906,-1.573,-67.13,27.516,-49.976,-46.153,87.082,-26.025,55.134,69.306,-5.182,111.574,0.74,1.573,67.13,27.516,49.976,46.153,87.082,26.025,-55.134,69.306,5.182,-4.724,0.74,10.045,67.13,28.175,49.976,49.47,87.082,26.025,55.134,69.306,6.374,111.574,10.343,44.896,23.663,-216.366,25.847,22.859,-213.826,27.554,8.341,-2.867,-149.648,102.53,-4.565,-153.948,100.616,7.607,-72.566,-145.47,106.647,-71.226,-144.216,108.705,9.922,-119.49,-180.375,194.833,-119.448,-177.067,195.367,11.025,-152.709,-32.39,309.336,-151.422,-32.166,307.195,9.218,-119.494,125.252,281.721,-118.545,122.232,279.375,8.075,-35.719,149.095,140.454,-37.093,148.671,141.068,9.31,-13.068,169.708,43.361,-13.456,172.419,41.88,5.58,-14.271,264.517,-2.833,-13.449,265.282,0.895,26.029,-11.784,345.99,-5.954,-10.799,342.572,-6.723
20191008-1207-FRANKFURT_2-01-172,Barani A,-125.3,30.09,188.5,125.3,30.09,188.5,148.59,272.096,208.931,-16.29,-72.645,30.422,-68.874,-42.562,55.152,-49.065,42.145,87.772,8.928,103.152,15.155,16.29,72.645,30.422,68.874,42.562,55.152,49.065,-42.145,87.772,-8.928,-42.971,15.155,19.363,80.086,41.807,68.874,42.562,55.152,49.065,46.297,87.772,11.289,103.152,24.2,73.985,-17.356,-152.323,53.662,-23.4,-143.264,50.56,10.859,-58.141,-237.231,82.272,-55.605,-235.224,83.516,8.147,-46.511,-68.114,78.088,-48.046,-73.468,79.362,8.695,-138.046,-143.024,127.168,-138.033,-139.211,126.172,10.676,-241.453,-77.794,163.106,-239.014,-79.482,167.176,10.202,-199.817,24.199,272.45,-198.661,26.298,267.165,9.128,-77.76,139.876,195.729,-78.25,137.996,194.814,7.716,-17.103,178.855,86.504,-17.895,179.688,87.141,6.763,14.682,217.031,37.035,14.239,216.855,37.842,23.02,46.218,299.374,13.009,47.285,297.381,10.719
20191007-1150-FRANKFURT_2-01-234,Salto B,33.252,337.772,-12.325,33.252,337.772,12.325,36.415,392.2,36.801,3.295,20.932,-2.867,7.22,131.81,-8.493,12.935,109.094,-0.139,9.802,75.936,-0.826,3.295,20.932,2.867,7.22,131.81,8.493,12.935,109.094,0.139,9.802,75.936,0.826,6.339,57.42,13.058,7.235,149.751,8.944,12.935,109.094,4.293,9.906,75.936,10.507,46.054,2.325,139.983,-27.936,2.521,143.57,-30.124,7.021,3.192,95.954,3.166,5.11,90.7,1.888,10.921,20.555,-156.393,11.931,19.587,-137.649,9.838,9.345,14.411,348.63,-30.255,14.783,342.273,-28.713,21.017,25.489,523.119,-13.354,25.288,517.207,-13.847,16.487,35.716,439.208,-3.348,35.861,435.496,-2.001,6.994,34.641,189.916,7.013,33.834,193.128,5.801,6.814,14.878,99.048,6.352,15.177,101.732,6.676,4.546,15.144,157.33,-6.857,14.781,160.072,-8.866,35.439,42.0,271.886,4.325,37.761,254.576,2.887
20191003-1152-FRANKFURT_1-01-114,Strecksprung,-5.24,0.315,-1.048,5.24,0.315,1.048,18.241,104.729,27.807,-4.442,33.319,1.316,0.77,-6.264,3.013,1.618,-29.387,1.839,-3.186,2.647,-7.215,4.442,33.319,1.316,-0.77,-6.264,3.013,-1.618,-24.724,1.839,3.186,-2.016,-5.12,7.406,33.319,9.913,2.235,14.831,6.535,2.874,29.387,3.842,5.726,27.191,7.517,57.228,-6.492,78.609,-17.312,-7.33,81.042,-16.251,3.199,-18.65,76.13,19.889,-18.099,75.632,19.747,1.386,1.939,41.52,24.128,2.293,39.91,23.575,1.212,0.721,-3.532,1.035,0.862,-3.308,1.482,0.521,-1.221,-48.432,11.054,-1.444,-48.166,10.362,0.856,-3.179,-57.524,12.251,-2.985,-57.445,12.638,1.18,4.948,-72.745,9.594,4.982,-72.616,8.934,1.105,11.234,-64.817,-6.233,10.502,-64.53,-5.925,2.019,-4.94,-41.405,-12.918,-5.303,-39.717,-12.548,41.542,-20.377,81.216,-18.409,-18.992,78.229,-19.807
