SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd,0-mean_ACC_N,0-std_ACC_N,0-mean_ACC_N_ROT_filtered,0-std_ACC_N_ROT_filtered,0-mean_Acc_x_Fil,0-std_Acc_x_Fil,0-mean_Acc_y_Fil,0-std_Acc_y_Fil,0-mean_Acc_z_Fil,0-std_Acc_z_Fil,0-mean_Gyro_x_Fil,0-std_Gyro_x_Fil,0-mean_Gyro_y_Fil,0-std_Gyro_y_Fil,0-mean_Gyro_z_Fil,0-std_Gyro_z_Fil,25-mean_ACC_N,25-std_ACC_N,25-mean_ACC_N_ROT_filtered,25-std_ACC_N_ROT_filtered,25-mean_Acc_x_Fil,25-std_Acc_x_Fil,25-mean_Acc_y_Fil,25-std_Acc_y_Fil,25-mean_Acc_z_Fil,25-std_Acc_z_Fil,25-mean_Gyro_x_Fil,25-std_Gyro_x_Fil,25-mean_Gyro_y_Fil,25-std_Gyro_y_Fil,25-mean_Gyro_z_Fil,25-std_Gyro_z_Fil,50-mean_ACC_N,50-std_ACC_N,50-mean_ACC_N_ROT_filtered,50-std_ACC_N_ROT_filtered,50-mean_Acc_x_Fil,50-std_Acc_x_Fil,50-mean_Acc_y_Fil,50-std_Acc_y_Fil,50-mean_Acc_z_Fil,50-std_Acc_z_Fil,50-mean_Gyro_x_Fil,50-std_Gyro_x_Fil,50-mean_Gyro_y_Fil,50-std_Gyro_y_Fil,50-mean_Gyro_z_Fil,50-std_Gyro_z_Fil,75-mean_ACC_N,75-std_ACC_N,75-mean_ACC_N_ROT_filtered,75-std_ACC_N_ROT_filtered,75-mean_Acc_x_Fil,75-std_Acc_x_Fil,75-mean_Acc_y_Fil,75-std_Acc_y_Fil,75-mean_Acc_z_Fil,75-std_Acc_z_Fil,75-mean_Gyro_x_Fil,75-std_Gyro_x_Fil,75-mean_Gyro_y_Fil,75-std_Gyro_y_Fil,75-mean_Gyro_z_Fil,75-std_Gyro_z_Fil
20191007-1524-FRANKFURT_1-01-164,Doppelsalto B,94.816,685.831,-34.503,99.807,691.934,69.468,31.969,28.508,41.074,29.912,-6.058,7.593,1.684,5.302,7.751,37.644,19.434,26.203,172.548,119.323,-11.786,25.67,43.439,6.723,39.586,7.73,-36.394,4.182,2.817,1.432,-22.734,5.953,69.857,18.792,694.509,68.113,-31.963,29.218,27.99,15.141,34.233,13.858,-20.778,11.322,1.388,1.719,-17.629,9.468,81.381,36.383,492.742,218.585,-33.046,26.116,27.88,34.065,15.885,12.16,-0.966,11.689,0.959,3.179,15.088,36.369,56.559,41.587,272.601,106.97,-4.225,37.186
20191007-1524-FRANKFURT_1-01-165,Fliffis- Rudi C,82.699,-325.825,575.869,248.889,691.448,642.567,53.375,26.642,59.235,20.915,-26.259,23.54,3.762,5.196,8.66,37.736,-90.141,68.264,-578.746,168.652,57.22,77.563,49.175,10.588,51.889,7.582,-37.926,11.516,7.849,5.472,-28.344,4.197,-87.681,61.147,-570.338,171.615,244.157,237.861,43.019,7.246,42.098,2.955,-37.028,7.283,-7.364,11.743,-3.413,10.41,305.095,161.88,-35.133,205.777,989.4,72.167,35.163,35.945,27.857,11.632,-8.58,12.905,-1.204,6.753,10.063,36.729,82.719,72.937,361.979,102.447,168.139,249.563
20191007-1524-FRANKFURT_1-01-177,Fliffis- Rudi B,217.575,-364.704,556.018,248.825,745.251,583.387,50.279,24.667,57.568,23.755,-25.393,21.712,1.163,3.42,9.057,38.516,-28.536,30.066,-665.224,168.119,32.61,43.674,35.543,10.409,36.342,9.242,-31.425,10.299,5.788,9.57,-8.35,4.553,125.814,165.329,-474.019,210.358,334.523,303.172,39.088,10.822,41.13,4.95,-31.864,10.104,-7.479,9.029,-3.499,14.331,349.162,248.518,-121.247,254.225,836.866,146.62,33.83,27.86,24.996,9.841,-11.646,7.061,-0.004,5.7,11.041,36.395,78.907,49.439,383.117,92.406,143.328,182.023
20191007-1524-FRANKFURT_1-01-178,Doppelsalto B,71.644,687.675,-46.233,75.414,693.739,71.338,33.514,28.001,42.257,29.13,-6.971,8.382,1.89,5.679,7.591,37.75,22.927,15.937,170.072,115.222,-27.059,44.479,45.281,7.095,41.359,7.739,-38.215,4.56,1.75,1.012,-23.239,6.398,44.918,12.582,704.709,69.516,-39.632,33.344,30.117,16.48,36.899,14.618,-22.817,12.518,0.565,1.157,-18.967,10.299,64.123,30.812,518.619,229.697,-29.444,23.119,27.466,33.062,15.702,11.615,0.17,12.015,0.624,2.573,15.586,35.442,43.012,25.264,253.471,98.961,-14.631,23.198
20191007-1524-FRANKFURT_1-01-179,Fliffis- Rudi C,90.845,-352.03,580.212,204.562,669.892,663.702,53.639,25.129,59.068,19.733,-24.971,23.718,0.313,5.921,8.822,36.999,7.17,58.79,-572.862,154.649,37.587,72.756,48.758,10.727,51.891,6.476,-36.41,13.608,3.956,7.373,-28.614,4.21,-77.098,87.918,-554.593,191.3,236.343,189.889,40.579,8.128,40.102,3.068,-33.27,6.61,-4.508,12.322,-6.167,11.877,249.029,159.372,-94.786,160.751,936.487,70.555,37.232,34.178,28.776,10.686,-10.011,11.01,-3.806,8.097,9.777,38.772,47.697,75.76,347.243,133.736,244.336,310.17
20191007-1524-FRANKFURT_1-01-180,Salto B,31.736,347.61,-5.065,54.682,398.725,63.314,25.188,30.242,37.354,34.817,-0.963,6.745,0.578,2.816,15.667,32.146,-1.734,35.383,41.718,135.285,-14.142,44.653,15.305,9.215,13.0,6.289,-7.998,8.936,-0.072,0.699,-10.587,6.563,20.203,30.185,345.995,246.064,6.735,12.628,11.689,10.08,15.216,10.461,-10.097,8.689,0.071,1.306,-3.787,5.276,24.813,21.606,276.295,178.982,-2.852,25.598,23.319,34.71,10.934,13.287,4.234,11.516,1.596,3.811,17.286,33.03,34.017,25.662,176.655,116.476,-0.815,39.887
20191007-1524-FRANKFURT_1-01-181,Fliffis B,-106.962,-380.156,225.872,167.383,668.873,279.762,47.007,26.471,55.517,23.858,-18.617,20.03,6.686,3.616,7.079,38.135,-153.479,64.045,-575.089,170.101,64.879,74.035,38.845,2.66,38.863,1.48,-35.471,3.062,7.276,0.506,-12.89,2.252,-130.22,11.642,-622.171,37.813,76.255,37.757,20.169,3.593,23.271,5.178,-12.928,4.512,4.31,4.157,-13.314,1.801,-51.179,56.547,-112.369,207.387,351.908,94.461,32.656,33.44,21.578,9.867,-6.486,12.314,-0.041,6.076,7.588,34.927,61.255,47.118,331.704,123.427,94.162,195.44
20191007-1524-FRANKFURT_1-01-182,Doppelsalto C,47.792,690.089,-42.232,65.388,692.824,79.511,34.423,28.188,43.224,29.358,-1.145,15.777,2.71,8.054,6.6,36.555,27.776,34.431,230.366,90.542,-24.031,40.411,39.009,4.149,36.733,4.218,-33.677,2.726,0.81,0.617,-19.247,3.492,8.804,29.117,620.866,44.186,-47.206,42.684,32.806,9.866,36.591,8.095,-27.178,8.469,0.508,0.867,-17.976,4.878,57.578,27.924,563.745,138.632,-2.576,48.918,24.57,22.345,17.633,9.666,4.044,15.672,0.616,2.885,8.863,25.353,22.327,10.782,269.581,80.921,-31.828,18.681
20191007-1524-FRANKFURT_1-01-194,Fliffis- Rudi B,171.558,-353.957,585.006,287.611,711.17,620.734,50.745,24.785,57.948,23.53,-25.596,21.983,4.818,5.413,9.225,38.244,-86.591,55.195,-652.855,169.479,101.942,57.394,33.967,9.679,35.943,9.145,-30.467,9.726,8.469,5.477,-9.188,2.758,62.191,182.392,-432.833,232.345,348.913,313.745,35.901,8.765,36.616,2.866,-29.116,7.362,-8.8,7.123,-7.365,12.318,292.79,223.894,-140.713,235.964,839.223,106.905,32.716,27.94,24.342,9.795,-10.241,9.205,1.989,5.962,10.144,35.627,146.629,61.69,372.482,98.914,125.781,201.363
20191007-1524-FRANKFURT_1-01-195,Doppelsalto B,67.666,679.579,-45.896,76.29,687.636,67.684,33.297,28.119,42.06,29.022,-5.3,8.615,1.829,6.235,7.649,37.547,25.97,44.085,167.063,109.018,-54.433,45.736,44.362,6.973,40.43,7.812,-37.639,4.432,0.589,0.548,-22.391,6.381,21.444,16.317,701.667,73.639,-18.52,18.909,28.407,15.296,34.868,14.226,-21.0,11.573,0.244,0.938,-18.401,10.103,56.228,28.544,504.508,232.155,-27.616,12.309,27.406,33.573,15.662,11.259,0.629,13.347,0.357,1.659,14.638,35.593,56.228,33.971,247.284,98.024,-8.761,39.929
20191007-1524-FRANKFURT_1-01-196,Fliffis- Rudi C,123.165,-348.483,575.445,237.958,679.335,657.081,52.039,26.223,57.846,21.551,-22.756,24.533,0.261,4.548,9.675,36.978,-3.727,76.709,-557.44,156.516,21.983,68.012,48.133,11.366,51.291,6.804,-35.951,13.08,3.292,7.137,-29.11,4.599,-87.161,84.551,-556.182,182.372,261.884,195.59,39.73,7.239,38.721,2.254,-33.459,5.123,-5.433,11.051,-5.062,10.944,296.534,144.717,-108.248,179.597,940.079,61.837,36.131,29.52,28.804,11.051,-11.219,10.869,-1.49,8.57,11.273,36.358,103.638,81.037,358.136,105.097,210.965,288.989
20191007-1524-FRANKFURT_1-01-197,Salto B,13.482,339.708,-30.775,56.43,385.443,64.392,26.324,29.984,38.106,33.107,-1.323,5.354,3.292,9.355,15.572,31.509,20.407,61.556,73.25,166.832,-8.246,49.733,17.981,9.091,15.032,5.834,-8.017,9.631,-0.718,0.748,-13.288,6.512,-8.961,33.227,343.952,244.728,-28.391,29.098,9.871,8.678,13.876,10.59,-7.611,7.559,-0.337,0.829,-3.647,4.751,9.148,29.598,231.094,153.359,-34.464,19.161,23.353,34.455,11.207,12.063,5.084,13.105,0.531,3.532,16.02,32.476,11.959,12.456,184.779,112.806,-6.369,33.84
20191007-1524-FRANKFURT_1-01-198,Fliffis B,-58.358,-317.502,227.584,131.309,691.909,289.264,48.171,25.346,56.376,20.956,-19.311,23.747,4.677,3.861,9.004,35.48,-104.726,62.078,-599.722,166.317,66.337,82.626,38.698,3.786,39.315,1.826,-36.266,4.841,5.263,2.365,-10.635,2.988,-87.7,49.484,-606.912,52.707,119.544,61.605,21.86,3.672,24.139,3.741,-13.018,3.754,3.619,6.815,-14.861,2.308,-21.231,74.284,-47.722,200.765,381.787,73.984,31.952,25.0,23.289,6.232,-10.818,11.117,-0.51,3.775,8.782,32.185,61.406,42.829,429.665,80.991,32.385,149.739
20191007-1524-FRANKFURT_1-01-211,Fliffis- Rudi B,89.018,-298.108,585.755,273.85,664.055,608.493,52.436,24.156,59.484,22.704,-27.251,23.518,3.935,3.65,8.0,38.281,-68.847,39.605,-678.899,165.292,68.636,33.469,34.735,9.252,35.842,8.564,-29.226,9.739,10.527,6.71,-10.471,2.551,86.673,187.144,-323.817,276.33,458.64,362.555,37.112,13.383,40.183,8.394,-25.5,14.729,-8.28,9.916,-10.931,15.45,87.091,326.553,-51.162,183.868,784.513,207.711,30.423,28.774,21.276,7.919,-9.675,5.661,0.967,4.053,10.024,36.141,107.612,60.538,345.151,72.498,93.284,161.142
20191007-1524-FRANKFURT_1-01-212,Doppelsalto B,67.673,686.705,-45.971,71.072,694.91,69.949,33.465,28.223,41.863,28.899,-7.192,8.019,1.967,5.423,8.681,37.828,24.281,18.622,153.481,124.863,-37.247,51.315,43.636,6.454,39.984,7.426,-37.433,4.053,0.814,1.047,-21.647,5.73,30.135,13.068,706.877,58.483,-39.103,33.823,29.264,15.671,35.503,13.726,-22.677,12.226,0.565,1.228,-16.921,10.203,56.166,32.352,501.832,220.093,-21.414,22.799,27.185,33.256,15.456,12.132,0.482,12.487,1.038,2.595,16.0,35.329,49.478,24.372,251.992,93.582,-9.935,18.732
20191007-1524-FRANKFURT_1-01-213,Fliffis- Rudi C,82.632,-362.045,580.722,230.24,681.596,650.483,54.211,26.7,59.961,19.542,-25.623,24.432,2.287,5.171,8.306,36.421,-42.724,64.435,-595.971,160.733,39.567,64.54,49.047,12.367,52.395,6.218,-37.086,13.391,5.664,6.597,-28.286,4.486,-103.493,82.695,-551.323,201.435,262.932,212.193,42.093,10.238,41.001,3.789,-33.032,7.898,-5.818,14.905,-5.36,11.325,273.519,171.646,-103.315,163.516,944.599,61.772,33.815,31.624,26.395,11.526,-9.454,8.5,-2.297,7.275,11.278,37.203,80.242,80.768,350.011,121.557,211.164,274.883
20191007-1524-FRANKFURT_1-01-214,Salto B,38.843,338.852,-9.344,55.148,392.818,92.339,27.895,28.569,38.864,31.621,-3.457,4.646,1.389,4.389,14.777,32.859,2.321,13.489,38.516,150.739,2.853,61.569,21.261,10.433,20.046,8.649,-9.764,11.68,0.165,2.031,-14.251,8.344,30.809,42.301,435.818,176.948,-16.792,49.707,6.194,2.152,8.749,6.113,-2.6,3.015,-0.562,0.651,-3.888,2.878,12.697,12.715,191.456,73.64,-10.276,30.744,25.399,33.287,13.514,14.623,2.448,10.028,1.688,4.536,17.954,33.12,47.076,17.723,140.33,72.105,3.146,52.154
20191007-1524-FRANKFURT_1-01-215,Fliffis B,-86.75,-316.327,247.261,166.264,682.128,278.062,50.209,24.957,57.69,20.444,-23.431,21.144,5.687,4.123,7.959,38.17,-119.941,65.423,-616.035,175.551,83.64,75.161,39.549,8.723,42.111,4.07,-36.253,9.427,6.714,2.187,-12.236,1.702,-106.366,21.308,-611.23,120.583,112.802,54.292,19.682,4.388,20.871,2.676,-10.618,3.22,2.271,6.381,-14.292,1.566,-82.468,61.425,32.192,121.659,360.042,91.987,32.395,32.17,21.598,9.314,-11.249,4.437,0.118,4.075,9.278,36.974,88.109,38.625,388.618,134.48,72.169,109.035
20191007-1524-FRANKFURT_1-01-216,Salto C,119.437,646.237,-66.309,123.515,693.797,98.324,31.997,28.883,42.029,29.487,-5.799,4.776,0.72,4.895,12.066,34.862,35.775,32.681,96.608,198.933,-39.904,56.054,27.16,10.351,24.722,8.391,-26.141,10.449,2.282,2.161,-4.739,2.736,56.017,38.157,500.006,258.359,-17.237,22.189,41.74,9.944,42.676,6.366,-35.607,7.14,3.922,1.361,-19.826,7.037,142.007,32.174,714.142,122.772,-69.253,22.384,29.025,29.703,21.658,8.522,-2.37,20.86,1.395,1.612,8.232,30.21,68.562,29.424,323.785,95.803,-39.619,58.451
20191007-1524-FRANKFURT_1-01-217,Fliffis C,-66.565,-346.046,215.904,134.847,631.111,284.807,48.769,28.022,55.05,21.305,-12.641,32.23,3.023,2.495,10.216,32.984,-56.758,30.585,-497.859,137.174,48.069,52.822,56.669,4.929,53.946,5.233,-45.876,2.908,4.065,4.052,-30.925,6.218,-68.75,38.361,-678.584,48.595,72.062,76.518,29.441,9.368,36.237,11.817,-13.62,6.653,0.044,6.118,-24.306,7.533,-141.246,50.307,-73.328,222.278,404.138,64.649,31.248,27.37,21.647,8.338,-4.206,12.943,0.041,5.703,10.981,33.822,86.164,57.334,320.342,84.075,55.497,164.353
20191007-1524-FRANKFURT_1-01-218,Salto A,40.573,337.146,-27.642,47.291,342.636,53.475,24.045,29.563,35.112,30.312,4.021,8.932,1.334,4.921,12.745,30.207,24.259,31.06,252.034,77.832,-30.669,42.606,7.447,0.805,7.634,0.454,-1.113,0.68,-0.717,0.316,-7.202,0.539,13.829,11.474,195.479,11.179,-16.124,4.317,8.093,0.485,7.84,0.325,-3.383,1.105,-1.237,0.631,-7.065,0.279,16.025,14.023,195.499,13.258,0.369,8.987,26.238,32.731,14.407,12.685,3.781,13.198,1.362,3.707,17.309,32.313,46.957,12.89,198.362,79.25,-18.048,37.274
20191007-1524-FRANKFURT_1-01-232,Fliffis- Rudi B,180.718,-357.469,547.031,287.891,720.587,594.978,54.266,24.797,60.994,22.119,-26.375,23.314,4.344,2.715,9.213,40.155,-106.418,51.279,-659.661,173.08,36.191,55.772,35.481,10.169,36.388,9.42,-31.902,9.974,6.342,8.041,-8.628,4.589,142.901,177.032,-447.806,215.996,331.601,366.238,38.572,7.802,40.528,2.78,-29.826,9.821,-10.629,8.194,-7.02,14.514,292.977,258.514,-117.479,246.804,829.254,142.499,33.306,31.765,24.31,9.712,-9.81,8.681,1.242,6.156,11.708,37.532,107.972,77.043,364.571,94.036,122.816,197.037
20191007-1524-FRANKFURT_1-01-233,Doppelsalto B,74.595,679.078,-51.803,92.79,684.358,94.962,34.52,27.495,43.693,28.921,-6.303,10.929,2.29,8.343,6.457,37.009,12.706,49.543,182.675,127.357,-48.619,47.597,44.609,6.927,41.059,7.399,-37.154,4.482,2.325,1.13,-23.757,5.813,49.987,39.793,696.947,42.785,-5.488,30.547,28.863,15.53,35.257,14.176,-21.77,12.66,1.123,1.428,-17.853,9.108,71.712,38.153,508.04,212.562,-40.617,18.307,25.941,32.865,14.73,10.384,0.086,12.677,0.574,3.315,12.604,34.339,45.027,37.066,247.452,68.931,-27.418,92.492
20191007-1524-FRANKFURT_1-01-251,Fliffis- Rudi B,211.692,-363.615,558.004,238.245,712.396,607.202,50.623,25.893,58.061,22.746,-21.53,28.529,-0.087,3.777,9.688,36.315,25.055,15.116,-640.186,166.856,24.09,49.5,35.783,10.976,37.495,9.522,-31.401,12.337,5.573,7.532,-10.222,2.234,23.056,86.658,-486.853,217.793,272.779,234.433,38.574,8.892,38.366,4.357,-32.198,7.095,-5.899,12.087,-3.194,11.721,379.789,201.183,-101.767,224.064,887.687,85.931,30.785,27.721,24.136,7.042,-10.26,7.23,-1.544,7.11,8.538,34.077,85.756,82.328,354.925,75.689,176.024,222.712
20191007-1524-FRANKFURT_1-01-252,Doppelsalto B,84.388,672.67,-57.471,89.592,681.79,81.66,33.466,29.79,41.823,29.533,-3.407,8.698,2.098,5.771,10.77,39.032,34.773,29.459,166.397,119.909,-22.424,47.051,41.319,7.336,37.619,7.736,-35.143,4.95,2.741,1.163,-20.983,4.981,71.348,13.759,671.124,79.255,-39.9,28.235,30.789,13.724,36.197,11.788,-23.586,10.765,0.881,1.413,-18.775,8.539,74.458,28.064,537.221,193.168,-33.787,19.027,24.973,31.862,14.791,8.794,1.353,17.344,0.836,3.305,9.83,30.523,26.488,8.588,253.719,110.802,-41.574,50.532
20191007-1524-FRANKFURT_1-01-253,Fliffis- Rudi C,117.0,-327.552,578.327,242.895,653.956,661.014,53.621,27.662,58.282,20.82,-17.0,32.586,1.873,5.237,11.207,35.39,-8.015,43.683,-520.64,171.373,55.73,66.854,50.447,11.776,53.171,7.062,-39.9,10.997,6.383,4.87,-28.759,5.474,-107.192,60.887,-592.627,179.658,266.917,205.779,46.757,12.174,44.838,8.251,-39.18,10.737,-7.528,15.236,-1.355,12.012,322.971,184.164,-20.394,173.292,995.22,90.221,32.752,33.093,26.394,12.776,-3.206,16.278,-1.395,8.879,11.104,35.278,82.596,58.393,317.563,113.872,134.303,281.164
20191007-1524-FRANKFURT_1-01-264,Fliffis- Rudi B,109.399,-337.508,550.059,278.653,694.689,595.528,50.365,24.576,57.618,22.812,-24.249,23.62,4.799,4.09,8.673,38.044,-109.131,55.609,-636.992,192.368,55.046,63.121,35.006,10.107,36.407,9.365,-30.381,10.68,9.252,6.84,-10.249,3.836,65.584,173.904,-442.176,205.913,357.12,339.351,36.852,11.259,38.99,5.167,-26.75,12.391,-9.429,8.012,-8.395,14.974,227.999,318.804,-82.629,203.639,807.417,165.626,30.665,30.912,21.194,8.637,-9.859,5.959,-0.045,4.169,9.767,36.421,77.239,60.576,357.387,116.762,105.682,174.451
20191007-1524-FRANKFURT_1-01-265,Doppelsalto B,103.302,678.742,-27.467,120.33,699.276,87.984,33.893,27.658,42.743,28.921,-4.85,8.784,2.048,6.425,7.154,36.947,24.973,52.658,179.83,127.986,-30.849,58.687,45.622,9.192,41.729,8.55,-38.401,5.486,3.328,1.447,-23.624,7.015,64.585,29.618,698.685,85.949,-4.03,29.213,33.966,15.14,40.523,11.882,-23.88,12.781,1.858,1.376,-20.642,10.522,96.974,25.681,551.657,206.866,-24.71,17.834,28.522,34.24,16.913,12.528,0.251,13.244,1.763,5.003,15.377,35.085,62.586,43.849,191.563,101.597,-12.44,44.437
20191007-1524-FRANKFURT_1-01-266,Fliffis- Rudi C,86.163,-323.583,586.963,252.471,668.185,657.209,53.548,25.208,60.271,19.476,-22.801,26.625,5.656,5.696,9.042,36.075,-103.824,70.616,-547.465,169.453,74.18,100.189,50.457,11.036,52.655,6.604,-39.466,12.466,6.526,4.789,-28.391,5.139,-91.791,56.113,-584.928,148.463,192.782,178.686,45.729,9.995,43.229,4.004,-38.773,6.486,-3.657,13.378,-3.083,12.965,348.699,164.144,-75.979,176.942,986.881,70.101,40.076,29.386,34.446,12.665,-11.07,14.068,-3.135,11.126,7.823,35.626,67.492,63.417,375.332,118.685,249.277,312.344
20191007-1524-FRANKFURT_1-01-267,Salto B,31.937,349.605,-24.644,52.702,393.476,96.222,25.994,30.148,37.731,33.003,0.214,10.438,1.016,3.748,15.683,29.956,-3.517,19.778,69.593,157.575,13.562,43.04,15.995,9.965,13.193,6.516,-8.4,8.8,-0.185,0.842,-11.34,7.217,20.606,26.795,356.543,252.207,-22.584,10.458,12.124,9.866,16.165,10.561,-10.314,8.797,0.156,0.847,-4.083,5.299,12.751,29.945,267.568,160.387,-37.429,29.483,24.579,32.705,12.371,12.966,4.865,12.336,1.025,5.447,17.815,31.089,51.472,22.213,178.191,95.748,-3.709,86.81
20191007-1524-FRANKFURT_1-01-268,Fliffis B,-65.269,-371.18,221.725,169.954,687.695,283.996,47.352,24.888,55.521,19.073,-19.552,23.021,5.639,4.008,7.479,34.339,-103.423,58.801,-604.132,172.394,87.107,83.648,41.148,2.434,40.785,2.085,-38.579,3.367,7.522,2.738,-10.164,2.443,-128.352,51.611,-645.172,40.398,92.214,62.632,23.058,4.459,26.043,5.564,-14.078,5.879,6.841,5.849,-13.847,2.623,-30.589,115.369,-136.597,194.849,377.895,94.135,32.156,27.005,22.774,7.55,-8.61,12.116,0.484,5.019,9.197,33.844,87.746,46.897,390.935,123.23,33.591,172.929
20191007-1524-FRANKFURT_1-01-276,Fliffis- Rudi B,194.498,-380.052,550.684,297.271,732.893,592.179,52.539,25.478,59.921,22.983,-22.792,26.647,4.949,4.415,9.109,38.358,-81.82,49.973,-617.706,185.297,69.76,60.595,33.219,10.48,34.894,9.814,-28.754,11.077,7.913,6.936,-9.424,3.78,54.947,172.58,-477.014,197.635,306.222,289.519,36.261,7.419,36.934,2.926,-29.942,7.136,-7.136,8.118,-4.089,13.03,385.43,233.509,-188.49,250.996,792.94,118.906,33.908,29.889,24.968,10.327,-10.766,9.489,-0.5,4.499,11.485,36.992,105.983,67.092,377.356,103.498,149.059,209.458
20191007-1524-FRANKFURT_1-01-277,Doppelsalto B,97.956,673.577,-39.71,109.758,689.607,74.582,31.879,28.502,41.502,30.279,-5.083,8.847,2.051,6.369,7.668,36.306,21.492,40.117,178.996,136.119,-25.584,33.587,42.478,7.753,38.567,7.779,-36.304,4.939,2.801,1.294,-21.169,5.784,67.339,17.874,682.119,67.753,-17.093,23.329,29.534,14.352,35.768,12.719,-22.519,11.199,1.653,2.213,-17.402,9.695,85.876,42.919,499.471,217.929,-23.179,25.786,27.632,32.377,16.368,11.52,0.219,17.127,1.576,3.159,10.785,33.043,63.21,42.204,255.437,150.564,-24.631,67.468
20191007-1524-FRANKFURT_1-01-278,Fliffis- Rudi C,108.264,-278.983,588.242,278.255,651.333,649.098,58.962,31.015,63.767,18.872,-22.786,32.858,6.765,4.266,8.351,35.829,-100.639,83.878,-571.486,169.169,84.004,97.824,47.574,11.8,50.415,8.052,-37.615,11.485,10.595,5.94,-24.405,5.539,-70.963,106.18,-513.25,180.17,288.989,290.52,47.105,7.434,46.809,4.222,-41.035,6.649,-6.983,10.217,-3.635,14.545,309.74,220.707,9.985,185.693,989.008,118.161,33.532,30.117,27.038,11.419,-8.985,10.758,0.707,6.52,10.205,35.996,138.073,77.197,353.415,110.792,127.074,186.423
20191007-1524-FRANKFURT_1-01-279,Salto B,48.533,324.782,-30.423,74.282,399.219,75.569,25.896,31.56,37.02,33.571,-0.275,7.256,2.816,5.039,15.948,31.88,4.392,48.879,44.275,153.048,-25.64,34.128,16.305,9.114,13.937,6.226,-8.556,9.39,-0.497,1.468,-11.362,6.019,13.771,29.493,340.8,241.635,-24.475,30.125,10.644,8.583,14.326,9.878,-8.998,8.043,-0.325,0.851,-3.474,3.836,21.568,24.12,252.812,150.353,-24.93,36.983,21.175,31.61,10.095,9.901,4.077,13.048,0.031,3.389,14.317,29.228,78.635,55.184,181.818,101.287,2.063,65.039
20191007-1524-FRANKFURT_1-01-280,Fliffis B,-56.615,-356.646,256.695,162.302,685.547,298.361,53.793,27.597,60.208,19.148,-19.026,28.509,5.974,3.401,9.795,38.188,-133.064,74.824,-610.223,195.404,58.821,74.349,43.336,4.793,43.895,2.441,-40.971,5.202,6.155,2.066,-10.528,4.124,-103.271,36.619,-628.837,38.565,123.063,56.005,22.967,3.895,25.9,4.666,-15.195,4.319,4.793,6.731,-13.975,1.872,-24.522,67.741,-64.685,206.892,399.139,99.947,33.672,27.53,23.554,9.898,-9.235,8.772,0.963,2.851,12.592,36.763,112.109,56.225,359.2,119.639,86.526,138.433
20191007-1524-FRANKFURT_1-01-281,Doppelsalto C,86.033,675.794,-82.908,97.543,705.167,114.918,28.679,27.469,38.909,28.174,-2.345,7.445,1.178,4.746,9.567,31.79,12.806,19.208,110.948,148.691,-32.419,57.165,29.248,8.94,26.071,8.047,-28.176,9.419,2.178,1.5,-4.678,2.902,58.537,26.744,511.799,217.793,-27.336,26.957,43.534,4.73,42.144,4.265,-39.836,2.225,2.451,1.054,-15.652,6.504,98.061,17.355,713.874,48.189,-85.125,24.86,33.899,27.998,28.86,12.264,-9.591,20.563,1.242,2.521,11.644,31.441,57.283,35.26,405.904,142.357,-62.32,65.205
20191007-1534-FRANKFURT_2-01-28,Barani A,-120.439,72.455,196.116,131.016,262.11,209.434,27.807,30.543,38.472,31.602,-0.268,8.769,5.057,8.089,16.154,33.088,-34.114,16.626,-178.104,103.994,122.558,24.91,10.326,1.089,9.96,0.822,-2.592,1.162,-1.284,1.743,-9.483,0.972,-168.777,42.471,-38.681,51.53,207.856,54.229,9.263,0.81,9.634,0.653,-3.721,1.304,-3.282,0.477,-7.642,0.935,-90.506,58.414,147.901,47.666,151.252,44.258,23.516,27.664,13.573,10.468,-0.569,9.596,2.907,7.647,14.354,28.737,2.364,22.482,244.384,40.92,-9.831,18.023
20191007-1534-FRANKFURT_2-01-30,Barani A,-118.137,66.739,188.307,133.554,261.798,218.821,28.352,30.152,39.107,31.188,-1.038,8.038,4.662,7.577,16.19,33.243,-32.365,15.42,-179.171,106.238,110.527,33.077,9.771,1.874,9.548,1.502,-2.512,1.291,-1.209,1.676,-8.986,1.645,-149.367,55.358,-45.744,57.828,204.224,63.365,9.115,1.248,9.398,0.532,-3.395,1.254,-3.523,0.641,-7.398,1.173,-113.991,63.89,132.089,36.455,155.853,38.182,23.546,27.644,13.496,10.6,-0.433,9.593,1.53,6.391,12.873,29.418,9.993,28.645,253.478,79.874,-15.418,65.297
20191007-1534-FRANKFURT_2-01-32,Barani A,-107.718,70.539,190.579,110.984,267.003,219.118,29.987,29.926,40.576,30.629,-1.703,8.679,5.023,7.871,17.026,33.71,-33.132,15.616,-194.287,113.52,104.321,28.42,9.862,1.078,9.701,0.604,-3.159,1.408,-0.804,1.542,-8.919,0.778,-143.739,46.832,-39.293,43.94,220.689,51.976,9.423,0.593,9.483,0.308,-3.88,1.152,-3.324,0.384,-7.772,0.759,-76.05,58.091,142.669,61.351,162.893,51.517,23.569,27.153,13.896,9.366,-1.682,9.508,2.711,7.008,12.956,28.686,-7.021,9.085,259.97,38.85,-29.038,24.26
