SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd,0-mean_ACC_N,0-std_ACC_N,0-mean_ACC_N_ROT_filtered,0-std_ACC_N_ROT_filtered,0-mean_Acc_x_Fil,0-std_Acc_x_Fil,0-mean_Acc_y_Fil,0-std_Acc_y_Fil,0-mean_Acc_z_Fil,0-std_Acc_z_Fil,0-mean_Gyro_x_Fil,0-std_Gyro_x_Fil,0-mean_Gyro_y_Fil,0-std_Gyro_y_Fil,0-mean_Gyro_z_Fil,0-std_Gyro_z_Fil,25-mean_ACC_N,25-std_ACC_N,25-mean_ACC_N_ROT_filtered,25-std_ACC_N_ROT_filtered,25-mean_Acc_x_Fil,25-std_Acc_x_Fil,25-mean_Acc_y_Fil,25-std_Acc_y_Fil,25-mean_Acc_z_Fil,25-std_Acc_z_Fil,25-mean_Gyro_x_Fil,25-std_Gyro_x_Fil,25-mean_Gyro_y_Fil,25-std_Gyro_y_Fil,25-mean_Gyro_z_Fil,25-std_Gyro_z_Fil,50-mean_ACC_N,50-std_ACC_N,50-mean_ACC_N_ROT_filtered,50-std_ACC_N_ROT_filtered,50-mean_Acc_x_Fil,50-std_Acc_x_Fil,50-mean_Acc_y_Fil,50-std_Acc_y_Fil,50-mean_Acc_z_Fil,50-std_Acc_z_Fil,50-mean_Gyro_x_Fil,50-std_Gyro_x_Fil,50-mean_Gyro_y_Fil,50-std_Gyro_y_Fil,50-mean_Gyro_z_Fil,50-std_Gyro_z_Fil,75-mean_ACC_N,75-std_ACC_N,75-mean_ACC_N_ROT_filtered,75-std_ACC_N_ROT_filtered,75-mean_Acc_x_Fil,75-std_Acc_x_Fil,75-mean_Acc_y_Fil,75-std_Acc_y_Fil,75-mean_Acc_z_Fil,75-std_Acc_z_Fil,75-mean_Gyro_x_Fil,75-std_Gyro_x_Fil,75-mean_Gyro_y_Fil,75-std_Gyro_y_Fil,75-mean_Gyro_z_Fil,75-std_Gyro_z_Fil
20191007-1534-FRANKFURT_2-01-34,Barani A,-105.856,64.763,196.493,118.756,276.214,224.988,28.36,30.64,39.221,31.574,-1.285,8.094,5.125,8.576,16.115,33.394,-46.146,18.979,-186.472,102.264,113.399,32.925,10.172,1.18,9.914,0.981,-3.094,0.77,-0.748,1.151,-9.478,1.153,-151.829,42.589,-62.122,59.008,226.784,72.442,9.32,0.85,9.62,0.601,-4.049,1.009,-3.19,0.725,-7.605,1.031,-66.591,51.213,159.194,42.563,162.112,62.263,22.632,28.568,12.543,9.774,-0.464,9.078,3.166,7.21,13.842,29.109,7.24,16.403,245.183,56.344,-27.69,33.114
20191007-1534-FRANKFURT_2-01-36,Barani A,-110.816,74.959,188.549,116.436,272.482,213.927,27.765,29.078,38.792,30.836,-2.443,6.653,5.082,8.0,16.205,32.261,-40.351,15.877,-193.744,94.14,104.641,28.306,9.566,0.983,9.515,0.606,-3.058,0.98,-0.758,1.347,-8.783,0.805,-141.297,49.378,-40.576,48.904,214.869,52.133,9.46,0.613,9.428,0.214,-3.855,1.141,-3.518,0.439,-7.709,0.687,-75.449,56.167,128.863,59.543,161.615,53.682,24.751,25.994,15.14,9.779,-2.73,9.503,2.571,7.942,12.831,28.73,-13.242,20.847,287.267,40.746,-21.568,34.156
20191007-1534-FRANKFURT_2-01-38,Barani A,-112.08,55.799,205.767,114.252,250.057,224.842,27.501,30.108,38.271,31.188,-1.84,6.03,5.173,8.478,16.486,32.844,-36.114,19.457,-176.032,96.77,116.104,31.343,9.741,1.188,9.496,0.964,-3.003,0.664,-1.051,1.472,-8.938,1.004,-150.009,43.661,-53.854,57.288,215.91,44.359,8.739,0.77,9.006,0.543,-3.741,1.085,-2.961,0.625,-7.093,0.861,-80.756,51.189,127.893,35.134,171.927,47.753,21.997,26.405,12.54,10.002,4.958,14.875,0.213,3.974,10.463,26.03,-7.414,12.745,237.397,59.92,-2.679,46.709
20191007-1534-FRANKFURT_2-01-46,Barani A,-105.514,33.829,198.055,119.521,270.085,212.694,28.337,30.497,39.093,31.524,-1.399,8.066,2.619,4.301,17.396,33.955,-12.172,13.804,-206.037,101.989,72.084,28.008,10.114,1.154,9.822,0.878,-3.296,1.604,-0.052,1.292,-9.12,1.206,-144.513,53.852,-77.997,39.017,219.109,45.434,9.547,0.64,9.78,0.525,-3.669,1.17,-2.604,0.456,-8.221,1.122,-98.874,53.322,129.11,55.444,176.598,43.813,23.387,26.369,13.846,9.75,-0.775,10.139,0.357,4.124,13.177,28.449,0.762,26.05,237.06,41.153,11.547,46.852
20191007-1534-FRANKFURT_2-01-48,Barani A,-91.471,68.652,188.434,99.925,279.275,217.301,27.202,30.107,38.129,31.826,0.115,9.762,3.231,5.371,16.581,32.501,-10.715,20.637,-194.561,99.24,84.194,30.37,9.079,0.873,9.043,0.426,-3.384,1.113,-0.391,1.235,-8.144,0.807,-128.318,37.32,-56.308,49.433,227.591,41.652,9.273,0.544,9.171,0.268,-3.68,1.608,-3.121,0.456,-7.663,0.624,-76.865,43.023,127.301,59.062,161.456,45.073,25.178,27.422,15.151,11.015,-2.379,9.625,1.511,5.688,13.156,30.476,-5.0,9.945,289.249,65.885,-18.802,47.052
20191007-1534-FRANKFURT_2-01-50,Barani A,-136.644,47.856,182.491,139.159,255.404,198.991,29.068,30.437,39.721,31.252,-2.134,6.928,3.228,4.84,17.841,34.318,-22.889,17.248,-196.758,109.254,88.002,33.87,9.303,0.96,9.136,0.663,-2.478,1.142,-0.474,1.252,-8.679,0.94,-147.084,50.234,-44.202,51.757,195.271,29.578,9.139,0.631,9.24,0.222,-2.677,1.475,-3.082,0.527,-7.94,0.743,-130.568,63.346,109.962,40.996,154.309,21.73,24.045,27.352,14.12,10.705,-1.166,9.552,1.081,5.498,13.109,29.749,-28.679,20.166,246.447,58.223,1.902,38.409
20191007-1534-FRANKFURT_2-01-52,Barani A,-85.676,89.563,198.586,109.359,283.564,215.633,29.485,30.345,39.909,30.582,-2.485,6.717,3.356,4.946,18.623,34.347,-39.919,18.082,-189.111,107.831,96.014,29.78,9.357,1.15,9.194,0.898,-3.264,1.322,-0.107,1.33,-8.434,1.112,-142.171,39.732,-18.801,73.415,250.598,54.831,9.702,0.456,9.533,0.245,-3.941,1.295,-2.047,1.011,-8.461,0.289,-43.005,61.938,156.481,56.69,147.76,68.505,24.909,26.997,15.216,8.719,-1.365,13.368,2.243,4.478,13.123,28.747,18.707,7.912,266.506,53.289,-14.037,19.812
20191007-1534-FRANKFURT_2-01-54,Barani A,-99.056,42.304,205.485,111.263,274.857,216.699,28.44,29.001,39.047,29.801,-1.667,7.798,3.217,5.045,16.757,33.103,-28.228,9.695,-209.599,101.087,89.263,28.271,10.932,1.367,10.633,1.196,-3.876,0.813,-0.182,1.276,-10.022,1.478,-140.825,47.816,-76.037,63.75,237.716,62.982,10.05,0.955,10.386,0.877,-4.182,0.782,-2.838,0.787,-8.559,1.072,-90.204,54.216,148.539,36.443,188.769,62.753,23.031,25.027,13.888,7.976,-0.116,11.964,1.341,4.929,12.351,26.434,10.369,16.806,242.178,29.496,3.261,30.548
20191007-1534-FRANKFURT_2-01-65,Fliffis B,-34.191,-401.719,266.846,72.533,680.721,280.809,52.482,20.809,59.841,18.994,-22.08,24.638,1.734,4.105,9.162,39.688,-28.014,14.637,-643.234,198.961,95.493,34.973,34.368,6.836,36.661,2.65,-33.449,6.94,2.934,1.212,-5.064,1.867,-60.372,26.374,-627.166,89.95,157.364,40.256,17.467,1.633,18.386,1.835,-10.305,2.667,4.035,5.983,-10.531,3.841,-2.247,63.024,-5.859,144.073,364.8,74.299,25.679,19.381,18.826,7.501,-0.765,12.465,-1.006,2.679,6.953,26.512,7.723,29.838,286.087,91.993,38.569,66.383
20191007-1534-FRANKFURT_2-01-75,Fliffis B,-59.225,-313.144,243.675,90.223,693.541,269.174,55.287,18.687,61.887,18.308,-26.203,24.515,2.76,3.745,9.025,40.551,-43.955,33.381,-644.558,221.633,103.906,28.259,33.702,10.221,37.286,7.294,-32.297,10.623,5.515,1.107,-5.84,1.658,-88.718,9.872,-561.823,176.533,164.263,66.069,18.624,2.391,19.008,1.531,-9.186,2.307,1.841,7.063,-13.832,1.927,-33.706,52.943,108.347,105.536,327.301,85.578,30.481,24.35,21.795,7.282,-7.265,11.216,0.995,5.807,10.655,31.804,22.12,7.977,337.688,53.568,-1.079,66.934
20191007-1534-FRANKFURT_2-01-76,Salto B,14.451,347.684,-6.817,31.895,408.097,52.246,28.143,29.98,37.839,29.915,-2.509,7.77,3.271,5.96,17.78,33.158,-8.91,7.942,0.416,138.822,25.2,34.601,21.102,6.548,19.829,6.858,-13.236,10.061,-0.477,1.19,-12.801,3.771,30.976,30.2,487.109,191.548,-29.24,44.856,5.705,2.014,7.526,4.552,-3.833,2.722,-0.76,0.424,-3.224,1.707,0.973,9.251,179.714,72.161,3.913,4.449,23.503,31.428,12.161,13.385,3.568,11.774,1.473,3.816,17.844,30.385,11.04,20.8,157.536,65.011,-16.513,12.399
20191007-1534-FRANKFURT_2-01-77,Fliffis C,-52.743,-365.111,229.44,74.947,679.22,262.283,52.154,19.93,56.685,19.515,-24.539,25.998,1.277,3.554,10.307,37.516,-12.566,11.786,-566.035,204.914,56.836,26.494,58.349,10.779,60.72,4.84,-50.482,12.619,1.959,2.803,-26.938,1.79,-66.821,32.63,-711.185,134.319,155.422,71.527,18.966,4.614,22.75,7.952,-9.256,2.869,0.145,5.095,-15.557,3.198,-64.196,37.515,35.576,130.524,340.765,55.236,28.833,23.426,20.366,7.382,-5.445,11.666,-1.107,4.651,11.757,30.034,10.405,30.288,316.86,59.315,29.455,114.734
20191007-1534-FRANKFURT_2-01-78,Salto A,-28.48,346.718,-35.649,35.584,349.516,48.481,24.504,29.735,34.525,29.744,2.425,5.936,1.481,4.747,16.153,31.45,-29.052,23.708,252.567,33.661,-16.353,11.007,8.05,0.769,7.563,1.146,-0.343,1.436,-1.592,0.527,-7.647,0.547,-9.429,5.705,190.641,9.153,-28.097,12.143,8.126,0.68,8.123,0.205,-3.522,0.822,-2.009,0.244,-6.957,0.465,-20.981,2.725,197.984,5.509,-19.424,12.23,25.275,29.519,14.435,12.723,2.159,12.009,2.27,4.619,16.87,30.436,-10.679,13.744,201.265,44.074,-24.769,19.499
20191007-1534-FRANKFURT_2-01-79,Barani A,-105.436,66.328,189.483,114.042,272.309,209.676,26.074,29.534,37.161,31.314,-0.287,8.682,2.55,3.146,15.358,32.438,-22.428,16.344,-181.878,87.018,83.234,48.856,10.903,1.405,10.487,1.17,-3.18,0.633,-0.74,1.631,-10.117,1.233,-160.252,42.531,-56.896,70.595,239.107,50.142,9.201,0.973,9.677,1.123,-4.041,0.771,-2.808,0.679,-7.659,1.154,-77.362,64.38,155.555,25.771,162.699,66.196,22.789,27.891,12.85,10.004,-0.965,7.785,1.543,4.796,15.07,28.928,1.175,15.332,249.029,52.032,-16.831,16.406
20191007-1534-FRANKFURT_2-01-80,Schraubensalto A,91.308,191.744,353.822,172.528,262.831,368.128,24.66,29.026,34.87,29.805,-1.411,4.059,4.186,5.245,16.998,30.413,111.816,82.973,200.367,65.334,133.666,123.782,12.204,2.866,10.995,2.848,-9.789,1.866,-3.209,0.924,-4.488,4.54,113.463,138.048,-80.487,55.13,429.179,38.511,9.925,1.253,10.92,1.841,-5.251,0.147,-3.076,0.615,-7.738,1.341,-67.878,65.239,98.161,57.265,269.775,74.057,22.846,28.208,12.749,10.345,0.803,11.08,1.085,4.653,13.35,29.279,64.401,35.217,250.254,67.707,30.837,55.14
20191007-1534-FRANKFURT_2-01-90,Fliffis B,-18.927,-379.231,253.138,56.216,692.771,279.569,52.865,20.068,60.399,19.251,-23.736,23.353,0.747,5.452,9.15,40.084,2.903,15.575,-643.634,212.414,85.331,24.258,32.482,7.748,35.267,3.725,-31.671,7.822,1.816,1.386,-5.122,1.499,-40.051,35.777,-612.394,105.797,161.495,61.36,16.92,2.881,17.368,1.686,-9.193,2.298,3.955,6.701,-10.72,3.59,-22.487,50.464,17.192,120.968,336.256,36.074,28.216,23.546,20.043,7.461,-5.394,12.117,0.013,4.993,8.777,29.799,13.982,20.442,316.53,85.256,32.42,100.788
20191007-1534-FRANKFURT_2-01-91,Salto B,8.448,351.589,-23.042,36.962,417.37,69.902,29.282,30.958,38.266,29.946,-0.601,10.313,2.285,4.09,19.235,33.984,-9.071,20.373,0.571,141.43,27.172,37.411,20.834,5.947,19.976,6.015,-12.943,9.86,-1.035,1.628,-12.183,4.237,39.932,26.554,488.572,179.187,-51.428,38.923,4.969,1.288,6.581,3.76,-3.081,2.148,-0.87,0.393,-3.21,1.217,-5.965,4.718,174.36,64.347,-11.42,9.362,23.645,29.678,12.705,12.923,2.246,10.996,2.337,5.195,16.378,29.778,-6.121,13.433,157.907,52.472,-17.273,24.379
20191007-1534-FRANKFURT_2-01-92,Fliffis C,-70.725,-342.643,220.685,73.079,682.964,246.863,52.999,20.231,56.879,18.985,-23.664,27.085,2.096,5.133,11.817,38.12,-17.679,14.19,-559.007,215.356,77.782,23.522,55.725,13.932,59.481,7.084,-48.367,15.269,2.785,1.771,-25.5,2.511,-61.73,17.844,-687.021,167.968,132.285,72.64,18.63,4.306,21.185,5.767,-9.029,3.082,-0.813,5.624,-15.075,2.653,-62.981,28.606,70.426,112.424,341.017,88.091,31.096,22.319,22.495,8.488,-6.457,12.988,-0.145,4.461,11.189,30.957,-31.615,19.876,323.572,54.167,-4.47,64.839
20191007-1534-FRANKFURT_2-01-93,Salto A,-32.526,345.131,-25.272,41.157,345.131,42.109,24.795,29.501,34.955,29.819,0.128,3.301,0.713,3.351,17.313,31.674,-33.358,29.836,238.39,21.609,-5.911,27.795,7.712,0.694,7.44,0.75,-0.242,1.575,-1.411,0.385,-7.267,0.468,-13.66,8.085,181.336,4.135,-20.398,6.095,7.828,0.705,7.632,0.508,-3.665,1.13,-1.451,0.275,-6.638,0.41,-22.917,5.619,176.834,14.676,-14.139,4.811,24.53,29.178,13.92,11.692,1.232,11.527,0.165,3.262,15.638,30.609,-10.142,16.741,241.272,53.791,-21.075,21.569
20191007-1534-FRANKFURT_2-01-94,Barani A,-96.579,52.011,187.774,105.86,275.052,209.589,27.694,29.858,38.528,31.081,-0.701,9.119,2.195,3.514,15.789,33.506,-5.872,13.012,-190.493,98.995,78.375,45.611,11.092,1.389,10.645,1.027,-3.272,0.844,-0.315,1.359,-10.337,1.291,-154.867,49.965,-72.21,68.241,235.777,52.969,10.298,1.066,10.783,0.965,-4.666,1.261,-3.236,0.613,-8.279,1.82,-80.193,64.396,166.092,37.098,167.944,77.758,19.674,26.564,10.681,8.946,-0.805,5.999,0.893,4.203,13.916,26.595,3.19,8.301,229.266,46.593,-19.894,28.308
20191007-1534-FRANKFURT_2-01-95,Schraubensalto A,80.874,175.114,339.385,156.179,275.227,356.372,24.759,29.631,34.299,29.415,-1.868,2.647,2.979,4.268,18.387,31.077,79.518,72.488,208.893,73.636,108.695,114.007,9.989,2.641,8.823,2.1,-7.785,1.594,-2.432,1.039,-4.317,3.454,156.019,104.653,-99.587,79.073,373.643,46.217,11.569,1.574,12.128,1.263,-5.867,0.481,-3.229,0.446,-9.267,1.72,-78.091,50.771,67.529,93.925,317.46,80.929,22.872,26.506,13.52,9.337,-0.906,9.371,0.616,4.937,13.72,28.136,39.26,23.168,246.706,40.157,23.2,60.116
20191007-1534-FRANKFURT_2-01-103,Barani A,-97.634,57.518,196.552,103.513,279.086,213.745,27.502,30.14,38.401,31.256,0.048,10.286,2.833,4.853,15.75,32.718,-22.799,16.506,-210.886,98.605,92.285,24.355,10.964,1.416,10.67,1.101,-3.567,0.879,-0.413,1.8,-10.075,1.27,-147.619,53.204,-49.943,64.481,241.897,56.414,9.447,0.843,9.783,0.902,-3.937,1.011,-2.897,0.846,-7.903,0.946,-72.806,61.773,145.219,30.455,163.063,64.096,22.038,24.473,13.244,7.795,-1.393,9.659,1.11,4.569,12.349,26.205,1.48,11.117,260.218,38.958,-12.072,23.14
20191007-1534-FRANKFURT_2-01-104,Schraubensalto A,89.035,190.669,335.873,171.395,266.508,355.733,25.174,30.021,34.413,29.418,0.008,5.724,4.368,5.681,18.278,31.083,86.74,76.962,215.919,68.989,104.936,119.722,10.577,2.968,9.276,2.446,-8.464,1.601,-2.539,0.496,-4.264,4.016,162.1,122.492,-81.272,70.866,398.343,56.27,11.178,1.958,12.128,1.743,-5.859,0.504,-3.44,0.642,-8.745,2.111,-84.501,61.23,105.715,59.841,297.667,101.789,24.189,28.89,13.773,11.057,0.828,11.061,0.961,5.399,15.502,29.704,50.839,20.919,219.08,69.647,16.436,45.375
20191007-1534-FRANKFURT_2-01-105,Barani C,-74.211,-36.021,197.903,82.305,300.314,208.86,34.545,26.381,44.322,26.535,-4.962,14.602,2.592,4.905,14.877,34.703,-13.825,16.499,-326.145,165.792,64.93,50.261,11.984,4.374,13.076,2.758,-5.025,1.741,0.879,2.721,-10.153,3.295,-63.437,55.447,-62.708,148.836,241.949,55.345,7.207,0.8,7.468,0.696,-2.79,0.292,-2.756,0.391,-6.02,0.833,-98.323,66.797,96.457,23.028,176.897,38.168,21.634,26.81,11.775,10.025,-0.215,7.264,0.8,3.987,15.355,27.533,-7.953,11.222,205.97,44.114,4.965,19.522
20191007-1534-FRANKFURT_2-01-106,Salto C,17.723,345.604,-20.358,34.085,363.527,56.305,29.898,27.625,38.887,27.154,-1.455,6.883,1.86,3.866,14.4,35.12,-2.589,32.165,79.179,100.549,22.582,29.647,18.289,10.021,19.487,7.012,-14.552,7.501,-0.688,0.909,-9.629,6.44,30.774,14.812,488.045,137.757,-49.292,24.608,5.869,1.169,5.744,0.9,-2.461,1.68,-0.739,0.316,-4.833,1.227,5.854,9.5,143.915,19.923,0.868,15.872,20.071,28.536,9.905,11.132,2.078,7.292,1.491,3.178,16.246,27.445,8.933,7.151,137.066,75.755,-23.473,27.657
20191007-1534-FRANKFURT_2-01-107,1 3/4 Salto vw B,-68.922,-638.631,70.758,74.632,665.27,105.998,49.158,19.615,55.511,17.18,-18.735,22.527,2.871,2.065,9.723,39.171,-65.575,26.416,-580.763,214.921,91.568,42.991,20.227,8.772,23.48,7.87,-19.368,8.722,2.453,2.021,-3.218,1.907,-78.235,24.116,-406.814,201.694,78.231,38.372,11.557,5.658,10.12,3.097,-8.209,4.787,-0.311,1.074,-5.943,5.029,-11.215,11.871,-192.009,220.575,-16.591,26.083,43.168,34.909,33.253,13.444,-26.189,16.856,-0.653,0.896,0.382,28.454,-11.126,6.978,-366.123,194.242,18.129,27.682
20191007-1534-FRANKFURT_2-01-108,Baby- Fliffis C,-73.731,-68.43,185.998,80.735,378.713,199.57,49.288,33.289,58.492,27.408,-32.577,12.832,1.757,1.434,13.462,31.622,-44.501,30.157,-382.513,156.765,34.007,28.722,19.049,5.074,22.527,5.756,-12.541,5.025,3.222,2.015,-13.577,1.945,-41.965,22.096,-186.851,170.184,199.319,106.748,12.677,0.858,12.896,0.276,-5.458,1.028,-3.634,1.352,-10.56,1.302,-101.299,48.524,93.892,43.566,263.016,62.028,28.384,21.413,19.378,10.364,-2.404,13.835,-0.732,2.657,10.573,28.157,-14.258,13.541,290.484,90.677,16.399,52.38
20191007-1534-FRANKFURT_2-01-117,Barani A,-110.096,42.034,181.531,115.763,271.371,190.972,27.927,30.664,38.793,31.944,0.345,10.452,2.023,3.278,16.676,33.54,-7.204,11.993,-197.985,98.703,70.926,33.37,10.57,1.401,10.174,1.012,-3.089,1.049,-0.182,1.629,-9.752,1.316,-147.762,56.815,-76.658,56.836,220.724,56.543,9.407,0.889,9.871,0.943,-3.394,1.176,-2.888,0.471,-8.103,1.175,-96.26,64.137,132.976,43.308,163.367,40.426,22.633,25.701,13.406,8.529,-0.706,10.072,0.256,4.0,12.862,27.396,-15.604,13.567,240.006,38.03,1.534,21.922
20191007-1534-FRANKFURT_2-01-118,Schraubensalto A,68.613,182.909,319.169,157.994,267.251,332.821,26.103,31.119,35.681,30.56,1.473,7.837,3.164,3.785,18.726,32.435,97.736,92.0,184.152,63.682,125.041,116.349,9.285,2.122,8.377,1.858,-7.605,1.114,-1.633,0.762,-3.488,3.544,137.16,127.057,-89.67,57.099,371.458,35.064,10.143,0.919,10.555,0.86,-4.423,0.94,-3.246,0.88,-8.39,0.908,-76.606,38.849,73.944,83.705,246.756,79.374,26.395,29.327,15.782,12.387,0.454,12.826,1.059,5.831,16.306,31.138,3.895,19.116,254.943,70.466,27.696,42.144
20191007-1534-FRANKFURT_2-01-119,Barani C,-46.222,-35.487,211.697,67.965,306.184,223.353,33.413,26.46,43.852,27.206,-5.078,16.092,3.019,5.995,12.969,33.254,-5.139,17.933,-354.21,136.891,91.838,41.311,11.888,3.295,12.948,2.549,-5.668,1.44,1.068,2.513,-9.991,2.215,-67.969,50.464,-49.892,129.58,272.303,53.668,7.509,0.827,7.762,0.782,-3.344,0.627,-2.406,0.536,-6.115,0.963,-57.215,52.363,123.216,17.33,172.23,81.33,19.768,26.629,10.282,9.919,-0.266,5.733,0.67,3.211,15.217,26.55,13.795,14.861,192.241,49.527,3.401,28.354
20191007-1534-FRANKFURT_2-01-120,Salto C,11.243,348.086,-29.182,29.434,358.74,48.842,29.055,27.55,37.871,27.231,-1.846,5.21,1.123,2.521,15.229,34.5,-3.634,23.88,74.309,83.868,-1.08,40.873,17.242,8.385,18.406,5.425,-13.078,6.233,-0.942,0.855,-9.758,5.744,22.728,13.457,467.469,136.232,-40.117,21.787,5.829,1.237,5.759,0.932,-2.638,0.909,-0.846,0.353,-4.986,1.096,-5.531,6.858,147.654,29.829,-0.759,11.962,22.797,28.546,12.209,11.76,2.03,9.959,0.831,3.065,17.336,28.354,15.026,13.263,186.571,78.3,-15.69,14.842
20191007-1534-FRANKFURT_2-01-121,1 3/4 Salto vw B,-24.537,-652.476,61.932,47.133,697.157,92.922,47.303,18.963,54.061,17.124,-18.529,21.868,1.95,3.017,8.363,37.303,-36.298,8.303,-579.229,212.143,65.28,32.655,22.642,9.159,26.168,6.781,-22.118,9.081,0.716,1.044,-2.773,1.633,-25.939,13.331,-486.912,182.527,77.932,12.179,12.642,5.677,11.142,2.586,-9.283,4.068,-1.234,1.323,-5.564,6.0,-10.822,18.809,-163.935,228.823,-7.31,28.152,40.905,28.365,31.411,10.376,-26.633,11.27,0.103,3.9,0.269,29.226,12.786,24.328,-407.321,236.925,39.412,27.092
20191007-1534-FRANKFURT_2-01-132,Fliffis B,-45.846,-336.276,232.122,70.005,681.233,253.353,54.739,19.307,61.095,18.553,-25.046,24.865,1.39,2.562,8.987,40.855,-24.432,16.348,-650.263,224.891,68.112,25.75,32.475,10.097,36.27,7.551,-31.603,10.444,3.099,1.662,-5.221,1.273,-48.608,14.255,-562.9,180.908,144.739,61.941,18.548,2.318,18.761,1.685,-9.422,2.681,2.358,6.933,-13.62,1.931,-58.906,45.899,72.191,89.926,334.154,72.302,28.237,24.489,19.915,6.755,-6.262,10.963,-0.526,2.864,8.996,31.055,22.214,23.195,331.983,86.031,28.864,83.338
20191007-1534-FRANKFURT_2-01-133,Salto B,10.106,345.94,-7.509,39.939,404.451,56.578,28.357,30.646,37.94,29.992,-0.006,11.013,0.982,2.697,18.542,33.363,-4.485,29.771,11.632,136.586,33.035,36.888,20.938,6.783,20.0,6.806,-13.781,9.863,-0.057,1.233,-12.286,3.809,44.8,30.331,490.6,195.869,-29.121,28.807,5.601,1.577,6.979,3.52,-3.64,2.16,-0.523,0.509,-3.513,1.546,-3.886,5.085,176.912,62.388,-10.203,14.351,22.035,29.808,11.343,12.275,3.383,10.001,1.278,3.551,16.416,28.668,-10.789,9.882,144.656,66.271,-3.009,24.094
20191007-1534-FRANKFURT_2-01-134,Fliffis C,-63.238,-377.827,234.026,88.663,674.518,252.025,52.14,19.844,56.638,19.508,-21.635,26.488,0.818,3.241,13.195,38.36,-0.119,16.955,-536.475,216.249,58.633,32.558,58.227,8.543,59.199,4.208,-50.656,10.48,3.969,2.942,-26.068,2.703,-98.356,47.686,-709.809,103.091,142.901,57.704,20.118,5.03,24.604,8.899,-10.178,3.194,2.163,5.823,-16.193,3.395,-69.312,45.002,-11.24,151.755,355.815,50.484,25.867,24.701,17.366,7.974,-5.153,8.031,-0.745,3.483,11.074,30.237,11.326,22.672,317.203,81.627,45.336,87.614
20191007-1534-FRANKFURT_2-01-135,Salto A,-14.203,344.947,-23.688,25.594,344.968,33.724,23.843,29.717,33.935,29.938,0.724,4.032,0.096,2.222,16.071,31.784,-11.856,21.194,257.401,27.204,-8.034,12.968,9.121,0.717,8.638,1.153,-0.492,1.7,-1.551,0.527,-8.644,0.463,-3.024,5.253,212.192,11.506,-21.645,4.462,8.541,0.608,8.678,0.152,-4.18,1.386,-1.244,0.508,-6.965,1.419,-20.131,4.757,195.032,15.219,-13.47,8.595,21.438,28.976,11.201,11.547,1.995,8.177,0.879,2.854,15.94,28.881,1.198,14.039,189.807,58.799,-6.828,9.716
20191007-1534-FRANKFURT_2-01-136,Barani A,-97.353,57.084,182.901,102.174,286.058,206.997,29.387,29.185,39.627,29.694,-1.737,9.135,2.104,2.819,17.03,34.039,-21.177,8.203,-209.504,104.934,75.41,44.526,11.995,1.494,11.602,1.405,-4.294,0.697,-0.343,2.098,-10.837,1.564,-141.498,54.233,-48.787,87.554,260.82,62.134,10.162,1.0,10.429,0.975,-4.306,1.003,-2.921,0.672,-8.579,0.827,-61.002,65.409,183.294,33.995,146.746,81.599,21.849,26.456,12.707,9.56,-2.239,6.002,0.478,3.818,14.84,27.805,-16.317,16.182,225.487,41.332,-17.517,24.841
20191007-1534-FRANKFURT_2-01-137,Schraubensalto A,88.772,190.65,339.554,144.74,284.336,355.131,24.599,28.379,34.23,28.834,-1.95,3.251,3.473,3.855,17.582,30.163,92.937,83.464,206.671,73.03,129.896,132.259,12.303,3.32,11.137,2.949,-10.167,2.726,-2.527,1.295,-3.93,4.224,140.737,111.846,-106.774,66.211,427.081,56.448,11.352,1.401,12.093,1.748,-5.718,1.146,-3.222,0.927,-9.098,1.3,-49.249,49.839,110.651,71.937,272.026,109.091,27.119,27.832,16.791,11.807,-0.155,12.521,1.758,4.73,16.872,30.399,34.814,5.885,259.168,62.79,15.726,40.115
20191007-1534-FRANKFURT_2-01-138,Barani C,-67.896,-39.239,197.182,73.309,307.396,210.24,32.724,25.668,42.672,26.232,-4.996,15.144,1.753,3.593,13.644,32.764,-20.962,14.612,-346.168,132.042,72.182,46.746,11.105,3.934,12.473,2.471,-4.897,1.668,1.154,2.732,-9.091,3.031,-53.483,44.795,-55.923,139.115,238.415,45.251,6.869,0.67,6.797,0.359,-2.793,0.426,-2.526,0.625,-5.573,0.533,-82.038,49.08,84.327,20.126,179.044,31.624,23.883,29.382,13.035,12.793,1.391,8.25,0.665,3.928,17.353,30.091,-9.317,10.692,228.36,58.883,11.985,33.712
20191007-1534-FRANKFURT_2-01-139,Salto C,32.221,350.307,-15.952,45.095,368.467,47.379,26.564,26.375,36.879,27.919,-1.057,7.806,1.096,2.222,12.666,32.093,1.908,31.344,56.18,94.369,34.135,17.131,18.009,5.494,18.101,3.595,-14.676,4.048,0.677,0.957,-9.449,3.364,61.107,17.246,495.574,119.069,-37.962,12.143,4.382,0.904,5.075,2.145,-2.494,1.05,-0.673,0.211,-3.113,1.254,6.353,5.518,148.801,43.783,-1.841,4.308,22.805,30.392,11.578,13.597,3.334,9.698,1.95,3.586,17.654,29.896,11.607,5.257,157.247,69.258,-21.913,21.651
