SprungID,Sprungtyp,avg_Acc_N_Fil,avg_Gyro_x_R,avg_Gyro_y_R,avg_Gyro_z_R,avg_Gyro_x_Fil,avg_Gyro_y_Fil,avg_Gyro_z_Fil,avg_DJump_SIG_I_x LapEnd,avg_DJump_SIG_I_y LapEnd,avg_DJump_SIG_I_z LapEnd,avg_DJump_I_ABS_x LapEnd,avg_DJump_I_ABS_y LapEnd,avg_DJump_I_ABS_z LapEnd,avg_DJump_ABS_I_x LapEnd,avg_DJump_ABS_I_y LapEnd,avg_DJump_ABS_I_z LapEnd,avg_DJump_SIG_I_S1_x LapEnd,avg_DJump_SIG_I_S1_y LapEnd,avg_DJump_SIG_I_S1_z LapEnd,avg_DJump_SIG_I_S2_x LapEnd,avg_DJump_SIG_I_S2_y LapEnd,avg_DJump_SIG_I_S2_z LapEnd,avg_DJump_SIG_I_S3_x LapEnd,avg_DJump_SIG_I_S3_y LapEnd,avg_DJump_SIG_I_S3_z LapEnd,avg_DJump_SIG_I_S4_x LapEnd,avg_DJump_SIG_I_S4_y LapEnd,avg_DJump_SIG_I_S4_z LapEnd,avg_DJump_I_ABS_S1_x LapEnd,avg_DJump_I_ABS_S1_y LapEnd,avg_DJump_I_ABS_S1_z LapEnd,avg_DJump_I_ABS_S2_x LapEnd,avg_DJump_I_ABS_S2_y LapEnd,avg_DJump_I_ABS_S2_z LapEnd,avg_DJump_I_ABS_S3_x LapEnd,avg_DJump_I_ABS_S3_y LapEnd,avg_DJump_I_ABS_S3_z LapEnd,avg_DJump_I_ABS_S4_x LapEnd,avg_DJump_I_ABS_S4_y LapEnd,avg_DJump_I_ABS_S4_z LapEnd,avg_DJump_ABS_I_S1_x LapEnd,avg_DJump_ABS_I_S1_y LapEnd,avg_DJump_ABS_I_S1_z LapEnd,avg_DJump_ABS_I_S2_x LapEnd,avg_DJump_ABS_I_S2_y LapEnd,avg_DJump_ABS_I_S2_z LapEnd,avg_DJump_ABS_I_S3_x LapEnd,avg_DJump_ABS_I_S3_y LapEnd,avg_DJump_ABS_I_S3_z LapEnd,avg_DJump_ABS_I_S4_x LapEnd,avg_DJump_ABS_I_S4_y LapEnd,avg_DJump_ABS_I_S4_z LapEnd
20191001-1148-FRANKFURT_1-01-137,Strecksprung,10.725,1.474,-3.181,-0.66,1.524,-3.023,-0.631,1.433,-4.355,-5.408,1.433,4.355,5.408,13.663,97.397,47.112,1.204,26.019,4.023,-2.561,-11.187,-14.065,3.809,-28.766,6.416,-1.019,9.579,-1.784,1.204,26.019,4.023,0.153,-11.187,6.018,1.095,-0.897,-6.416,-1.019,-9.579,1.784,3.981,33.543,12.705,2.853,11.188,14.118,3.809,28.766,9.265,3.02,23.9,11.024
20191001-1148-FRANKFURT_1-01-139,Salto rw A,14.444,-2.61,194.215,-2.249,-2.522,193.583,-1.019,-5.423,325.202,-8.686,5.423,325.202,8.686,24.231,331.383,36.21,-2.936,93.58,-6.701,-1.293,89.557,5.756,2.126,63.81,-1.857,-3.321,78.254,-5.884,2.936,93.58,6.701,1.293,89.557,-5.756,-2.126,63.81,1.857,3.321,78.254,5.884,8.747,93.635,14.278,5.85,89.557,7.871,2.672,63.81,3.39,6.962,84.381,10.672
20191001-1148-FRANKFURT_1-01-140,Rudi,21.457,38.78,13.214,334.759,38.732,13.874,334.224,62.402,23.038,543.995,62.402,23.038,543.995,111.226,326.132,553.544,-6.504,-100.294,118.216,71.141,-20.859,259.831,-4.898,45.402,158.023,2.663,98.79,7.925,6.504,100.294,118.216,58.133,20.859,259.831,-4.898,-45.402,158.023,2.663,-52.715,7.925,23.789,103.681,121.28,71.141,49.696,259.831,9.741,71.384,158.023,6.556,101.37,14.41
20191001-1148-FRANKFURT_1-01-141,Grätschwinkel,14.108,-7.259,1.648,-0.221,-6.545,1.029,0.253,-12.555,4.977,-3.984,12.555,4.977,3.984,32.048,215.832,48.239,0.129,-41.566,3.534,2.059,-4.616,-4.294,-6.681,51.015,-5.248,-8.062,0.143,2.024,0.129,41.566,3.534,2.059,4.616,-2.774,2.306,-41.348,5.248,8.062,0.143,-2.024,8.099,69.659,14.824,4.288,63.744,10.094,8.671,51.206,9.664,10.99,31.223,13.657
20191001-1148-FRANKFURT_1-01-142,Barani C,19.046,-4.76,-5.03,102.805,-4.734,-3.175,103.887,-8.485,-5.33,160.114,8.485,5.33,160.114,43.387,343.829,221.628,10.782,-146.141,5.49,-15.304,-14.663,126.818,-4.304,60.933,36.928,0.341,94.54,-9.122,10.782,146.141,5.49,-6.26,14.663,126.818,4.304,-60.933,36.928,-0.341,-94.54,-9.122,13.904,146.154,25.746,15.304,35.383,126.818,5.57,60.933,43.699,8.609,101.359,25.365
20191001-1148-FRANKFURT_1-01-143,Salto rw C,16.187,-9.284,211.713,-1.053,-9.53,210.454,-1.349,-16.086,344.022,-6.164,16.086,344.022,6.164,35.532,413.319,51.707,3.17,25.745,9.619,-6.627,211.748,-7.805,-0.645,37.381,-1.723,-11.984,69.148,-6.255,3.17,25.745,9.619,0.286,211.748,-7.805,0.645,37.381,-1.723,11.984,69.148,6.074,9.507,88.155,18.83,10.395,211.748,13.849,3.376,37.381,4.568,12.254,76.035,14.46
20191001-1148-FRANKFURT_1-01-144,3/4 Salto vw A,13.595,11.172,-155.556,10.079,10.907,-157.019,9.537,18.453,-270.59,13.275,18.453,270.59,13.275,21.001,315.658,40.43,5.472,-6.605,2.906,2.902,-55.508,-1.003,6.364,-118.091,4.759,3.715,-90.387,6.613,5.472,6.605,2.906,2.902,55.508,-1.003,6.364,118.091,4.759,3.715,90.387,6.613,6.097,28.253,10.204,3.311,56.647,3.301,6.364,118.091,7.557,5.228,112.668,19.368
20191001-1148-FRANKFURT_1-01-145,Baby- Fliffis C,22.791,-25.065,-29.516,103.193,-24.832,-26.536,103.808,-41.104,-44.561,161.258,41.104,44.561,161.258,60.218,413.356,207.549,1.734,-133.493,-7.318,-27.489,-86.798,91.038,-8.819,61.878,84.83,-6.53,113.852,-7.291,1.734,133.493,7.318,24.021,86.798,76.402,8.819,-61.878,84.83,6.53,-113.852,-7.291,11.752,138.859,13.235,28.13,86.798,91.038,9.033,63.001,84.83,11.303,124.698,18.446
20191001-1148-FRANKFURT_1-01-157,Strecksprung,10.702,1.299,1.662,0.826,1.218,1.328,0.64,1.337,4.04,-3.315,1.337,4.04,3.315,17.967,116.663,37.7,-3.067,37.287,3.476,0.255,-16.231,-9.753,3.756,-29.408,1.044,0.394,12.393,1.918,3.067,37.287,3.476,-0.255,-16.231,2.801,-1.869,-12.703,-1.044,0.394,-4.313,-1.918,6.418,37.287,10.126,3.449,18.943,9.753,4.761,29.408,6.412,3.338,31.025,11.409
20191001-1148-FRANKFURT_1-01-160,Salto rw A,15.181,-13.64,193.768,-11.774,-13.436,192.72,-10.32,-24.395,334.118,-24.511,24.395,334.118,24.511,36.659,343.18,41.357,1.641,96.912,-10.35,-7.294,99.486,-0.331,-2.798,64.423,-6.1,-15.944,73.297,-7.73,1.641,96.912,10.35,4.013,99.486,0.331,2.798,64.423,6.1,15.944,73.297,7.73,9.008,97.421,17.317,7.408,99.486,2.257,3.433,64.423,7.502,16.809,81.85,14.282
20191001-1148-FRANKFURT_1-01-161,Rudi,22.426,157.118,20.35,310.921,156.955,20.894,311.383,262.072,37.096,516.324,262.072,37.096,516.324,271.183,374.122,538.102,20.962,-98.514,113.526,160.572,-53.691,293.497,52.683,73.363,103.513,27.857,115.938,5.788,20.962,98.514,113.526,160.572,53.691,293.497,52.683,-73.363,103.513,27.857,-41.746,5.788,28.963,103.249,114.755,160.572,60.35,293.497,52.683,88.733,104.764,28.966,121.789,25.087
20191001-1148-FRANKFURT_1-01-162,Grätschwinkel,12.813,-4.629,-1.444,-8.737,-4.93,-1.758,-9.519,-9.045,-0.349,-18.988,9.045,0.349,18.988,29.627,196.746,40.407,0.137,-30.063,-4.049,-2.971,-3.295,-8.324,-6.142,25.191,-2.644,-0.069,7.817,-3.97,0.137,30.063,4.049,2.698,3.295,8.324,6.142,-25.191,2.644,0.069,-7.817,3.97,6.766,77.64,13.587,8.138,64.255,9.037,6.907,27.35,7.128,7.817,27.503,10.655
20191001-1148-FRANKFURT_1-01-163,Barani C,18.193,-25.538,9.534,106.94,-24.967,10.847,107.253,-43.988,18.223,175.305,43.988,18.223,175.305,72.392,327.769,218.335,1.051,-125.62,31.139,-21.833,-7.362,117.825,-11.414,60.845,33.448,-11.792,90.359,-7.107,1.051,125.62,31.139,19.731,7.362,117.825,11.414,-60.845,33.448,11.792,-53.914,-7.107,22.236,126.589,41.063,23.752,40.512,117.825,13.346,60.845,40.738,13.059,99.823,18.709
20191001-1148-FRANKFURT_1-01-164,Salto rw C,16.247,0.008,209.682,-3.19,-0.438,208.136,-3.666,-1.123,352.15,-9.729,1.123,352.15,9.729,36.577,427.723,57.357,-0.254,16.248,12.78,9.406,237.553,-9.007,-1.694,34.866,-8.398,-8.581,63.482,-5.104,0.254,16.248,12.78,8.898,237.553,-9.007,-1.694,34.866,0.852,-6.336,63.482,5.104,8.432,80.321,15.958,11.122,237.553,14.868,6.87,34.866,11.342,10.152,74.983,15.189
20191001-1148-FRANKFURT_1-01-165,3/4 Salto vw A,13.155,7.899,-160.136,15.741,7.992,-160.777,16.053,12.641,-277.818,23.199,12.641,277.818,23.199,22.818,305.566,47.567,5.865,-11.179,1.602,3.662,-53.104,4.708,5.164,-114.904,10.091,-2.05,-98.631,6.798,5.865,11.179,1.602,3.662,53.104,4.708,5.164,114.904,10.091,-2.05,98.631,6.798,9.201,29.397,11.119,3.662,54.441,6.156,5.43,114.904,10.199,4.525,106.823,20.094
20191001-1148-FRANKFURT_1-01-166,Baby- Fliffis C,24.444,-33.363,-11.012,109.935,-33.173,-8.699,110.483,-53.237,-15.087,167.667,53.237,15.087,167.667,80.895,421.674,216.083,-0.401,-124.093,11.226,-45.09,-68.558,92.852,-4.891,62.989,76.994,-2.856,114.575,-13.405,0.401,124.093,11.226,45.09,68.558,92.852,4.891,-62.989,76.994,2.856,-114.575,-13.405,12.777,166.492,27.131,45.09,68.558,92.852,9.639,63.086,78.412,13.389,123.537,17.688
20191001-1148-FRANKFURT_1-01-181,Fliffis aus B,30.713,111.726,-245.512,99.605,111.057,-247.333,100.468,178.513,-390.145,154.94,178.513,390.145,154.94,180.835,727.27,230.236,28.119,-222.513,-5.594,58.195,-246.714,-20.404,70.403,-84.927,151.016,21.797,164.009,29.922,28.119,222.513,5.594,58.195,246.714,20.404,70.403,84.927,99.02,21.797,-164.009,29.922,28.295,222.513,11.402,58.195,246.714,26.688,70.403,94.034,151.016,23.942,164.009,41.13
20191001-1148-FRANKFURT_1-01-182,Salto rw B,19.863,-5.876,199.708,-5.572,-5.175,201.588,-6.173,-9.597,354.929,-15.012,9.597,354.929,15.012,32.597,439.594,60.778,1.764,40.242,-5.291,1.949,137.063,-5.339,-8.488,102.149,1.463,-4.821,75.475,-5.846,1.764,40.242,5.291,1.949,137.063,5.339,1.064,102.149,-1.463,4.821,75.475,5.846,5.669,91.976,18.593,8.184,160.795,14.685,9.757,102.149,9.918,8.986,84.674,17.582
20191001-1148-FRANKFURT_1-01-183,Fliffis aus C,36.269,8.797,-225.768,104.836,8.437,-225.303,104.662,15.084,-363.041,164.616,15.084,363.041,164.616,83.893,691.09,231.166,24.627,-223.3,-1.794,11.161,-272.254,10.522,-16.58,-3.238,149.68,-4.123,135.751,6.208,24.627,223.3,1.794,11.161,272.254,6.934,-16.58,3.238,149.68,-4.123,-135.751,6.208,24.636,223.3,13.008,23.683,272.254,37.565,20.585,59.784,149.68,14.989,135.751,30.913
20191001-1148-FRANKFURT_1-01-184,Salto rw A,16.583,-7.873,228.555,0.025,-7.738,228.346,-0.309,-11.384,349.253,-4.468,11.384,349.253,4.468,32.949,350.215,40.565,-8.33,104.792,-0.383,-5.926,82.721,6.011,3.922,73.439,-2.6,-1.051,88.301,-7.496,8.33,104.792,0.383,5.926,82.721,5.244,-3.922,73.439,-2.6,1.051,88.301,1.441,13.351,104.792,15.25,8.792,82.721,8.682,4.21,73.439,4.317,6.596,89.263,12.316
20191001-1148-FRANKFURT_1-01-188,Strecksprung,12.256,1.21,4.127,7.259,1.257,4.246,7.083,2.515,7.54,6.793,2.515,7.54,6.793,17.538,122.583,31.392,0.54,25.249,-0.773,1.035,-28.594,-1.619,2.056,-19.589,6.518,-1.117,30.474,2.666,0.54,25.249,0.773,1.035,-21.904,1.619,2.056,19.589,1.735,-1.117,-15.393,2.666,7.099,38.99,8.792,3.328,28.594,5.969,2.585,19.589,6.581,4.526,35.41,10.05
20191001-1148-FRANKFURT_1-01-194,Strecksprung,11.125,-2.318,0.798,3.078,-2.236,0.474,2.828,-3.272,2.822,0.384,3.272,2.822,0.384,21.688,131.87,40.61,1.84,37.88,-8.453,1.012,-17.339,12.643,-6.071,-36.176,-0.697,-0.054,18.457,-3.109,1.84,37.88,8.453,1.012,-17.339,-4.262,0.367,-4.904,-0.697,0.054,-12.814,-3.109,9.08,37.88,13.132,2.866,19.114,12.643,6.071,36.176,7.106,3.671,38.701,7.73
20191001-1148-FRANKFURT_1-01-196,Fliffis aus B,33.125,95.939,-227.264,65.327,96.423,-226.653,65.582,153.83,-362.23,100.045,153.83,362.23,100.045,166.982,763.698,228.427,22.234,-250.146,-20.543,42.954,-243.261,-21.618,79.955,-38.299,150.77,8.687,169.475,-8.564,22.234,250.146,20.543,42.954,243.261,21.618,79.955,38.299,66.447,8.687,-169.475,-8.564,25.019,250.146,21.617,43.024,243.261,32.862,81.75,100.8,150.951,17.19,169.492,22.996
20191001-1148-FRANKFURT_1-01-197,Salto rw B,18.529,-1.824,202.517,-9.931,-2.385,202.178,-9.732,-2.418,336.942,-21.186,2.418,336.942,21.186,29.033,462.406,58.062,-0.969,1.071,-2.166,2.608,155.073,-4.608,-2.69,109.313,-12.58,-1.366,71.484,-1.832,0.969,1.071,2.166,0.669,155.073,4.608,-0.587,109.313,12.58,1.366,71.484,1.832,10.423,102.499,23.955,7.781,167.708,9.844,5.955,109.313,12.808,4.874,82.885,11.455
20191001-1148-FRANKFURT_1-01-198,Fliffis aus C,38.646,53.398,-193.581,106.727,53.402,-192.601,106.867,82.987,-297.328,159.89,82.987,297.328,159.89,99.626,714.383,233.49,21.003,-215.797,-6.341,28.319,-263.798,18.409,32.372,13.025,153.933,1.294,169.242,-6.111,21.003,215.797,6.341,28.319,263.798,5.727,32.372,-13.025,153.933,1.294,-169.242,-6.111,21.007,215.797,12.614,30.107,263.798,44.884,34.484,65.546,153.933,14.028,169.242,22.06
20191001-1148-FRANKFURT_1-01-199,Salto rw A,15.203,-14.366,214.284,6.72,-14.012,214.099,6.311,-22.319,346.326,6.134,22.319,346.326,6.134,37.919,350.774,33.569,-6.647,91.523,5.291,-1.223,77.684,6.545,1.325,68.005,0.399,-15.774,109.115,-6.1,6.647,91.523,5.291,1.223,77.684,6.545,-1.325,68.005,0.399,15.774,109.115,-6.1,14.178,91.523,9.932,4.713,77.684,9.398,3.254,68.005,3.88,15.774,113.563,10.358
20191001-1148-FRANKFURT_1-01-209,Strecksprung,11.316,-6.041,1.062,5.313,-6.016,0.851,5.248,-9.486,3.099,4.163,9.486,3.099,4.163,21.766,148.682,37.189,-0.183,39.447,-6.067,2.447,-16.56,11.174,-5.096,-44.803,4.555,-6.654,25.015,-5.499,0.183,39.447,6.067,2.081,-16.56,-0.96,0.568,-0.972,4.555,6.654,-18.817,-5.499,4.431,40.473,12.35,4.183,23.463,11.174,6.039,44.803,5.728,7.113,39.943,7.938
20191001-1148-FRANKFURT_1-01-210,Strecksprung,11.863,5.592,-1.337,2.946,5.727,-1.0,3.131,10.342,-1.251,0.122,10.342,1.251,0.122,19.786,139.32,39.92,2.674,38.496,-9.079,-0.025,-24.201,-0.977,6.961,-40.178,12.161,0.732,24.632,-1.983,2.674,38.496,9.079,-0.025,-24.201,0.977,6.961,11.588,-7.95,0.732,-24.632,-1.983,7.049,38.724,11.193,1.664,24.481,6.932,6.961,40.178,12.161,4.113,35.937,9.633
20191001-1148-FRANKFURT_1-01-218,Fliffis aus B,34.049,76.99,-208.416,91.614,77.01,-206.507,91.711,127.884,-343.439,146.685,127.884,343.439,146.685,143.697,753.034,219.031,6.249,-245.011,-0.653,33.861,-252.01,-14.544,81.247,-17.678,160.116,6.527,171.26,1.767,6.249,245.011,0.653,33.861,252.01,14.544,81.247,17.678,129.721,6.527,-171.26,1.767,8.629,245.011,12.696,33.877,252.01,24.539,81.247,84.488,160.116,19.945,171.525,21.681
20191001-1148-FRANKFURT_1-01-219,Salto rw B,16.887,-8.239,212.139,-10.07,-8.126,210.046,-9.938,-12.828,352.842,-21.262,12.828,352.842,21.262,25.007,464.774,41.951,1.665,6.749,-0.685,-1.965,158.963,-4.104,-4.768,108.728,-4.197,-7.759,78.402,-12.276,1.665,6.749,0.685,-1.365,158.963,4.104,4.768,108.728,4.197,7.759,78.402,12.276,6.699,113.369,11.062,5.549,160.526,8.58,4.984,108.728,7.588,7.776,82.152,14.721
20191001-1148-FRANKFURT_1-01-220,Fliffis aus C,37.108,52.569,-240.063,98.36,52.402,-238.941,98.315,82.584,-373.078,149.209,82.584,373.078,149.209,97.15,702.937,245.98,24.07,-216.65,-9.13,31.04,-276.528,-10.836,14.607,-20.011,169.044,12.867,140.11,0.132,24.07,216.65,9.13,31.04,276.528,10.836,14.607,20.011,129.111,12.867,-140.11,0.132,25.691,216.65,16.435,31.046,276.528,26.957,20.5,69.649,169.044,19.914,140.11,33.545
20191001-1148-FRANKFURT_1-01-221,Salto rw A,16.708,-4.815,211.934,-14.273,-4.702,211.735,-14.163,-7.043,343.435,-27.504,7.043,343.435,27.504,28.18,346.497,46.679,-0.487,89.876,-13.471,-2.238,86.621,3.537,2.472,56.807,-6.339,-6.789,110.131,-11.232,0.487,89.876,13.471,2.238,86.621,-3.537,-2.472,56.807,6.339,6.789,110.131,11.232,6.451,89.876,17.086,5.868,86.621,5.315,4.326,56.807,6.396,11.535,113.194,17.882
20191001-1148-FRANKFURT_1-01-238,Strecksprung,9.497,-0.302,-0.511,2.676,-0.384,-0.51,2.354,0.168,0.492,-0.327,0.168,0.492,0.327,18.413,131.575,36.777,5.038,36.562,-7.953,-1.221,-16.612,4.054,-3.907,-41.928,5.646,0.259,22.47,-2.075,5.038,36.562,7.953,-1.221,-16.612,-4.054,-3.726,2.028,-2.151,0.077,-21.486,-1.42,6.257,38.37,12.047,2.861,17.867,9.941,3.93,41.928,6.334,5.366,33.41,8.454
20191001-1148-FRANKFURT_1-01-244,Fliffis aus B,34.174,144.748,-235.661,63.099,144.935,-233.881,63.654,239.969,-389.382,99.729,239.969,389.382,99.729,256.787,770.02,254.962,36.205,-238.94,-14.935,82.525,-248.843,-43.048,119.352,-64.498,155.917,1.885,162.899,1.796,36.205,238.94,14.935,82.525,248.843,43.048,119.352,64.498,39.95,1.885,-162.899,1.796,36.849,238.94,19.816,82.525,248.843,43.53,119.352,119.339,156.054,18.06,162.899,35.561
20191001-1148-FRANKFURT_1-01-245,Salto rw B,17.824,-8.739,204.322,-1.546,-8.958,202.213,-1.735,-13.617,335.621,-7.139,13.617,335.621,7.139,36.118,437.08,48.956,0.957,9.172,-1.702,-4.021,156.216,-5.997,-5.847,97.604,4.148,-4.706,72.629,-3.588,0.957,9.172,1.702,2.108,156.216,5.997,5.847,97.604,-4.148,4.706,72.629,3.588,5.241,96.782,9.363,9.604,166.444,13.687,14.34,97.604,16.692,6.932,76.25,9.215
20191001-1148-FRANKFURT_1-01-246,Fliffis aus C,36.093,44.869,-210.056,104.689,44.825,-208.533,104.913,72.371,-334.733,162.905,72.371,334.733,162.905,78.601,719.019,233.332,14.339,-217.771,0.734,18.722,-270.024,-3.657,31.307,-3.086,156.684,8.003,156.148,9.144,14.339,217.771,0.734,18.722,270.024,2.188,31.307,3.086,150.838,8.003,-156.148,9.144,14.339,217.771,15.106,18.722,270.024,32.223,31.307,75.076,156.684,14.233,156.148,29.319
20191001-1148-FRANKFURT_1-01-247,Salto rw A,13.944,-7.85,209.327,-3.909,-7.703,208.494,-4.427,-12.19,344.144,-10.998,12.19,344.144,10.998,30.504,347.828,41.437,0.64,104.695,-7.161,-1.516,85.113,4.417,1.65,63.174,-8.734,-12.964,91.162,0.48,0.64,104.695,7.161,0.235,85.113,-4.417,-0.101,63.174,8.734,11.416,91.162,-0.48,6.606,104.695,13.532,7.253,85.113,8.134,3.069,63.174,8.734,13.576,94.846,11.037
20191001-1202-FRANKFURT_2-01-24,3/4 Salto rw A,12.771,-3.236,-174.761,-14.193,-3.526,-173.329,-13.602,-5.656,-308.932,-29.831,5.656,308.932,29.831,25.585,315.559,50.761,-1.626,-68.959,1.666,0.511,-77.651,-9.553,-0.152,-80.049,-2.537,-4.389,-82.273,-19.407,1.626,68.959,1.666,-0.511,77.651,6.221,0.152,80.049,2.537,4.389,82.273,19.407,9.626,68.959,11.273,1.909,77.651,9.553,2.217,80.049,3.289,11.833,88.899,26.646
20191001-1202-FRANKFURT_2-01-25,Cody C,22.666,-29.997,-249.35,-5.667,-29.85,-250.087,-4.874,-47.038,-396.871,-13.278,47.038,396.871,13.278,66.184,469.22,60.678,-3.405,-0.264,14.325,-22.965,-251.814,-13.721,-9.288,-72.96,1.626,-11.38,-71.833,-15.508,3.405,0.264,14.325,22.965,251.814,-13.721,9.288,72.96,1.626,11.38,71.833,11.048,19.143,70.892,22.98,23.255,251.814,14.785,9.348,72.96,4.557,14.438,73.554,18.356
20191001-1202-FRANKFURT_2-01-26,Bücksprung,15.527,2.456,0.107,3.142,2.98,-0.589,2.055,3.825,-2.066,0.416,3.825,2.066,0.416,45.288,205.89,56.8,2.919,25.713,6.311,2.5,0.937,-1.768,-6.898,-30.378,-5.224,5.305,1.663,1.097,2.919,25.713,6.311,2.5,0.937,-1.768,-3.939,-22.921,-3.862,2.346,-1.663,-0.265,14.487,68.996,18.249,7.991,86.7,10.462,10.453,30.909,11.935,12.358,19.285,16.155
20191001-1202-FRANKFURT_2-01-27,Salto B,18.752,-21.367,-215.338,-8.357,-21.534,-213.947,-7.228,-34.938,-350.948,-18.272,34.938,350.948,18.272,47.058,395.482,62.449,-4.265,-20.931,6.035,-4.855,-172.425,-10.489,-13.836,-103.176,1.065,-11.983,-54.416,-14.883,4.265,20.931,6.035,4.855,172.425,-1.582,13.836,103.176,-1.065,11.983,54.416,14.883,7.349,57.06,10.754,12.785,180.539,24.293,14.0,103.176,9.983,12.923,54.707,17.419
20191001-1202-FRANKFURT_2-01-28,Barani A,18.534,65.86,-30.096,104.509,65.768,-32.141,104.218,108.162,-51.257,166.211,108.162,51.257,166.211,125.513,269.385,204.509,12.433,44.787,19.521,56.545,57.393,68.958,36.273,-49.523,71.764,2.912,-103.914,5.968,12.433,44.787,19.521,56.545,57.393,68.958,36.273,-49.523,71.764,2.912,-1.4,5.968,16.092,53.066,37.1,56.545,57.43,68.958,36.273,49.523,71.764,16.603,109.367,26.687
20191001-1202-FRANKFURT_2-01-29,Salto A,16.148,-29.932,-213.206,-5.958,-29.701,-211.605,-5.809,-48.515,-347.168,-15.359,48.515,347.168,15.359,54.778,349.059,50.155,-8.394,-80.718,-3.316,-4.877,-96.048,1.331,-20.008,-93.555,2.172,-15.236,-76.847,-15.546,8.394,80.718,3.316,4.877,96.048,-1.331,20.008,93.555,-1.799,15.236,76.847,15.172,11.085,81.962,23.056,8.01,96.048,6.412,20.008,93.555,3.228,15.675,77.494,17.459
20191001-1202-FRANKFURT_2-01-37,Strecksprung,10.658,1.793,4.006,3.931,1.934,4.132,2.244,3.093,4.603,0.96,3.093,4.603,0.96,36.08,82.225,44.738,-0.393,-26.239,-6.86,-2.08,10.452,7.588,-1.149,17.588,2.617,6.715,2.803,-2.384,0.393,26.239,6.86,2.08,-10.452,-6.133,1.149,-13.987,2.617,-0.529,2.803,-2.384,17.381,30.901,16.327,4.952,10.536,7.745,5.732,17.588,5.982,8.015,23.2,14.683
20191001-1202-FRANKFURT_2-01-41,3/4 Salto rw A,14.204,-0.752,-176.366,-12.177,-1.057,-174.791,-12.346,-1.525,-314.442,-26.401,1.525,314.442,26.401,23.947,317.361,55.968,-3.204,-70.57,-0.254,-1.725,-78.235,-8.668,1.173,-79.956,-0.559,2.231,-85.68,-16.92,3.204,70.57,0.254,1.725,78.235,8.668,-1.173,79.956,0.559,-2.231,85.68,16.92,6.235,71.741,19.972,4.635,78.235,8.867,5.129,79.956,3.302,7.948,87.428,23.826
20191001-1202-FRANKFURT_2-01-42,Cody C,22.396,-32.58,-250.707,-14.47,-32.411,-250.832,-12.816,-50.758,-389.942,-26.857,50.758,389.942,26.857,55.855,452.352,75.677,-8.737,-6.525,13.331,-20.623,-245.963,-23.664,-15.056,-69.841,0.762,-6.342,-67.613,-17.286,8.737,6.525,13.331,20.623,245.963,-2.999,15.056,69.841,-0.762,6.342,67.613,17.286,12.253,68.936,24.83,21.406,245.963,24.15,15.056,69.841,6.279,7.14,67.613,20.417
20191001-1202-FRANKFURT_2-01-43,Bücksprung,15.532,5.287,-5.317,7.388,5.68,-6.279,6.297,8.278,-10.948,7.588,8.278,10.948,7.588,38.435,211.622,42.284,0.817,13.822,10.573,8.166,9.883,-3.773,-2.977,-36.304,4.363,2.272,1.651,-3.576,0.817,13.822,10.573,8.166,9.883,-3.773,-2.977,-11.107,4.363,2.272,-1.651,-3.576,14.522,66.083,16.656,8.532,88.432,7.962,8.723,36.306,7.18,6.658,20.8,10.486
20191001-1202-FRANKFURT_2-01-44,Salto B,17.867,-17.953,-209.976,-4.652,-18.264,-208.83,-3.914,-29.393,-345.235,-13.08,29.393,345.235,13.08,39.728,394.801,63.406,-0.804,-18.019,8.565,-5.528,-156.532,-12.336,-15.979,-125.677,5.679,-7.082,-45.007,-14.987,0.804,18.019,8.565,5.528,156.532,-4.794,15.979,125.677,-1.864,7.082,45.007,11.172,5.497,56.706,12.21,9.751,167.004,26.992,15.979,125.677,8.652,8.5,45.414,15.553
20191001-1202-FRANKFURT_2-01-45,Barani A,17.59,55.204,-22.161,102.899,55.286,-23.453,102.603,91.003,-37.82,165.391,91.003,37.82,165.391,111.934,271.589,200.656,13.661,44.33,21.264,60.946,60.299,55.871,19.19,-29.79,87.389,-2.795,-112.659,0.867,13.661,44.33,21.264,60.946,60.299,55.871,19.19,-29.79,87.389,-2.795,-37.018,0.867,18.389,51.148,34.277,60.946,60.299,55.871,22.394,41.018,87.389,10.205,119.124,23.12
20191001-1202-FRANKFURT_2-01-46,Salto A,15.325,-19.163,-208.411,-5.957,-19.132,-207.74,-5.785,-32.448,-350.057,-15.409,32.448,350.057,15.409,44.433,355.673,53.58,-5.714,-92.803,6.745,-5.599,-82.767,-8.064,-8.561,-83.567,0.862,-12.573,-90.92,-14.952,5.714,92.803,6.745,5.599,82.767,-5.426,8.561,83.567,-0.862,12.573,90.92,14.952,11.528,94.591,18.044,7.644,82.767,11.188,10.677,83.567,7.134,14.584,94.748,17.214
20191001-1202-FRANKFURT_2-01-61,3/4 Salto rw A,14.258,-0.695,-173.473,-12.64,-1.24,-171.988,-12.448,-1.517,-315.218,-27.119,1.517,315.218,27.119,27.695,327.259,54.958,-0.009,-64.122,5.529,-0.079,-73.649,-9.39,0.309,-85.81,-4.168,-1.738,-91.638,-19.09,0.009,64.122,5.529,0.079,73.649,-1.668,0.134,85.81,4.168,1.295,91.638,19.09,10.062,64.122,13.632,4.406,73.649,10.363,2.792,85.81,4.864,10.436,103.679,26.099
