ACC_N,ACC_N_ROT_filtered,Acc_x_Fil,Acc_y_Fil,Acc_z_Fil,Gyro_x_Fil,Gyro_y_Fil,Gyro_z_Fil,SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd
6.77,6.432,-1.606,-1.604,-6.407,18.595,144.73,11.997,20191007-1159-FRANKFURT_1-01-367,Salto A,0.865,336.442,-13.799,36.452,339.652,42.92
7.837,7.175,-2.874,-0.368,-7.059,12.568,132.057,2.043,20191007-1159-FRANKFURT_1-01-367,Salto A,0.865,336.442,-13.799,36.452,339.652,42.92
7.614,7.685,-4.62,0.075,-5.971,15.548,126.847,2.316,20191007-1159-FRANKFURT_1-01-367,Salto A,0.865,336.442,-13.799,36.452,339.652,42.92
7.397,7.621,-5.875,-0.24,-4.142,28.994,147.932,7.352,20191007-1159-FRANKFURT_1-01-367,Salto A,0.865,336.442,-13.799,36.452,339.652,42.92
6.338,7.068,-5.637,-0.286,-2.574,32.637,194.542,-17.397,20191007-1159-FRANKFURT_1-01-367,Salto A,0.865,336.442,-13.799,36.452,339.652,42.92
5.518,6.104,-5.343,-0.453,-1.211,27.02,245.86,-42.076,20191007-1159-FRANKFURT_1-01-367,Salto A,0.865,336.442,-13.799,36.452,339.652,42.92
4.465,5.373,-3.598,-0.9,0.164,3.56,284.6,-46.392,20191007-1159-FRANKFURT_1-01-367,Salto A,0.865,336.442,-13.799,36.452,339.652,42.92
12.232,5.161,5.241,-0.292,16.092,-35.293,241.752,-50.23,20191007-1159-FRANKFURT_1-01-367,Salto A,0.865,336.442,-13.799,36.452,339.652,42.92
88.04,34.483,25.527,2.867,77.842,-38.017,26.644,-0.354,20191007-1159-FRANKFURT_1-01-367,Salto A,0.865,336.442,-13.799,36.452,339.652,42.92
89.603,93.961,21.758,11.193,78.009,-22.333,-326.819,123.001,20191007-1524-FRANKFURT_1-01-109,Fliffis- Rudi B,164.648,-345.486,552.843,262.769,716.533,594.141
40.015,73.472,-25.836,3.365,-1.497,-138.929,-659.015,103.088,20191007-1524-FRANKFURT_1-01-109,Fliffis- Rudi B,164.648,-345.486,552.843,262.769,716.533,594.141
37.113,40.615,-33.842,2.892,-14.568,-122.244,-792.495,84.04,20191007-1524-FRANKFURT_1-01-109,Fliffis- Rudi B,164.648,-345.486,552.843,262.769,716.533,594.141
42.306,39.717,-40.196,2.19,-12.165,-123.388,-785.712,48.295,20191007-1524-FRANKFURT_1-01-109,Fliffis- Rudi B,164.648,-345.486,552.843,262.769,716.533,594.141
45.846,42.685,-44.931,3.426,-6.255,-81.338,-688.504,16.132,20191007-1524-FRANKFURT_1-01-109,Fliffis- Rudi B,164.648,-345.486,552.843,262.769,716.533,594.141
47.3,46.573,-44.863,3.292,-10.789,-38.307,-693.02,55.708,20191007-1524-FRANKFURT_1-01-109,Fliffis- Rudi B,164.648,-345.486,552.843,262.769,716.533,594.141
34.275,44.01,-32.289,2.02,-10.849,-46.825,-628.152,82.276,20191007-1524-FRANKFURT_1-01-109,Fliffis- Rudi B,164.648,-345.486,552.843,262.769,716.533,594.141
22.508,31.436,-21.598,4.34,-7.408,11.706,-422.417,223.713,20191007-1524-FRANKFURT_1-01-109,Fliffis- Rudi B,164.648,-345.486,552.843,262.769,716.533,594.141
30.356,24.53,-21.103,15.581,-10.504,158.926,-177.627,571.654,20191007-1524-FRANKFURT_1-01-109,Fliffis- Rudi B,164.648,-345.486,552.843,262.769,716.533,594.141
34.596,31.502,-30.637,12.517,-4.566,387.071,-73.347,912.999,20191007-1524-FRANKFURT_1-01-109,Fliffis- Rudi B,164.648,-345.486,552.843,262.769,716.533,594.141
38.206,35.478,-35.611,1.17,0.024,437.445,98.244,989.367,20191007-1524-FRANKFURT_1-01-109,Fliffis- Rudi B,164.648,-345.486,552.843,262.769,716.533,594.141
29.29,35.993,-25.256,-10.085,6.767,532.987,-274.088,799.027,20191007-1524-FRANKFURT_1-01-109,Fliffis- Rudi B,164.648,-345.486,552.843,262.769,716.533,594.141
34.06,29.324,-32.683,-2.624,-4.609,430.324,-613.25,796.103,20191007-1524-FRANKFURT_1-01-109,Fliffis- Rudi B,164.648,-345.486,552.843,262.769,716.533,594.141
41.887,37.102,-33.298,-11.862,-18.61,165.719,-206.653,792.588,20191007-1524-FRANKFURT_1-01-109,Fliffis- Rudi B,164.648,-345.486,552.843,262.769,716.533,594.141
27.218,38.293,-18.777,-12.541,-15.465,25.54,152.235,597.575,20191007-1524-FRANKFURT_1-01-109,Fliffis- Rudi B,164.648,-345.486,552.843,262.769,716.533,594.141
17.735,25.144,-12.376,-4.485,-12.204,34.201,318.869,379.425,20191007-1524-FRANKFURT_1-01-109,Fliffis- Rudi B,164.648,-345.486,552.843,262.769,716.533,594.141
20.555,18.283,-14.601,-3.035,-12.95,84.518,263.356,233.456,20191007-1524-FRANKFURT_1-01-109,Fliffis- Rudi B,164.648,-345.486,552.843,262.769,716.533,594.141
18.328,20.201,-14.791,-1.898,-9.069,101.246,390.873,91.208,20191007-1524-FRANKFURT_1-01-109,Fliffis- Rudi B,164.648,-345.486,552.843,262.769,716.533,594.141
13.672,17.089,-9.12,-2.06,4.748,124.702,509.243,-61.5,20191007-1524-FRANKFURT_1-01-109,Fliffis- Rudi B,164.648,-345.486,552.843,262.769,716.533,594.141
85.984,32.812,8.284,10.971,75.698,80.808,423.367,-108.011,20191007-1524-FRANKFURT_1-01-109,Fliffis- Rudi B,164.648,-345.486,552.843,262.769,716.533,594.141
85.946,86.133,31.543,1.619,75.778,-5.922,-15.09,-2.897,0609-4-01-536,Barani C,-13.91,-68.094,222.158,56.998,295.83,238.48
26.273,66.376,6.48,1.508,23.45,12.345,-201.669,49.857,0609-4-01-536,Barani C,-13.91,-68.094,222.158,56.998,295.83,238.48
18.18,23.458,-12.264,-1.3,-3.132,-3.86,-374.781,28.953,0609-4-01-536,Barani C,-13.91,-68.094,222.158,56.998,295.83,238.48
18.137,17.537,-16.995,0.912,-1.156,9.762,-436.596,34.669,0609-4-01-536,Barani C,-13.91,-68.094,222.158,56.998,295.83,238.48
12.005,16.263,-9.183,-0.605,-6.429,7.297,-399.43,80.708,0609-4-01-536,Barani C,-13.91,-68.094,222.158,56.998,295.83,238.48
10.384,10.952,-6.726,-0.69,-7.455,-9.99,-226.615,101.545,0609-4-01-536,Barani C,-13.91,-68.094,222.158,56.998,295.83,238.48
13.457,11.677,-7.764,4.065,-9.624,35.451,-66.883,152.724,0609-4-01-536,Barani C,-13.91,-68.094,222.158,56.998,295.83,238.48
12.287,13.27,-8.617,2.015,-7.579,-3.143,-71.149,237.52,0609-4-01-536,Barani C,-13.91,-68.094,222.158,56.998,295.83,238.48
7.159,10.287,-4.9,-1.093,-4.703,-59.158,-104.575,311.223,0609-4-01-536,Barani C,-13.91,-68.094,222.158,56.998,295.83,238.48
10.075,8.545,-4.462,-0.922,-8.358,-75.248,-30.176,287.2,0609-4-01-536,Barani C,-13.91,-68.094,222.158,56.998,295.83,238.48
7.501,8.923,-4.501,-0.854,-6.15,-82.881,31.096,267.862,0609-4-01-536,Barani C,-13.91,-68.094,222.158,56.998,295.83,238.48
7.538,7.642,-4.491,-1.101,-5.854,-63.227,85.507,256.621,0609-4-01-536,Barani C,-13.91,-68.094,222.158,56.998,295.83,238.48
6.472,7.155,-3.89,-1.155,-5.08,-36.811,119.908,227.824,0609-4-01-536,Barani C,-13.91,-68.094,222.158,56.998,295.83,238.48
6.278,6.362,-3.624,-1.647,-4.838,-5.911,129.955,174.268,0609-4-01-536,Barani C,-13.91,-68.094,222.158,56.998,295.83,238.48
6.284,6.296,-4.13,-1.775,-4.369,7.804,133.242,114.117,0609-4-01-536,Barani C,-13.91,-68.094,222.158,56.998,295.83,238.48
5.966,6.215,-4.724,-0.976,-3.37,5.104,132.652,67.339,0609-4-01-536,Barani C,-13.91,-68.094,222.158,56.998,295.83,238.48
5.905,5.927,-5.551,-0.831,-1.346,25.401,138.57,54.413,0609-4-01-536,Barani C,-13.91,-68.094,222.158,56.998,295.83,238.48
5.158,5.816,-4.154,-1.482,0.396,45.026,161.492,51.797,0609-4-01-536,Barani C,-13.91,-68.094,222.158,56.998,295.83,238.48
10.913,5.68,6.011,-2.09,12.458,42.744,199.465,-5.914,0609-4-01-536,Barani C,-13.91,-68.094,222.158,56.998,295.83,238.48
79.351,32.243,26.598,1.618,70.318,2.712,100.811,-28.119,0609-4-01-536,Barani C,-13.91,-68.094,222.158,56.998,295.83,238.48
80.652,84.409,13.11,2.884,75.664,24.513,276.326,-15.065,0609-1-01-417,Doppelsalto B,26.9,717.353,-22.937,71.159,750.298,66.291
20.35,58.996,-5.146,0.469,16.654,28.372,317.065,-34.841,0609-1-01-417,Doppelsalto B,26.9,717.353,-22.937,71.159,750.298,66.291
7.785,15.798,-1.894,0.668,-0.108,16.997,113.002,-63.604,0609-1-01-417,Doppelsalto B,26.9,717.353,-22.937,71.159,750.298,66.291
24.035,10.735,-9.959,-0.932,-14.202,-10.176,-95.415,8.857,0609-1-01-417,Doppelsalto B,26.9,717.353,-22.937,71.159,750.298,66.291
17.306,23.229,-11.715,-0.713,-11.317,-17.551,3.573,-23.988,0609-1-01-417,Doppelsalto B,26.9,717.353,-22.937,71.159,750.298,66.291
15.881,15.277,-15.992,-0.746,-4.137,-40.499,362.621,-9.38,0609-1-01-417,Doppelsalto B,26.9,717.353,-22.937,71.159,750.298,66.291
34.472,22.937,-33.537,-1.894,-1.202,-39.806,668.22,-4.61,0609-1-01-417,Doppelsalto B,26.9,717.353,-22.937,71.159,750.298,66.291
38.919,36.216,-38.243,-1.886,-1.679,-33.654,719.811,13.589,0609-1-01-417,Doppelsalto B,26.9,717.353,-22.937,71.159,750.298,66.291
37.574,38.048,-37.186,-2.232,-5.741,-28.713,712.925,-4.25,0609-1-01-417,Doppelsalto B,26.9,717.353,-22.937,71.159,750.298,66.291
39.78,38.282,-36.275,-2.621,-14.451,-38.066,780.53,-21.239,0609-1-01-417,Doppelsalto B,26.9,717.353,-22.937,71.159,750.298,66.291
50.504,42.204,-36.276,-2.169,-32.05,-9.417,871.684,-3.197,0609-1-01-417,Doppelsalto B,26.9,717.353,-22.937,71.159,750.298,66.291
49.265,50.055,-36.299,1.283,-32.603,51.203,777.96,31.217,0609-1-01-417,Doppelsalto B,26.9,717.353,-22.937,71.159,750.298,66.291
40.458,47.667,-29.892,0.696,-23.176,126.468,640.123,-10.367,0609-1-01-417,Doppelsalto B,26.9,717.353,-22.937,71.159,750.298,66.291
18.968,31.956,-12.753,1.661,-9.924,92.851,459.837,-29.463,0609-1-01-417,Doppelsalto B,26.9,717.353,-22.937,71.159,750.298,66.291
9.537,15.313,-4.479,-0.298,-7.29,40.281,287.802,-46.907,0609-1-01-417,Doppelsalto B,26.9,717.353,-22.937,71.159,750.298,66.291
10.876,9.702,-2.683,0.314,-10.082,38.269,169.118,-29.641,0609-1-01-417,Doppelsalto B,26.9,717.353,-22.937,71.159,750.298,66.291
12.853,11.305,-6.684,0.378,-9.561,22.699,145.781,-21.71,0609-1-01-417,Doppelsalto B,26.9,717.353,-22.937,71.159,750.298,66.291
10.699,11.693,-8.565,0.72,-2.933,17.833,144.523,-10.07,0609-1-01-417,Doppelsalto B,26.9,717.353,-22.937,71.159,750.298,66.291
12.186,9.995,2.338,-2.389,12.844,11.767,207.429,15.862,0609-1-01-417,Doppelsalto B,26.9,717.353,-22.937,71.159,750.298,66.291
80.368,33.611,19.951,-0.148,74.252,40.44,165.987,7.522,0609-1-01-417,Doppelsalto B,26.9,717.353,-22.937,71.159,750.298,66.291
84.823,84.167,30.644,1.353,74.842,16.909,-6.248,19.186,0609-4-01-588,Barani C,26.479,-79.886,225.17,41.488,332.097,238.439
25.645,65.784,6.748,1.259,24.396,34.436,-173.358,62.861,0609-4-01-588,Barani C,26.479,-79.886,225.17,41.488,332.097,238.439
21.241,24.263,-6.843,-2.657,-4.928,14.007,-350.896,56.228,0609-4-01-588,Barani C,26.479,-79.886,225.17,41.488,332.097,238.439
16.913,19.074,-15.294,0.621,2.056,10.7,-422.863,64.405,0609-4-01-588,Barani C,26.479,-79.886,225.17,41.488,332.097,238.439
18.957,17.414,-18.389,0.613,-1.855,10.563,-471.422,102.412,0609-4-01-588,Barani C,26.479,-79.886,225.17,41.488,332.097,238.439
16.341,18.571,-14.078,-0.708,-7.543,4.203,-416.555,112.248,0609-4-01-588,Barani C,26.479,-79.886,225.17,41.488,332.097,238.439
12.127,14.889,-8.904,-0.482,-8.054,11.349,-239.976,162.027,0609-4-01-588,Barani C,26.479,-79.886,225.17,41.488,332.097,238.439
10.738,11.568,-7.866,1.937,-7.008,44.108,-97.554,215.852,0609-4-01-588,Barani C,26.479,-79.886,225.17,41.488,332.097,238.439
11.842,10.984,-8.923,2.237,-6.905,40.568,-32.277,262.315,0609-4-01-588,Barani C,26.479,-79.886,225.17,41.488,332.097,238.439
7.84,10.923,-6.639,-0.96,-4.358,54.434,-22.065,339.697,0609-4-01-588,Barani C,26.479,-79.886,225.17,41.488,332.097,238.439
6.972,7.687,-4.25,-1.69,-5.089,40.172,42.065,312.056,0609-4-01-588,Barani C,26.479,-79.886,225.17,41.488,332.097,238.439
7.285,6.987,-3.885,-2.016,-5.564,1.755,114.171,261.44,0609-4-01-588,Barani C,26.479,-79.886,225.17,41.488,332.097,238.439
6.123,6.889,-3.319,-2.135,-4.662,-26.767,148.75,188.641,0609-4-01-588,Barani C,26.479,-79.886,225.17,41.488,332.097,238.439
4.911,5.785,-3.246,-1.122,-3.638,-9.239,154.518,146.996,0609-4-01-588,Barani C,26.479,-79.886,225.17,41.488,332.097,238.439
4.955,5.059,-3.405,-0.494,-3.444,17.08,141.768,114.363,0609-4-01-588,Barani C,26.479,-79.886,225.17,41.488,332.097,238.439
5.409,4.906,-3.637,-0.423,-3.97,16.783,122.612,68.775,0609-4-01-588,Barani C,26.479,-79.886,225.17,41.488,332.097,238.439
7.094,5.982,-5.215,-1.326,-4.396,-3.741,150.536,37.569,0609-4-01-588,Barani C,26.479,-79.886,225.17,41.488,332.097,238.439
7.925,7.374,-6.73,-0.777,-1.007,14.318,196.0,38.223,0609-4-01-588,Barani C,26.479,-79.886,225.17,41.488,332.097,238.439
15.627,8.722,4.572,-2.26,16.887,11.637,203.518,-8.177,0609-4-01-588,Barani C,26.479,-79.886,225.17,41.488,332.097,238.439
78.558,34.874,31.346,1.641,68.187,-11.043,115.393,-15.058,0609-4-01-588,Barani C,26.479,-79.886,225.17,41.488,332.097,238.439
72.588,74.562,-15.13,-4.445,66.982,-13.031,-225.143,17.553,20191001-1202-FRANKFURT_2-01-142,Salto A,-21.865,-345.556,-34.886,26.811,348.709,50.315
22.121,60.467,0.461,0.134,22.405,-1.03,-296.146,25.493,20191001-1202-FRANKFURT_2-01-142,Salto A,-21.865,-345.556,-34.886,26.811,348.709,50.315
12.477,21.872,3.251,0.323,-2.968,3.335,-184.86,-6.716,20191001-1202-FRANKFURT_2-01-142,Salto A,-21.865,-345.556,-34.886,26.811,348.709,50.315
8.94,11.489,-2.452,-2.758,-2.092,-21.652,-129.868,-0.88,20191001-1202-FRANKFURT_2-01-142,Salto A,-21.865,-345.556,-34.886,26.811,348.709,50.315
9.138,9.258,-1.586,0.366,-8.115,-22.486,-140.06,-26.327,20191001-1202-FRANKFURT_2-01-142,Salto A,-21.865,-345.556,-34.886,26.811,348.709,50.315
9.02,8.996,2.285,-0.663,-8.458,-6.98,-192.712,-23.444,20191001-1202-FRANKFURT_2-01-142,Salto A,-21.865,-345.556,-34.886,26.811,348.709,50.315
8.708,9.033,3.18,-0.363,-7.959,1.212,-217.767,-23.706,20191001-1202-FRANKFURT_2-01-142,Salto A,-21.865,-345.556,-34.886,26.811,348.709,50.315
7.538,8.484,3.128,-0.047,-6.918,0.431,-242.68,-7.866,20191001-1202-FRANKFURT_2-01-142,Salto A,-21.865,-345.556,-34.886,26.811,348.709,50.315
6.946,7.503,2.822,0.208,-6.268,-5.162,-219.521,-21.186,20191001-1202-FRANKFURT_2-01-142,Salto A,-21.865,-345.556,-34.886,26.811,348.709,50.315
7.336,7.007,2.813,-0.346,-6.734,-20.842,-172.203,-15.052,20191001-1202-FRANKFURT_2-01-142,Salto A,-21.865,-345.556,-34.886,26.811,348.709,50.315
8.229,7.557,4.187,0.01,-6.963,-23.579,-154.32,-9.106,20191001-1202-FRANKFURT_2-01-142,Salto A,-21.865,-345.556,-34.886,26.811,348.709,50.315
8.222,8.149,4.138,-0.12,-7.07,-22.866,-163.298,1.479,20191001-1202-FRANKFURT_2-01-142,Salto A,-21.865,-345.556,-34.886,26.811,348.709,50.315
8.656,8.354,5.06,0.225,-7.105,-14.582,-206.958,1.34,20191001-1202-FRANKFURT_2-01-142,Salto A,-21.865,-345.556,-34.886,26.811,348.709,50.315
9.964,8.999,6.378,0.188,-7.702,-23.089,-247.224,-9.124,20191001-1202-FRANKFURT_2-01-142,Salto A,-21.865,-345.556,-34.886,26.811,348.709,50.315
11.422,10.364,8.229,0.128,-7.693,-30.881,-250.031,-29.747,20191001-1202-FRANKFURT_2-01-142,Salto A,-21.865,-345.556,-34.886,26.811,348.709,50.315
11.57,11.305,9.185,-0.946,-6.618,-18.86,-256.4,-39.059,20191001-1202-FRANKFURT_2-01-142,Salto A,-21.865,-345.556,-34.886,26.811,348.709,50.315
11.736,11.47,10.59,-1.537,-4.078,-18.81,-261.786,-35.607,20191001-1202-FRANKFURT_2-01-142,Salto A,-21.865,-345.556,-34.886,26.811,348.709,50.315
10.236,11.471,8.936,-2.158,-0.001,-14.852,-268.592,-29.588,20191001-1202-FRANKFURT_2-01-142,Salto A,-21.865,-345.556,-34.886,26.811,348.709,50.315
12.954,9.456,-4.264,-0.933,12.886,-18.344,-281.349,-44.885,20191001-1202-FRANKFURT_2-01-142,Salto A,-21.865,-345.556,-34.886,26.811,348.709,50.315
75.654,26.041,-29.384,-5.005,56.778,2.345,-230.758,-74.931,20191001-1202-FRANKFURT_2-01-142,Salto A,-21.865,-345.556,-34.886,26.811,348.709,50.315
80.046,85.048,15.367,1.32,74.929,21.767,186.012,0.263,0609-1-01-379,Salto C,32.701,362.754,-24.379,46.463,390.019,39.05
21.827,59.84,2.12,-1.645,21.18,17.937,95.77,0.16,0609-1-01-379,Salto C,32.701,362.754,-24.379,46.463,390.019,39.05
8.595,16.769,-3.164,0.304,-4.357,28.756,-39.525,-19.164,0609-1-01-379,Salto C,32.701,362.754,-24.379,46.463,390.019,39.05
11.037,8.353,-6.381,-0.252,-8.118,17.274,-73.292,-4.882,0609-1-01-379,Salto C,32.701,362.754,-24.379,46.463,390.019,39.05
12.066,11.312,-3.092,-0.862,-10.885,-3.517,168.15,-64.961,0609-1-01-379,Salto C,32.701,362.754,-24.379,46.463,390.019,39.05
18.132,13.072,-8.563,-1.363,-14.657,-24.785,595.197,-36.52,0609-1-01-379,Salto C,32.701,362.754,-24.379,46.463,390.019,39.05
24.407,19.82,-17.963,-0.405,-15.43,14.745,639.716,-6.85,0609-1-01-379,Salto C,32.701,362.754,-24.379,46.463,390.019,39.05
24.411,24.683,-18.383,1.773,-13.664,50.179,488.564,17.55,0609-1-01-379,Salto C,32.701,362.754,-24.379,46.463,390.019,39.05
12.265,20.22,-9.649,0.385,-4.011,64.196,364.732,-6.219,0609-1-01-379,Salto C,32.701,362.754,-24.379,46.463,390.019,39.05
4.199,8.963,-3.392,0.196,-0.569,41.726,229.033,-22.856,0609-1-01-379,Salto C,32.701,362.754,-24.379,46.463,390.019,39.05
1.901,2.965,-0.426,0.333,-1.368,28.305,157.873,-9.652,0609-1-01-379,Salto C,32.701,362.754,-24.379,46.463,390.019,39.05
3.717,2.268,-0.501,-0.47,-2.756,33.497,130.859,-8.596,0609-1-01-379,Salto C,32.701,362.754,-24.379,46.463,390.019,39.05
3.377,2.83,-0.302,-0.775,-2.613,28.667,98.944,-9.274,0609-1-01-379,Salto C,32.701,362.754,-24.379,46.463,390.019,39.05
4.663,3.144,-0.212,-0.529,-3.651,12.727,85.3,-14.073,0609-1-01-379,Salto C,32.701,362.754,-24.379,46.463,390.019,39.05
4.018,3.745,0.157,-0.353,-3.274,13.511,82.543,-18.357,0609-1-01-379,Salto C,32.701,362.754,-24.379,46.463,390.019,39.05
5.25,3.744,-1.252,-0.072,-4.441,5.33,80.764,-21.009,0609-1-01-379,Salto C,32.701,362.754,-24.379,46.463,390.019,39.05
6.732,5.335,-4.105,0.073,-4.102,-5.792,76.793,-24.353,0609-1-01-379,Salto C,32.701,362.754,-24.379,46.463,390.019,39.05
7.965,6.996,-6.46,1.07,0.645,-13.795,93.894,-10.221,0609-1-01-379,Salto C,32.701,362.754,-24.379,46.463,390.019,39.05
14.286,8.995,7.877,-1.419,13.034,-11.853,202.345,-3.925,0609-1-01-379,Salto C,32.701,362.754,-24.379,46.463,390.019,39.05
74.104,31.936,21.426,1.811,69.661,27.332,230.543,4.461,0609-1-01-379,Salto C,32.701,362.754,-24.379,46.463,390.019,39.05
98.596,106.107,26.512,-0.837,88.136,-68.265,-140.516,-3.305,0115-JANEIKE-01-34,Triffis B,-189.108,-738.21,-187.17,341.774,973.015,275.312
38.914,71.578,-24.58,7.008,1.126,-106.253,-601.992,-14.651,0115-JANEIKE-01-34,Triffis B,-189.108,-738.21,-187.17,341.774,973.015,275.312
47.931,41.361,-44.31,8.087,-13.684,-131.451,-800.487,58.987,0115-JANEIKE-01-34,Triffis B,-189.108,-738.21,-187.17,341.774,973.015,275.312
54.643,51.662,-50.676,9.664,-15.893,-172.227,-810.202,110.69,0115-JANEIKE-01-34,Triffis B,-189.108,-738.21,-187.17,341.774,973.015,275.312
56.01,54.393,-52.322,13.727,-12.327,-218.836,-678.205,88.586,0115-JANEIKE-01-34,Triffis B,-189.108,-738.21,-187.17,341.774,973.015,275.312
55.727,56.143,-50.46,15.977,-17.884,-273.817,-726.825,57.89,0115-JANEIKE-01-34,Triffis B,-189.108,-738.21,-187.17,341.774,973.015,275.312
55.686,55.935,-48.984,19.316,-18.169,-312.521,-757.624,45.427,0115-JANEIKE-01-34,Triffis B,-189.108,-738.21,-187.17,341.774,973.015,275.312
55.564,55.593,-48.643,21.189,-16.562,-339.841,-760.247,16.617,0115-JANEIKE-01-34,Triffis B,-189.108,-738.21,-187.17,341.774,973.015,275.312
55.641,55.671,-49.146,21.255,-15.185,-343.423,-767.466,-10.923,0115-JANEIKE-01-34,Triffis B,-189.108,-738.21,-187.17,341.774,973.015,275.312
55.681,55.658,-50.263,19.757,-13.516,-326.222,-787.608,-58.173,0115-JANEIKE-01-34,Triffis B,-189.108,-738.21,-187.17,341.774,973.015,275.312
51.625,55.144,-45.842,14.418,-13.11,-256.25,-783.363,-125.792,0115-JANEIKE-01-34,Triffis B,-189.108,-738.21,-187.17,341.774,973.015,275.312
21.997,40.632,-20.954,3.544,-7.328,-33.16,-432.282,-141.183,0115-JANEIKE-01-34,Triffis B,-189.108,-738.21,-187.17,341.774,973.015,275.312
26.261,21.657,-21.061,-10.438,-6.525,40.343,-244.739,-240.03,0115-JANEIKE-01-34,Triffis B,-189.108,-738.21,-187.17,341.774,973.015,275.312
29.445,27.843,-21.825,-9.992,-14.415,2.549,-183.774,-467.171,0115-JANEIKE-01-34,Triffis B,-189.108,-738.21,-187.17,341.774,973.015,275.312
24.532,27.015,-12.164,-0.407,-18.697,127.919,-0.837,-466.81,0115-JANEIKE-01-34,Triffis B,-189.108,-738.21,-187.17,341.774,973.015,275.312
18.489,21.523,-5.526,1.428,-16.682,131.017,87.946,-344.957,0115-JANEIKE-01-34,Triffis B,-189.108,-738.21,-187.17,341.774,973.015,275.312
18.732,17.534,-7.539,-0.148,-16.468,76.51,151.013,-209.935,0115-JANEIKE-01-34,Triffis B,-189.108,-738.21,-187.17,341.774,973.015,275.312
23.203,20.781,-14.79,4.67,-14.193,65.571,269.855,-68.388,0115-JANEIKE-01-34,Triffis B,-189.108,-738.21,-187.17,341.774,973.015,275.312
22.45,23.189,-13.588,2.71,6.424,131.31,393.655,-39.742,0115-JANEIKE-01-34,Triffis B,-189.108,-738.21,-187.17,341.774,973.015,275.312
82.31,39.191,19.897,2.933,75.813,126.832,234.674,-46.298,0115-JANEIKE-01-34,Triffis B,-189.108,-738.21,-187.17,341.774,973.015,275.312
84.324,90.603,12.92,-1.41,79.372,-15.278,174.195,-57.278,20190930-1153-FRANKFURT_1-01-222,Salto C,24.793,346.958,-11.769,52.144,377.201,52.698
18.969,59.826,2.874,-1.048,16.919,-26.703,90.048,6.714,20190930-1153-FRANKFURT_1-01-222,Salto C,24.793,346.958,-11.769,52.144,377.201,52.698
8.821,14.097,-5.588,-1.818,-2.914,19.458,-31.202,-31.114,20190930-1153-FRANKFURT_1-01-222,Salto C,24.793,346.958,-11.769,52.144,377.201,52.698
16.671,12.606,-11.098,0.475,-8.915,-7.464,-100.571,2.122,20190930-1153-FRANKFURT_1-01-222,Salto C,24.793,346.958,-11.769,52.144,377.201,52.698
16.205,15.483,5.248,1.38,-13.625,-5.156,249.06,34.981,20190930-1153-FRANKFURT_1-01-222,Salto C,24.793,346.958,-11.769,52.144,377.201,52.698
22.223,18.101,-10.025,1.063,-17.388,42.183,561.959,73.15,20190930-1153-FRANKFURT_1-01-222,Salto C,24.793,346.958,-11.769,52.144,377.201,52.698
27.918,24.413,-22.241,1.606,-15.516,58.616,555.309,26.881,20190930-1153-FRANKFURT_1-01-222,Salto C,24.793,346.958,-11.769,52.144,377.201,52.698
19.196,25.791,-16.17,0.342,-6.962,59.622,416.187,0.363,20190930-1153-FRANKFURT_1-01-222,Salto C,24.793,346.958,-11.769,52.144,377.201,52.698
9.369,15.938,-3.133,-0.599,0.934,46.382,230.715,-28.029,20190930-1153-FRANKFURT_1-01-222,Salto C,24.793,346.958,-11.769,52.144,377.201,52.698
4.216,6.685,-0.572,-0.431,-3.493,31.023,182.262,-9.218,20190930-1153-FRANKFURT_1-01-222,Salto C,24.793,346.958,-11.769,52.144,377.201,52.698
4.39,4.196,-1.034,-1.227,-3.904,20.899,167.553,-10.608,20190930-1153-FRANKFURT_1-01-222,Salto C,24.793,346.958,-11.769,52.144,377.201,52.698
3.885,4.207,-1.129,-0.865,-3.472,13.529,150.081,-13.909,20190930-1153-FRANKFURT_1-01-222,Salto C,24.793,346.958,-11.769,52.144,377.201,52.698
3.895,3.888,-0.581,-0.886,-3.639,1.941,132.155,-8.051,20190930-1153-FRANKFURT_1-01-222,Salto C,24.793,346.958,-11.769,52.144,377.201,52.698
3.759,3.789,-0.812,-1.071,-3.462,-9.641,111.292,-11.393,20190930-1153-FRANKFURT_1-01-222,Salto C,24.793,346.958,-11.769,52.144,377.201,52.698
4.402,3.955,-1.171,-0.527,-4.136,-14.597,98.202,2.717,20190930-1153-FRANKFURT_1-01-222,Salto C,24.793,346.958,-11.769,52.144,377.201,52.698
4.822,4.603,-2.792,-0.406,-3.673,-23.503,89.278,18.049,20190930-1153-FRANKFURT_1-01-222,Salto C,24.793,346.958,-11.769,52.144,377.201,52.698
4.025,4.681,-3.407,-0.577,-2.091,-0.429,83.662,20.954,20190930-1153-FRANKFURT_1-01-222,Salto C,24.793,346.958,-11.769,52.144,377.201,52.698
5.04,4.473,-3.677,-0.293,-0.943,17.103,91.383,3.906,20190930-1153-FRANKFURT_1-01-222,Salto C,24.793,346.958,-11.769,52.144,377.201,52.698
12.061,5.751,7.382,-1.395,12.811,28.749,155.86,-31.59,20190930-1153-FRANKFURT_1-01-222,Salto C,24.793,346.958,-11.769,52.144,377.201,52.698
